КССС|Веса|МАРЕ
2911|(0.04, 0.12, 0.84)|9.03
2912|(0.13, 0.13, 0.74)|10.27
2930|(0.79, 0.03, 0.18)|21.11
2982|(0.07, 0.68, 0.25)|25.87
2987|(0.86, 0.00, 0.14)|17.95
2988|(0.00, 0.14, 0.86)|15.80
2993|(0.00, 0.51, 0.49)|12.88
2994|(0.00, 0.67, 0.33)|712.10
2995|(0.00, 0.04, 0.96)|26.25
2996|(0.00, 0.18, 0.82)|14.97
2997|(0.00, 0.10, 0.90)|12.47
2998|(0.00, 0.00, 1.00)|7.28
2999|(0.06, 0.49, 0.45)|18.97
3000|(0.49, 0.26, 0.25)|15.09
3002|(0.86, 0.11, 0.03)|25.33
3004|(0.57, 0.29, 0.14)|14.97
3006|(0.00, 0.35, 0.65)|24.35
3007|(0.00, 0.25, 0.75)|514.38
3008|(0.00, 0.45, 0.55)|11.41
3009|(0.00, 0.34, 0.66)|21.91
3011|(0.00, 0.38, 0.62)|16.39
3023|(0.16, 0.00, 0.84)|28.02
3024|(0.00, 0.17, 0.83)|14.10
3048|(0.00, 0.63, 0.37)|178.25
3049|(0.00, 0.05, 0.95)|10.72
3050|(0.79, 0.09, 0.12)|22.36
3052|(0.60, 0.00, 0.40)|20.73
3054|(0.56, 0.18, 0.26)|14.00
3056|(0.12, 0.45, 0.43)|44.87
3057|(0.07, 0.13, 0.80)|17.27
3059|(0.16, 0.39, 0.45)|24.82
3060|(0.00, 0.22, 0.78)|26.14
3062|(0.16, 0.04, 0.80)|10.09
3063|(0.00, 0.17, 0.83)|8.89
3064|(0.09, 0.23, 0.68)|14.27
3066|(0.02, 0.52, 0.46)|20.70
3124|(0.00, 0.25, 0.75)|24.87
3125|(0.00, 0.42, 0.58)|101.71
3126|(0.00, 0.16, 0.84)|11.32
3127|(0.00, 0.21, 0.79)|10.36
3129|(0.00, 0.53, 0.47)|15.73
3132|(0.05, 0.15, 0.80)|10.27
3133|(0.00, 0.41, 0.59)|19.17
3135|(0.11, 0.00, 0.89)|8.22
3136|(0.00, 0.59, 0.41)|13.98
3137|(0.16, 0.11, 0.73)|13.45
3138|(0.29, 0.31, 0.40)|8.54
3139|(0.02, 0.01, 0.97)|12.46
3140|(0.73, 0.00, 0.27)|21.02
31401|(0.71, 0.12, 0.17)|19.06
3141|(0.00, 0.55, 0.45)|52.95
3142|(0.15, 0.78, 0.07)|21.70
3143|(0.12, 0.63, 0.25)|10.55
3144|(0.00, 0.26, 0.74)|10.98
3145|(0.00, 0.71, 0.29)|117.26
3146|(0.47, 0.27, 0.26)|13.67
3148|(0.09, 0.45, 0.46)|10.72
3150|(0.00, 0.52, 0.48)|18.47
3152|(0.18, 0.09, 0.73)|11.54
3154|(0.07, 0.10, 0.83)|13.13
3155|(0.02, 0.24, 0.74)|11.17
3156|(0.00, 0.29, 0.71)|13.80
3158|(0.10, 0.02, 0.88)|11.10
3159|(0.04, 0.52, 0.44)|20.10
3161|(0.00, 1.00, 0.00)|10885.03
3163|(0.11, 0.21, 0.68)|8.82
3165|(0.02, 0.47, 0.51)|11.73
3168|(0.06, 0.16, 0.78)|12.33
3171|(0.00, 0.21, 0.79)|9.92
3172|(0.00, 0.73, 0.27)|114.40
3173|(0.00, 0.46, 0.54)|16.08
3174|(0.09, 0.50, 0.41)|12.87
3175|(0.14, 0.06, 0.80)|9.80
3176|(0.00, 0.14, 0.86)|10.50
3177|(0.00, 0.86, 0.14)|19.34
3179|(0.00, 0.24, 0.76)|12.26
3189|(0.00, 0.47, 0.53)|290.20
3205|(0.71, 0.08, 0.21)|14.52
3206|(0.63, 0.11, 0.26)|10.05
3207|(0.63, 0.00, 0.37)|23.05
3208|(0.07, 0.34, 0.59)|13.58
3209|(0.00, 0.84, 0.16)|74.08
3212|(0.04, 0.13, 0.83)|11.28
3213|(0.15, 0.09, 0.76)|10.21
3215|(0.00, 0.22, 0.78)|14.70
3216|(0.01, 0.07, 0.92)|13.01
3217|(0.00, 0.38, 0.62)|21.50
3218|(0.00, 0.10, 0.90)|24.02
3220|(0.00, 0.39, 0.61)|14.65
3221|(0.22, 0.08, 0.70)|9.53
3222|(0.01, 0.08, 0.91)|11.04
3230|(0.05, 0.35, 0.60)|13.59
3247|(0.00, 0.25, 0.75)|16.68
3256|(0.00, 0.08, 0.92)|13.61
3275|(0.00, 0.46, 0.54)|18.52
3276|(0.43, 0.00, 0.57)|16.57
3309|(0.00, 0.48, 0.52)|27.77
3311|(0.37, 0.28, 0.35)|12.07
3312|(0.47, 0.14, 0.39)|12.80
3313|(0.69, 0.14, 0.17)|11.42
3314|(0.05, 0.20, 0.75)|10.24
3315|(0.32, 0.20, 0.48)|8.35
3316|(0.28, 0.11, 0.61)|7.88
3317|(0.12, 0.02, 0.86)|13.72
3318|(0.07, 0.05, 0.88)|10.42
3319|(0.02, 0.00, 0.98)|6.53
3320|(0.20, 0.43, 0.37)|12.93
3321|(0.19, 0.30, 0.51)|20.75
3322|(0.18, 0.62, 0.20)|17.50
3323|(0.00, 0.18, 0.82)|18.64
3325|(0.25, 0.04, 0.71)|7.18
3326|(0.48, 0.18, 0.34)|13.99
3327|(0.52, 0.00, 0.48)|9.02
3328|(0.18, 0.00, 0.82)|8.91
3329|(0.57, 0.10, 0.33)|8.42
3330|(0.00, 0.47, 0.53)|10.33
3331|(0.02, 0.11, 0.87)|8.10
3332|(0.02, 0.23, 0.75)|10.50
3336|(0.12, 0.24, 0.64)|9.08
3337|(0.00, 0.02, 0.98)|9.96
3338|(0.04, 0.01, 0.95)|6.86
3339|(0.00, 0.18, 0.82)|10.19
3341|(0.09, 0.09, 0.82)|10.16
3342|(0.00, 0.36, 0.64)|9.85
3343|(0.32, 0.33, 0.35)|20.08
3346|(0.07, 0.02, 0.91)|7.33
3347|(0.19, 0.30, 0.51)|7.22
3348|(0.33, 0.02, 0.65)|6.23
3349|(0.00, 0.33, 0.67)|14.11
3350|(0.71, 0.13, 0.16)|10.18
3351|(0.21, 0.04, 0.75)|8.21
3352|(0.40, 0.05, 0.55)|8.66
3354|(0.71, 0.12, 0.17)|12.77
3355|(0.66, 0.04, 0.30)|16.49
3356|(0.41, 0.02, 0.57)|9.24
3357|(0.70, 0.00, 0.30)|14.65
3358|(0.73, 0.00, 0.27)|9.56
3359|(0.36, 0.39, 0.25)|20.18
3360|(0.09, 0.74, 0.17)|20.78
3361|(0.00, 0.64, 0.36)|11.55
3363|(0.00, 0.11, 0.89)|8.80
3364|(0.14, 0.01, 0.85)|7.36
3365|(0.00, 0.01, 0.99)|12.96
3366|(0.06, 0.23, 0.71)|11.34
3367|(0.38, 0.26, 0.36)|13.34
3368|(0.12, 0.03, 0.85)|8.02
3369|(0.00, 0.18, 0.82)|149.46
3370|(0.08, 0.08, 0.84)|8.06
3372|(0.66, 0.11, 0.23)|12.57
3373|(0.17, 0.06, 0.77)|10.10
3374|(0.79, 0.03, 0.18)|19.18
3375|(0.78, 0.11, 0.11)|25.07
3377|(0.24, 0.30, 0.46)|9.87
3379|(0.00, 0.23, 0.77)|15.16
3381|(0.03, 0.11, 0.86)|18.23
3388|(0.16, 0.19, 0.65)|8.75
3389|(0.00, 0.31, 0.69)|14.25
3393|(0.00, 0.45, 0.55)|12.60
3394|(0.48, 0.00, 0.52)|12.21
3395|(1.00, 0.00, 0.00)|100.17
3396|(0.61, 0.00, 0.39)|14.92
3397|(0.00, 0.54, 0.46)|14.58
3399|(0.05, 0.11, 0.84)|9.02
3400|(0.48, 0.10, 0.42)|10.88
3401|(0.00, 0.56, 0.44)|12.39
3408|(0.00, 0.57, 0.43)|214.10
3410|(0.20, 0.35, 0.45)|10.46
3411|(0.36, 0.12, 0.52)|11.82
3412|(0.23, 0.03, 0.74)|14.49
3415|(0.00, 0.51, 0.49)|16.53
3424|(0.48, 0.32, 0.20)|12.29
3425|(0.13, 0.17, 0.70)|12.88
3430|(0.11, 0.30, 0.59)|18.22
3431|(0.45, 0.55, 0.00)|19.44
3438|(0.11, 0.07, 0.82)|8.33
3441|(0.66, 0.00, 0.34)|24.31
3442|(0.25, 0.30, 0.45)|29.85
3443|(0.15, 0.20, 0.65)|11.13
3445|(0.27, 0.21, 0.52)|9.99
3446|(0.25, 0.09, 0.66)|9.36
3447|(0.11, 0.49, 0.40)|13.10
3449|(0.35, 0.44, 0.21)|25.19
3451|(0.47, 0.13, 0.40)|17.04
3452|(0.00, 0.38, 0.62)|12.38
3454|(0.31, 0.28, 0.41)|14.75
3455|(0.00, 0.30, 0.70)|12.56
3456|(0.20, 0.03, 0.77)|18.40
3457|(0.21, 0.19, 0.60)|9.84
3462|(0.14, 0.26, 0.60)|9.43
3495|(0.00, 0.76, 0.24)|23.27
3497|(0.03, 0.45, 0.52)|10.50
3498|(0.00, 0.00, 1.00)|24.10
35001|(0.57, 0.17, 0.26)|13.35
3504|(0.00, 0.67, 0.33)|22.90
3511|(0.00, 0.17, 0.83)|37.84
3540|(0.75, 0.13, 0.12)|10.92
35401|(0.39, 0.20, 0.41)|15.10
35403|(0.84, 0.02, 0.14)|16.34
3543|(0.00, 0.39, 0.61)|13.18
3544|(0.00, 0.34, 0.66)|9.95
3545|(0.00, 0.39, 0.61)|15.04
35804|(0.10, 0.21, 0.69)|11.06
3595|(0.22, 0.27, 0.51)|9.59
3596|(0.49, 0.12, 0.39)|13.08
36001|(0.02, 0.57, 0.41)|13.17
36002|(0.00, 0.43, 0.57)|22.48
36004|(0.04, 0.00, 0.96)|9.81
3605|(0.29, 0.14, 0.57)|25.84
3634|(0.05, 0.74, 0.21)|24.66
3645|(0.31, 0.26, 0.43)|23.24
3651|(0.16, 0.10, 0.74)|8.96
3654|(0.00, 0.13, 0.87)|9.57
3658|(0.00, 0.16, 0.84)|12.82
3659|(0.26, 0.03, 0.71)|9.21
3660|(0.00, 0.40, 0.60)|33.77
3714|(0.07, 0.06, 0.87)|8.83
3715|(0.00, 0.09, 0.91)|11.84
3722|(0.03, 0.01, 0.96)|9.39
3725|(0.03, 0.08, 0.89)|10.29
3729|(0.27, 0.03, 0.70)|6.82
3730|(0.19, 0.03, 0.78)|10.23
3734|(0.68, 0.00, 0.32)|7.99
3739|(0.34, 0.11, 0.55)|8.67
3740|(0.52, 0.04, 0.44)|17.72
37401|(0.00, 0.74, 0.26)|37.53
3741|(0.45, 0.06, 0.49)|17.25
3743|(0.32, 0.00, 0.68)|10.87
3745|(0.05, 0.38, 0.57)|12.65
3748|(0.73, 0.00, 0.27)|16.69
3749|(0.15, 0.08, 0.77)|6.59
3755|(0.00, 0.45, 0.55)|11.01
3756|(0.00, 0.42, 0.58)|290.38
3759|(0.00, 0.35, 0.65)|20.43
3760|(0.00, 0.45, 0.55)|23.17
3763|(0.00, 0.37, 0.63)|18.71
3765|(0.00, 0.01, 0.99)|23.97
3767|(0.00, 0.33, 0.67)|49.12
3781|(0.00, 0.13, 0.87)|18.78
3797|(1.00, 0.00, 0.00)|102.66
3802|(0.33, 0.04, 0.63)|9.84
3803|(0.00, 0.03, 0.97)|101.77
3804|(0.43, 0.00, 0.57)|14.72
3807|(0.00, 0.24, 0.76)|18.22
3808|(0.29, 0.46, 0.25)|11.02
3809|(0.23, 0.15, 0.62)|6.38
3811|(0.01, 0.10, 0.89)|10.00
3815|(0.65, 0.23, 0.12)|11.51
3817|(0.39, 0.14, 0.47)|8.34
3818|(0.09, 0.16, 0.75)|11.96
3819|(0.05, 0.03, 0.92)|11.04
3821|(0.00, 0.81, 0.19)|87.88
3822|(0.45, 0.32, 0.23)|13.17
3824|(1.00, 0.00, 0.00)|124.44
3827|(0.07, 0.51, 0.42)|14.12
3831|(0.79, 0.10, 0.11)|17.84
3832|(0.68, 0.05, 0.27)|21.19
3836|(0.00, 0.21, 0.79)|9.13
3839|(0.18, 0.17, 0.65)|11.93
3841|(0.14, 0.15, 0.71)|16.27
3842|(0.29, 0.14, 0.57)|16.88
3843|(0.20, 0.16, 0.64)|14.36
3844|(0.36, 0.18, 0.46)|17.08
3847|(0.49, 0.20, 0.31)|12.94
3848|(0.13, 0.20, 0.67)|14.59
3849|(0.08, 0.03, 0.89)|18.34
3853|(0.00, 0.28, 0.72)|11.37
3865|(0.00, 0.59, 0.41)|26.62
39201|(0.11, 0.51, 0.38)|16.74
39202|(1.00, 0.00, 0.00)|84.96
39206|(0.00, 0.09, 0.91)|10.02
39207|(0.45, 0.07, 0.48)|19.54
39208|(0.23, 0.16, 0.61)|9.34
39402|(0.07, 0.06, 0.87)|9.08
3941|(0.05, 0.15, 0.80)|19.92
3954|(0.02, 0.07, 0.91)|6.34
3955|(0.33, 0.09, 0.58)|9.52
3957|(0.00, 0.62, 0.38)|14.05
39601|(0.11, 0.15, 0.74)|9.62
39602|(0.54, 0.18, 0.28)|16.17
39605|(0.00, 0.28, 0.72)|12.25
39606|(0.00, 0.28, 0.72)|45.95
3961|(0.80, 0.10, 0.10)|16.59
3962|(0.21, 0.44, 0.35)|23.63
3967|(0.05, 0.10, 0.85)|8.77
3972|(0.01, 0.24, 0.75)|13.16
3981|(0.00, 0.02, 0.98)|16.43
3982|(0.08, 0.11, 0.81)|8.44
3984|(0.00, 0.11, 0.89)|10.46
3985|(0.00, 0.02, 0.98)|18.80
3987|(0.00, 0.50, 0.50)|34.27
4121|(0.00, 0.17, 0.83)|13.26
4161|(0.48, 0.13, 0.39)|11.71
4168|(0.10, 0.15, 0.75)|10.22
4169|(0.19, 0.33, 0.48)|17.53
4171|(0.11, 0.07, 0.82)|10.29
4172|(0.28, 0.31, 0.41)|17.77
4173|(0.72, 0.24, 0.04)|46.72
4174|(0.43, 0.00, 0.57)|123.47
4177|(0.00, 0.28, 0.72)|25.98
4178|(0.00, 0.36, 0.64)|16.36
4208|(0.00, 0.00, 1.00)|101.33
4214|(0.08, 0.17, 0.75)|15.36
4215|(0.80, 0.10, 0.10)|10.81
4216|(0.79, 0.07, 0.14)|17.96
4219|(0.00, 0.14, 0.86)|12.47
4224|(0.06, 0.03, 0.91)|9.72
4260|(0.00, 0.36, 0.64)|193.63
42601|(0.00, 0.46, 0.54)|17.72
4318|(0.00, 0.58, 0.42)|14.34
44001|(0.07, 0.08, 0.85)|9.04
44002|(0.00, 0.08, 0.92)|9.15
45204|(0.00, 0.64, 0.36)|21.23
47401|(0.24, 0.06, 0.70)|11.86
49212|(0.05, 0.12, 0.83)|10.43
5000|(0.09, 0.54, 0.37)|19.36
5001|(0.16, 0.07, 0.77)|13.41
5002|(0.27, 0.08, 0.65)|10.95
5005|(0.12, 0.32, 0.56)|10.11
5006|(0.27, 0.25, 0.48)|10.41
5007|(0.00, 0.21, 0.79)|23.79
5008|(0.23, 0.47, 0.30)|13.20
5009|(0.00, 0.61, 0.39)|22.58
5013|(0.25, 0.10, 0.65)|17.96
5014|(0.23, 0.41, 0.36)|9.06
5015|(0.10, 0.03, 0.87)|7.73
5016|(0.61, 0.06, 0.33)|14.60
5017|(0.47, 0.17, 0.36)|10.26
5018|(0.00, 0.99, 0.01)|53.10
5020|(0.05, 0.25, 0.70)|17.85
5022|(0.00, 1.00, 0.00)|49.27
5023|(0.68, 0.00, 0.32)|86.86
5024|(0.00, 0.46, 0.54)|31.48
5025|(0.00, 0.88, 0.12)|85.91
5026|(0.05, 0.09, 0.86)|10.52
5027|(0.04, 0.13, 0.83)|9.59
5028|(0.00, 0.46, 0.54)|61.96
5029|(0.00, 0.48, 0.52)|22.36
5030|(0.14, 0.22, 0.64)|11.61
5031|(0.00, 0.09, 0.91)|14.00
5033|(0.00, 1.00, 0.00)|53.51
5034|(0.07, 0.00, 0.93)|12.63
5035|(0.00, 0.42, 0.58)|13.90
5036|(0.00, 0.32, 0.68)|18.79
5037|(0.01, 0.11, 0.88)|14.87
5038|(0.04, 0.15, 0.81)|15.11
5039|(0.09, 0.05, 0.86)|15.48
5040|(0.05, 0.08, 0.87)|12.43
5041|(0.08, 0.24, 0.68)|12.30
5042|(0.13, 0.19, 0.68)|13.34
5043|(0.07, 0.07, 0.86)|9.32
5044|(0.00, 0.12, 0.88)|195.82
5045|(0.09, 0.00, 0.91)|8.18
5047|(0.19, 0.00, 0.81)|10.28
5048|(0.14, 0.00, 0.86)|46.48
5049|(0.18, 0.02, 0.80)|17.86
5050|(0.00, 0.39, 0.61)|15.41
5052|(0.03, 0.07, 0.90)|11.02
5053|(0.00, 0.54, 0.46)|16.33
5055|(0.01, 0.05, 0.94)|10.25
5056|(0.10, 0.18, 0.72)|10.21
5057|(0.06, 0.02, 0.92)|13.32
5058|(0.00, 0.29, 0.71)|53.23
5059|(0.00, 1.00, 0.00)|164.74
50601|(0.72, 0.00, 0.28)|8.82
5061|(0.00, 0.25, 0.75)|14.13
5063|(0.00, 0.63, 0.37)|126.29
5065|(0.10, 0.00, 0.90)|14.23
5067|(0.00, 0.07, 0.93)|33.19
5068|(0.00, 0.29, 0.71)|16.65
5069|(0.05, 0.24, 0.71)|24.36
5070|(0.12, 0.14, 0.74)|12.81
5071|(0.00, 0.18, 0.82)|21.53
5072|(0.00, 0.00, 1.00)|568.64
5073|(0.24, 0.07, 0.69)|10.97
5075|(0.00, 0.18, 0.82)|96.36
5076|(0.02, 0.11, 0.87)|14.13
5078|(0.09, 0.05, 0.86)|16.71
5079|(0.12, 0.16, 0.72)|14.84
5081|(0.18, 0.38, 0.44)|12.48
5082|(0.00, 0.52, 0.48)|17.32
5085|(0.15, 0.19, 0.66)|11.57
5087|(0.00, 0.17, 0.83)|185.72
5088|(0.07, 0.15, 0.78)|9.93
5089|(0.00, 0.35, 0.65)|13.62
5091|(0.06, 0.11, 0.83)|12.08
5093|(0.17, 0.03, 0.80)|10.87
5094|(0.06, 0.03, 0.91)|9.77
5097|(0.00, 0.49, 0.51)|12.72
5099|(0.23, 0.62, 0.15)|9.03
5100|(0.11, 0.33, 0.56)|13.12
5102|(0.06, 0.16, 0.78)|9.99
5104|(0.44, 0.01, 0.55)|14.79
51601|(0.01, 0.03, 0.96)|10.48
5224|(0.63, 0.11, 0.26)|19.30
5226|(0.85, 0.00, 0.15)|13.43
54402|(0.00, 0.11, 0.89)|13.03
54403|(0.00, 0.22, 0.78)|9.85
57401|(0.28, 0.53, 0.19)|14.67
57403|(0.28, 0.04, 0.68)|12.11
57601|(0.19, 0.31, 0.50)|13.60
58201|(0.24, 0.68, 0.08)|21.20
59002|(0.39, 0.00, 0.61)|18.52
5972|(0.63, 0.27, 0.10)|10.76
5974|(0.48, 0.16, 0.36)|10.40
60002|(0.00, 0.37, 0.63)|28.46
60604|(0.00, 0.33, 0.67)|16.15
61001|(0.00, 0.16, 0.84)|13.06
62201|(0.00, 0.06, 0.94)|226.16
62403|(0.23, 0.27, 0.50)|104.91
62404|(0.04, 0.13, 0.83)|13.00
62405|(0.00, 0.51, 0.49)|29.53
62801|(0.06, 0.41, 0.53)|11.29
63603|(0.31, 0.14, 0.55)|11.95
63604|(0.00, 0.04, 0.96)|8.09
63801|(0.95, 0.03, 0.02)|11.42
63802|(0.92, 0.00, 0.08)|11.68
63803|(0.96, 0.00, 0.04)|14.43
6394|(0.63, 0.03, 0.34)|22.44
6398|(0.00, 1.00, 0.00)|42.39
6399|(0.00, 0.17, 0.83)|10.37
6400|(0.27, 0.49, 0.24)|13.41
6405|(0.11, 0.16, 0.73)|7.50
6406|(0.26, 0.44, 0.30)|12.08
6416|(0.00, 0.42, 0.58)|14.36
6417|(0.15, 0.00, 0.85)|9.06
6418|(0.00, 1.00, 0.00)|1113.69
6419|(0.11, 0.08, 0.81)|10.15
6420|(0.44, 0.12, 0.44)|15.59
64203|(0.38, 0.23, 0.39)|11.11
6421|(0.40, 0.07, 0.53)|16.93
6422|(0.20, 0.08, 0.72)|13.58
6423|(0.00, 0.24, 0.76)|12.06
6424|(0.00, 1.00, 0.00)|29.93
6425|(0.00, 0.37, 0.63)|21.78
6426|(0.15, 0.09, 0.76)|11.46
6428|(0.47, 0.17, 0.36)|15.75
6429|(0.43, 0.31, 0.26)|10.68
6430|(0.58, 0.11, 0.31)|8.09
6431|(0.08, 0.37, 0.55)|10.96
6433|(0.00, 1.00, 0.00)|239.25
6435|(0.27, 0.59, 0.14)|19.75
6438|(0.00, 0.77, 0.23)|21.34
6439|(0.48, 0.27, 0.25)|19.64
64401|(0.00, 0.59, 0.41)|24.16
64402|(0.02, 0.21, 0.77)|25.11
64403|(0.03, 0.29, 0.68)|7.98
64404|(0.63, 0.00, 0.37)|11.07
64405|(0.00, 0.62, 0.38)|15.08
64406|(0.21, 0.02, 0.77)|26.44
6443|(0.02, 0.33, 0.65)|16.77
6444|(0.00, 0.37, 0.63)|18.54
6446|(0.10, 0.42, 0.48)|10.55
6448|(0.00, 0.39, 0.61)|17.99
6450|(0.00, 0.42, 0.58)|87.13
6452|(0.11, 0.10, 0.79)|10.48
6458|(0.00, 0.08, 0.92)|76.38
64601|(0.00, 0.12, 0.88)|14.01
6465|(0.11, 0.21, 0.68)|12.47
6467|(0.06, 0.06, 0.88)|11.10
6479|(0.39, 0.11, 0.50)|11.65
6480|(0.19, 0.20, 0.61)|10.90
64801|(0.38, 0.50, 0.12)|20.13
6481|(0.67, 0.15, 0.18)|16.87
6482|(0.10, 0.24, 0.66)|17.30
65603|(0.23, 0.15, 0.62)|8.19
66202|(0.00, 0.19, 0.81)|15.21
66208|(0.43, 0.32, 0.25)|14.25
66209|(0.00, 0.20, 0.80)|9.41
69201|(0.00, 0.05, 0.95)|9.17
69401|(0.00, 0.31, 0.69)|12.00
6986|(0.50, 0.05, 0.45)|7.22
7061|(0.17, 0.83, 0.00)|82.50
7064|(0.65, 0.08, 0.27)|24.63
7066|(0.00, 0.52, 0.48)|595.07
7067|(0.57, 0.02, 0.41)|21.94
7073|(0.00, 0.85, 0.15)|83.12
7079|(0.43, 0.00, 0.57)|8.37
7126|(0.00, 0.17, 0.83)|11.68
7131|(0.15, 0.22, 0.63)|7.96
7141|(0.00, 0.49, 0.51)|18.70
7144|(0.00, 0.04, 0.96)|690.03
7146|(0.02, 0.13, 0.85)|12.91
7147|(0.00, 0.46, 0.54)|960.16
7172|(0.01, 0.95, 0.04)|50.99
7192|(0.83, 0.15, 0.02)|16.75
7279|(0.13, 0.23, 0.64)|8.26
7283|(0.41, 0.20, 0.39)|13.81
7286|(0.34, 0.45, 0.21)|14.74
7287|(0.00, 0.00, 1.00)|34.13
7314|(0.59, 0.21, 0.20)|15.18
7315|(0.61, 0.00, 0.39)|11.81
7323|(0.00, 0.13, 0.87)|13.90
7324|(0.06, 0.20, 0.74)|10.95
7330|(0.74, 0.00, 0.26)|7.56
7339|(0.16, 0.50, 0.34)|13.58
7426|(0.22, 0.12, 0.66)|11.11
7439|(0.81, 0.00, 0.19)|20.41
7608|(0.28, 0.37, 0.35)|16.58
7609|(0.54, 0.27, 0.19)|11.89
76802|(0.33, 0.25, 0.42)|17.60
78602|(0.59, 0.00, 0.41)|11.28
8079|(0.00, 0.40, 0.60)|9.23
8159|(0.00, 0.15, 0.85)|14.64
8160|(0.17, 0.10, 0.73)|11.36
8174|(0.49, 0.17, 0.34)|11.49
8181|(0.00, 0.23, 0.77)|15.72
8214|(0.24, 0.76, 0.00)|28.40
8308|(0.49, 0.25, 0.26)|20.42
83602|(0.00, 0.37, 0.63)|243.16
83603|(0.00, 0.37, 0.63)|34.04
84802|(0.18, 0.18, 0.64)|10.73
85001|(0.08, 0.68, 0.24)|16.59
8654|(0.79, 0.06, 0.15)|28.90
8662|(0.17, 0.07, 0.76)|10.12
8663|(0.00, 0.16, 0.84)|14.00
8664|(0.00, 0.22, 0.78)|11.57
8697|(0.00, 0.00, 1.00)|32.97
8698|(0.00, 0.00, 1.00)|10.97
8714|(0.00, 0.21, 0.79)|15.79
8727|(0.30, 0.46, 0.24)|11.48
8729|(0.69, 0.00, 0.31)|16.87
8731|(0.47, 0.00, 0.53)|28.77
8734|(0.88, 0.12, 0.00)|28.05
8738|(0.18, 0.49, 0.33)|22.54
8740|(0.68, 0.22, 0.10)|33.26
8741|(0.71, 0.00, 0.29)|42.29
8742|(0.27, 0.42, 0.31)|15.09
8747|(0.45, 0.14, 0.41)|17.38
8750|(0.00, 0.48, 0.52)|116.02
8754|(0.00, 0.97, 0.03)|36.70
8774|(0.07, 0.26, 0.67)|8.60
8782|(0.30, 0.33, 0.37)|13.95
8787|(1.00, 0.00, 0.00)|274.89
8788|(0.41, 0.23, 0.36)|13.71
8794|(0.23, 0.46, 0.31)|12.64
8796|(0.23, 0.24, 0.53)|12.28
8874|(0.00, 0.59, 0.41)|24.54
8899|(0.20, 0.21, 0.59)|8.90
8901|(0.65, 0.30, 0.05)|44.67
8903|(0.50, 0.21, 0.29)|11.63
8907|(0.12, 0.17, 0.71)|13.86
8911|(0.36, 0.13, 0.51)|9.59
8912|(0.06, 0.10, 0.84)|7.61
8932|(0.27, 0.08, 0.65)|8.50
8933|(0.00, 0.62, 0.38)|24.88
8934|(0.00, 0.34, 0.66)|10.84
8935|(0.52, 0.07, 0.41)|12.02
89402|(0.14, 0.33, 0.53)|15.17
8958|(0.08, 0.80, 0.12)|53.28
89601|(0.00, 0.12, 0.88)|15.66
89802|(0.00, 0.33, 0.67)|27.09
8996|(0.05, 0.15, 0.80)|9.21
90001|(1.00, 0.00, 0.00)|177.12
9040|(0.59, 0.06, 0.35)|13.69
90401|(0.34, 0.31, 0.35)|11.49
9041|(0.74, 0.12, 0.14)|14.91
9049|(0.43, 0.38, 0.19)|22.89
9075|(0.36, 0.28, 0.36)|19.64
9085|(0.67, 0.09, 0.24)|10.55
9086|(0.66, 0.00, 0.34)|10.96
91401|(0.01, 0.17, 0.82)|10.00
91802|(0.00, 0.98, 0.02)|60.42
9207|(0.48, 0.28, 0.24)|9.67
92201|(0.19, 0.02, 0.79)|8.95
92202|(0.19, 0.24, 0.57)|9.26
92203|(0.02, 0.28, 0.70)|8.90
9222|(0.28, 0.21, 0.51)|8.74
92401|(0.00, 0.15, 0.85)|227.99
92402|(0.15, 0.33, 0.52)|22.05
92403|(0.22, 0.32, 0.46)|21.06
92404|(0.00, 0.22, 0.78)|48.03
92405|(0.18, 0.54, 0.28)|14.40
9241|(1.00, 0.00, 0.00)|121.52
9244|(0.35, 0.00, 0.65)|236.88
9245|(0.13, 0.10, 0.77)|9.71
9304|(0.17, 0.50, 0.33)|23.14
9309|(0.07, 0.14, 0.79)|11.10
9310|(0.52, 0.09, 0.39)|10.84
9311|(0.09, 0.00, 0.91)|8.58
9312|(0.00, 0.09, 0.91)|9.23
9313|(0.00, 0.12, 0.88)|10.36
9314|(1.00, 0.00, 0.00)|834.06
9315|(0.03, 0.17, 0.80)|10.01
9316|(0.00, 0.05, 0.95)|11.70
9317|(0.56, 0.11, 0.33)|8.61
9318|(0.00, 0.09, 0.91)|10.09
9319|(0.10, 0.14, 0.76)|10.73
9320|(0.13, 0.11, 0.76)|7.56
9321|(0.07, 0.10, 0.83)|8.63
9325|(0.29, 0.00, 0.71)|20.23
9333|(0.06, 0.09, 0.85)|8.13
9334|(0.00, 0.00, 1.00)|58.78
9335|(0.14, 0.17, 0.69)|9.31
9337|(0.00, 0.56, 0.44)|17.32
9338|(0.06, 0.63, 0.31)|35.37
9339|(0.00, 1.00, 0.00)|1321.38
9340|(0.03, 0.15, 0.82)|9.38
9342|(0.01, 0.02, 0.97)|11.60
9346|(0.23, 0.18, 0.59)|10.52
9353|(0.01, 0.01, 0.98)|8.86
9354|(0.50, 0.11, 0.39)|11.76
9378|(0.04, 0.22, 0.74)|10.70
9379|(0.08, 0.46, 0.46)|12.43
9385|(1.00, 0.00, 0.00)|48.67
94005|(0.89, 0.07, 0.04)|16.59
9404|(0.00, 0.36, 0.64)|11.21
9424|(0.00, 0.23, 0.77)|9.05
