ORG_KSSS,date,Чеки дневные,Чеки ночные,Часы дневные,Часы ночные,Совокупное кол-во суточных чеков,Совокупное кол-во суточных часов
2250,2026-02-07,291.0,86.0,12,12,377,24
2250,2026-02-08,299.0,88.0,12,12,387,24
2250,2026-02-09,302.0,89.0,12,12,391,24
2250,2026-02-10,304.0,90.0,12,12,394,24
2250,2026-02-11,307.0,91.0,12,12,398,24
2250,2026-02-12,333.0,98.0,12,12,431,24
2250,2026-02-13,323.0,95.0,12,12,418,24
2250,2026-02-14,291.0,86.0,12,12,377,24
2250,2026-02-15,299.0,88.0,12,12,387,24
2250,2026-02-16,302.0,89.0,12,12,391,24
2250,2026-02-17,304.0,90.0,12,12,394,24
2250,2026-02-18,307.0,90.0,12,12,397,24
2250,2026-02-19,333.0,98.0,12,12,431,24
2250,2026-02-20,323.0,95.0,12,12,418,24
2250,2026-02-21,290.0,85.0,12,12,375,24
2250,2026-02-22,298.0,88.0,12,12,386,24
2250,2026-02-23,301.0,89.0,12,12,390,24
2250,2026-02-24,303.0,89.0,12,12,392,24
2250,2026-02-25,306.0,90.0,12,12,396,24
2250,2026-02-26,332.0,98.0,12,12,430,24
2250,2026-02-27,322.0,95.0,12,12,417,24
2250,2026-02-28,290.0,85.0,12,12,375,24
2674,2026-02-01,700.0,172.0,36,12,872,48
2674,2026-02-02,733.0,180.0,36,12,913,48
2674,2026-02-03,731.0,179.0,36,12,910,48
2674,2026-02-04,741.0,182.0,36,12,923,48
2674,2026-02-05,804.0,197.0,36,12,1001,48
2674,2026-02-06,755.0,185.0,36,12,940,48
2674,2026-02-07,673.0,165.0,36,12,838,48
2674,2026-02-08,712.0,175.0,36,12,887,48
2674,2026-02-09,736.0,180.0,36,12,916,48
2674,2026-02-10,734.0,180.0,36,12,914,48
2674,2026-02-11,744.0,182.0,36,12,926,48
2674,2026-02-12,807.0,198.0,36,12,1005,48
2674,2026-02-13,758.0,186.0,36,12,944,48
2674,2026-02-14,676.0,166.0,36,12,842,48
2674,2026-02-15,714.0,175.0,36,12,889,48
2674,2026-02-16,738.0,181.0,36,12,919,48
2674,2026-02-17,736.0,181.0,36,12,917,48
2674,2026-02-18,746.0,183.0,36,12,929,48
2674,2026-02-19,809.0,198.0,36,12,1007,48
2674,2026-02-20,760.0,186.0,36,12,946,48
2674,2026-02-21,678.0,166.0,36,12,844,48
2674,2026-02-22,717.0,176.0,36,12,893,48
2674,2026-02-23,741.0,182.0,36,12,923,48
2674,2026-02-24,739.0,181.0,36,12,920,48
2674,2026-02-25,749.0,184.0,36,12,933,48
2674,2026-02-26,812.0,199.0,36,12,1011,48
2674,2026-02-27,763.0,187.0,36,12,950,48
2674,2026-02-28,681.0,167.0,36,12,848,48
