ORG_KSSS,date,Чеки дневные,Чеки ночные,Часы дневные,Часы ночные,Совокупное кол-во суточных чеков,Совокупное кол-во суточных часов
1266,2026-02-01,851.0,245.0,36,12,1096,48
1266,2026-02-02,905.0,261.0,36,12,1166,48
1266,2026-02-03,895.0,258.0,36,12,1153,48
1266,2026-02-04,945.0,272.0,48,12,1217,60
1266,2026-02-05,1003.0,289.0,48,24,1292,72
1266,2026-02-06,1022.0,295.0,48,24,1317,72
1266,2026-02-07,865.0,249.0,36,12,1114,48
1266,2026-02-08,876.0,252.0,36,12,1128,48
1266,2026-02-09,930.0,268.0,48,12,1198,60
1266,2026-02-10,893.0,257.0,36,12,1150,48
1266,2026-02-11,879.0,253.0,36,12,1132,48
1266,2026-02-12,992.0,286.0,48,12,1278,60
1266,2026-02-13,1004.0,289.0,48,24,1293,72
1266,2026-02-14,885.0,255.0,36,12,1140,48
1266,2026-02-15,879.0,253.0,36,12,1132,48
1266,2026-02-16,911.0,263.0,48,12,1174,60
1266,2026-02-17,931.0,268.0,48,12,1199,60
1266,2026-02-18,935.0,270.0,48,12,1205,60
1266,2026-02-19,1000.0,288.0,48,24,1288,72
1266,2026-02-20,1000.0,288.0,48,24,1288,72
1266,2026-02-21,871.0,251.0,36,12,1122,48
1266,2026-02-22,875.0,252.0,36,12,1127,48
1266,2026-02-23,924.0,266.0,48,12,1190,60
1266,2026-02-24,927.0,267.0,48,12,1194,60
1266,2026-02-25,918.0,265.0,48,12,1183,60
1266,2026-02-26,979.0,282.0,48,12,1261,60
1266,2026-02-27,992.0,286.0,48,12,1278,60
1266,2026-02-28,905.0,261.0,36,12,1166,48
1268,2026-02-01,462.0,154.0,24,12,616,36
1268,2026-02-02,444.0,148.0,24,12,592,36
1268,2026-02-03,445.0,148.0,24,12,593,36
1268,2026-02-04,475.0,158.0,24,12,633,36
1268,2026-02-05,522.0,174.0,24,12,696,36
1268,2026-02-06,498.0,166.0,24,12,664,36
1268,2026-02-07,576.0,192.0,24,12,768,36
1268,2026-02-08,481.0,160.0,24,12,641,36
1268,2026-02-09,458.0,153.0,24,12,611,36
1268,2026-02-10,456.0,152.0,24,12,608,36
1268,2026-02-11,483.0,161.0,24,12,644,36
1268,2026-02-12,528.0,176.0,24,12,704,36
1268,2026-02-13,503.0,167.0,24,12,670,36
1268,2026-02-14,579.0,193.0,24,12,772,36
1268,2026-02-15,483.0,161.0,24,12,644,36
1268,2026-02-16,459.0,153.0,24,12,612,36
1268,2026-02-17,457.0,152.0,24,12,609,36
1268,2026-02-18,483.0,161.0,24,12,644,36
1268,2026-02-19,528.0,176.0,24,12,704,36
1268,2026-02-20,502.0,167.0,24,12,669,36
1268,2026-02-21,578.0,193.0,24,12,771,36
1268,2026-02-22,482.0,161.0,24,12,643,36
1268,2026-02-23,458.0,153.0,24,12,611,36
1268,2026-02-24,456.0,152.0,24,12,608,36
1268,2026-02-25,482.0,161.0,24,12,643,36
1268,2026-02-26,527.0,175.0,24,12,702,36
1268,2026-02-27,501.0,167.0,24,12,668,36
1268,2026-02-28,577.0,192.0,24,12,769,36
1269,2026-02-01,286.0,106.0,12,12,392,24
1269,2026-02-02,254.0,94.0,12,12,348,24
1269,2026-02-03,251.0,93.0,12,12,344,24
1269,2026-02-04,290.0,107.0,12,12,397,24
1269,2026-02-05,329.0,122.0,12,12,451,24
1269,2026-02-06,312.0,115.0,12,12,427,24
1269,2026-02-07,306.0,113.0,12,12,419,24
1269,2026-02-08,256.0,95.0,12,12,351,24
1269,2026-02-09,218.0,81.0,12,12,299,24
1269,2026-02-10,220.0,81.0,12,12,301,24
1269,2026-02-11,255.0,95.0,12,12,350,24
1269,2026-02-12,298.0,110.0,12,12,408,24
1269,2026-02-13,278.0,103.0,12,12,381,24
1269,2026-02-14,275.0,102.0,12,12,377,24
1269,2026-02-15,222.0,82.0,12,12,304,24
1269,2026-02-16,187.0,69.0,12,12,256,24
1269,2026-02-17,187.0,69.0,12,12,256,24
1269,2026-02-18,224.0,83.0,12,12,307,24
1269,2026-02-19,265.0,98.0,12,12,363,24
1269,2026-02-20,246.0,91.0,12,12,337,24
1269,2026-02-21,242.0,90.0,12,12,332,24
1269,2026-02-22,190.0,70.0,12,12,260,24
1269,2026-02-23,154.0,57.0,12,12,211,24
1269,2026-02-24,154.0,57.0,12,12,211,24
1269,2026-02-25,191.0,71.0,12,12,262,24
1269,2026-02-26,233.0,86.0,12,12,319,24
1269,2026-02-27,213.0,79.0,12,12,292,24
1269,2026-02-28,210.0,78.0,12,12,288,24
1270,2026-02-01,297.0,54.0,12,12,351,24
1270,2026-02-02,301.0,55.0,12,12,356,24
1270,2026-02-03,308.0,56.0,12,12,364,24
1270,2026-02-04,321.0,59.0,12,12,380,24
1270,2026-02-05,339.0,62.0,12,12,401,24
1270,2026-02-06,331.0,61.0,12,12,392,24
1270,2026-02-07,310.0,57.0,12,12,367,24
1270,2026-02-08,303.0,55.0,12,12,358,24
1270,2026-02-09,287.0,52.0,12,12,339,24
1270,2026-02-10,285.0,52.0,12,12,337,24
1270,2026-02-11,287.0,52.0,12,12,339,24
1270,2026-02-12,298.0,55.0,12,12,353,24
1270,2026-02-13,289.0,53.0,12,12,342,24
1270,2026-02-14,277.0,51.0,12,12,328,24
1270,2026-02-15,271.0,50.0,12,12,321,24
1270,2026-02-16,259.0,47.0,12,12,306,24
1270,2026-02-17,260.0,48.0,12,12,308,24
1270,2026-02-18,262.0,48.0,12,12,310,24
1270,2026-02-19,282.0,51.0,12,12,333,24
1270,2026-02-20,273.0,50.0,12,12,323,24
1270,2026-02-21,269.0,49.0,12,12,318,24
1270,2026-02-22,266.0,49.0,12,12,315,24
1270,2026-02-23,279.0,51.0,12,12,330,24
1270,2026-02-24,290.0,53.0,12,12,343,24
1270,2026-02-25,300.0,55.0,12,12,355,24
1270,2026-02-26,298.0,54.0,12,12,352,24
1270,2026-02-27,290.0,53.0,12,12,343,24
1270,2026-02-28,283.0,52.0,12,12,335,24
