ORG_KSSS,date,Прогноз,Чеки дневные,Чеки ночные
1812,2024-08-13,62.0,49.0,13.0
1812,2024-08-14,61.0,49.0,13.0
1812,2024-08-15,62.0,49.0,13.0
1812,2024-08-16,61.0,48.0,12.0
1812,2024-08-17,57.0,45.0,12.0
1812,2024-08-18,59.0,47.0,12.0
1812,2024-08-19,59.0,47.0,12.0
1812,2024-08-20,60.0,47.0,12.0
1812,2024-08-21,59.0,47.0,12.0
1812,2024-08-22,60.0,48.0,12.0
1812,2024-08-23,59.0,47.0,12.0
1812,2024-08-24,55.0,44.0,11.0
1812,2024-08-25,57.0,45.0,12.0
1812,2024-08-26,57.0,45.0,12.0
1812,2024-08-27,58.0,46.0,12.0
1812,2024-08-28,57.0,45.0,12.0
1812,2024-08-29,58.0,46.0,12.0
1812,2024-08-30,57.0,45.0,12.0
1812,2024-08-31,53.0,42.0,11.0
1812,2024-09-01,55.0,44.0,11.0
1812,2024-09-02,55.0,44.0,11.0
1812,2024-09-03,56.0,44.0,11.0
1812,2024-09-04,55.0,44.0,11.0
1812,2024-09-05,56.0,44.0,12.0
1812,2024-09-06,55.0,44.0,11.0
1812,2024-09-07,51.0,41.0,11.0
1812,2024-09-08,53.0,42.0,11.0
1812,2024-09-09,53.0,42.0,11.0
1812,2024-09-10,54.0,43.0,11.0
1812,2024-09-11,53.0,42.0,11.0
1812,2024-09-12,54.0,43.0,11.0
