КССС|Веса|МАРЕ
133734|(0.00, 0.71, 0.29)|33.61
133735|(0.00, 0.25, 0.75)|13.26
133736|(0.70, 0.03, 0.27)|15.56
133738|(0.08, 0.00, 0.92)|6.90
133739|(0.23, 0.69, 0.08)|21.11
133740|(0.00, 0.87, 0.13)|29.12
133741|(0.00, 0.92, 0.08)|26.90
133742|(0.00, 0.18, 0.82)|10.01
133743|(0.00, 0.06, 0.94)|9.51
133744|(0.03, 0.05, 0.92)|12.54
133745|(0.00, 0.41, 0.59)|16.18
133746|(0.00, 0.93, 0.07)|25.73
133747|(0.05, 0.06, 0.89)|8.57
133748|(0.10, 0.10, 0.80)|7.85
133749|(0.76, 0.15, 0.09)|17.85
133750|(0.88, 0.05, 0.07)|33.63
133751|(0.93, 0.00, 0.07)|11.59
133752|(0.25, 0.28, 0.47)|15.91
133754|(0.92, 0.08, -0.00)|23.44
133755|(0.86, 0.14, 0.00)|17.40
133756|(0.00, 0.15, 0.85)|23.60
133757|(0.10, 0.02, 0.88)|8.77
133758|(0.26, 0.04, 0.70)|13.46
133759|(0.00, 0.19, 0.81)|12.69
133760|(0.00, 0.88, 0.12)|19.44
133761|(0.00, 0.15, 0.85)|37.71
133762|(0.00, 0.23, 0.77)|14.27
133763|(0.34, 0.64, 0.02)|15.91
133764|(0.00, 0.46, 0.54)|12.02
133765|(0.00, 0.74, 0.26)|14.78
133766|(0.00, 0.12, 0.88)|19.21
133768|(0.00, 0.11, 0.89)|16.34
133769|(0.00, 1.00, 0.00)|28.71
133770|(0.00, 0.22, 0.78)|9.95
133771|(0.00, 0.21, 0.79)|7.79
133772|(0.00, 0.76, 0.24)|23.66
133773|(0.00, 0.55, 0.45)|17.00
133774|(0.19, 0.24, 0.57)|8.42
133775|(0.21, 0.55, 0.24)|18.22
133776|(0.58, 0.42, 0.00)|20.75
133777|(0.81, 0.12, 0.07)|15.18
133778|(0.09, 0.59, 0.32)|14.12
133779|(0.00, 0.46, 0.54)|21.69
133780|(0.24, 0.41, 0.35)|18.05
133781|(0.71, 0.23, 0.06)|19.52
133782|(0.00, 0.24, 0.76)|8.19
133783|(0.00, 0.17, 0.83)|8.16
133784|(0.03, 0.30, 0.67)|10.09
133785|(0.18, 0.30, 0.52)|8.11
133786|(0.00, 0.25, 0.75)|9.13
133787|(0.19, 0.03, 0.78)|9.62
133789|(0.51, 0.08, 0.41)|8.87
133790|(0.30, 0.00, 0.70)|7.73
133791|(0.00, 0.12, 0.88)|9.58
133792|(0.00, 0.46, 0.54)|12.02
133793|(0.14, 0.21, 0.65)|10.47
133794|(0.00, 0.29, 0.71)|8.23
133796|(0.72, 0.00, 0.28)|13.47
133797|(1.00, 0.00, 0.00)|124.43
133798|(0.65, 0.08, 0.27)|11.98
133799|(0.03, 0.21, 0.76)|8.95
133800|(0.15, 0.00, 0.85)|8.96
133801|(0.23, 0.14, 0.63)|7.38
133802|(0.00, 0.55, 0.45)|10.30
133803|(0.00, 0.53, 0.47)|10.03
133804|(0.00, 0.35, 0.65)|12.12
133805|(0.81, 0.01, 0.18)|12.23
133806|(0.89, 0.11, -0.00)|13.16
133807|(0.28, 0.29, 0.43)|15.08
133808|(0.81, 0.00, 0.19)|12.73
133809|(0.57, 0.42, 0.01)|19.39
133810|(0.00, 0.21, 0.79)|19.67
133811|(0.76, 0.23, 0.01)|12.94
133812|(0.01, 0.52, 0.47)|12.11
133813|(0.11, 0.63, 0.26)|27.39
134001|(0.89, 0.11, -0.00)|146.91
134002|(0.00, 0.48, 0.52)|12.44
134003|(0.17, 0.26, 0.57)|13.79
134004|(0.10, 0.10, 0.80)|7.41
134005|(0.62, 0.00, 0.38)|9.68
134006|(0.34, 0.10, 0.56)|12.89
134007|(0.05, 0.05, 0.90)|8.58
134008|(0.00, 0.08, 0.92)|9.16
134009|(0.67, 0.09, 0.24)|9.45
134010|(0.00, 0.53, 0.47)|12.66
134011|(0.65, 0.08, 0.27)|18.01
134012|(0.17, 0.06, 0.77)|11.37
134013|(0.40, 0.31, 0.29)|13.78
134014|(0.51, 0.12, 0.37)|9.96
134015|(0.00, 0.58, 0.42)|63.19
134016|(0.06, 0.13, 0.81)|16.40
134017|(0.07, 0.04, 0.89)|17.01
134018|(0.21, 0.03, 0.76)|8.49
134019|(0.07, 0.42, 0.51)|18.08
134020|(0.25, 0.35, 0.40)|13.32
134021|(0.10, 0.29, 0.61)|8.03
134022|(0.17, 0.26, 0.57)|12.63
134023|(0.00, 0.50, 0.50)|16.48
134024|(0.78, 0.00, 0.22)|17.35
134025|(0.73, 0.19, 0.08)|26.51
134026|(0.24, 0.63, 0.13)|18.70
134027|(0.63, 0.01, 0.36)|12.41
134028|(0.37, 0.16, 0.47)|14.54
134029|(0.41, 0.13, 0.46)|10.30
134030|(0.23, 0.13, 0.64)|11.75
134031|(0.59, 0.10, 0.31)|10.68
134032|(0.42, 0.38, 0.20)|17.39
134034|(0.06, 0.00, 0.94)|10.08
134035|(0.22, 0.12, 0.66)|11.93
134036|(0.28, 0.18, 0.54)|8.93
134037|(0.05, 0.01, 0.94)|12.74
134039|(0.00, 0.53, 0.47)|62.77
134040|(0.85, 0.14, 0.01)|241.34
134041|(0.00, 0.14, 0.86)|17.20
134042|(0.01, 0.55, 0.44)|18.08
134043|(0.01, 0.02, 0.97)|10.28
134044|(0.00, 0.07, 0.93)|18.72
134045|(0.05, 0.08, 0.87)|10.22
134047|(0.19, 0.17, 0.64)|16.17
134048|(0.02, 0.04, 0.94)|12.94
134049|(0.00, 0.00, 1.00)|429.43
134050|(0.00, 0.37, 0.63)|26.14
134052|(0.00, 0.67, 0.33)|25.65
134053|(0.24, 0.21, 0.55)|13.70
134054|(0.33, 0.39, 0.28)|22.30
134055|(0.00, 0.64, 0.36)|15.77
134057|(0.07, 0.03, 0.90)|7.94
134058|(0.05, 0.00, 0.95)|9.33
134059|(0.08, 0.02, 0.90)|8.65
134060|(0.03, 0.00, 0.97)|7.91
134061|(0.10, 0.08, 0.82)|23.04
134062|(0.17, 0.06, 0.77)|17.98
134063|(0.00, 0.52, 0.48)|513.31
134064|(1.00, 0.00, 0.00)|296.79
134065|(0.31, 0.69, 0.00)|17.44
134066|(0.10, 0.73, 0.17)|24.17
134067|(0.04, 0.41, 0.55)|13.71
134068|(0.35, 0.18, 0.47)|8.91
134069|(0.32, 0.68, -0.00)|18.94
134070|(0.05, 0.39, 0.56)|44.90
134071|(0.00, 0.00, 1.00)|55.80
134072|(0.32, 0.00, 0.68)|18.74
134073|(0.00, 0.40, 0.60)|81.94
134074|(0.11, 0.00, 0.89)|56.70
134075|(0.39, 0.50, 0.11)|20.59
134076|(0.00, 0.73, 0.27)|23.09
134120|(0.09, 0.12, 0.79)|9.26
134121|(0.00, 0.02, 0.98)|8.48
134122|(0.00, 0.16, 0.84)|14.52
134123|(0.04, 0.13, 0.83)|11.91
134124|(0.00, 0.41, 0.59)|18.31
134125|(0.05, 0.26, 0.69)|12.64
134126|(0.54, 0.02, 0.44)|13.35
134127|(0.88, 0.11, 0.01)|9.83
134128|(0.11, 0.49, 0.40)|12.39
134130|(0.00, 0.60, 0.40)|15.41
134131|(0.17, 0.36, 0.47)|23.43
134132|(0.48, 0.10, 0.42)|14.20
134133|(0.08, 0.92, 0.00)|47.76
134134|(0.00, 0.10, 0.90)|8.66
134135|(0.81, 0.05, 0.14)|13.06
134136|(0.07, 0.08, 0.85)|7.37
134140|(0.04, 0.21, 0.75)|12.04
134141|(0.23, 0.26, 0.51)|11.12
134142|(0.28, 0.35, 0.37)|14.47
134143|(0.00, 0.00, 1.00)|12.06
134144|(0.00, 0.39, 0.61)|105.31
134145|(0.65, 0.35, 0.00)|12.68
134146|(0.58, 0.22, 0.20)|14.09
134147|(0.30, 0.24, 0.46)|12.78
134148|(0.68, 0.32, -0.00)|17.66
134149|(0.03, 0.09, 0.88)|10.46
134150|(0.00, 0.71, 0.29)|14.66
134151|(0.65, 0.35, 0.00)|13.52
134152|(0.00, 0.63, 0.37)|12.70
134153|(0.66, 0.07, 0.27)|14.56
134154|(0.00, 0.00, 1.00)|218.56
134155|(0.43, 0.23, 0.34)|15.13
134156|(0.61, 0.06, 0.33)|13.35
134157|(0.26, 0.50, 0.24)|12.25
134158|(0.00, 0.34, 0.66)|15.19
134159|(0.00, 0.49, 0.51)|23.22
134160|(0.46, 0.25, 0.29)|24.74
134161|(0.00, 0.76, 0.24)|26.21
134162|(0.11, 0.12, 0.77)|9.64
134163|(0.02, 0.27, 0.71)|10.41
134164|(0.50, 0.29, 0.21)|19.83
134166|(0.00, 0.58, 0.42)|18.65
134167|(0.39, 0.53, 0.08)|12.45
134168|(0.42, 0.30, 0.28)|15.17
134169|(0.62, 0.33, 0.05)|16.82
134170|(0.74, 0.11, 0.15)|10.77
134171|(0.00, 0.69, 0.31)|15.28
134172|(0.00, 0.16, 0.84)|13.94
134173|(0.51, 0.12, 0.37)|11.04
134174|(0.76, 0.24, 0.00)|16.93
134175|(0.01, 0.78, 0.21)|23.79
134176|(0.00, 0.12, 0.88)|8.56
134177|(0.18, 0.26, 0.56)|13.72
134178|(0.47, 0.18, 0.35)|13.94
134179|(0.08, 0.05, 0.87)|8.94
134180|(0.24, 0.44, 0.32)|17.12
134181|(0.41, 0.30, 0.29)|18.71
134183|(0.48, 0.05, 0.47)|10.49
134184|(0.73, 0.11, 0.16)|11.78
134185|(0.00, 0.49, 0.51)|19.36
134186|(0.00, 0.60, 0.40)|14.25
134187|(0.00, 0.70, 0.30)|18.13
134188|(0.63, 0.19, 0.18)|11.74
134189|(0.14, 0.60, 0.26)|14.35
134190|(0.00, 0.15, 0.85)|20.01
134192|(0.02, 0.06, 0.92)|8.53
134194|(0.00, 0.06, 0.94)|15.38
134197|(0.34, 0.22, 0.44)|19.06
134199|(0.00, 0.54, 0.46)|242.42
134200|(0.00, 1.00, 0.00)|162.50
134201|(0.95, 0.00, 0.05)|14.53
135001|(0.00, 0.00, 1.00)|21.24
135002|(0.27, 0.08, 0.65)|10.09
135003|(0.00, 0.60, 0.40)|22.71
135004|(0.00, 0.01, 0.99)|297.64
135005|(0.00, 0.58, 0.42)|14.89
135006|(0.00, 0.39, 0.61)|11.14
135007|(0.09, 0.37, 0.54)|19.12
135008|(0.59, 0.21, 0.20)|13.68
135009|(0.00, 0.10, 0.90)|10.89
135010|(0.29, 0.59, 0.12)|66.99
135011|(0.00, 0.41, 0.59)|96.79
135012|(0.00, 0.46, 0.54)|114.92
135013|(0.00, 0.19, 0.81)|13.59
135014|(0.09, 0.03, 0.88)|8.67
135015|(0.25, 0.29, 0.46)|18.81
135016|(0.49, 0.23, 0.28)|18.43
135017|(0.20, 0.26, 0.54)|16.01
135018|(0.00, 0.33, 0.67)|84.52
135019|(0.00, 1.00, 0.00)|208.00
135020|(0.67, 0.30, 0.03)|13.25
135022|(0.03, 0.08, 0.89)|10.02
135023|(0.26, 0.32, 0.42)|17.13
135024|(0.00, 0.42, 0.58)|55.64
135025|(0.50, 0.50, 0.00)|19.24
135026|(0.19, 0.17, 0.64)|14.26
135027|(0.54, 0.02, 0.44)|11.59
135028|(0.64, 0.26, 0.10)|12.90
135029|(0.41, 0.40, 0.19)|16.14
135030|(0.50, 0.34, 0.16)|17.68
135031|(0.64, 0.09, 0.27)|10.08
135032|(0.44, 0.18, 0.38)|11.86
135033|(0.73, 0.19, 0.08)|10.49
135034|(0.00, 0.76, 0.24)|23.35
135035|(0.69, 0.08, 0.23)|14.43
135036|(0.16, 0.57, 0.27)|17.39
135037|(0.32, 0.22, 0.46)|14.85
135038|(0.23, 0.17, 0.60)|17.11
135039|(0.01, 0.76, 0.23)|26.59
135040|(0.25, 0.11, 0.64)|15.55
135041|(0.12, 0.05, 0.83)|11.64
135042|(0.00, 0.46, 0.54)|47.65
135043|(0.33, 0.31, 0.36)|12.94
135044|(0.00, 0.50, 0.50)|25.16
135046|(0.00, 0.69, 0.31)|58.18
135047|(0.07, 0.09, 0.84)|8.50
135049|(0.00, 0.21, 0.79)|104.14
135051|(0.00, 0.67, 0.33)|22.31
135053|(0.00, 0.39, 0.61)|12.39
135054|(0.07, 0.02, 0.91)|10.32
135055|(0.38, 0.51, 0.11)|15.51
135056|(0.54, 0.46, -0.00)|31.46
135057|(0.00, 0.45, 0.55)|14.46
135058|(0.39, 0.27, 0.34)|15.29
135059|(0.39, 0.25, 0.36)|11.37
135068|(0.20, 0.14, 0.66)|14.82
135069|(0.71, 0.08, 0.21)|10.79
135070|(0.02, 0.03, 0.95)|8.93
135072|(0.30, 0.07, 0.63)|12.50
135075|(0.00, 0.39, 0.61)|27.25
135076|(0.38, 0.42, 0.20)|11.62
135801|(0.08, 0.04, 0.88)|37.78
135802|(0.00, 0.59, 0.41)|15.96
136602|(0.92, 0.00, 0.08)|16.76
136603|(0.91, 0.00, 0.09)|12.92
136801|(0.00, 0.31, 0.69)|13.44
136802|(0.82, 0.09, 0.09)|19.58
136803|(0.00, 0.16, 0.84)|11.11
136804|(0.00, 0.94, 0.06)|22.31
136805|(0.16, 0.21, 0.63)|10.42
136806|(0.16, 0.84, 0.00)|26.80
136807|(0.29, 0.33, 0.38)|14.76
136808|(0.22, 0.10, 0.68)|11.49
136809|(0.00, 0.05, 0.95)|7.34
136810|(0.91, 0.00, 0.09)|16.18
136811|(0.91, 0.04, 0.05)|13.52
136812|(0.00, 0.30, 0.70)|9.89
136813|(0.95, 0.05, 0.00)|25.06
136814|(0.43, 0.21, 0.36)|19.26
136815|(0.31, 0.46, 0.23)|21.49
136853|(0.86, 0.13, 0.01)|16.36
136872|(0.41, 0.57, 0.02)|15.55
136875|(0.00, 0.30, 0.70)|13.11
136876|(0.00, 0.16, 0.84)|10.09
136877|(0.00, 0.03, 0.97)|8.69
136878|(0.00, 0.52, 0.48)|14.36
136879|(0.08, 0.46, 0.46)|12.48
136880|(0.33, 0.23, 0.44)|15.31
136897|(0.00, 0.16, 0.84)|7.99
136901|(0.00, 0.09, 0.91)|13.16
136902|(0.00, 0.07, 0.93)|9.89
136904|(0.25, 0.27, 0.48)|8.10
136905|(0.00, 0.26, 0.74)|14.75
136906|(0.32, 0.00, 0.68)|10.50
136907|(0.00, 0.53, 0.47)|12.29
136908|(0.00, 0.15, 0.85)|17.32
136909|(0.03, 0.08, 0.89)|7.29
136910|(0.00, 0.51, 0.49)|11.54
136911|(0.28, 0.10, 0.62)|9.32
136912|(0.00, 0.13, 0.87)|9.97
136915|(0.30, 0.15, 0.55)|10.95
136916|(0.00, 0.40, 0.60)|18.63
136917|(0.00, 0.70, 0.30)|22.00
136920|(0.00, 0.63, 0.37)|9.23
136921|(1.00, 0.00, 0.00)|25.22
136922|(0.00, 0.09, 0.91)|521.08
136926|(0.44, 0.31, 0.25)|13.60
136927|(0.00, 0.88, 0.12)|26.75
136930|(0.00, 0.18, 0.82)|9.94
136931|(0.00, 0.87, 0.13)|20.72
136936|(0.86, 0.14, 0.00)|13.56
136937|(0.98, 0.00, 0.02)|15.92
136938|(0.99, 0.01, 0.00)|13.60
136939|(0.00, 0.32, 0.68)|15.09
136940|(0.09, 0.28, 0.63)|7.29
136941|(0.00, 0.51, 0.49)|11.59
136942|(0.93, 0.00, 0.07)|14.46
136945|(0.19, 0.59, 0.22)|21.40
137001|(0.04, 0.09, 0.87)|9.78
137002|(0.77, 0.11, 0.12)|12.52
138001|(0.00, 0.16, 0.84)|7.55
139201|(0.81, 0.09, 0.10)|21.46
139202|(0.82, 0.01, 0.17)|18.02
139407|(0.20, 0.09, 0.71)|9.46
139801|(0.00, 0.37, 0.63)|12.44
140402|(0.00, 0.32, 0.68)|13.47
141002|(0.04, 0.03, 0.93)|8.85
141801|(0.02, 0.08, 0.90)|8.37
143001|(0.00, 0.25, 0.75)|21.56
143602|(0.66, 0.33, 0.01)|18.56
145001|(0.00, 0.05, 0.95)|8.88
145801|(0.00, 0.00, 1.00)|130.93
150210|(0.53, 0.47, 0.00)|26.44
150402|(0.00, 0.77, 0.23)|20.74
150601|(0.11, 0.89, 0.00)|75.29
151801|(0.67, 0.21, 0.12)|222.23
151802|(0.86, 0.14, 0.00)|113.11
152001|(0.21, 0.06, 0.73)|7.91
153001|(0.00, 0.13, 0.87)|10.35
153002|(0.03, 0.35, 0.62)|6.73
153810|(0.73, 0.16, 0.11)|17.92
153812|(0.00, 0.35, 0.65)|11.47
154401|(0.00, 0.24, 0.76)|12.29
155001|(0.76, 0.00, 0.24)|10.39
155002|(0.41, 0.07, 0.52)|15.37
155003|(0.03, 0.03, 0.94)|9.09
155004|(0.79, 0.06, 0.15)|18.72
155005|(0.03, 0.12, 0.85)|13.07
155006|(0.35, 0.27, 0.38)|20.82
155007|(0.76, 0.00, 0.24)|12.17
155008|(0.17, 0.61, 0.22)|20.48
155009|(0.64, 0.36, 0.00)|408.34
155010|(0.58, 0.12, 0.30)|13.24
155011|(0.89, 0.04, 0.07)|20.12
155012|(0.94, 0.00, 0.06)|15.04
155013|(0.80, 0.01, 0.19)|15.89
155014|(0.95, 0.05, 0.00)|12.02
155015|(0.79, 0.07, 0.14)|13.33
155016|(0.72, 0.21, 0.07)|16.17
155017|(0.60, 0.16, 0.24)|16.29
155018|(0.64, 0.18, 0.18)|22.27
155019|(0.10, 0.00, 0.90)|11.66
155020|(0.75, 0.12, 0.13)|13.96
155021|(0.34, 0.39, 0.27)|12.41
155022|(0.51, 0.04, 0.45)|12.61
155023|(0.54, 0.07, 0.39)|13.59
155024|(0.00, 0.40, 0.60)|17.09
155025|(0.72, 0.03, 0.25)|12.16
155026|(0.57, 0.43, 0.00)|21.88
155027|(0.62, 0.17, 0.21)|17.14
155028|(0.45, 0.17, 0.38)|17.76
155029|(0.19, 0.24, 0.57)|16.35
155030|(0.69, 0.04, 0.27)|17.45
155031|(0.76, 0.12, 0.12)|15.27
155032|(0.77, 0.00, 0.23)|15.79
155033|(0.76, 0.00, 0.24)|13.47
155034|(0.27, 0.50, 0.23)|12.99
155035|(0.10, 0.28, 0.62)|15.33
155036|(0.88, 0.00, 0.12)|11.40
155037|(0.60, 0.06, 0.34)|15.33
155038|(0.22, 0.12, 0.66)|15.57
155039|(0.24, 0.11, 0.65)|13.66
155040|(0.00, 0.18, 0.82)|16.87
155041|(0.00, 0.21, 0.79)|29.24
155042|(0.00, 0.06, 0.94)|12.30
155043|(0.00, 0.29, 0.71)|14.03
155044|(0.12, 0.17, 0.71)|7.31
155045|(0.27, 0.37, 0.36)|15.53
155046|(0.00, 0.53, 0.47)|16.81
155047|(0.20, 0.03, 0.77)|12.39
155048|(0.02, 0.11, 0.87)|8.98
155049|(0.00, 0.04, 0.96)|10.70
155050|(0.58, 0.04, 0.38)|13.34
155051|(0.08, 0.08, 0.84)|10.62
155052|(0.14, 0.04, 0.82)|14.63
155053|(0.04, 0.00, 0.96)|14.42
155054|(0.51, 0.03, 0.46)|13.94
155055|(0.00, 0.31, 0.69)|13.38
155056|(0.00, 0.40, 0.60)|13.36
155057|(0.00, 0.00, 1.00)|14.72
155058|(0.00, 0.00, 1.00)|9.35
155059|(0.18, 0.05, 0.77)|15.49
155060|(0.20, 0.03, 0.77)|9.85
155061|(0.00, 0.05, 0.95)|11.84
155062|(0.19, 0.21, 0.60)|18.31
155064|(0.07, 0.03, 0.90)|9.68
155065|(0.00, 1.00, 0.00)|409.46
155066|(0.00, 0.05, 0.95)|11.57
155067|(0.00, 0.54, 0.46)|26.02
155069|(0.00, 1.00, 0.00)|154.81
155070|(0.06, 0.18, 0.76)|9.75
155071|(0.00, 0.21, 0.79)|15.48
155072|(0.00, 0.36, 0.64)|139.34
155073|(0.08, 0.00, 0.92)|8.85
155074|(0.34, 0.07, 0.59)|9.82
155075|(0.00, 0.58, 0.42)|10.26
155076|(0.42, 0.00, 0.58)|9.06
155077|(0.63, 0.24, 0.13)|13.09
155078|(0.84, 0.11, 0.05)|17.07
155079|(0.89, 0.00, 0.11)|17.59
155080|(0.87, 0.06, 0.07)|22.76
155081|(0.90, 0.06, 0.04)|16.70
155082|(0.64, 0.00, 0.36)|8.94
155083|(0.02, 0.25, 0.73)|11.71
155084|(0.01, 0.12, 0.87)|9.50
155085|(0.00, 0.07, 0.93)|10.61
155086|(0.00, 0.00, 1.00)|12.72
155087|(0.22, 0.43, 0.35)|16.47
155088|(0.17, 0.11, 0.72)|12.93
155089|(0.65, 0.07, 0.28)|10.48
155090|(0.03, 0.48, 0.49)|15.95
155091|(0.00, 0.74, 0.26)|21.98
155092|(0.00, 0.14, 0.86)|12.64
155093|(0.54, 0.19, 0.27)|14.88
155094|(0.84, 0.05, 0.11)|12.78
155095|(0.35, 0.06, 0.59)|12.48
155096|(0.20, 0.03, 0.77)|13.37
155097|(0.38, 0.15, 0.47)|14.82
155098|(0.11, 0.40, 0.49)|21.11
155099|(0.01, 0.17, 0.82)|9.09
155100|(0.28, 0.21, 0.51)|9.59
155101|(0.77, 0.23, -0.00)|67.73
155102|(0.14, 0.05, 0.81)|10.67
155103|(0.00, 0.46, 0.54)|15.32
155104|(0.00, 0.04, 0.96)|650.89
155105|(0.48, 0.10, 0.42)|8.55
155106|(0.00, 0.57, 0.43)|88.84
155107|(0.00, 0.00, 1.00)|111.83
155108|(0.03, 0.07, 0.90)|8.81
155109|(0.00, 0.00, 1.00)|100.00
155110|(0.00, 0.00, 1.00)|51.27
155111|(0.18, 0.11, 0.71)|10.16
155112|(0.17, 0.17, 0.66)|12.66
155113|(0.22, 0.67, 0.11)|19.96
155114|(0.21, 0.62, 0.17)|21.43
155115|(0.49, 0.24, 0.27)|19.79
155116|(0.02, 0.49, 0.49)|20.41
155117|(0.00, 0.79, 0.21)|35.20
155119|(0.33, 0.11, 0.56)|15.46
155120|(0.53, 0.33, 0.14)|17.52
155121|(0.30, 0.38, 0.32)|21.73
155122|(0.08, 0.02, 0.90)|7.10
155123|(0.00, 0.31, 0.69)|8.75
155124|(0.00, 0.63, 0.37)|10.91
155125|(0.36, 0.46, 0.18)|17.77
155126|(0.00, 0.48, 0.52)|13.40
155127|(0.00, 0.77, 0.23)|107.45
155128|(0.22, 0.51, 0.27)|17.83
155129|(0.29, 0.12, 0.59)|11.92
155130|(0.69, 0.22, 0.09)|20.99
155131|(0.00, 0.41, 0.59)|11.96
155132|(0.51, 0.06, 0.43)|18.01
155133|(0.52, 0.12, 0.36)|17.62
155134|(0.00, 1.00, 0.00)|20.36
155135|(0.14, 0.03, 0.83)|6.80
155136|(0.00, 0.36, 0.64)|12.15
155137|(0.00, 0.12, 0.88)|11.15
156401|(0.00, 0.17, 0.83)|13.86
157202|(0.00, 1.00, 0.00)|10410.25
157601|(0.08, 0.08, 0.84)|8.60
158201|(0.30, 0.07, 0.63)|13.71
158401|(0.79, 0.13, 0.08)|22.28
158601|(0.00, 0.16, 0.84)|10.35
159002|(0.00, 1.00, 0.00)|98.41
159004|(0.19, 0.21, 0.60)|14.05
159201|(0.08, 0.18, 0.74)|6.87
159202|(0.37, 0.24, 0.39)|24.41
159203|(0.62, 0.38, 0.00)|18.08
160005|(0.29, 0.31, 0.40)|14.19
160006|(0.20, 0.24, 0.56)|308.54
160007|(0.00, 0.20, 0.80)|14.40
160008|(0.00, 0.48, 0.52)|11.38
160010|(0.30, 0.33, 0.37)|21.14
160012|(0.00, 0.74, 0.26)|28.20
160014|(1.00, 0.00, 0.00)|654.18
160015|(0.00, 0.30, 0.70)|26.72
160017|(0.00, 0.79, 0.21)|83.45
160018|(0.74, 0.26, 0.00)|200.67
160019|(0.00, 0.56, 0.44)|21.91
160020|(0.00, 0.32, 0.68)|14.56
160022|(0.01, 0.13, 0.86)|10.98
160023|(0.02, 0.26, 0.72)|14.91
160024|(0.06, 0.09, 0.85)|15.00
160025|(0.00, 0.16, 0.84)|12.24
160026|(0.00, 0.10, 0.90)|15.82
160027|(0.05, 0.12, 0.83)|11.88
160028|(0.00, 0.28, 0.72)|19.09
160029|(0.00, 0.37, 0.63)|26.73
160030|(0.00, 0.66, 0.34)|16.21
160031|(0.00, 0.36, 0.64)|11.66
160032|(0.14, 0.70, 0.16)|14.28
160033|(0.00, 0.27, 0.73)|16.09
160034|(0.00, 0.10, 0.90)|13.92
160035|(0.00, 0.14, 0.86)|15.12
160037|(0.10, 0.10, 0.80)|11.53
160040|(0.03, 0.52, 0.45)|27.60
160041|(0.05, 0.44, 0.51)|12.72
160042|(0.00, 0.42, 0.58)|21.80
160043|(0.00, 0.48, 0.52)|25.89
160044|(0.00, 0.36, 0.64)|23.55
160045|(0.02, 0.51, 0.47)|11.90
160046|(0.00, 0.31, 0.69)|14.36
160048|(0.00, 0.48, 0.52)|16.08
160049|(0.00, 0.42, 0.58)|17.02
160050|(0.00, 0.25, 0.75)|19.52
160051|(0.00, 0.16, 0.84)|19.12
160052|(0.18, 0.21, 0.61)|31.30
160053|(0.00, 0.77, 0.23)|126.00
160056|(0.00, 0.45, 0.55)|31.91
160058|(0.06, 0.05, 0.89)|13.75
160059|(0.00, 1.00, 0.00)|153.34
160060|(0.00, 0.41, 0.59)|30.49
160061|(0.31, 0.17, 0.52)|12.03
160062|(0.00, 0.26, 0.74)|14.44
160063|(0.62, 0.38, 0.00)|97.81
160064|(0.00, 0.20, 0.80)|16.15
160065|(0.01, 0.45, 0.54)|13.37
160067|(0.33, 0.00, 0.67)|10.11
160068|(0.02, 0.06, 0.92)|14.32
160069|(0.00, 0.26, 0.74)|19.61
160070|(0.00, 0.25, 0.75)|30.79
160071|(0.00, 0.32, 0.68)|15.25
160073|(0.15, 0.07, 0.78)|12.89
160074|(0.00, 0.00, 1.00)|12.70
160076|(0.00, 1.00, 0.00)|154.31
160413|(0.44, 0.35, 0.21)|11.88
160414|(0.00, 0.63, 0.37)|14.53
161201|(0.43, 0.20, 0.37)|20.07
161203|(0.50, 0.30, 0.20)|21.19
161801|(0.08, 0.47, 0.45)|13.29
161802|(0.58, 0.04, 0.38)|23.22
162601|(0.53, 0.08, 0.39)|18.34
162602|(0.04, 0.30, 0.66)|8.15
162620|(0.00, 0.34, 0.66)|46.51
162622|(0.55, 0.17, 0.28)|18.48
162624|(0.91, 0.09, -0.00)|26.11
163001|(0.02, 0.05, 0.93)|7.60
163002|(0.10, 0.15, 0.75)|7.92
163003|(0.70, 0.30, 0.00)|12.37
163004|(0.45, 0.10, 0.45)|11.33
163005|(0.02, 0.05, 0.93)|7.35
163201|(0.20, 0.17, 0.63)|20.55
163202|(0.14, 0.42, 0.44)|23.02
163205|(0.00, 0.22, 0.78)|25.65
163206|(0.11, 0.42, 0.47)|14.07
163207|(0.48, 0.22, 0.30)|14.66
163208|(0.31, 0.16, 0.53)|18.79
163210|(0.56, 0.01, 0.43)|16.13
163211|(1.00, 0.00, 0.00)|24.07
163212|(0.00, 0.07, 0.93)|14.81
163213|(0.07, 0.28, 0.65)|22.45
163218|(0.22, 0.00, 0.78)|16.64
163223|(0.47, 0.18, 0.35)|13.72
163224|(0.41, 0.11, 0.48)|14.15
163403|(0.21, 0.36, 0.43)|20.36
163404|(0.06, 0.22, 0.72)|11.60
163405|(0.33, 0.28, 0.39)|19.93
163406|(0.50, 0.31, 0.19)|19.40
163407|(0.52, 0.29, 0.19)|19.67
163408|(0.55, 0.00, 0.45)|43.52
163409|(0.42, 0.35, 0.23)|15.76
163410|(0.35, 0.22, 0.43)|13.54
163623|(0.25, 0.31, 0.44)|12.84
163624|(0.48, 0.43, 0.09)|17.56
163625|(0.54, 0.46, -0.00)|19.84
163803|(0.31, 0.20, 0.49)|15.48
163805|(0.42, 0.58, 0.00)|42.81
163806|(0.35, 0.52, 0.13)|27.80
165002|(0.34, 0.32, 0.34)|9.37
165003|(0.53, 0.12, 0.35)|20.88
165004|(0.54, 0.46, -0.00)|30.33
165210|(0.09, 0.31, 0.60)|133.40
