KSSS,MAPE_ML,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
1266,4.748,8.06,7.924,МЛ,NBEATS
1268,6.539,11.45,11.727,МЛ,SARIMAX
1269,9.001,18.73,18.984,МЛ,SARIMAX
1270,8.632,12.19,10.174,МЛ,NBEATS
