KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,current_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
4216,0.85,0.13,0.02,18.38,HoltWinters,71.155,10.565,current,current,,,,10.565
139801,0.0,0.37,0.63,12.44,SARIMAX,12.74,10.633,current,current,,,,10.633
78602,0.59,0.06,0.35,11.71,SARIMAX,17.919,10.692,current,current,,,,10.692
133591,0.97,0.03,0.0,14.51,RandomForest,11.727,10.746,current,current,,,,10.746
133706,0.45,0.18,0.37,10.92,HoltWinters,22.734,10.762,current,current,,,,10.762
35403,0.78,0.11,0.11,15.8,RandomForest,24.422,10.778,current,current,,,,10.778
160027,0.05,0.12,0.83,11.88,HoltWinters,11.964,10.78,current,current,,,,10.78
133715,0.99,0.0,0.01,11.61,HoltWinters,29.039,10.795,current,current,,,,10.795
127001,0.68,0.03,0.29,12.35,RandomForest,17.959,10.81,current,current,,,,10.81
134189,0.14,0.6,0.26,14.35,HoltWinters,27.061,10.872,current,current,,,,10.872
133696,1.0,0.0,0.0,12.84,RandomForest,12.004,10.873,current,current,,,,10.873
63802,0.93,0.01,0.06,11.38,RandomForest,14.464,10.892,current,current,,,,10.892
155037,0.6,0.06,0.34,15.33,RandomForest,15.937,10.911,current,current,,,,10.911
133700,0.85,0.0,0.15,15.39,RandomForest,41.657,10.917,current,current,,,,10.917
133299,0.0,0.1,0.9,11.92,RandomForest,12.185,10.92,current,current,,,,10.92
3205,0.78,0.09,0.13,14.86,RandomForest,14.331,11.066,current,current,,,,11.066
133642,0.9,0.0,0.1,13.35,RandomForest,35.947,11.114,current,current,,,,11.114
155095,0.35,0.06,0.59,12.48,RandomForest,15.224,11.173,current,current,,,,11.173
8214,0.23,0.77,0.0,30.28,RandomForest,31.781,11.195,current,current,,,,11.195
155027,0.62,0.17,0.21,17.14,RandomForest,20.289,11.222,current,current,,,,11.222
3401,0.0,0.63,0.37,12.59,HoltWinters,13.186,11.266,current,current,,,,11.266
1254,0.49,0.38,0.13,14.06,RandomForest,18.387,11.286,current,current,,,,11.286
133282,0.0,0.08,0.92,13.32,HoltWinters,11.725,11.312,current,current,,,,11.312
133798,0.65,0.08,0.27,11.98,RandomForest,14.625,11.349,current,current,,,,11.349
134188,0.63,0.19,0.18,11.74,HoltWinters,18.229,11.441,current,current,,,,11.441
155088,0.17,0.11,0.72,12.93,SARIMAX,13.286,11.453,current,current,,,,11.453
155030,0.69,0.04,0.27,17.45,RandomForest,12.064,11.456,current,current,,,,11.456
163223,0.47,0.18,0.35,13.72,RandomForest,13.527,11.474,current,current,,,,11.474
9521,0.57,0.43,0.0,16.07,HoltWinters,19.925,11.511,current,current,,,,11.511
134135,0.81,0.05,0.14,13.06,HoltWinters,19.754,11.546,current,current,,,,11.546
7192,0.85,0.15,0.0,15.92,RandomForest,16.44,11.659,current,current,,,,11.659
134157,0.26,0.5,0.24,12.25,RandomForest,12.289,11.732,current,current,,,,11.732
133602,0.98,0.02,0.0,16.15,RandomForest,91.642,11.85,current,current,,,,11.85
133728,0.92,0.08,-0.0,12.25,RandomForest,19.687,11.85,current,current,,,,11.85
133712,0.63,0.21,0.16,12.85,HoltWinters,13.72,11.87,current,current,,,,11.87
3000,0.52,0.44,0.04,16.07,HoltWinters,12.575,11.901,current,current,,,,11.901
134164,0.5,0.29,0.21,19.83,RandomForest,20.34,11.944,current,current,,,,11.944
133756,0.0,0.15,0.85,23.6,SARIMAX,37.811,11.954,current,current,,,,11.954
133610,0.36,0.14,0.5,13.06,RandomForest,27.945,11.96,current,current,,,,11.96
135016,0.49,0.23,0.28,18.43,RandomForest,19.11,12.053,current,current,,,,12.053
135025,0.5,0.5,0.0,19.24,SARIMAX,13.403,12.185,current,current,,,,12.185
133574,0.1,0.13,0.77,13.33,RandomForest,15.543,12.191,current,current,,,,12.191
133242,0.73,0.15,0.12,16.83,RandomForest,24.684,12.275,current,current,,,,12.275
133613,0.88,0.12,0.0,15.46,RandomForest,20.072,12.295,current,current,,,,12.295
133680,0.88,0.12,0.0,13.58,HoltWinters,45.674,12.296,current,current,,,,12.296
1827,0.0,0.32,0.68,18.32,HoltWinters,14.59,12.396,current,current,,,,12.396
133704,0.86,0.14,0.0,13.48,HoltWinters,34.73,12.46,current,current,,,,12.46
163625,0.54,0.46,-0.0,19.84,HoltWinters,23.394,12.489,current,current,,,,12.489
3740,0.49,0.16,0.35,17.7,RandomForest,32.648,12.549,current,current,,,,12.549
136853,0.86,0.13,0.01,16.36,RandomForest,51.455,12.552,current,current,,,,12.552
134146,0.58,0.22,0.2,14.09,RandomForest,23.535,12.571,current,current,,,,12.571
3961,0.79,0.17,0.04,16.93,RandomForest,23.398,12.684,current,current,,,,12.684
1861,0.04,0.13,0.83,13.25,SARIMAX,21.167,12.712,current,current,,,,12.712
134076,0.0,0.73,0.27,23.09,RandomForest,23.164,12.719,current,current,,,,12.719
133640,0.92,0.08,-0.0,22.09,RandomForest,50.351,12.742,current,current,,,,12.742
3002,0.76,0.24,0.0,28.19,RandomForest,23.458,12.786,current,current,,,,12.786
155078,0.84,0.11,0.05,17.07,RandomForest,20.033,12.796,current,current,,,,12.796
133754,0.92,0.08,-0.0,23.44,RandomForest,79.007,12.917,current,current,,,,12.917
133454,0.04,0.08,0.88,14.37,SARIMAX,13.503,13.067,current,current,,,,13.067
3357,0.72,0.09,0.19,15.75,RandomForest,20.103,13.069,current,current,,,,13.069
2930,0.79,0.01,0.2,23.48,RandomForest,47.945,13.122,current,current,,,,13.122
125603,0.92,0.08,-0.0,14.45,RandomForest,16.193,13.168,current,current,,,,13.168
135040,0.25,0.11,0.64,15.55,SARIMAX,16.37,13.183,current,current,,,,13.183
136811,0.91,0.04,0.05,13.52,RandomForest,61.856,13.221,current,current,,,,13.221
7286,0.37,0.51,0.12,15.45,SARIMAX,13.784,13.278,current,current,,,,13.278
136813,0.95,0.05,0.0,25.06,RandomForest,31.016,13.372,current,current,,,,13.372
90001,0.39,0.07,0.54,18.0,RandomForest,18.6,13.376,current,current,,,,13.376
8747,0.47,0.26,0.27,17.83,RandomForest,19.359,13.419,current,current,,,,13.419
2750,0.22,0.12,0.66,15.98,RandomForest,17.466,13.486,current,current,,,,13.486
9724,0.79,0.18,0.03,16.4,RandomForest,22.646,13.58,current,current,,,,13.58
159202,0.37,0.24,0.39,24.41,RandomForest,31.85,13.586,current,current,,,,13.586
2882,0.45,0.4,0.15,18.26,RandomForest,22.379,13.602,current,current,,,,13.602
2604,0.89,0.11,-0.0,23.28,RandomForest,108.155,13.64,current,current,,,,13.64
8901,0.93,0.07,-0.0,48.62,SARIMAX,14.355,13.686,current,current,,,,13.686
92403,0.29,0.44,0.27,23.03,RandomForest,15.127,13.699,current,current,,,,13.699
133604,0.97,0.03,0.0,22.61,RandomForest,16.018,13.721,current,current,,,,13.721
155079,0.89,0.0,0.11,17.59,RandomForest,68.891,13.724,current,current,,,,13.724
5226,0.87,0.0,0.13,14.87,RandomForest,30.156,13.738,current,current,,,,13.738
133781,0.71,0.23,0.06,19.52,RandomForest,15.201,13.75,current,current,,,,13.75
150210,0.53,0.47,0.0,26.44,RandomForest,33.271,13.853,current,current,,,,13.853
3645,0.28,0.52,0.2,23.81,RandomForest,20.745,13.863,current,current,,,,13.863
3207,0.73,0.0,0.27,23.09,RandomForest,48.959,13.865,current,current,,,,13.865
1257,0.89,0.11,-0.0,20.4,RandomForest,71.365,13.966,current,current,,,,13.966
39207,0.45,0.11,0.44,21.99,HoltWinters,14.796,14.078,current,current,,,,14.078
125620,0.54,0.29,0.17,15.28,RandomForest,30.237,14.12,current,current,,,,14.12
7067,0.57,0.06,0.37,16.91,RandomForest,41.832,14.131,current,current,,,,14.131
59002,0.42,0.0,0.58,19.71,RandomForest,17.284,14.192,current,current,,,,14.192
133335,0.79,0.04,0.17,15.19,RandomForest,20.382,14.298,current,current,,,,14.298
5076,0.0,0.08,0.92,15.46,SARIMAX,14.849,14.306,current,current,,,,14.306
133351,0.13,0.36,0.51,14.44,SARIMAX,16.202,14.394,current,current,,,,14.394
2987,0.84,0.06,0.1,18.03,RandomForest,42.423,14.403,current,current,,,,14.403
133768,0.0,0.11,0.89,16.34,RandomForest,14.464,14.417,current,current,,,,14.417
161201,0.43,0.2,0.37,20.07,RandomForest,21.783,14.479,current,current,,,,14.479
125638,1.0,0.0,0.0,18.73,RandomForest,63.086,14.507,current,current,,,,14.507
155090,0.03,0.48,0.49,15.95,HoltWinters,18.606,14.522,current,current,,,,14.522
125609,0.9,0.1,-0.0,17.42,RandomForest,20.534,14.567,current,current,,,,14.567
1917,0.31,0.15,0.54,18.04,RandomForest,20.825,14.585,current,current,,,,14.585
1978,0.58,0.06,0.36,18.84,RandomForest,36.725,14.614,current,current,,,,14.614
9465,0.29,0.0,0.71,84.56,RandomForest,25.32,14.689,current,current,,,,14.689
94005,0.87,0.13,0.0,18.01,RandomForest,17.407,14.859,current,current,,,,14.859
8734,0.74,0.26,0.0,25.19,RandomForest,27.072,14.939,current,current,,,,14.939
134069,0.32,0.68,-0.0,18.94,SARIMAX,15.113,14.982,current,current,,,,14.982
8729,0.71,0.07,0.22,16.65,RandomForest,23.008,15.002,current,current,,,,15.002
125639,0.77,0.0,0.23,16.82,RandomForest,36.356,15.004,current,current,,,,15.004
155130,0.69,0.22,0.09,20.99,HoltWinters,19.203,15.027,current,current,,,,15.027
118601,0.94,0.06,0.0,19.04,HoltWinters,57.993,15.087,current,current,,,,15.087
134197,0.34,0.22,0.44,19.06,RandomForest,19.043,15.094,current,current,,,,15.094
155018,0.64,0.18,0.18,22.27,RandomForest,18.311,15.137,current,current,,,,15.137
161203,0.5,0.3,0.2,21.19,RandomForest,19.535,15.183,current,current,,,,15.183
4172,0.11,0.39,0.5,17.01,RandomForest,15.764,15.235,current,current,,,,15.235
134194,0.0,0.06,0.94,15.38,RandomForest,19.536,15.336,current,current,,,,15.336
136814,0.43,0.21,0.36,19.26,HoltWinters,40.062,15.39,current,current,,,,15.39
133755,0.86,0.14,0.0,17.4,HoltWinters,68.664,15.433,current,current,,,,15.433
136815,0.31,0.46,0.23,21.49,HoltWinters,16.04,15.461,current,current,,,,15.461
134026,0.24,0.63,0.13,18.7,SARIMAX,17.988,15.462,current,current,,,,15.462
2654,0.9,0.1,-0.0,16.18,RandomForest,20.279,15.498,current,current,,,,15.498
136602,0.92,0.0,0.08,16.76,RandomForest,48.52,15.605,current,current,,,,15.605
6482,0.09,0.26,0.65,16.65,SARIMAX,15.928,15.707,current,current,,,,15.707
3395,1.0,0.0,0.0,130.24,RandomForest,21.17,15.765,current,current,,,,15.765
3748,0.75,0.0,0.25,17.12,RandomForest,25.168,15.772,current,current,,,,15.772
133749,0.76,0.15,0.09,17.85,RandomForest,45.789,15.782,current,current,,,,15.782
1831,0.55,0.0,0.45,16.95,HoltWinters,18.336,15.931,current,current,,,,15.931
155080,0.87,0.06,0.07,22.76,HoltWinters,51.613,15.944,current,current,,,,15.944
155004,0.79,0.06,0.15,18.72,HoltWinters,19.675,16.055,current,current,,,,16.055
136921,1.0,0.0,0.0,25.22,RandomForest,75.867,16.098,current,current,,,,16.098
5013,0.28,0.06,0.66,19.3,HoltWinters,27.811,16.279,current,current,,,,16.279
133436,0.0,1.0,0.0,26.79,RandomForest,16.998,16.449,current,current,,,,16.449
1941,0.93,0.07,-0.0,19.06,RandomForest,25.213,16.52,current,current,,,,16.52
3150,0.0,0.62,0.38,18.86,HoltWinters,18.454,16.569,current,current,,,,16.569
31401,0.72,0.08,0.2,18.31,RandomForest,25.181,16.578,current,current,,,,16.578
3374,0.81,0.1,0.09,18.75,HoltWinters,81.993,16.892,current,current,,,,16.892
8754,0.0,1.0,0.0,40.9,RandomForest,18.44,17.002,current,current,,,,17.002
125641,0.89,0.04,0.07,17.58,RandomForest,53.01,17.094,current,current,,,,17.094
139202,0.82,0.01,0.17,18.02,RandomForest,29.243,17.147,current,current,,,,17.147
7064,0.61,0.2,0.19,25.4,RandomForest,49.295,17.289,current,current,,,,17.289
2664,0.46,0.54,0.0,24.73,HoltWinters,21.974,17.301,current,current,,,,17.301
133237,0.33,0.5,0.17,18.77,HoltWinters,17.962,17.339,current,current,,,,17.339
125632,1.0,0.0,0.0,18.07,RandomForest,20.815,17.424,current,current,,,,17.424
153810,0.73,0.16,0.11,17.92,RandomForest,36.86,17.557,current,current,,,,17.557
136916,0.0,0.4,0.6,18.63,RandomForest,20.582,17.623,current,current,,,,17.623
136917,0.0,0.7,0.3,22.0,HoltWinters,18.309,17.919,current,current,,,,17.919
3052,0.59,0.07,0.34,20.71,RandomForest,23.574,18.049,current,current,,,,18.049
136802,0.82,0.09,0.09,19.58,RandomForest,26.131,18.156,current,current,,,,18.156
133676,0.69,0.31,0.0,20.42,RandomForest,32.639,18.295,current,current,,,,18.295
64801,0.43,0.57,0.0,19.93,RandomForest,19.549,18.62,current,current,,,,18.62
125669,0.96,0.04,0.0,22.37,RandomForest,49.383,18.749,current,current,,,,18.749
3832,0.64,0.28,0.08,20.32,RandomForest,27.115,18.892,current,current,,,,18.892
127802,0.89,0.11,-0.0,34.19,RandomForest,43.299,19.027,current,current,,,,19.027
134190,0.0,0.15,0.85,20.01,RandomForest,23.283,19.108,current,current,,,,19.108
3962,0.42,0.58,0.0,21.31,HoltWinters,20.478,19.289,current,current,,,,19.289
133303,0.04,0.76,0.2,22.99,RandomForest,22.835,19.352,current,current,,,,19.352
2717,1.0,0.0,0.0,1055.66,RandomForest,20.463,19.41,current,current,,,,19.41
5095,0.0,0.23,0.77,22.46,SARIMAX,46.675,19.863,current,current,,,,19.863
125629,0.85,0.11,0.04,22.56,RandomForest,40.512,19.886,current,current,,,,19.886
9385,1.0,0.0,0.0,48.48,RandomForest,53.204,19.934,current,current,,,,19.934
134054,0.33,0.39,0.28,22.3,HoltWinters,23.187,20.095,current,current,,,,20.095
170004,0.02,0.89,0.09,53.54,RandomForest,39.603,20.174,current,current,,,,20.174
6394,0.7,0.15,0.15,22.5,RandomForest,26.573,20.289,current,current,,,,20.289
128801,0.65,0.25,0.1,27.96,RandomForest,29.86,20.563,current,current,,,,20.563
158401,0.79,0.13,0.08,22.28,RandomForest,77.7,20.605,current,current,,,,20.605
133488,0.0,0.72,0.28,24.82,HoltWinters,23.391,21.042,current,current,,,,21.042
3369,0.0,0.24,0.76,178.72,SARIMAX,34.909,21.497,current,current,,,,21.497
64406,0.18,0.14,0.68,30.11,HoltWinters,22.896,22.388,current,current,,,,22.388
39202,1.0,0.0,0.0,101.58,SARIMAX,86.452,22.465,current,current,,,,22.465
2611,0.86,0.14,0.0,24.65,RandomForest,41.8,22.877,current,current,,,,22.877
4174,0.5,0.0,0.5,150.96,RandomForest,44.429,24.214,current,current,,,,24.214
3987,0.0,0.52,0.48,28.86,RandomForest,44.789,24.742,current,current,,,,24.742
1075,0.0,0.69,0.31,25.27,RandomForest,1124.297,25.214,current,current,,,,25.214
133750,0.88,0.05,0.07,33.63,HoltWinters,71.798,27.902,current,current,,,,27.902
171802,0.0,1.0,0.0,68.74,RandomForest,95.373,29.405,current,current,,,,29.405
163805,0.42,0.58,0.0,42.81,RandomForest,74.927,31.794,current,current,,,,31.794
168201,0.02,0.23,0.75,71.22,RandomForest,57.447,42.66,current,current,,,,42.66
2155,1.0,0.0,0.0,188.0,RandomForest,123.94,44.095,current,current,,,,44.095
169013,0.0,0.68,0.32,385.11,RandomForest,66.092,56.189,current,current,,,,56.189
169014,0.0,0.67,0.33,137.71,RandomForest,60.794,59.08,current,current,,,,59.08
5099,0.23,0.68,0.09,9.37,RandomForest,3.605,14.859,ml,RandomForest,,,,3.605
133674,0.52,0.08,0.4,7.0,RandomForest,3.78,7.163,ml,RandomForest,,,,3.78
162602,0.04,0.3,0.66,8.15,SARIMAX,3.915,8.531,ml,SARIMAX,,,,3.915
160008,0.0,0.48,0.52,11.38,RandomForest,3.968,16.625,ml,RandomForest,,,,3.968
9337,0.0,0.56,0.44,18.62,HoltWinters,3.972,17.676,ml,HoltWinters,,,,3.972
7131,0.19,0.14,0.67,8.96,HoltWinters,4.091,7.881,ml,HoltWinters,,,,4.091
145001,0.0,0.05,0.95,8.88,HoltWinters,4.097,10.336,ml,HoltWinters,,,,4.097
92405,0.35,0.61,0.04,16.1,HoltWinters,4.109,11.564,ml,HoltWinters,,,,4.109
124002,0.0,0.38,0.62,10.14,HoltWinters,4.139,412.074,ml,HoltWinters,,,,4.139
7126,0.09,0.22,0.69,13.5,HoltWinters,4.153,15.262,ml,HoltWinters,,,,4.153
3853,0.05,0.3,0.65,11.5,SARIMAX,4.155,33.629,ml,SARIMAX,,,,4.155
133719,0.94,0.0,0.06,10.81,RandomForest,4.237,12.252,ml,RandomForest,,,,4.237
1060,0.07,0.0,0.93,7.06,RandomForest,4.288,7.483,ml,RandomForest,,,,4.288
3144,0.0,0.33,0.67,12.64,HoltWinters,4.328,10.177,ml,HoltWinters,,,,4.328
3651,0.14,0.09,0.77,8.04,SARIMAX,4.351,11.606,ml,SARIMAX,,,,4.351
6416,0.0,0.39,0.61,14.47,SARIMAX,4.382,9.339,ml,SARIMAX,,,,4.382
133656,0.19,0.11,0.7,8.14,HoltWinters,4.409,9.333,ml,HoltWinters,,,,4.409
133296,0.24,0.05,0.71,9.02,HoltWinters,4.415,9.498,ml,HoltWinters,,,,4.415
134170,0.74,0.11,0.15,10.77,HoltWinters,4.421,11.57,ml,HoltWinters,,,,4.421
7073,0.0,0.74,0.26,106.15,RandomForest,4.435,24.815,ml,RandomForest,,,,4.435
2993,0.08,0.57,0.35,14.24,SARIMAX,4.437,12.831,ml,SARIMAX,,,,4.437
5972,0.5,0.37,0.13,10.89,RandomForest,4.457,8.195,ml,RandomForest,,,,4.457
3729,0.32,0.0,0.68,6.94,RandomForest,4.466,8.201,ml,RandomForest,,,,4.466
1907,0.0,0.37,0.63,54.7,RandomForest,4.491,24.367,ml,RandomForest,,,,4.491
9333,0.18,0.11,0.71,8.4,HoltWinters,4.491,8.867,ml,HoltWinters,,,,4.491
132203,0.07,0.11,0.82,9.21,HoltWinters,4.494,10.898,ml,HoltWinters,,,,4.494
9719,0.07,0.04,0.89,7.08,HoltWinters,4.495,646.533,ml,HoltWinters,,,,4.495
3143,0.0,0.62,0.38,11.15,RandomForest,4.507,11.866,ml,RandomForest,,,,4.507
5000,0.12,0.5,0.38,23.36,HoltWinters,4.546,15.027,ml,HoltWinters,,,,4.546
2613,0.28,0.65,0.07,18.21,RandomForest,4.577,12.486,ml,RandomForest,,,,4.577
133507,0.14,0.08,0.78,11.03,SARIMAX,4.592,10.817,ml,SARIMAX,,,,4.592
5015,0.1,0.06,0.84,7.91,HoltWinters,4.599,9.961,ml,HoltWinters,,,,4.599
9317,0.59,0.22,0.19,8.99,RandomForest,4.61,10.433,ml,RandomForest,,,,4.61
155048,0.02,0.11,0.87,8.98,RandomForest,4.637,10.215,ml,RandomForest,,,,4.637
5035,0.04,0.4,0.56,14.91,HoltWinters,4.641,11.819,ml,HoltWinters,,,,4.641
139407,0.2,0.09,0.71,9.46,SARIMAX,4.649,9.02,ml,SARIMAX,,,,4.649
9346,0.26,0.36,0.38,11.68,HoltWinters,4.676,8.48,ml,HoltWinters,,,,4.676
1890,0.0,0.34,0.66,12.4,HoltWinters,4.692,10.51,ml,HoltWinters,,,,4.692
5045,0.05,0.01,0.94,8.58,RandomForest,4.693,13.767,ml,RandomForest,,,,4.693
1279,0.57,0.0,0.43,7.23,RandomForest,4.703,9.599,ml,RandomForest,,,,4.703
3749,0.15,0.08,0.77,5.95,HoltWinters,4.705,7.654,ml,HoltWinters,,,,4.705
5098,0.01,0.16,0.83,11.33,SARIMAX,4.705,,ml,SARIMAX,,,,4.705
84802,0.19,0.04,0.77,11.58,HoltWinters,4.705,7.17,ml,HoltWinters,,,,4.705
163002,0.1,0.15,0.75,7.92,RandomForest,4.743,,ml,RandomForest,,,,4.743
1106,0.02,0.0,0.98,7.91,RandomForest,4.744,9.248,ml,RandomForest,,,,4.744
152001,0.21,0.06,0.73,7.91,RandomForest,4.751,10.149,ml,RandomForest,,,,4.751
6429,0.45,0.26,0.29,11.14,HoltWinters,4.769,12.86,ml,HoltWinters,,,,4.769
1756,0.03,0.06,0.91,6.37,HoltWinters,4.779,8.747,ml,HoltWinters,,,,4.779
3136,0.0,0.59,0.41,16.99,SARIMAX,4.799,27.797,ml,SARIMAX,,,,4.799
3544,0.0,0.28,0.72,9.92,SARIMAX,4.8,38.755,ml,SARIMAX,,,,4.8
1064,0.06,0.08,0.86,9.35,RandomForest,4.814,12.388,ml,RandomForest,,,,4.814
133577,0.58,0.27,0.15,11.62,RandomForest,4.843,13.916,ml,RandomForest,,,,4.843
3127,0.05,0.27,0.68,11.58,HoltWinters,4.844,9.642,ml,HoltWinters,,,,4.844
133686,0.12,0.02,0.86,6.15,SARIMAX,4.851,7.915,ml,SARIMAX,,,,4.851
49212,0.06,0.07,0.87,8.06,HoltWinters,4.865,14.878,ml,HoltWinters,,,,4.865
3760,0.0,0.48,0.52,28.16,SARIMAX,4.867,22.993,ml,SARIMAX,,,,4.867
133608,0.0,0.31,0.69,11.95,RandomForest,4.871,10.576,ml,RandomForest,,,,4.871
6446,0.21,0.44,0.35,11.41,SARIMAX,4.875,12.301,ml,SARIMAX,,,,4.875
133617,0.05,0.07,0.88,7.58,SARIMAX,4.879,8.894,ml,SARIMAX,,,,4.879
3368,0.12,0.01,0.87,8.96,RandomForest,4.89,9.78,ml,RandomForest,,,,4.89
8774,0.0,0.47,0.53,9.5,RandomForest,4.894,10.103,ml,RandomForest,,,,4.894
1921,0.0,0.51,0.49,25.85,RandomForest,4.896,15.503,ml,RandomForest,,,,4.896
163001,0.02,0.05,0.93,7.6,RandomForest,4.903,,ml,RandomForest,,,,4.903
133787,0.19,0.03,0.78,9.62,SARIMAX,4.904,12.562,ml,SARIMAX,,,,4.904
1071,0.13,0.09,0.78,9.6,HoltWinters,4.906,9.188,ml,HoltWinters,,,,4.906
3750,0.4,0.01,0.59,8.48,RandomForest,4.907,,ml,RandomForest,,,,4.907
133633,0.11,0.2,0.69,12.1,SARIMAX,4.917,9.745,ml,SARIMAX,,,,4.917
3008,0.0,0.56,0.44,12.72,RandomForest,4.924,9.656,ml,RandomForest,,,,4.924
3049,0.0,0.09,0.91,11.85,SARIMAX,4.932,11.603,ml,SARIMAX,,,,4.932
9222,0.29,0.27,0.44,9.54,SARIMAX,4.939,8.901,ml,SARIMAX,,,,4.939
54403,0.0,0.25,0.75,10.37,RandomForest,4.942,10.462,ml,RandomForest,,,,4.942
133685,0.45,0.11,0.44,8.6,RandomForest,4.96,7.94,ml,RandomForest,,,,4.96
