КССС|Веса|МАРЕ
125661|(0.00, 0.13, 0.87)|20.28
125662|(0.60, 0.22, 0.18)|14.48
125663|(0.67, 0.10, 0.23)|14.55
125664|(0.00, 0.35, 0.65)|25.78
125665|(0.20, 0.47, 0.33)|14.23
125666|(0.31, 0.44, 0.25)|16.72
125668|(0.12, 0.49, 0.39)|15.00
125669|(0.94, 0.06, 0.00)|20.89
1257|(1.00, 0.00, 0.00)|19.54
125801|(0.00, 0.30, 0.70)|13.21
1259|(0.13, 0.02, 0.85)|9.43
1260|(0.07, 0.01, 0.92)|11.09
1261|(0.17, 0.06, 0.77)|10.38
1262|(0.25, 0.33, 0.42)|17.80
126204|(0.86, 0.09, 0.05)|10.29
1263|(0.61, 0.05, 0.34)|14.57
1264|(0.46, 0.19, 0.35)|14.01
1265|(0.00, 0.41, 0.59)|36.18
1266|(0.37, 0.25, 0.38)|8.21
1268|(0.33, 0.07, 0.60)|11.53
1269|(0.96, 0.00, 0.04)|18.72
1270|(0.00, 0.23, 0.77)|12.35
127001|(0.62, 0.00, 0.38)|12.46
127003|(0.56, 0.44, -0.00)|19.48
1271|(0.86, 0.00, 0.14)|45.94
1273|(0.34, 0.00, 0.66)|165.24
1274|(0.67, 0.05, 0.28)|10.13
1275|(0.45, 0.12, 0.43)|17.44
1278|(0.72, 0.00, 0.28)|15.72
127801|(0.96, 0.00, 0.04)|21.28
127802|(0.87, 0.13, 0.00)|31.71
1279|(0.57, 0.00, 0.43)|7.56
128201|(0.00, 0.22, 0.78)|14.43
128801|(0.62, 0.12, 0.26)|28.43
129003|(0.00, 0.32, 0.68)|12.13
129004|(0.11, 0.59, 0.30)|10.64
129401|(0.83, 0.00, 0.17)|38.95
131803|(0.24, 0.73, 0.03)|21.44
132001|(0.19, 0.17, 0.64)|11.09
132002|(0.00, 0.23, 0.77)|9.28
132203|(0.10, 0.19, 0.71)|10.01
132802|(0.18, 0.01, 0.81)|7.23
133206|(0.43, 0.36, 0.21)|17.31
133207|(0.00, 0.25, 0.75)|15.58
133208|(0.27, 0.23, 0.50)|13.45
133209|(0.04, 0.12, 0.84)|12.27
133210|(0.36, 0.28, 0.36)|12.77
133211|(0.15, 0.08, 0.77)|15.66
133212|(0.41, 0.42, 0.17)|24.53
133213|(0.36, 0.40, 0.24)|12.43
133214|(0.08, 0.39, 0.53)|15.80
133215|(0.19, 0.44, 0.37)|16.21
133216|(0.29, 0.00, 0.71)|18.86
133222|(0.48, 0.18, 0.34)|14.97
133223|(0.22, 0.34, 0.44)|18.75
133225|(0.65, 0.00, 0.35)|12.50
133226|(0.27, 0.25, 0.48)|17.61
133227|(0.28, 0.09, 0.63)|11.98
133228|(0.58, 0.10, 0.32)|11.32
133229|(0.37, 0.05, 0.58)|11.94
133230|(0.02, 0.00, 0.98)|15.62
133232|(0.56, 0.02, 0.42)|11.32
133235|(0.00, 0.04, 0.96)|16.12
133237|(0.18, 0.40, 0.42)|20.11
133238|(0.03, 0.05, 0.92)|17.89
133239|(0.00, 0.10, 0.90)|67.45
133240|(0.08, 0.24, 0.68)|14.92
133241|(0.16, 0.14, 0.70)|13.37
133242|(0.71, 0.02, 0.27)|17.79
133244|(0.00, 0.90, 0.10)|65.05
133245|(0.00, 0.47, 0.53)|18.66
133246|(0.37, 0.12, 0.51)|13.96
133248|(0.06, 0.10, 0.84)|14.02
133249|(0.02, 0.19, 0.79)|15.00
133250|(0.06, 0.15, 0.79)|11.06
133251|(0.00, 0.51, 0.49)|19.45
133252|(0.00, 0.07, 0.93)|9.77
133253|(0.00, 0.44, 0.56)|46.49
133255|(0.12, 0.05, 0.83)|53.20
133256|(0.05, 0.06, 0.89)|7.76
133257|(0.05, 0.11, 0.84)|9.53
133259|(0.00, 0.61, 0.39)|26.14
133260|(0.39, 0.20, 0.41)|17.22
133264|(0.13, 0.29, 0.58)|12.45
133265|(0.63, 0.00, 0.37)|14.11
133266|(0.00, 0.07, 0.93)|9.70
133267|(0.26, 0.09, 0.65)|10.45
133268|(0.52, 0.03, 0.45)|12.29
133269|(0.05, 0.07, 0.88)|11.53
133270|(0.00, 0.46, 0.54)|16.35
133271|(0.00, 0.10, 0.90)|9.68
133272|(0.09, 0.23, 0.68)|10.06
133273|(0.00, 0.61, 0.39)|19.95
133274|(0.38, 0.11, 0.51)|10.57
133275|(0.70, 0.13, 0.17)|21.08
133276|(0.62, 0.16, 0.22)|10.94
133277|(0.18, 0.01, 0.81)|10.33
133279|(0.04, 0.00, 0.96)|13.66
133280|(0.19, 0.01, 0.80)|13.75
133281|(0.23, 0.00, 0.77)|13.48
133282|(0.03, 0.14, 0.83)|13.47
133283|(0.00, 0.89, 0.11)|37.51
133284|(0.60, 0.10, 0.30)|91.75
133285|(0.36, 0.15, 0.49)|16.09
133286|(0.03, 0.16, 0.81)|19.18
133287|(0.08, 0.00, 0.92)|29.44
133288|(0.27, 0.14, 0.59)|16.27
133289|(0.00, 0.38, 0.62)|16.06
133290|(0.03, 0.18, 0.79)|12.80
133292|(0.08, 0.03, 0.89)|9.49
133293|(0.05, 0.46, 0.49)|14.65
133294|(0.00, 0.24, 0.76)|12.84
133295|(0.13, 0.01, 0.86)|7.79
133296|(0.23, 0.07, 0.70)|8.78
133297|(0.07, 0.00, 0.93)|8.69
133298|(0.02, 0.04, 0.94)|8.19
133299|(0.00, 0.09, 0.91)|11.73
133300|(0.22, 0.09, 0.69)|10.69
133301|(0.03, 0.21, 0.76)|21.28
133302|(0.14, 0.13, 0.73)|12.06
133303|(0.24, 0.75, 0.01)|22.02
133304|(0.27, 0.11, 0.62)|11.67
133305|(0.00, 0.65, 0.35)|17.55
133306|(0.26, 0.27, 0.47)|12.62
133308|(0.00, 0.31, 0.69)|16.63
133309|(0.42, 0.07, 0.51)|11.82
133310|(0.30, 0.02, 0.68)|11.09
133311|(0.45, 0.26, 0.29)|12.77
133312|(0.00, 0.50, 0.50)|20.45
133313|(0.43, 0.16, 0.41)|12.66
133314|(0.30, 0.06, 0.64)|13.51
133315|(0.17, 0.07, 0.76)|10.01
133316|(0.06, 0.50, 0.44)|17.81
133317|(0.24, 0.46, 0.30)|22.18
133318|(0.00, 0.42, 0.58)|160.98
133319|(0.09, 0.18, 0.73)|9.67
133320|(0.28, 0.53, 0.19)|35.80
133321|(0.04, 0.31, 0.65)|16.81
133322|(0.17, 0.42, 0.41)|15.37
133323|(0.00, 0.85, 0.15)|36.87
133324|(0.00, 0.48, 0.52)|22.64
133325|(0.00, 0.31, 0.69)|14.24
133326|(1.00, 0.00, 0.00)|182.31
133327|(0.16, 0.42, 0.42)|18.42
133328|(0.00, 0.00, 1.00)|19.17
133330|(0.00, 0.19, 0.81)|28.37
133331|(0.00, 0.16, 0.84)|14.60
133332|(0.24, 0.07, 0.69)|9.93
133333|(0.17, 0.00, 0.83)|11.39
133334|(0.10, 0.05, 0.85)|9.03
133335|(0.76, 0.00, 0.24)|14.49
133336|(0.15, 0.63, 0.22)|14.68
133337|(0.33, 0.22, 0.45)|17.54
133338|(0.00, 0.26, 0.74)|10.30
133340|(0.00, 0.92, 0.08)|21.87
133341|(0.45, 0.30, 0.25)|12.62
133342|(0.04, 0.12, 0.84)|7.98
133343|(0.08, 0.40, 0.52)|15.58
133344|(0.39, 0.61, 0.00)|29.90
133345|(0.47, 0.25, 0.28)|15.42
133346|(0.09, 0.28, 0.63)|14.05
133347|(0.00, 0.67, 0.33)|20.01
133348|(0.52, 0.13, 0.35)|14.66
133349|(0.08, 0.40, 0.52)|13.94
133350|(0.00, 0.12, 0.88)|11.32
133351|(0.12, 0.45, 0.43)|16.73
133352|(0.01, 0.40, 0.59)|13.17
133353|(0.39, 0.46, 0.15)|17.18
133354|(0.11, 0.08, 0.81)|9.36
133355|(0.00, 0.79, 0.21)|18.00
133356|(0.03, 0.03, 0.94)|7.93
133357|(0.25, 0.17, 0.58)|11.74
133358|(0.00, 0.56, 0.44)|11.34
133359|(0.00, 0.05, 0.95)|9.75
133360|(0.29, 0.32, 0.39)|16.22
133361|(1.00, 0.00, 0.00)|73.27
133363|(0.36, 0.00, 0.64)|51.01
133364|(0.00, 0.56, 0.44)|40.40
133365|(0.33, 0.28, 0.39)|11.35
133366|(0.00, 0.00, 1.00)|188.64
133367|(0.06, 0.08, 0.86)|9.36
133368|(0.02, 0.14, 0.84)|16.09
133369|(0.03, 0.11, 0.86)|42.64
133370|(0.50, 0.08, 0.42)|13.60
133371|(0.00, 0.01, 0.99)|76.87
133372|(0.02, 0.21, 0.77)|8.54
133373|(0.08, 0.06, 0.86)|10.68
133374|(0.11, 0.21, 0.68)|9.57
133375|(0.00, 0.91, 0.09)|26.04
133376|(0.40, 0.18, 0.42)|10.02
133377|(0.00, 0.14, 0.86)|13.71
133378|(0.00, 0.21, 0.79)|15.30
133379|(0.72, 0.00, 0.28)|11.70
133380|(0.13, 0.77, 0.10)|27.37
133381|(0.12, 0.28, 0.60)|10.77
133383|(0.00, 0.06, 0.94)|12.33
133384|(0.01, 0.01, 0.98)|12.18
133385|(0.07, 0.00, 0.93)|10.63
133386|(0.07, 0.08, 0.85)|7.69
133387|(0.00, 0.31, 0.69)|53.65
133388|(0.02, 0.00, 0.98)|51.27
133393|(0.02, 0.08, 0.90)|8.65
133394|(0.19, 0.41, 0.40)|12.39
133395|(0.00, 0.00, 1.00)|13.49
133396|(0.08, 0.05, 0.87)|8.10
133397|(0.32, 0.16, 0.52)|9.31
133399|(0.00, 0.20, 0.80)|14.34
133400|(0.34, 0.06, 0.60)|10.32
133401|(0.00, 0.12, 0.88)|13.40
133402|(0.00, 0.32, 0.68)|17.64
133403|(0.00, 0.14, 0.86)|13.13
133404|(0.02, 0.03, 0.95)|9.15
133405|(0.10, 0.02, 0.88)|8.23
133406|(0.00, 0.06, 0.94)|13.02
133407|(0.09, 0.16, 0.75)|7.66
133408|(0.09, 0.00, 0.91)|10.01
133409|(0.05, 0.60, 0.35)|13.20
133410|(0.00, 0.02, 0.98)|13.60
133411|(0.17, 0.02, 0.81)|9.85
133425|(0.01, 0.07, 0.92)|8.94
133426|(0.00, 1.00, 0.00)|508.12
133433|(0.00, 0.10, 0.90)|11.79
133434|(0.38, 0.60, 0.02)|22.46
133436|(0.00, 1.00, 0.00)|42.08
133437|(0.00, 0.37, 0.63)|19.39
133438|(0.54, 0.09, 0.37)|12.10
133439|(0.37, 0.19, 0.44)|13.50
133440|(0.00, 0.35, 0.65)|17.62
133441|(0.07, 0.32, 0.61)|9.01
133442|(0.00, 0.40, 0.60)|12.81
133443|(0.41, 0.24, 0.35)|10.46
133444|(0.01, 0.54, 0.45)|14.96
133445|(0.33, 0.06, 0.61)|12.93
133446|(0.23, 0.21, 0.56)|14.54
133447|(0.00, 1.00, 0.00)|36.23
133448|(0.41, 0.14, 0.45)|14.23
133449|(0.00, 0.91, 0.09)|23.80
133450|(0.39, 0.03, 0.58)|8.94
133451|(0.46, 0.24, 0.30)|11.55
133452|(0.00, 0.11, 0.89)|18.25
133453|(0.00, 0.00, 1.00)|9.95
133454|(0.03, 0.09, 0.88)|14.14
133455|(0.02, 0.05, 0.93)|8.05
133456|(0.29, 0.20, 0.51)|16.98
133457|(0.23, 0.08, 0.69)|9.07
133458|(0.41, 0.08, 0.51)|8.28
133459|(0.37, 0.15, 0.48)|9.45
133460|(0.32, 0.06, 0.62)|11.93
133461|(0.10, 0.07, 0.83)|10.36
133462|(0.02, 0.22, 0.76)|13.12
133463|(0.45, 0.43, 0.12)|79.57
133464|(0.00, 0.76, 0.24)|52.83
133465|(0.00, 0.41, 0.59)|12.61
133468|(0.00, 0.19, 0.81)|14.97
133469|(0.60, 0.00, 0.40)|15.03
133470|(0.64, 0.00, 0.36)|12.78
133471|(0.02, 0.02, 0.96)|8.63
133472|(0.66, 0.17, 0.17)|11.11
133473|(0.04, 0.01, 0.95)|9.70
133474|(0.00, 0.14, 0.86)|13.86
133475|(0.00, 0.39, 0.61)|14.52
133476|(0.00, 0.12, 0.88)|17.90
133477|(0.00, 0.09, 0.91)|11.50
133478|(0.00, 0.30, 0.70)|16.69
133479|(0.29, 0.15, 0.56)|12.12
133480|(0.34, 0.42, 0.24)|12.54
133481|(0.00, 0.59, 0.41)|19.62
133482|(0.00, 0.85, 0.15)|93.30
133483|(0.26, 0.26, 0.48)|16.91
133484|(0.36, 0.12, 0.52)|32.66
133485|(0.48, 0.11, 0.41)|17.61
133486|(0.33, 0.31, 0.36)|14.14
133487|(0.22, 0.32, 0.46)|7.92
133488|(0.00, 0.70, 0.30)|25.44
133489|(0.52, 0.10, 0.38)|12.73
133490|(0.00, 0.53, 0.47)|49.94
133491|(0.02, 0.00, 0.98)|67.18
133492|(0.00, 0.77, 0.23)|19.06
133493|(0.00, 0.80, 0.20)|24.41
133494|(0.44, 0.19, 0.37)|14.67
133495|(0.20, 0.29, 0.51)|13.32
133496|(0.44, 0.22, 0.34)|9.44
133497|(0.47, 0.09, 0.44)|14.75
133498|(0.26, 0.26, 0.48)|10.68
133499|(0.00, 0.55, 0.45)|24.32
133501|(0.10, 0.09, 0.81)|37.16
133503|(0.09, 0.05, 0.86)|14.28
133506|(0.23, 0.34, 0.43)|17.84
133507|(0.13, 0.10, 0.77)|10.15
133508|(0.19, 0.04, 0.77)|11.12
133509|(0.00, 0.28, 0.72)|30.35
133510|(1.00, 0.00, 0.00)|303.26
133511|(0.00, 0.31, 0.69)|31.16
133513|(0.20, 0.09, 0.71)|12.27
133514|(0.30, 0.33, 0.37)|17.85
133515|(0.00, 0.16, 0.84)|8.22
133517|(0.39, 0.61, 0.00)|17.05
133518|(0.00, 0.29, 0.71)|18.43
133519|(0.36, 0.06, 0.58)|12.41
133520|(0.25, 0.00, 0.75)|58.65
133521|(0.04, 0.00, 0.96)|10.46
133522|(0.00, 0.84, 0.16)|51.28
133523|(0.02, 0.04, 0.94)|9.30
133524|(0.04, 0.08, 0.88)|14.05
133525|(0.06, 0.15, 0.79)|6.94
133526|(0.44, 0.31, 0.25)|14.32
133527|(0.51, 0.11, 0.38)|9.81
133528|(0.72, 0.11, 0.17)|12.65
133529|(0.55, 0.05, 0.40)|11.46
133530|(0.60, 0.00, 0.40)|8.63
133531|(0.11, 0.01, 0.88)|8.90
133532|(0.00, 0.39, 0.61)|18.20
133533|(0.20, 0.29, 0.51)|18.13
133534|(0.57, 0.20, 0.23)|10.75
133535|(0.12, 0.10, 0.78)|19.61
133536|(0.85, 0.12, 0.03)|346.76
133539|(0.33, 0.12, 0.55)|23.82
133540|(0.64, 0.24, 0.12)|16.29
133541|(0.29, 0.00, 0.71)|11.36
133542|(0.00, 0.46, 0.54)|22.30
133543|(0.67, 0.00, 0.33)|17.53
133544|(0.09, 0.06, 0.85)|8.37
133545|(0.07, 0.12, 0.81)|9.77
133546|(0.11, 0.05, 0.84)|8.62
133547|(0.53, 0.22, 0.25)|11.55
133548|(0.00, 0.25, 0.75)|10.60
133549|(0.00, 1.00, 0.00)|184.41
133550|(0.11, 0.20, 0.69)|9.67
133551|(0.11, 0.09, 0.80)|11.40
133552|(0.00, 0.44, 0.56)|15.36
133553|(0.13, 0.04, 0.83)|10.39
133554|(0.20, 0.19, 0.61)|15.11
133556|(0.42, 0.02, 0.56)|10.91
133557|(0.40, 0.26, 0.34)|12.86
133558|(0.00, 0.40, 0.60)|15.91
133559|(0.05, 0.17, 0.78)|10.26
133560|(0.21, 0.21, 0.58)|12.57
133561|(0.48, 0.06, 0.46)|9.10
133562|(0.00, 0.47, 0.53)|11.71
133564|(0.09, 0.04, 0.87)|8.70
133565|(0.30, 0.49, 0.21)|15.12
133566|(0.01, 0.04, 0.95)|18.32
133567|(0.22, 0.22, 0.56)|12.40
133568|(0.00, 0.05, 0.95)|9.16
133569|(0.00, 0.15, 0.85)|8.86
133570|(0.62, 0.17, 0.21)|10.43
133571|(0.09, 0.37, 0.54)|9.40
133572|(0.00, 0.55, 0.45)|30.12
133573|(0.31, 0.11, 0.58)|12.37
133574|(0.08, 0.13, 0.79)|13.98
133575|(0.69, 0.00, 0.31)|10.43
133576|(0.00, 0.26, 0.74)|12.56
133577|(0.56, 0.25, 0.19)|10.94
133578|(0.16, 0.00, 0.84)|55.08
133579|(0.14, 0.06, 0.80)|10.83
133582|(0.39, 0.00, 0.61)|15.47
133583|(0.29, 0.05, 0.66)|25.12
133584|(0.03, 0.12, 0.85)|12.41
133589|(0.71, 0.18, 0.11)|12.90
133591|(0.92, 0.08, -0.00)|13.70
133592|(0.09, 0.05, 0.86)|7.83
133593|(0.82, 0.14, 0.04)|11.78
133594|(0.19, 0.01, 0.80)|11.41
133595|(0.00, 0.00, 1.00)|320.61
133596|(0.17, 0.02, 0.81)|11.65
133597|(0.15, 0.12, 0.73)|7.07
133598|(0.00, 0.31, 0.69)|12.99
133599|(0.00, 0.44, 0.56)|13.12
133600|(0.00, 0.55, 0.45)|15.17
133601|(0.63, 0.15, 0.22)|12.32
133602|(1.00, 0.00, 0.00)|18.16
133603|(0.36, 0.09, 0.55)|11.88
133604|(0.89, 0.07, 0.04)|21.13
133605|(0.34, 0.09, 0.57)|9.54
133606|(0.12, 0.09, 0.79)|13.86
133607|(0.32, 0.27, 0.41)|11.52
133608|(0.00, 0.28, 0.72)|10.86
133609|(0.38, 0.18, 0.44)|12.28
133610|(0.34, 0.04, 0.62)|12.44
133611|(0.13, 0.02, 0.85)|8.94
133612|(0.57, 0.00, 0.43)|18.20
133613|(0.85, 0.10, 0.05)|14.73
133614|(0.01, 0.07, 0.92)|7.00
133615|(0.93, 0.07, -0.00)|12.54
133616|(0.02, 0.10, 0.88)|7.79
133617|(0.06, 0.06, 0.88)|7.26
133618|(0.87, 0.08, 0.05)|13.28
133619|(0.21, 0.08, 0.71)|8.83
133620|(0.60, 0.25, 0.15)|11.84
133621|(0.95, 0.05, 0.00)|15.74
133625|(0.74, 0.13, 0.13)|15.14
133626|(0.32, 0.14, 0.54)|12.15
133627|(0.32, 0.21, 0.47)|14.21
133628|(0.93, 0.07, -0.00)|16.47
133629|(0.02, 0.05, 0.93)|9.48
133630|(0.25, 0.08, 0.67)|10.69
133631|(0.10, 0.20, 0.70)|11.51
133632|(0.00, 0.25, 0.75)|9.25
133633|(0.12, 0.22, 0.66)|11.27
133634|(0.00, 0.16, 0.84)|8.81
133635|(0.16, 0.45, 0.39)|18.56
133636|(0.13, 0.15, 0.72)|12.62
133637|(0.00, 0.17, 0.83)|10.48
133638|(0.00, 0.30, 0.70)|10.46
133639|(0.00, 0.00, 1.00)|55.59
133640|(0.91, 0.09, -0.00)|20.43
133641|(0.26, 0.04, 0.70)|11.41
133642|(0.90, 0.00, 0.10)|13.96
133643|(0.04, 0.30, 0.66)|12.16
133644|(0.15, 0.12, 0.73)|8.75
133645|(0.06, 0.10, 0.84)|10.88
133646|(0.10, 0.27, 0.63)|15.55
133647|(0.02, 0.05, 0.93)|7.10
133649|(0.31, 0.53, 0.16)|17.12
133650|(0.82, 0.13, 0.05)|10.25
133651|(0.12, 0.22, 0.66)|9.15
133652|(0.04, 0.09, 0.87)|7.83
133653|(0.24, 0.17, 0.59)|9.91
133655|(0.33, 0.24, 0.43)|8.64
133656|(0.17, 0.15, 0.68)|7.76
133657|(0.00, 0.21, 0.79)|10.42
133659|(0.08, 0.06, 0.86)|9.44
133660|(0.14, 0.44, 0.42)|16.21
133661|(0.40, 0.46, 0.14)|16.89
133662|(0.00, 0.01, 0.99)|87.88
133663|(0.26, 0.13, 0.61)|11.54
133664|(0.40, 0.08, 0.52)|8.37
133666|(0.00, 0.38, 0.62)|10.37
133667|(0.02, 0.04, 0.94)|11.68
133668|(0.00, 0.55, 0.45)|14.89
133669|(0.00, 0.12, 0.88)|18.66
133670|(0.11, 0.07, 0.82)|7.86
133671|(0.71, 0.29, 0.00)|13.57
133672|(0.00, 0.13, 0.87)|12.09
133673|(0.14, 0.24, 0.62)|9.03
133674|(0.46, 0.19, 0.35)|6.73
133675|(0.02, 0.09, 0.89)|15.05
133676|(0.71, 0.29, 0.00)|18.84
133677|(0.03, 0.42, 0.55)|13.02
133678|(0.06, 0.04, 0.90)|8.37
133679|(0.82, 0.03, 0.15)|9.03
133680|(0.88, 0.12, 0.00)|13.09
133681|(0.09, 0.25, 0.66)|12.53
133682|(0.45, 0.20, 0.35)|12.37
133684|(0.38, 0.10, 0.52)|20.30
133685|(0.42, 0.11, 0.47)|8.18
133686|(0.13, 0.06, 0.81)|6.08
133688|(0.51, 0.20, 0.29)|17.79
133689|(0.08, 0.12, 0.80)|8.69
133690|(0.04, 0.05, 0.91)|9.77
133691|(0.00, 0.27, 0.73)|10.45
133693|(0.04, 0.08, 0.88)|9.90
133694|(0.00, 0.19, 0.81)|27.01
133695|(0.00, 0.00, 1.00)|860.46
133696|(1.00, 0.00, 0.00)|12.38
133697|(0.00, 0.22, 0.78)|15.27
133698|(0.06, 0.02, 0.92)|7.29
133699|(0.05, 0.16, 0.79)|12.25
133700|(0.82, 0.07, 0.11)|15.05
133701|(0.00, 0.33, 0.67)|17.99
133702|(0.13, 0.02, 0.85)|8.08
133703|(0.04, 0.08, 0.88)|9.57
133704|(0.85, 0.15, 0.00)|13.31
133706|(0.39, 0.25, 0.36)|10.27
133707|(0.16, 0.23, 0.61)|14.15
133708|(0.00, 0.25, 0.75)|16.55
133709|(0.36, 0.09, 0.55)|16.01
133710|(0.29, 0.07, 0.64)|9.62
133711|(0.74, 0.06, 0.20)|14.12
133712|(0.62, 0.15, 0.23)|12.15
133713|(0.40, 0.60, 0.00)|13.68
133714|(0.37, 0.63, 0.00)|15.66
133715|(0.98, 0.00, 0.02)|11.43
133716|(0.71, 0.29, 0.00)|18.16
133717|(0.50, 0.12, 0.38)|11.62
133718|(0.72, 0.16, 0.12)|10.24
133719|(0.94, 0.03, 0.03)|10.29
133720|(0.03, 0.13, 0.84)|10.52
133721|(0.00, 0.19, 0.81)|11.02
133722|(0.00, 1.00, 0.00)|396.17
133723|(0.00, 0.17, 0.83)|8.70
133724|(0.16, 0.00, 0.84)|29.55
133725|(0.84, 0.08, 0.08)|14.27
133726|(0.20, 0.80, 0.00)|32.07
133727|(0.00, 0.18, 0.82)|7.30
133728|(0.92, 0.08, -0.00)|11.61
133729|(0.00, 1.00, 0.00)|37.27
133730|(0.08, 0.03, 0.89)|14.93
133732|(0.01, 0.24, 0.75)|9.09
133733|(0.68, 0.28, 0.04)|21.19
