КССС|Веса|МАРЕ
133734|(0.00, 0.71, 0.29)|33.61
133735|(0.00, 0.30, 0.70)|14.65
133736|(0.58, 0.00, 0.42)|77.55
133738|(0.07, 0.07, 0.86)|8.57
133739|(0.24, 0.61, 0.15)|19.72
133740|(0.00, 0.86, 0.14)|75.85
133741|(0.00, 0.92, 0.08)|26.04
133742|(0.00, 0.24, 0.76)|10.38
133743|(0.00, 0.10, 0.90)|9.56
133744|(0.02, 0.06, 0.92)|12.63
133745|(0.00, 0.44, 0.56)|17.71
133746|(0.00, 0.92, 0.08)|24.74
133747|(0.04, 0.08, 0.88)|9.32
133748|(0.10, 0.24, 0.66)|10.07
133749|(0.78, 0.07, 0.15)|17.01
133750|(0.82, 0.13, 0.05)|30.02
133751|(0.90, 0.04, 0.06)|11.66
133752|(0.27, 0.25, 0.48)|15.39
133754|(0.99, 0.00, 0.01)|27.56
133755|(0.91, 0.09, -0.00)|18.27
133756|(0.00, 0.20, 0.80)|30.67
133757|(0.11, 0.10, 0.79)|11.34
133758|(0.24, 0.12, 0.64)|15.43
133759|(0.00, 0.15, 0.85)|13.69
133760|(0.00, 0.84, 0.16)|18.35
133761|(0.00, 0.19, 0.81)|38.55
133762|(0.01, 0.20, 0.79)|15.30
133763|(0.32, 0.60, 0.08)|15.07
133764|(0.00, 0.40, 0.60)|12.63
133765|(0.00, 0.74, 0.26)|16.00
133766|(0.14, 0.04, 0.82)|24.43
133768|(0.00, 0.09, 0.91)|15.85
133769|(0.00, 1.00, 0.00)|30.83
133770|(0.00, 0.33, 0.67)|12.54
133771|(0.00, 0.28, 0.72)|8.96
133772|(0.00, 0.72, 0.28)|24.15
133773|(0.00, 0.48, 0.52)|16.97
133774|(0.22, 0.29, 0.49)|12.48
133775|(0.16, 0.43, 0.41)|17.77
133776|(0.50, 0.31, 0.19)|21.41
133777|(0.74, 0.26, 0.00)|17.47
133778|(0.13, 0.63, 0.24)|17.59
133779|(0.00, 0.44, 0.56)|21.93
133780|(0.24, 0.35, 0.41)|17.07
133781|(0.68, 0.15, 0.17)|18.46
133782|(0.00, 0.29, 0.71)|9.52
133783|(0.00, 0.20, 0.80)|9.39
133784|(0.06, 0.37, 0.57)|10.49
133785|(0.18, 0.45, 0.37)|9.51
133786|(0.00, 0.29, 0.71)|9.62
133787|(0.15, 0.32, 0.53)|12.09
133789|(0.53, 0.12, 0.35)|8.82
133790|(0.36, 0.12, 0.52)|9.69
133791|(0.00, 0.18, 0.82)|10.77
133792|(0.05, 0.46, 0.49)|12.95
133793|(0.22, 0.18, 0.60)|11.12
133794|(0.00, 0.31, 0.69)|8.82
133796|(0.74, 0.06, 0.20)|13.01
133797|(1.00, 0.00, 0.00)|105.21
133798|(0.68, 0.01, 0.31)|11.74
133799|(0.00, 0.23, 0.77)|189.49
133800|(0.15, 0.02, 0.83)|15.01
133801|(0.30, 0.21, 0.49)|8.41
133802|(0.00, 0.50, 0.50)|10.77
133803|(0.00, 0.51, 0.49)|11.38
133804|(0.00, 0.35, 0.65)|13.09
133805|(0.80, 0.07, 0.13)|11.98
133806|(0.84, 0.00, 0.16)|20.08
133807|(0.31, 0.07, 0.62)|15.14
133808|(0.75, 0.25, 0.00)|14.56
133809|(0.58, 0.42, 0.00)|18.24
133810|(0.00, 0.33, 0.67)|22.13
133811|(0.66, 0.14, 0.20)|30.25
133812|(0.10, 0.66, 0.24)|14.02
133813|(0.02, 0.55, 0.43)|30.05
134001|(0.91, 0.09, -0.00)|124.98
134002|(0.00, 0.48, 0.52)|14.21
134003|(0.24, 0.14, 0.62)|14.63
134004|(0.09, 0.15, 0.76)|8.02
134005|(0.55, 0.09, 0.36)|9.74
134006|(0.30, 0.00, 0.70)|32.52
134007|(0.00, 0.00, 1.00)|46.78
134008|(0.01, 0.11, 0.88)|11.22
134009|(0.60, 0.14, 0.26)|10.70
134010|(0.00, 0.44, 0.56)|12.98
134011|(0.64, 0.22, 0.14)|17.20
134012|(0.16, 0.07, 0.77)|11.07
134013|(0.36, 0.39, 0.25)|16.25
134014|(0.48, 0.31, 0.21)|12.07
134015|(0.00, 0.52, 0.48)|55.97
134016|(0.04, 0.18, 0.78)|17.48
134017|(0.04, 0.14, 0.82)|17.25
134018|(0.21, 0.11, 0.68)|13.92
134019|(0.09, 0.60, 0.31)|22.57
134020|(0.20, 0.45, 0.35)|14.25
134021|(0.11, 0.35, 0.54)|9.19
134022|(0.14, 0.58, 0.28)|12.84
134023|(0.00, 0.47, 0.53)|18.63
134024|(0.74, 0.11, 0.15)|17.14
134025|(0.68, 0.32, -0.00)|25.65
134026|(0.26, 0.69, 0.05)|18.84
134027|(0.57, 0.08, 0.35)|13.03
134028|(0.37, 0.24, 0.39)|13.86
134029|(0.38, 0.18, 0.44)|12.72
134030|(0.20, 0.33, 0.47)|14.14
134031|(0.54, 0.14, 0.32)|10.43
134032|(0.40, 0.39, 0.21)|18.51
134034|(0.06, 0.04, 0.90)|11.20
134035|(0.22, 0.12, 0.66)|11.37
134036|(0.33, 0.24, 0.43)|9.05
134037|(0.05, 0.02, 0.93)|12.09
134039|(0.00, 0.89, 0.11)|80.12
134040|(0.35, 0.04, 0.61)|199.21
134041|(0.00, 0.15, 0.85)|16.13
134042|(0.00, 0.50, 0.50)|16.71
134043|(0.04, 0.06, 0.90)|11.28
134044|(0.00, 0.12, 0.88)|18.52
134045|(0.07, 0.07, 0.86)|10.74
134047|(0.19, 0.15, 0.66)|14.78
134048|(0.04, 0.05, 0.91)|14.51
134049|(0.00, 0.00, 1.00)|976.05
134050|(0.00, 0.27, 0.73)|23.57
134052|(0.00, 1.00, 0.00)|168.85
134053|(0.24, 0.20, 0.56)|12.76
134054|(0.11, 0.36, 0.53)|21.72
134055|(0.00, 0.73, 0.27)|16.38
134057|(0.10, 0.06, 0.84)|8.84
134058|(0.07, 0.02, 0.91)|9.09
134059|(0.08, 0.03, 0.89)|10.43
134060|(0.08, 0.06, 0.86)|8.90
134061|(0.00, 0.41, 0.59)|35.95
134062|(0.06, 0.34, 0.60)|19.62
134063|(0.00, 0.53, 0.47)|418.09
134064|(1.00, 0.00, 0.00)|244.41
134065|(0.31, 0.66, 0.03)|17.60
134066|(0.10, 0.72, 0.18)|25.25
134067|(0.13, 0.46, 0.41)|16.28
134068|(0.33, 0.21, 0.46)|9.70
134069|(0.36, 0.64, 0.00)|18.30
134070|(0.00, 0.36, 0.64)|61.64
134071|(0.00, 0.00, 1.00)|50.02
134072|(0.28, 0.11, 0.61)|17.40
134073|(0.00, 0.31, 0.69)|69.89
134074|(0.12, 0.00, 0.88)|49.58
134075|(0.43, 0.46, 0.11)|18.66
134076|(0.00, 0.44, 0.56)|22.05
134120|(0.14, 0.14, 0.72)|9.49
134121|(0.00, 0.03, 0.97)|8.17
134122|(0.00, 0.19, 0.81)|14.45
134123|(0.08, 0.00, 0.92)|50.86
134124|(0.00, 0.37, 0.63)|17.29
134125|(0.04, 0.19, 0.77)|12.10
134126|(0.49, 0.00, 0.51)|13.57
134127|(0.86, 0.11, 0.03)|9.62
134128|(0.04, 0.00, 0.96)|120.84
134130|(0.00, 0.58, 0.42)|17.91
134131|(0.05, 0.19, 0.76)|26.75
134132|(0.45, 0.25, 0.30)|14.35
134133|(0.00, 0.00, 1.00)|222.61
134134|(0.03, 0.10, 0.87)|9.62
134135|(0.76, 0.19, 0.05)|12.93
134136|(0.06, 0.11, 0.83)|59.22
134140|(0.11, 0.00, 0.89)|140.74
134141|(0.21, 0.18, 0.61)|10.40
134142|(0.24, 0.20, 0.56)|13.74
134143|(0.00, 0.03, 0.97)|11.58
134144|(0.00, 0.39, 0.61)|88.89
134145|(0.60, 0.28, 0.12)|12.03
134146|(0.58, 0.09, 0.33)|15.18
134147|(0.27, 0.24, 0.49)|11.97
134148|(0.55, 0.28, 0.17)|19.57
134149|(0.03, 0.08, 0.89)|10.24
134150|(0.00, 0.59, 0.41)|14.16
134151|(0.62, 0.38, 0.00)|12.61
134152|(0.00, 0.54, 0.46)|22.40
134153|(0.62, 0.17, 0.21)|14.13
134154|(0.00, 0.00, 1.00)|185.33
134155|(0.44, 0.10, 0.46)|14.67
134156|(0.60, 0.17, 0.23)|13.85
134157|(0.36, 0.51, 0.13)|12.74
134158|(0.00, 0.44, 0.56)|21.61
134159|(0.08, 0.47, 0.45)|20.82
134160|(0.00, 0.25, 0.75)|68.88
134161|(0.00, 0.75, 0.25)|28.55
134162|(0.13, 0.11, 0.76)|9.48
134163|(0.06, 0.22, 0.72)|10.18
134164|(0.49, 0.19, 0.32)|18.23
134166|(0.00, 0.51, 0.49)|18.67
134167|(0.42, 0.53, 0.05)|13.57
134168|(0.42, 0.27, 0.31)|16.23
134169|(0.58, 0.42, 0.00)|16.95
134170|(0.71, 0.20, 0.09)|11.41
134171|(0.00, 0.71, 0.29)|15.99
134172|(0.00, 0.17, 0.83)|17.49
134173|(0.50, 0.12, 0.38)|10.35
134174|(0.76, 0.09, 0.15)|16.36
134175|(0.08, 0.65, 0.27)|26.51
134176|(0.00, 0.26, 0.74)|10.10
134177|(0.17, 0.28, 0.55)|13.35
134178|(0.46, 0.17, 0.37)|13.54
134179|(0.09, 0.11, 0.80)|9.80
134180|(0.23, 0.43, 0.34)|16.70
134181|(0.21, 0.44, 0.35)|20.38
134183|(0.45, 0.10, 0.45)|11.25
134184|(0.57, 0.16, 0.27)|11.46
134185|(0.00, 0.50, 0.50)|19.46
134186|(0.06, 0.61, 0.33)|15.13
134187|(0.00, 0.71, 0.29)|19.23
134188|(0.62, 0.12, 0.26)|11.31
134189|(0.05, 0.47, 0.48)|14.88
134190|(0.00, 0.24, 0.76)|18.72
134192|(0.02, 0.05, 0.93)|8.40
134194|(0.00, 0.15, 0.85)|14.74
134197|(0.28, 0.13, 0.59)|18.58
134199|(0.00, 0.75, 0.25)|200.59
134200|(0.00, 1.00, 0.00)|159.83
134201|(0.92, 0.00, 0.08)|14.01
135001|(0.00, 0.00, 1.00)|22.66
135002|(0.25, 0.20, 0.55)|12.49
135003|(0.00, 0.55, 0.45)|21.70
135004|(0.00, 1.00, 0.00)|405.16
135005|(0.00, 0.69, 0.31)|19.00
135006|(0.00, 0.00, 1.00)|94.70
135007|(0.06, 0.27, 0.67)|18.89
135008|(0.61, 0.25, 0.14)|15.83
135009|(0.00, 0.10, 0.90)|10.11
135010|(0.28, 0.53, 0.19)|57.59
135011|(0.00, 0.33, 0.67)|82.97
135012|(0.00, 0.96, 0.04)|116.66
135013|(0.00, 0.16, 0.84)|14.04
135014|(0.11, 0.04, 0.85)|8.83
135015|(0.18, 0.18, 0.64)|17.20
135016|(0.44, 0.02, 0.54)|17.76
135017|(0.24, 0.24, 0.52)|15.28
135018|(0.00, 0.43, 0.57)|70.50
135019|(0.00, 1.00, 0.00)|266.04
135020|(0.66, 0.34, -0.00)|13.74
135022|(0.09, 0.06, 0.85)|12.09
135023|(0.29, 0.33, 0.38)|16.54
135024|(0.00, 0.35, 0.65)|49.73
135025|(0.51, 0.49, 0.00)|17.82
135026|(0.19, 0.22, 0.59)|17.67
135027|(0.51, 0.02, 0.47)|11.09
135028|(0.53, 0.47, 0.00)|16.08
135029|(0.42, 0.47, 0.11)|15.92
135030|(0.48, 0.52, 0.00)|18.35
135031|(0.57, 0.33, 0.10)|12.62
135032|(0.40, 0.30, 0.30)|15.54
135033|(0.72, 0.13, 0.15)|10.28
135034|(0.00, 0.71, 0.29)|22.02
135035|(0.68, 0.06, 0.26)|14.14
135036|(0.08, 0.65, 0.27)|19.64
135037|(0.33, 0.21, 0.46)|13.86
135038|(0.25, 0.14, 0.61)|15.97
135039|(0.10, 0.64, 0.26)|23.93
135040|(0.24, 0.03, 0.73)|14.45
135041|(0.12, 0.01, 0.87)|25.21
135042|(0.00, 0.94, 0.06)|69.94
135043|(0.33, 0.27, 0.40)|12.42
135044|(0.00, 1.00, 0.00)|249.68
135046|(0.00, 0.91, 0.09)|66.81
135047|(0.08, 0.09, 0.83)|8.97
135049|(0.00, 0.26, 0.74)|87.49
135051|(0.00, 0.55, 0.45)|20.93
135053|(0.00, 0.48, 0.52)|13.96
135054|(0.09, 0.03, 0.88)|10.91
135055|(0.35, 0.47, 0.18)|14.25
135056|(0.29, 0.71, 0.00)|28.69
135057|(0.00, 0.30, 0.70)|17.20
135058|(0.35, 0.20, 0.45)|13.95
135059|(0.32, 0.14, 0.54)|11.28
135068|(0.09, 0.30, 0.61)|15.71
135069|(0.65, 0.35, 0.00)|10.91
135070|(0.03, 0.05, 0.92)|9.58
135072|(0.32, 0.15, 0.53)|11.94
135075|(0.00, 0.66, 0.34)|33.97
135076|(0.28, 0.37, 0.35)|12.72
135801|(0.02, 0.17, 0.81)|40.59
135802|(0.00, 0.75, 0.25)|149.23
136602|(0.89, 0.02, 0.09)|17.39
136603|(0.89, 0.03, 0.08)|13.13
136801|(0.00, 0.23, 0.77)|12.66
136802|(0.86, 0.03, 0.11)|19.59
136803|(0.00, 0.14, 0.86)|10.70
136804|(0.00, 0.88, 0.12)|20.77
136805|(0.17, 0.22, 0.61)|9.78
136806|(0.15, 0.76, 0.09)|24.46
136807|(0.29, 0.16, 0.55)|13.77
136808|(0.19, 0.27, 0.54)|11.86
136809|(0.00, 0.06, 0.94)|7.67
136810|(0.89, 0.05, 0.06)|15.79
136811|(0.91, 0.00, 0.09)|13.92
136812|(0.00, 0.20, 0.80)|9.52
136813|(1.00, 0.00, 0.00)|23.81
136814|(0.43, 0.20, 0.37)|18.02
136815|(0.35, 0.37, 0.28)|20.04
136853|(0.86, 0.11, 0.03)|15.99
136872|(0.34, 0.66, -0.00)|18.86
136875|(0.00, 0.27, 0.73)|13.48
136876|(0.00, 0.22, 0.78)|11.65
136877|(0.01, 0.03, 0.96)|9.91
136878|(0.00, 0.39, 0.61)|20.07
136879|(0.11, 0.36, 0.53)|12.96
136880|(0.31, 0.17, 0.52)|14.18
136897|(0.00, 0.14, 0.86)|8.83
136901|(0.00, 0.09, 0.91)|14.50
136902|(0.03, 0.06, 0.91)|10.32
136904|(0.25, 0.26, 0.49)|7.88
136905|(0.00, 0.53, 0.47)|16.82
136906|(0.31, 0.10, 0.59)|11.16
136907|(0.00, 0.43, 0.57)|13.29
136908|(0.00, 0.16, 0.84)|19.84
136909|(0.02, 0.20, 0.78)|10.40
136910|(0.00, 0.38, 0.62)|11.93
136911|(0.22, 0.02, 0.76)|9.73
136912|(0.00, 0.11, 0.89)|9.50
136915|(0.29, 0.16, 0.55)|10.48
136916|(0.00, 0.43, 0.57)|19.22
136917|(0.00, 0.70, 0.30)|21.73
136920|(0.00, 0.63, 0.37)|9.86
136921|(1.00, 0.00, 0.00)|24.72
136922|(0.00, 0.00, 1.00)|378.23
136926|(0.44, 0.15, 0.41)|13.07
136927|(0.00, 0.88, 0.12)|25.71
136930|(0.00, 0.14, 0.86)|9.25
136931|(0.00, 0.79, 0.21)|19.38
136936|(0.78, 0.22, -0.00)|14.24
136937|(0.97, 0.00, 0.03)|15.39
136938|(1.00, 0.00, 0.00)|15.64
136939|(0.03, 0.34, 0.63)|15.49
136940|(0.11, 0.31, 0.58)|8.75
136941|(0.00, 0.54, 0.46)|11.83
136942|(0.00, 0.00, 1.00)|652.82
136945|(0.10, 0.79, 0.11)|21.95
137001|(0.06, 0.08, 0.86)|9.60
137002|(0.71, 0.28, 0.01)|12.49
138001|(0.00, 0.17, 0.83)|9.89
139201|(0.82, 0.03, 0.15)|21.21
139202|(0.80, 0.03, 0.17)|17.16
139407|(0.22, 0.07, 0.71)|8.96
139801|(0.00, 0.35, 0.65)|11.88
140402|(0.00, 0.34, 0.66)|15.81
141002|(0.03, 0.03, 0.94)|10.93
141801|(0.03, 0.08, 0.89)|8.82
143001|(0.00, 0.17, 0.83)|20.04
143602|(0.60, 0.40, 0.00)|17.56
145001|(0.00, 0.05, 0.95)|8.20
145801|(0.00, 0.00, 1.00)|118.49
150210|(0.59, 0.30, 0.11)|24.69
150402|(0.00, 0.65, 0.35)|22.11
150601|(0.00, 0.98, 0.02)|71.08
151801|(0.74, 0.00, 0.26)|194.19
151802|(0.94, 0.06, 0.00)|100.50
152001|(0.17, 0.03, 0.80)|7.48
153001|(0.00, 0.09, 0.91)|10.07
153002|(0.00, 0.33, 0.67)|6.86
153810|(0.72, 0.06, 0.22)|18.29
153812|(0.00, 0.36, 0.64)|11.61
154401|(0.00, 0.22, 0.78)|11.81
155001|(0.70, 0.00, 0.30)|10.11
155002|(0.38, 0.02, 0.60)|14.21
155003|(0.03, 0.02, 0.95)|8.64
155004|(0.72, 0.19, 0.09)|18.02
155005|(0.06, 0.08, 0.86)|12.59
155006|(0.39, 0.18, 0.43)|19.35
155007|(0.72, 0.02, 0.26)|11.52
155008|(0.17, 0.58, 0.25)|18.96
155009|(0.87, 0.13, 0.00)|303.80
155010|(0.56, 0.12, 0.32)|12.45
155011|(0.87, 0.01, 0.12)|18.59
155012|(0.90, 0.04, 0.06)|14.18
155013|(0.75, 0.07, 0.18)|14.70
155014|(0.94, 0.06, 0.00)|11.69
155015|(0.74, 0.12, 0.14)|12.74
155016|(0.70, 0.15, 0.15)|15.60
155017|(0.56, 0.31, 0.13)|16.36
155018|(0.63, 0.03, 0.34)|21.48
155019|(0.08, 0.10, 0.82)|12.58
155020|(0.74, 0.07, 0.19)|13.27
155021|(0.35, 0.34, 0.31)|11.28
155022|(0.50, 0.11, 0.39)|12.19
155023|(0.52, 0.04, 0.44)|13.02
155024|(0.00, 0.34, 0.66)|15.79
155025|(0.65, 0.01, 0.34)|11.67
155026|(0.49, 0.31, 0.20)|23.15
155027|(0.63, 0.03, 0.34)|16.37
155028|(0.43, 0.09, 0.48)|16.75
155029|(0.19, 0.14, 0.67)|15.71
155030|(0.68, 0.00, 0.32)|16.36
155031|(0.72, 0.07, 0.21)|15.11
155032|(0.71, 0.02, 0.27)|15.14
155033|(0.76, 0.00, 0.24)|12.61
155034|(0.27, 0.41, 0.32)|12.24
155035|(0.08, 0.28, 0.64)|15.59
155036|(0.84, 0.10, 0.06)|11.25
155037|(0.58, 0.01, 0.41)|14.33
155038|(0.19, 0.16, 0.65)|14.17
155039|(0.27, 0.22, 0.51)|14.56
155040|(0.00, 0.17, 0.83)|16.57
155041|(0.00, 0.17, 0.83)|27.08
155042|(0.00, 0.06, 0.94)|11.25
155043|(0.00, 0.30, 0.70)|14.54
155044|(0.12, 0.21, 0.67)|8.27
155045|(0.33, 0.35, 0.32)|15.11
155046|(0.00, 0.41, 0.59)|15.37
155047|(0.19, 0.10, 0.71)|11.77
155048|(0.04, 0.08, 0.88)|8.76
155049|(0.03, 0.03, 0.94)|10.34
155050|(0.57, 0.00, 0.43)|12.95
155051|(0.08, 0.08, 0.84)|10.44
155052|(0.15, 0.02, 0.83)|13.97
155053|(0.01, 0.04, 0.95)|14.42
155054|(0.46, 0.08, 0.46)|13.21
155055|(0.00, 0.19, 0.81)|12.52
155056|(0.00, 0.33, 0.67)|12.39
155057|(0.00, 0.00, 1.00)|14.10
155058|(0.01, 0.02, 0.97)|9.00
155059|(0.14, 0.03, 0.83)|14.88
155060|(0.20, 0.04, 0.76)|9.80
155061|(0.00, 0.03, 0.97)|11.43
155062|(0.18, 0.08, 0.74)|17.13
155064|(0.09, 0.02, 0.89)|13.72
155065|(0.00, 1.00, 0.00)|343.40
155066|(0.00, 0.05, 0.95)|14.96
155067|(0.00, 0.50, 0.50)|23.71
155069|(0.00, 1.00, 0.00)|131.67
155070|(0.10, 0.11, 0.79)|10.07
155071|(0.00, 0.19, 0.81)|15.70
155072|(0.00, 0.36, 0.64)|120.02
155073|(0.11, 0.00, 0.89)|13.19
155074|(0.32, 0.30, 0.38)|13.45
155075|(0.00, 0.54, 0.46)|10.07
155076|(0.29, 0.01, 0.70)|9.97
155077|(0.57, 0.38, 0.05)|13.39
155078|(0.82, 0.05, 0.13)|16.90
155079|(0.87, 0.00, 0.13)|16.95
155080|(0.86, 0.04, 0.10)|21.86
155081|(0.90, 0.03, 0.07)|15.96
155082|(0.68, 0.00, 0.32)|10.65
155083|(0.04, 0.19, 0.77)|11.14
155084|(0.05, 0.11, 0.84)|9.05
155085|(0.00, 0.01, 0.99)|12.77
155086|(0.00, 0.01, 0.99)|16.13
155087|(0.07, 0.45, 0.48)|16.70
155088|(0.17, 0.03, 0.80)|11.96
155089|(0.06, 0.06, 0.88)|142.99
155090|(0.00, 0.46, 0.54)|17.86
155091|(0.00, 0.67, 0.33)|21.36
155092|(0.00, 0.15, 0.85)|15.61
155093|(0.55, 0.14, 0.31)|17.19
155094|(0.84, 0.00, 0.16)|13.45
155095|(0.31, 0.02, 0.67)|12.10
155096|(0.19, 0.01, 0.80)|12.80
155097|(0.45, 0.25, 0.30)|14.58
155098|(0.05, 0.51, 0.44)|22.42
155099|(0.01, 0.19, 0.80)|9.05
155100|(0.25, 0.35, 0.40)|11.12
155101|(0.48, 0.52, 0.00)|56.92
155102|(0.13, 0.06, 0.81)|12.29
155103|(0.00, 0.41, 0.59)|14.35
155104|(0.00, 0.00, 1.00)|265.43
155105|(0.44, 0.18, 0.38)|8.24
155106|(0.00, 0.79, 0.21)|79.64
155107|(0.00, 0.00, 1.00)|80.81
155108|(0.03, 0.11, 0.86)|9.95
155109|(0.00, 0.55, 0.45)|84.19
155110|(0.00, 0.00, 1.00)|51.27
155111|(0.18, 0.08, 0.74)|9.58
155112|(0.18, 0.12, 0.70)|11.58
155113|(0.21, 0.61, 0.18)|18.93
155114|(0.26, 0.28, 0.46)|35.12
155115|(0.47, 0.37, 0.16)|19.36
155116|(0.05, 0.49, 0.46)|19.63
155117|(0.00, 0.76, 0.24)|32.04
155119|(0.32, 0.21, 0.47)|15.61
155120|(0.00, 0.54, 0.46)|133.57
155121|(0.29, 0.33, 0.38)|21.16
155122|(0.08, 0.00, 0.92)|20.63
155123|(0.00, 0.31, 0.69)|9.67
155124|(0.00, 0.65, 0.35)|11.88
155125|(0.33, 0.45, 0.22)|17.11
155126|(0.00, 0.34, 0.66)|41.97
155127|(0.00, 0.67, 0.33)|89.55
155128|(0.18, 0.46, 0.36)|16.41
155129|(0.29, 0.11, 0.60)|11.28
155130|(0.66, 0.07, 0.27)|20.80
155131|(0.00, 0.46, 0.54)|14.37
155132|(0.49, 0.12, 0.39)|18.07
155133|(0.47, 0.20, 0.33)|16.52
155134|(0.00, 0.99, 0.01)|20.40
155135|(0.14, 0.11, 0.75)|8.04
155136|(0.00, 1.00, 0.00)|268.84
155137|(0.00, 0.09, 0.91)|10.49
156401|(0.00, 0.16, 0.84)|13.08
157202|(0.00, 1.00, 0.00)|10410.25
157601|(0.09, 0.11, 0.80)|8.50
158201|(0.25, 0.04, 0.71)|13.52
158401|(0.80, 0.02, 0.18)|24.03
158601|(0.00, 0.15, 0.85)|9.66
159002|(0.00, 1.00, 0.00)|83.83
159004|(0.18, 0.15, 0.67)|12.71
159201|(0.00, 0.06, 0.94)|12.07
159202|(0.30, 0.09, 0.61)|22.98
159203|(0.54, 0.36, 0.10)|17.99
160005|(0.29, 0.29, 0.42)|13.08
160006|(0.16, 0.27, 0.57)|251.89
160007|(0.00, 0.20, 0.80)|13.32
160008|(0.00, 0.50, 0.50)|10.61
160010|(0.25, 0.27, 0.48)|20.30
160012|(0.00, 0.73, 0.27)|25.69
160014|(1.00, 0.00, 0.00)|548.67
160015|(0.00, 0.29, 0.71)|25.19
160017|(0.00, 0.76, 0.24)|78.23
160018|(0.20, 0.80, 0.00)|189.29
160019|(0.00, 0.45, 0.55)|33.78
160020|(0.00, 0.31, 0.69)|14.88
160022|(0.05, 0.09, 0.86)|10.54
160023|(0.06, 0.16, 0.78)|13.83
160024|(0.00, 0.12, 0.88)|20.60
160025|(0.06, 0.08, 0.86)|11.72
160026|(0.00, 0.08, 0.92)|16.29
160027|(0.07, 0.12, 0.81)|11.21
160028|(0.00, 0.26, 0.74)|17.66
160029|(0.00, 0.78, 0.22)|49.32
160030|(0.00, 0.66, 0.34)|17.16
160031|(0.00, 0.29, 0.71)|11.20
160032|(0.00, 0.69, 0.31)|14.82
160033|(0.00, 1.00, 0.00)|550.89
160034|(0.00, 0.12, 0.88)|14.15
160035|(0.01, 0.13, 0.86)|16.83
160037|(0.10, 0.08, 0.82)|11.67
160040|(0.00, 0.56, 0.44)|27.35
160041|(0.00, 1.00, 0.00)|163.45
160042|(0.00, 0.37, 0.63)|21.11
160043|(0.00, 0.46, 0.54)|24.44
160044|(0.00, 0.42, 0.58)|45.53
160045|(0.02, 0.43, 0.55)|11.08
160046|(0.00, 0.28, 0.72)|14.71
160048|(0.00, 0.59, 0.41)|18.94
160049|(0.00, 0.36, 0.64)|17.05
160050|(0.00, 0.08, 0.92)|30.15
160051|(0.00, 0.28, 0.72)|20.83
160052|(0.00, 0.70, 0.30)|53.59
160053|(0.00, 0.89, 0.11)|121.85
160056|(0.00, 0.45, 0.55)|38.54
160058|(0.05, 0.05, 0.90)|12.84
160059|(0.00, 1.00, 0.00)|246.12
160060|(0.00, 0.62, 0.38)|33.47
160061|(0.29, 0.21, 0.50)|11.50
160062|(0.00, 0.17, 0.83)|13.04
160063|(0.23, 0.77, 0.00)|105.89
160064|(0.00, 0.22, 0.78)|19.92
160065|(0.00, 0.45, 0.55)|13.49
160067|(1.00, 0.00, 0.00)|341.68
160068|(0.03, 0.03, 0.94)|13.96
160069|(0.00, 0.24, 0.76)|20.00
160070|(0.00, 0.27, 0.73)|32.65
160071|(0.00, 0.37, 0.63)|14.58
160073|(0.12, 0.08, 0.80)|16.19
160074|(0.00, 0.07, 0.93)|13.06
160076|(0.00, 0.99, 0.01)|154.83
160413|(0.42, 0.33, 0.25)|11.23
160414|(0.00, 0.58, 0.42)|18.50
161201|(0.42, 0.16, 0.42)|18.55
161203|(0.48, 0.22, 0.30)|19.95
161801|(0.19, 0.41, 0.40)|12.92
161802|(0.58, 0.05, 0.37)|21.06
162601|(0.51, 0.10, 0.39)|17.52
162602|(0.05, 0.29, 0.66)|7.94
162620|(0.00, 0.28, 0.72)|42.55
162622|(0.54, 0.12, 0.34)|17.69
162624|(1.00, 0.00, 0.00)|234.40
163001|(0.06, 0.00, 0.94)|7.28
163002|(0.09, 0.10, 0.81)|7.52
163003|(0.75, 0.25, 0.00)|11.42
163004|(0.38, 0.05, 0.57)|10.84
163005|(0.03, 0.12, 0.85)|7.81
163201|(0.16, 0.10, 0.74)|18.70
163202|(0.11, 0.38, 0.51)|21.57
163205|(0.00, 0.19, 0.81)|22.83
163206|(0.06, 0.37, 0.57)|16.03
163207|(0.43, 0.15, 0.42)|15.30
163208|(0.11, 0.29, 0.60)|29.00
163210|(0.53, 0.04, 0.43)|18.97
163211|(0.89, 0.11, -0.00)|23.49
163212|(0.00, 0.12, 0.88)|15.43
163213|(0.07, 0.26, 0.67)|20.41
163218|(0.22, 0.00, 0.78)|15.97
163223|(0.40, 0.12, 0.48)|13.75
163224|(0.41, 0.03, 0.56)|13.56
163403|(0.11, 0.33, 0.56)|21.63
163404|(0.06, 0.45, 0.49)|12.73
163405|(0.33, 0.27, 0.40)|18.41
163406|(0.50, 0.23, 0.27)|17.90
163407|(0.53, 0.26, 0.21)|17.88
163408|(0.56, 0.00, 0.44)|39.79
163409|(0.41, 0.30, 0.29)|14.29
163410|(0.32, 0.32, 0.36)|14.55
163623|(0.24, 0.29, 0.47)|12.23
163624|(0.45, 0.31, 0.24)|16.88
163625|(0.46, 0.40, 0.14)|19.16
163803|(0.27, 0.32, 0.41)|22.29
163805|(0.41, 0.59, 0.00)|43.38
163806|(0.35, 0.42, 0.23)|26.74
165002|(0.33, 0.28, 0.39)|8.89
165003|(0.52, 0.07, 0.41)|19.28
165004|(0.64, 0.36, 0.00)|28.83
165210|(0.09, 0.31, 0.60)|133.40
