ORG_KSSS|year|month|day|time_segment|unique_cheques
1069|2025|11|11|other|118.0
1069|2025|11|12|08_20|384.0
1069|2025|11|12|other|121.0
1069|2025|11|13|08_20|438.0
1069|2025|11|13|other|140.0
1069|2025|11|14|08_20|482.0
1069|2025|11|14|other|145.0
1069|2025|11|15|08_20|430.0
1069|2025|11|15|other|113.0
1069|2025|11|16|08_20|354.0
1069|2025|11|16|other|110.0
1069|2025|11|17|08_20|422.0
1069|2025|11|17|other|122.0
1069|2025|11|18|08_20|399.0
1069|2025|11|18|other|140.0
1069|2025|11|19|08_20|388.0
1069|2025|11|19|other|122.0
1069|2025|11|20|08_20|409.0
1069|2025|11|20|other|111.0
1069|2025|11|21|08_20|432.0
1069|2025|11|21|other|118.0
1069|2025|11|22|08_20|304.0
1069|2025|11|22|other|84.0
1069|2025|11|23|08_20|289.0
1069|2025|11|23|other|82.0
1069|2025|11|24|08_20|360.0
1069|2025|11|24|other|114.0
1069|2025|11|25|08_20|385.0
1069|2025|11|25|other|115.0
1069|2025|11|26|08_20|358.0
1069|2025|11|26|other|106.0
1069|2025|11|27|08_20|381.0
1069|2025|11|27|other|96.0
1069|2025|11|28|08_20|426.0
1069|2025|11|28|other|111.0
1069|2025|11|29|08_20|354.0
1069|2025|11|29|other|92.0
1069|2025|11|30|08_20|318.0
1069|2025|11|30|other|95.0
1070|2025|11|1|08_20|226.0
1070|2025|11|1|other|58.0
1070|2025|11|2|08_20|163.0
1070|2025|11|2|other|34.0
1070|2025|11|3|08_20|172.0
1070|2025|11|3|other|37.0
1070|2025|11|4|08_20|161.0
1070|2025|11|4|other|31.0
1070|2025|11|5|08_20|212.0
1070|2025|11|5|other|45.0
1070|2025|11|6|08_20|169.0
1070|2025|11|6|other|50.0
1070|2025|11|7|08_20|219.0
1070|2025|11|7|other|49.0
1070|2025|11|8|08_20|167.0
1070|2025|11|8|other|49.0
1070|2025|11|9|08_20|141.0
1070|2025|11|9|other|23.0
1070|2025|11|10|08_20|220.0
1070|2025|11|10|other|46.0
1070|2025|11|11|08_20|203.0
1070|2025|11|11|other|49.0
1070|2025|11|12|08_20|204.0
1070|2025|11|12|other|51.0
1070|2025|11|13|08_20|207.0
1070|2025|11|13|other|50.0
1070|2025|11|14|08_20|224.0
1070|2025|11|14|other|64.0
1070|2025|11|15|08_20|219.0
1070|2025|11|15|other|38.0
