ORG_KSSS,date,Чеки дневные,Чеки ночные,Часы дневные,Часы ночные,Совокупное кол-во суточных чеков,Совокупное кол-во суточных часов
1077,2026-02-01,756.0,190.0,24,12,946,36
1077,2026-02-02,754.0,189.0,24,12,943,36
1077,2026-02-03,766.0,192.0,24,12,958,36
1077,2026-02-04,767.0,193.0,24,12,960,36
1077,2026-02-05,800.0,201.0,24,12,1001,36
1077,2026-02-06,765.0,192.0,24,12,957,36
1077,2026-02-07,718.0,180.0,24,12,898,36
1077,2026-02-08,750.0,189.0,24,12,939,36
1077,2026-02-09,752.0,189.0,24,12,941,36
1077,2026-02-10,763.0,192.0,24,12,955,36
1077,2026-02-11,766.0,192.0,24,12,958,36
1077,2026-02-12,804.0,202.0,24,12,1006,36
1077,2026-02-13,761.0,191.0,24,12,952,36
1077,2026-02-14,720.0,181.0,24,12,901,36
1077,2026-02-15,751.0,189.0,24,12,940,36
1077,2026-02-16,753.0,189.0,24,12,942,36
1077,2026-02-17,763.0,192.0,24,12,955,36
1077,2026-02-18,767.0,193.0,24,12,960,36
1077,2026-02-19,805.0,202.0,24,12,1007,36
1077,2026-02-20,761.0,191.0,24,12,952,36
1077,2026-02-21,721.0,181.0,24,12,902,36
1077,2026-02-22,751.0,189.0,24,12,940,36
1077,2026-02-23,753.0,189.0,24,12,942,36
1077,2026-02-24,764.0,192.0,24,12,956,36
1077,2026-02-25,767.0,193.0,24,12,960,36
1077,2026-02-26,806.0,203.0,24,12,1009,36
1077,2026-02-27,762.0,191.0,24,12,953,36
1077,2026-02-28,721.0,181.0,24,12,902,36
