КССС|Веса|МАРЕ
115007|(0.24, 0.44, 0.32)|23.09
118601|(0.96, 0.00, 0.04)|21.07
123002|(0.06, 0.09, 0.85)|7.45
123401|(0.00, 0.10, 0.90)|8.69
124002|(1.00, 0.00, 0.00)|251.51
124401|(0.00, 0.31, 0.69)|10.22
1252|(0.00, 0.54, 0.46)|14.63
1253|(0.00, 0.81, 0.19)|16.17
1254|(0.35, 0.30, 0.35)|14.88
1255|(0.58, 0.18, 0.24)|11.05
1256|(0.00, 0.89, 0.11)|46.81
125601|(0.00, 0.37, 0.63)|17.93
125602|(0.33, 0.22, 0.45)|12.21
125603|(0.92, 0.07, 0.01)|14.02
125604|(0.28, 0.29, 0.43)|9.92
125605|(0.07, 0.12, 0.81)|8.72
125606|(0.00, 0.29, 0.71)|8.89
125607|(0.00, 0.18, 0.82)|7.33
125608|(0.00, 0.74, 0.26)|21.78
125609|(0.93, 0.07, -0.00)|15.78
125610|(0.00, 0.52, 0.48)|17.04
125611|(0.00, 0.36, 0.64)|14.83
125612|(0.00, 0.14, 0.86)|12.90
125613|(0.33, 0.24, 0.43)|10.79
125614|(1.00, 0.00, 0.00)|91.54
125615|(0.00, 0.41, 0.59)|15.67
125616|(0.44, 0.56, 0.00)|190.38
125617|(0.56, 0.20, 0.24)|10.27
125618|(0.49, 0.51, 0.00)|15.75
125619|(0.46, 0.32, 0.22)|19.89
125620|(0.54, 0.28, 0.18)|14.41
125621|(1.00, 0.00, 0.00)|380.78
125622|(1.00, 0.00, 0.00)|505.79
125623|(0.99, 0.00, 0.01)|17.02
125627|(1.00, 0.00, 0.00)|457.16
125628|(0.00, 0.00, 1.00)|375.75
125629|(0.87, 0.00, 0.13)|23.86
125631|(0.76, 0.24, 0.00)|23.02
125632|(0.99, 0.00, 0.01)|17.20
125634|(0.86, 0.14, 0.00)|21.00
125635|(0.91, 0.09, -0.00)|28.27
125636|(0.00, 0.45, 0.55)|18.17
125638|(1.00, 0.00, 0.00)|16.97
125639|(0.82, 0.00, 0.18)|17.16
125640|(0.73, 0.00, 0.27)|26.40
125641|(0.94, 0.00, 0.06)|19.14
125642|(0.00, 0.74, 0.26)|16.91
125643|(0.00, 0.41, 0.59)|15.53
125644|(0.00, 0.41, 0.59)|14.63
125645|(0.00, 0.51, 0.49)|15.15
125646|(0.00, 0.63, 0.37)|19.82
125647|(0.35, 0.47, 0.18)|10.78
125648|(0.10, 0.20, 0.70)|14.33
125649|(0.00, 0.41, 0.59)|13.57
125650|(0.22, 0.64, 0.14)|16.13
125651|(0.08, 0.18, 0.74)|10.27
125652|(0.46, 0.41, 0.13)|11.66
125653|(0.00, 0.46, 0.54)|25.77
125654|(0.20, 0.61, 0.19)|17.33
125655|(0.00, 0.54, 0.46)|13.03
125656|(0.00, 0.08, 0.92)|15.82
125657|(0.03, 0.17, 0.80)|13.47
125659|(0.01, 0.29, 0.70)|11.97
125660|(0.68, 0.31, 0.01)|12.73
125661|(0.00, 0.15, 0.85)|20.38
125662|(0.58, 0.20, 0.22)|14.13
125663|(0.66, 0.11, 0.23)|14.41
125664|(0.00, 0.37, 0.63)|27.55
125665|(0.24, 0.38, 0.38)|13.95
125666|(0.31, 0.41, 0.28)|16.58
125668|(0.13, 0.43, 0.44)|14.77
125669|(0.94, 0.06, 0.00)|20.38
1257|(1.00, 0.00, 0.00)|19.34
125801|(0.06, 0.23, 0.71)|13.05
1259|(0.14, 0.06, 0.80)|9.25
1260|(0.06, 0.02, 0.92)|10.99
1261|(0.16, 0.07, 0.77)|10.44
1262|(0.26, 0.32, 0.42)|17.25
126204|(0.86, 0.09, 0.05)|10.22
1263|(0.60, 0.04, 0.36)|14.35
1264|(0.47, 0.18, 0.35)|13.76
1265|(0.00, 0.41, 0.59)|36.18
1266|(0.37, 0.22, 0.41)|9.14
1268|(0.33, 0.03, 0.64)|11.35
1269|(0.95, 0.00, 0.05)|18.67
1270|(0.00, 0.23, 0.77)|12.19
127001|(0.63, 0.00, 0.37)|12.53
127003|(0.57, 0.43, 0.00)|18.98
1271|(1.00, 0.00, 0.00)|73.03
1273|(0.40, 0.00, 0.60)|159.08
1274|(0.67, 0.02, 0.31)|10.15
1275|(0.42, 0.14, 0.44)|17.19
1278|(0.72, 0.00, 0.28)|15.46
127801|(0.92, 0.00, 0.08)|21.88
127802|(0.84, 0.16, 0.00)|30.94
1279|(0.55, 0.04, 0.41)|7.56
128201|(0.00, 0.22, 0.78)|14.19
128801|(0.65, 0.11, 0.24)|28.63
129003|(0.00, 0.30, 0.70)|11.83
129004|(0.06, 0.70, 0.24)|11.01
129401|(0.80, 0.00, 0.20)|37.72
131803|(0.24, 0.73, 0.03)|21.44
132001|(0.20, 0.18, 0.62)|11.58
132002|(0.00, 0.23, 0.77)|9.18
132203|(0.09, 0.23, 0.68)|9.91
132802|(0.16, 0.01, 0.83)|7.17
133206|(0.42, 0.32, 0.26)|17.05
133207|(0.00, 0.34, 0.66)|16.31
133208|(0.26, 0.22, 0.52)|13.45
133209|(0.05, 0.09, 0.86)|12.19
133210|(0.35, 0.26, 0.39)|12.56
133211|(0.14, 0.06, 0.80)|15.61
133212|(0.42, 0.40, 0.18)|23.87
133213|(0.35, 0.40, 0.25)|12.68
133214|(0.05, 0.33, 0.62)|15.80
133215|(0.19, 0.39, 0.42)|16.04
133216|(0.29, 0.00, 0.71)|18.73
133222|(0.48, 0.18, 0.34)|14.63
133223|(0.26, 0.25, 0.49)|20.40
133225|(0.66, 0.00, 0.34)|12.53
133226|(0.26, 0.27, 0.47)|17.33
133227|(0.28, 0.07, 0.65)|12.27
133228|(0.58, 0.10, 0.32)|11.23
133229|(0.37, 0.06, 0.57)|11.75
133230|(0.01, 0.00, 0.99)|15.40
133232|(0.57, 0.01, 0.42)|11.65
133235|(0.00, 0.04, 0.96)|15.64
133237|(0.18, 0.40, 0.42)|20.11
133238|(0.03, 0.05, 0.92)|17.33
133239|(0.00, 0.11, 0.89)|64.59
133240|(0.09, 0.25, 0.66)|14.52
133241|(0.16, 0.15, 0.69)|12.99
133242|(0.76, 0.05, 0.19)|18.05
133244|(0.00, 0.89, 0.11)|63.01
133245|(0.00, 0.43, 0.57)|18.27
133246|(0.36, 0.08, 0.56)|13.94
133248|(0.04, 0.11, 0.85)|14.53
133249|(0.04, 0.19, 0.77)|14.61
133250|(0.08, 0.12, 0.80)|10.81
133251|(0.00, 0.48, 0.52)|19.48
133252|(0.00, 0.07, 0.93)|9.99
133253|(0.00, 0.47, 0.53)|45.82
133255|(0.11, 0.06, 0.83)|51.26
133256|(0.05, 0.07, 0.88)|7.59
133257|(0.04, 0.11, 0.85)|9.42
133259|(0.00, 0.59, 0.41)|25.51
133260|(0.42, 0.13, 0.45)|17.10
133264|(0.12, 0.28, 0.60)|12.72
133265|(0.67, 0.00, 0.33)|14.13
133266|(0.00, 0.08, 0.92)|9.54
133267|(0.25, 0.11, 0.64)|10.39
133268|(0.52, 0.03, 0.45)|12.13
133269|(0.04, 0.08, 0.88)|11.31
133270|(0.00, 0.46, 0.54)|16.35
133271|(0.00, 0.01, 0.99)|22.51
133272|(0.08, 0.23, 0.69)|9.94
133273|(0.00, 0.57, 0.43)|19.97
133274|(0.41, 0.10, 0.49)|10.60
133275|(0.71, 0.11, 0.18)|20.50
133276|(0.62, 0.16, 0.22)|10.83
133277|(0.19, 0.01, 0.80)|10.36
133279|(0.03, 0.00, 0.97)|13.46
133280|(0.18, 0.02, 0.80)|14.12
133281|(0.23, 0.00, 0.77)|13.80
133282|(0.03, 0.14, 0.83)|13.24
133283|(0.00, 0.84, 0.16)|37.87
133284|(0.64, 0.04, 0.32)|86.46
133285|(0.37, 0.17, 0.46)|16.75
133286|(0.04, 0.16, 0.80)|18.62
133287|(0.08, 0.00, 0.92)|27.99
133288|(0.27, 0.09, 0.64)|16.25
133289|(0.00, 0.38, 0.62)|15.94
133290|(0.03, 0.15, 0.82)|12.68
133292|(0.07, 0.03, 0.90)|9.28
133293|(0.07, 0.42, 0.51)|14.29
133294|(0.00, 0.25, 0.75)|12.61
133295|(0.14, 0.00, 0.86)|7.69
133296|(0.23, 0.07, 0.70)|8.66
133297|(0.06, 0.00, 0.94)|8.71
133298|(0.01, 0.05, 0.94)|8.10
133299|(0.01, 0.10, 0.89)|11.50
133300|(0.21, 0.09, 0.70)|10.59
133301|(0.06, 0.20, 0.74)|20.52
133302|(0.13, 0.14, 0.73)|12.55
133303|(0.16, 0.69, 0.15)|22.64
133304|(0.26, 0.13, 0.61)|11.48
133305|(0.00, 0.64, 0.36)|17.20
133306|(0.23, 0.31, 0.46)|12.41
133308|(0.00, 0.30, 0.70)|16.29
133309|(0.42, 0.05, 0.53)|11.80
133310|(0.29, 0.01, 0.70)|11.05
133311|(0.52, 0.19, 0.29)|12.72
133312|(0.00, 0.47, 0.53)|20.20
133313|(0.45, 0.12, 0.43)|12.72
133314|(0.30, 0.05, 0.65)|13.22
133315|(0.16, 0.11, 0.73)|9.95
133316|(0.05, 0.53, 0.42)|17.97
133317|(0.24, 0.46, 0.30)|22.07
133318|(0.00, 0.42, 0.58)|152.58
133319|(0.11, 0.17, 0.72)|9.57
133320|(0.23, 0.52, 0.25)|34.84
133321|(0.02, 0.32, 0.66)|16.31
133322|(0.16, 0.40, 0.44)|15.05
133323|(0.00, 0.85, 0.15)|37.98
133324|(0.00, 0.45, 0.55)|22.11
133325|(0.00, 0.30, 0.70)|14.02
133326|(1.00, 0.00, 0.00)|175.04
133327|(0.16, 0.31, 0.53)|18.19
133328|(0.00, 0.01, 0.99)|18.91
133330|(0.00, 0.19, 0.81)|27.49
133331|(0.00, 0.16, 0.84)|14.54
133332|(0.22, 0.08, 0.70)|10.16
133333|(0.17, 0.00, 0.83)|11.38
133334|(0.10, 0.07, 0.83)|9.40
133335|(0.75, 0.00, 0.25)|14.48
133336|(0.15, 0.58, 0.27)|14.93
133337|(0.36, 0.16, 0.48)|17.16
133338|(0.00, 0.29, 0.71)|10.61
133340|(0.00, 0.80, 0.20)|21.96
133341|(0.41, 0.37, 0.22)|12.83
133342|(0.03, 0.13, 0.84)|8.42
133343|(0.08, 0.39, 0.53)|15.37
133344|(0.39, 0.61, 0.00)|29.29
133345|(0.46, 0.24, 0.30)|15.19
133346|(0.08, 0.37, 0.55)|14.27
133347|(0.00, 0.60, 0.40)|20.16
133348|(0.51, 0.14, 0.35)|14.51
133349|(0.08, 0.31, 0.61)|13.83
133350|(0.00, 0.18, 0.82)|12.02
133351|(0.09, 0.43, 0.48)|16.96
133352|(0.02, 0.39, 0.59)|12.99
133353|(0.40, 0.34, 0.26)|17.19
133354|(0.10, 0.08, 0.82)|9.25
133355|(0.00, 0.77, 0.23)|17.61
133356|(0.03, 0.05, 0.92)|8.07
133357|(0.23, 0.17, 0.60)|11.50
133358|(0.00, 0.56, 0.44)|11.28
133359|(0.00, 0.06, 0.94)|10.51
133360|(0.30, 0.30, 0.40)|15.87
133361|(1.00, 0.00, 0.00)|70.43
133363|(0.30, 0.00, 0.70)|49.14
133364|(0.00, 0.49, 0.51)|39.03
133365|(0.33, 0.28, 0.39)|11.14
133366|(0.00, 0.00, 1.00)|180.83
133367|(0.06, 0.10, 0.84)|9.39
133368|(0.02, 0.18, 0.80)|16.19
133369|(0.03, 0.11, 0.86)|42.64
133370|(0.50, 0.09, 0.41)|13.46
133371|(0.00, 0.01, 0.99)|76.87
133372|(0.03, 0.23, 0.74)|8.66
133373|(0.10, 0.06, 0.84)|10.64
133374|(0.11, 0.24, 0.65)|10.26
133375|(0.00, 0.89, 0.11)|25.38
133376|(0.39, 0.18, 0.43)|9.92
133377|(0.00, 0.13, 0.87)|13.46
133378|(0.00, 0.21, 0.79)|15.22
133379|(0.77, 0.00, 0.23)|11.98
133380|(0.12, 0.73, 0.15)|27.43
133381|(0.12, 0.26, 0.62)|10.98
133383|(0.00, 0.08, 0.92)|12.18
133384|(0.03, 0.02, 0.95)|12.04
133385|(0.07, 0.00, 0.93)|11.27
133386|(0.07, 0.08, 0.85)|7.71
133387|(0.00, 0.25, 0.75)|52.80
133388|(0.02, 0.00, 0.98)|49.38
133393|(0.03, 0.12, 0.85)|8.62
133394|(0.19, 0.41, 0.40)|12.26
133395|(0.01, 0.01, 0.98)|64.31
133396|(0.09, 0.06, 0.85)|8.11
133397|(0.31, 0.16, 0.53)|9.11
133399|(0.00, 0.18, 0.82)|14.15
133400|(0.33, 0.12, 0.55)|10.23
133401|(0.00, 0.15, 0.85)|13.49
133402|(0.00, 0.31, 0.69)|17.38
133403|(0.00, 0.14, 0.86)|13.13
133404|(0.02, 0.06, 0.92)|9.18
133405|(0.11, 0.00, 0.89)|8.27
133406|(0.00, 0.09, 0.91)|13.84
133407|(0.09, 0.16, 0.75)|7.97
133408|(0.08, 0.00, 0.92)|9.97
133409|(0.04, 0.60, 0.36)|13.62
133410|(0.00, 0.03, 0.97)|13.28
133411|(0.19, 0.03, 0.78)|9.88
133425|(0.00, 0.12, 0.88)|8.89
133426|(0.00, 1.00, 0.00)|487.16
133433|(0.00, 0.11, 0.89)|12.20
133434|(0.38, 0.54, 0.08)|22.27
133436|(0.00, 1.00, 0.00)|41.49
133437|(0.00, 0.36, 0.64)|18.80
133438|(0.54, 0.12, 0.34)|12.08
133439|(0.38, 0.19, 0.43)|13.45
133440|(0.00, 0.35, 0.65)|17.62
133441|(0.07, 0.31, 0.62)|9.74
133442|(0.00, 0.41, 0.59)|13.01
133443|(0.40, 0.21, 0.39)|10.53
133444|(0.01, 0.53, 0.46)|14.76
133445|(0.33, 0.05, 0.62)|12.88
133446|(0.23, 0.18, 0.59)|14.51
133447|(0.00, 1.00, 0.00)|35.02
133448|(0.44, 0.13, 0.43)|14.16
133449|(0.00, 0.89, 0.11)|23.89
133450|(0.42, 0.01, 0.57)|9.22
133451|(0.43, 0.28, 0.29)|11.38
133452|(0.00, 0.11, 0.89)|17.79
133453|(0.00, 0.00, 1.00)|9.92
133454|(0.02, 0.09, 0.89)|13.96
133455|(0.02, 0.06, 0.92)|7.93
133456|(0.30, 0.17, 0.53)|16.99
133457|(0.21, 0.08, 0.71)|9.00
133458|(0.43, 0.06, 0.51)|8.42
133459|(0.36, 0.15, 0.49)|9.37
133460|(0.32, 0.06, 0.62)|12.48
133461|(0.10, 0.07, 0.83)|10.14
133462|(0.02, 0.22, 0.76)|13.31
133463|(0.51, 0.38, 0.11)|77.08
133464|(0.00, 0.76, 0.24)|50.38
133465|(0.00, 0.38, 0.62)|13.39
133468|(0.00, 0.19, 0.81)|14.69
133469|(0.63, 0.00, 0.37)|16.23
133470|(0.63, 0.00, 0.37)|13.43
133471|(0.03, 0.01, 0.96)|8.44
133472|(0.71, 0.12, 0.17)|11.23
133473|(0.04, 0.02, 0.94)|9.47
133474|(0.00, 0.14, 0.86)|13.73
133475|(0.00, 0.38, 0.62)|14.19
133476|(0.00, 0.11, 0.89)|17.33
133477|(0.00, 0.09, 0.91)|11.19
133478|(0.00, 0.27, 0.73)|16.58
133479|(0.31, 0.15, 0.54)|12.52
133480|(0.34, 0.42, 0.24)|12.36
133481|(0.00, 0.59, 0.41)|19.57
133482|(0.00, 0.85, 0.15)|93.30
133483|(0.26, 0.17, 0.57)|16.43
133484|(0.36, 0.12, 0.52)|32.38
133485|(0.00, 0.16, 0.84)|81.91
133486|(0.33, 0.28, 0.39)|13.99
133487|(0.22, 0.28, 0.50)|8.07
133488|(0.00, 0.70, 0.30)|25.44
133489|(0.52, 0.10, 0.38)|12.52
133490|(0.00, 0.54, 0.46)|48.42
133491|(0.02, 0.00, 0.98)|67.18
133492|(0.00, 0.76, 0.24)|18.73
133493|(0.00, 0.80, 0.20)|24.41
133494|(0.44, 0.19, 0.37)|14.16
133495|(0.20, 0.29, 0.51)|13.32
133496|(0.44, 0.26, 0.30)|9.44
133497|(0.42, 0.19, 0.39)|15.26
133498|(0.26, 0.22, 0.52)|10.48
133499|(0.00, 0.50, 0.50)|23.81
133501|(0.04, 0.10, 0.86)|35.83
133503|(0.08, 0.04, 0.88)|15.20
133506|(0.19, 0.32, 0.49)|18.00
133507|(0.12, 0.11, 0.77)|10.14
133508|(0.19, 0.03, 0.78)|11.08
133509|(0.00, 0.29, 0.71)|29.50
133510|(1.00, 0.00, 0.00)|282.31
133511|(0.00, 0.31, 0.69)|30.40
133513|(0.17, 0.10, 0.73)|12.12
133514|(0.31, 0.29, 0.40)|17.70
133515|(0.02, 0.15, 0.83)|8.12
133517|(0.44, 0.47, 0.09)|16.98
133518|(0.00, 0.27, 0.73)|18.32
133519|(0.36, 0.07, 0.57)|12.24
133520|(0.23, 0.00, 0.77)|54.71
133521|(0.03, 0.01, 0.96)|10.85
133522|(0.00, 0.83, 0.17)|49.61
133523|(0.03, 0.04, 0.93)|9.34
133524|(0.04, 0.08, 0.88)|14.41
133525|(0.06, 0.16, 0.78)|6.93
133526|(0.46, 0.25, 0.29)|14.62
133527|(0.49, 0.12, 0.39)|9.74
133528|(0.70, 0.13, 0.17)|12.47
133529|(0.52, 0.05, 0.43)|11.21
133530|(0.61, 0.00, 0.39)|8.82
133531|(0.12, 0.00, 0.88)|9.09
133532|(0.00, 0.58, 0.42)|20.52
133533|(0.20, 0.27, 0.53)|17.67
133534|(0.57, 0.20, 0.23)|10.70
133535|(0.13, 0.10, 0.77)|19.20
133536|(0.85, 0.12, 0.03)|328.57
133539|(0.32, 0.10, 0.58)|23.20
133540|(0.65, 0.23, 0.12)|15.98
133541|(0.26, 0.00, 0.74)|11.24
133542|(0.00, 0.45, 0.55)|21.57
133543|(0.72, 0.00, 0.28)|17.94
133544|(0.10, 0.07, 0.83)|8.40
133545|(0.07, 0.10, 0.83)|9.78
133546|(0.12, 0.08, 0.80)|8.60
133547|(0.55, 0.19, 0.26)|11.83
133548|(0.00, 0.25, 0.75)|10.54
133549|(0.00, 1.00, 0.00)|176.88
133550|(0.10, 0.24, 0.66)|9.73
133551|(0.11, 0.09, 0.80)|11.36
133552|(0.00, 0.46, 0.54)|15.24
133553|(0.14, 0.02, 0.84)|10.17
133554|(0.20, 0.19, 0.61)|15.27
133556|(0.44, 0.00, 0.56)|10.80
133557|(0.37, 0.26, 0.37)|13.70
133558|(0.00, 0.40, 0.60)|15.61
133559|(0.05, 0.18, 0.77)|10.13
133560|(0.21, 0.20, 0.59)|12.41
133561|(0.46, 0.06, 0.48)|9.00
133562|(0.00, 0.51, 0.49)|11.89
133564|(0.09, 0.04, 0.87)|8.61
133565|(0.34, 0.43, 0.23)|14.87
133566|(0.01, 0.04, 0.95)|17.90
133567|(0.22, 0.24, 0.54)|12.44
133568|(0.00, 0.05, 0.95)|9.18
133569|(0.00, 0.13, 0.87)|8.86
133570|(0.64, 0.16, 0.20)|10.34
133571|(0.04, 0.36, 0.60)|9.39
133572|(0.00, 0.54, 0.46)|29.47
133573|(0.31, 0.11, 0.58)|12.27
133574|(0.07, 0.14, 0.79)|14.32
133575|(0.70, 0.01, 0.29)|10.68
133576|(0.00, 0.28, 0.72)|13.09
133577|(0.57, 0.24, 0.19)|10.69
133578|(0.16, 0.00, 0.84)|53.45
133579|(0.14, 0.07, 0.79)|10.98
133582|(0.40, 0.03, 0.57)|16.06
133583|(0.28, 0.05, 0.67)|25.77
133584|(0.00, 0.20, 0.80)|12.49
133589|(0.74, 0.16, 0.10)|12.93
133591|(0.93, 0.07, -0.00)|13.62
133592|(0.10, 0.03, 0.87)|7.77
133593|(0.80, 0.14, 0.06)|11.68
133594|(0.19, 0.00, 0.81)|11.50
133595|(0.00, 0.00, 1.00)|307.11
133596|(0.16, 0.01, 0.83)|11.63
133597|(0.15, 0.13, 0.72)|7.21
133598|(0.00, 0.39, 0.61)|13.36
133599|(0.00, 0.44, 0.56)|12.89
133600|(0.00, 0.57, 0.43)|15.96
133601|(0.62, 0.16, 0.22)|12.23
133602|(1.00, 0.00, 0.00)|18.64
133603|(0.35, 0.09, 0.56)|11.66
133604|(0.91, 0.06, 0.03)|20.67
133605|(0.36, 0.06, 0.58)|9.60
133606|(0.11, 0.06, 0.83)|13.76
133607|(0.32, 0.25, 0.43)|11.34
133608|(0.00, 0.27, 0.73)|10.59
133609|(0.38, 0.14, 0.48)|12.03
133610|(0.34, 0.03, 0.63)|12.45
133611|(0.12, 0.02, 0.86)|8.91
133612|(0.61, 0.00, 0.39)|18.40
133613|(0.87, 0.09, 0.04)|13.87
133614|(0.01, 0.05, 0.94)|6.87
133615|(0.95, 0.05, 0.00)|12.65
133616|(0.02, 0.07, 0.91)|7.62
133617|(0.06, 0.05, 0.89)|7.21
133618|(0.86, 0.09, 0.05)|13.13
133619|(0.21, 0.07, 0.72)|8.69
133620|(0.61, 0.20, 0.19)|11.81
133621|(0.95, 0.05, 0.00)|15.60
133625|(0.81, 0.07, 0.12)|15.29
133626|(0.32, 0.12, 0.56)|12.05
133627|(0.31, 0.21, 0.48)|13.97
133628|(0.95, 0.05, 0.00)|16.25
133629|(0.02, 0.04, 0.94)|9.25
133630|(0.25, 0.07, 0.68)|10.71
133631|(0.10, 0.18, 0.72)|11.34
133632|(0.00, 0.20, 0.80)|8.99
133633|(0.11, 0.22, 0.67)|10.99
133634|(0.00, 0.12, 0.88)|8.63
133635|(0.16, 0.44, 0.40)|18.18
133636|(0.14, 0.14, 0.72)|12.39
133637|(0.00, 0.18, 0.82)|10.70
133638|(0.00, 0.28, 0.72)|10.14
133639|(0.00, 0.02, 0.98)|53.88
133640|(0.92, 0.08, -0.00)|20.09
133641|(0.26, 0.04, 0.70)|11.50
133642|(0.90, 0.00, 0.10)|13.95
133643|(0.04, 0.29, 0.67)|11.99
133644|(0.14, 0.12, 0.74)|8.55
133645|(0.07, 0.08, 0.85)|10.69
133646|(0.14, 0.27, 0.59)|15.78
133647|(0.03, 0.04, 0.93)|7.01
133649|(0.31, 0.53, 0.16)|17.51
133650|(0.81, 0.14, 0.05)|10.35
133651|(0.12, 0.20, 0.68)|8.86
133652|(0.04, 0.09, 0.87)|7.65
133653|(0.23, 0.16, 0.61)|9.79
133655|(0.33, 0.20, 0.47)|8.52
133656|(0.16, 0.16, 0.68)|7.68
133657|(0.00, 0.18, 0.82)|10.38
133659|(0.09, 0.04, 0.87)|9.36
133660|(0.14, 0.40, 0.46)|15.99
133661|(0.39, 0.47, 0.14)|16.64
133662|(0.00, 0.00, 1.00)|84.69
133663|(0.27, 0.10, 0.63)|11.63
133664|(0.41, 0.07, 0.52)|8.38
133666|(0.00, 0.36, 0.64)|10.20
133667|(0.02, 0.05, 0.93)|11.45
133668|(0.00, 0.53, 0.47)|14.88
133669|(0.00, 0.12, 0.88)|19.69
133670|(0.11, 0.07, 0.82)|7.77
133671|(0.70, 0.21, 0.09)|13.58
133672|(0.00, 0.11, 0.89)|11.79
133673|(0.14, 0.17, 0.69)|8.85
133674|(0.48, 0.16, 0.36)|6.62
133675|(0.02, 0.08, 0.90)|14.65
133676|(0.72, 0.28, 0.00)|18.38
133677|(0.01, 0.44, 0.55)|13.16
133678|(0.07, 0.04, 0.89)|8.22
133679|(0.82, 0.03, 0.15)|8.97
133680|(0.89, 0.11, -0.00)|12.88
133681|(0.10, 0.22, 0.68)|12.28
133682|(0.45, 0.17, 0.38)|12.51
133684|(0.38, 0.09, 0.53)|19.89
133685|(0.41, 0.10, 0.49)|8.04
133686|(0.13, 0.07, 0.80)|5.98
133688|(0.53, 0.16, 0.31)|18.20
133689|(0.08, 0.08, 0.84)|8.45
133690|(0.04, 0.05, 0.91)|9.56
133691|(0.00, 0.21, 0.79)|10.36
133693|(0.04, 0.08, 0.88)|9.67
133694|(0.00, 0.19, 0.81)|27.01
133695|(0.00, 0.00, 1.00)|824.34
133696|(0.98, 0.02, 0.00)|12.34
133697|(0.00, 0.35, 0.65)|15.39
133698|(0.08, 0.00, 0.92)|7.15
133699|(0.05, 0.16, 0.79)|12.04
133700|(0.84, 0.06, 0.10)|14.75
133701|(0.00, 0.33, 0.67)|17.99
133702|(0.13, 0.01, 0.86)|7.88
133703|(0.04, 0.09, 0.87)|9.49
133704|(0.85, 0.15, 0.00)|13.28
133706|(0.37, 0.23, 0.40)|10.04
133707|(0.15, 0.21, 0.64)|14.08
133708|(0.00, 0.24, 0.76)|16.28
133709|(0.37, 0.05, 0.58)|15.93
133710|(0.28, 0.01, 0.71)|9.64
133711|(0.76, 0.04, 0.20)|14.58
133712|(0.63, 0.14, 0.23)|11.96
133713|(0.46, 0.47, 0.07)|13.79
133714|(0.43, 0.57, 0.00)|15.40
133715|(0.96, 0.00, 0.04)|11.51
133716|(0.71, 0.27, 0.02)|17.93
133717|(0.49, 0.12, 0.39)|11.47
133718|(0.73, 0.13, 0.14)|10.09
133719|(0.97, 0.00, 0.03)|10.96
133720|(0.05, 0.17, 0.78)|10.38
133721|(0.00, 0.19, 0.81)|10.31
133722|(0.00, 1.00, 0.00)|380.72
133723|(0.00, 0.21, 0.79)|8.66
133724|(0.17, 0.00, 0.83)|29.28
133725|(0.85, 0.07, 0.08)|14.21
133726|(0.20, 0.80, 0.00)|32.07
133727|(0.01, 0.19, 0.80)|7.40
133728|(0.92, 0.08, -0.00)|11.64
133729|(0.00, 1.00, 0.00)|37.27
133730|(0.08, 0.02, 0.90)|14.66
133732|(0.00, 0.24, 0.76)|9.12
133733|(0.72, 0.23, 0.05)|21.06
