КССС|Веса|МАРЕ
133734|(0.00, 0.71, 0.29)|33.61
133735|(0.00, 0.32, 0.68)|15.36
133736|(0.58, 0.00, 0.42)|74.44
133738|(0.07, 0.07, 0.86)|9.11
133739|(0.25, 0.60, 0.15)|19.33
133740|(0.00, 0.86, 0.14)|75.85
133741|(0.00, 0.92, 0.08)|26.07
133742|(0.00, 0.25, 0.75)|10.39
133743|(0.00, 0.13, 0.87)|9.36
133744|(0.00, 0.07, 0.93)|12.50
133745|(0.00, 0.45, 0.55)|17.56
133746|(0.00, 0.86, 0.14)|24.62
133747|(0.04, 0.07, 0.89)|9.18
133748|(0.09, 0.28, 0.63)|10.28
133749|(0.80, 0.07, 0.13)|17.37
133750|(0.85, 0.12, 0.03)|29.12
133751|(0.89, 0.04, 0.07)|11.52
133752|(0.27, 0.25, 0.48)|15.39
133754|(1.00, 0.00, 0.00)|28.81
133755|(0.93, 0.07, -0.00)|19.55
133756|(0.00, 0.75, 0.25)|64.17
133757|(0.12, 0.07, 0.81)|11.24
133758|(0.23, 0.14, 0.63)|15.57
133759|(0.00, 0.10, 0.90)|13.49
133760|(0.00, 0.77, 0.23)|18.12
133761|(0.82, 0.18, 0.00)|38.11
133762|(0.00, 0.10, 0.90)|15.18
133763|(0.30, 0.59, 0.11)|14.69
133764|(0.00, 0.33, 0.67)|12.37
133765|(0.00, 0.71, 0.29)|15.80
133766|(0.10, 0.11, 0.79)|27.61
133768|(0.00, 0.07, 0.93)|15.78
133769|(0.00, 0.89, 0.11)|32.55
133770|(0.00, 0.33, 0.67)|12.58
133771|(0.00, 0.25, 0.75)|8.94
133772|(0.00, 0.69, 0.31)|24.18
133773|(0.00, 0.41, 0.59)|16.78
133774|(0.22, 0.30, 0.48)|12.97
133775|(0.15, 0.42, 0.43)|19.29
133776|(0.51, 0.31, 0.18)|22.06
133777|(0.73, 0.27, 0.00)|17.39
133778|(0.13, 0.63, 0.24)|17.31
133779|(0.00, 0.37, 0.63)|21.79
133780|(0.23, 0.30, 0.47)|16.99
133781|(0.69, 0.14, 0.17)|18.29
133782|(0.02, 0.29, 0.69)|9.53
133783|(0.00, 0.19, 0.81)|9.20
133784|(0.07, 0.28, 0.65)|10.28
133785|(0.18, 0.45, 0.37)|9.47
133786|(0.00, 0.24, 0.76)|9.34
133787|(0.14, 0.29, 0.57)|11.97
133789|(0.53, 0.09, 0.38)|8.66
133790|(0.34, 0.12, 0.54)|9.62
133791|(0.00, 0.18, 0.82)|10.65
133792|(0.06, 0.47, 0.47)|12.93
133793|(0.22, 0.16, 0.62)|10.88
133794|(0.00, 0.35, 0.65)|8.97
133796|(0.75, 0.00, 0.25)|13.13
133797|(1.00, 0.00, 0.00)|101.44
133798|(0.69, 0.00, 0.31)|12.24
133799|(0.00, 0.20, 0.80)|428.82
133800|(0.13, 0.06, 0.81)|16.24
133801|(0.30, 0.21, 0.49)|8.25
133802|(0.00, 0.41, 0.59)|11.29
133803|(0.00, 0.39, 0.61)|15.11
133804|(0.00, 0.34, 0.66)|12.85
133805|(0.81, 0.02, 0.17)|11.81
133806|(0.87, 0.05, 0.08)|23.11
133807|(0.32, 0.10, 0.58)|15.33
133808|(0.71, 0.29, 0.00)|15.03
133809|(0.61, 0.39, 0.00)|18.15
133810|(0.00, 0.34, 0.66)|23.62
133811|(0.67, 0.13, 0.20)|29.55
133812|(0.14, 0.56, 0.30)|13.90
133813|(0.00, 0.54, 0.46)|33.01
134001|(0.91, 0.09, -0.00)|120.58
134002|(0.00, 0.46, 0.54)|14.18
134003|(0.24, 0.10, 0.66)|15.46
134004|(0.08, 0.16, 0.76)|7.93
134005|(0.55, 0.08, 0.37)|9.66
134006|(0.31, 0.00, 0.69)|32.23
134007|(0.00, 0.00, 1.00)|46.15
134008|(0.00, 0.13, 0.87)|11.37
134009|(0.60, 0.12, 0.28)|11.04
134010|(0.00, 0.44, 0.56)|12.92
134011|(0.64, 0.15, 0.21)|16.96
134012|(0.17, 0.04, 0.79)|11.45
134013|(0.34, 0.37, 0.29)|16.13
134014|(0.50, 0.23, 0.27)|12.04
134015|(0.00, 0.43, 0.57)|54.82
134016|(0.03, 0.15, 0.82)|17.71
134017|(0.06, 0.12, 0.82)|16.83
134018|(0.20, 0.11, 0.69)|14.15
134019|(0.08, 0.59, 0.33)|22.60
134020|(0.25, 0.57, 0.18)|14.26
134021|(0.11, 0.31, 0.58)|9.02
134022|(0.14, 0.48, 0.38)|13.37
134023|(0.01, 0.34, 0.65)|19.15
134024|(0.72, 0.11, 0.17)|16.92
134025|(0.69, 0.30, 0.01)|25.06
134026|(0.26, 0.62, 0.12)|18.82
134027|(0.59, 0.06, 0.35)|13.29
134028|(0.40, 0.16, 0.44)|13.67
134029|(0.38, 0.18, 0.44)|12.48
134030|(0.21, 0.28, 0.51)|14.37
134031|(0.54, 0.13, 0.33)|10.37
134032|(0.40, 0.36, 0.24)|18.19
134034|(0.05, 0.04, 0.91)|11.25
134035|(0.22, 0.12, 0.66)|11.16
134036|(0.33, 0.21, 0.46)|9.05
134037|(0.05, 0.00, 0.95)|11.98
134039|(0.00, 0.92, 0.08)|79.78
134040|(0.23, 0.01, 0.76)|189.94
134041|(0.00, 0.15, 0.85)|15.91
134042|(0.00, 0.50, 0.50)|16.83
134043|(0.04, 0.08, 0.88)|11.14
134044|(0.00, 0.12, 0.88)|18.46
134045|(0.09, 0.02, 0.89)|10.61
134047|(0.19, 0.14, 0.67)|14.34
134048|(0.04, 0.09, 0.87)|14.64
134049|(0.00, 0.00, 1.00)|992.44
134050|(0.00, 0.26, 0.74)|22.88
134052|(0.00, 1.00, 0.00)|178.56
134053|(0.24, 0.16, 0.60)|12.49
134054|(0.14, 0.35, 0.51)|21.96
134055|(0.00, 0.69, 0.31)|16.38
134057|(0.10, 0.08, 0.82)|8.89
134058|(0.07, 0.02, 0.91)|8.92
134059|(0.10, 0.02, 0.88)|10.45
134060|(0.08, 0.06, 0.86)|8.95
134061|(0.01, 0.40, 0.59)|34.77
134062|(0.03, 0.36, 0.61)|19.47
134063|(0.00, 0.50, 0.50)|398.44
134064|(1.00, 0.00, 0.00)|233.56
134065|(0.30, 0.65, 0.05)|17.66
134066|(0.10, 0.67, 0.23)|24.97
134067|(0.13, 0.45, 0.42)|16.17
134068|(0.33, 0.20, 0.47)|9.98
134069|(0.38, 0.62, 0.00)|19.15
134070|(0.00, 0.43, 0.57)|59.58
134071|(0.00, 0.00, 1.00)|48.20
134072|(0.24, 0.10, 0.66)|16.98
134073|(0.00, 0.28, 0.72)|67.23
134074|(0.12, 0.00, 0.88)|47.91
134075|(0.44, 0.42, 0.14)|18.42
134076|(0.00, 0.48, 0.52)|22.24
134120|(0.13, 0.14, 0.73)|9.42
134121|(0.00, 0.04, 0.96)|8.16
134122|(0.00, 0.18, 0.82)|14.10
134123|(0.04, 0.00, 0.96)|96.45
134124|(0.00, 0.36, 0.64)|16.86
134125|(0.05, 0.20, 0.75)|11.93
134126|(0.48, 0.01, 0.51)|13.50
134127|(0.86, 0.11, 0.03)|9.64
134128|(0.05, 0.00, 0.95)|114.94
134130|(0.00, 0.54, 0.46)|17.56
134131|(0.05, 0.19, 0.76)|26.80
134132|(0.45, 0.22, 0.33)|14.26
134133|(0.00, 0.00, 1.00)|213.40
134134|(0.03, 0.11, 0.86)|9.70
134135|(0.76, 0.18, 0.06)|12.84
134136|(0.06, 0.11, 0.83)|56.99
134140|(0.10, 0.00, 0.90)|168.00
134141|(0.19, 0.17, 0.64)|10.28
134142|(0.25, 0.19, 0.56)|13.66
134143|(0.00, 0.03, 0.97)|11.46
134144|(0.00, 0.39, 0.61)|85.50
134145|(0.63, 0.26, 0.11)|11.90
134146|(0.58, 0.09, 0.33)|15.78
134147|(0.27, 0.19, 0.54)|11.72
134148|(0.55, 0.27, 0.18)|19.20
134149|(0.03, 0.08, 0.89)|10.29
134150|(0.00, 0.55, 0.45)|13.91
134151|(0.63, 0.37, 0.00)|12.39
134152|(0.00, 0.50, 0.50)|21.76
134153|(0.62, 0.12, 0.26)|14.01
134154|(0.00, 0.02, 0.98)|178.10
134155|(0.45, 0.06, 0.49)|14.47
134156|(0.59, 0.15, 0.26)|13.77
134157|(0.37, 0.47, 0.16)|12.74
134158|(0.00, 0.48, 0.52)|22.19
134159|(0.06, 0.40, 0.54)|20.21
134160|(0.00, 0.38, 0.62)|68.63
134161|(0.00, 0.67, 0.33)|28.34
134162|(0.13, 0.08, 0.79)|9.32
134163|(0.08, 0.18, 0.74)|9.99
134164|(0.49, 0.18, 0.33)|18.27
134166|(0.00, 0.45, 0.55)|18.37
134167|(0.42, 0.44, 0.14)|13.83
134168|(0.41, 0.27, 0.32)|15.91
134169|(0.56, 0.44, -0.00)|16.76
134170|(0.69, 0.23, 0.08)|11.51
134171|(0.00, 0.50, 0.50)|20.85
134172|(0.00, 0.19, 0.81)|18.20
134173|(0.49, 0.11, 0.40)|10.20
134174|(0.73, 0.09, 0.18)|16.31
134175|(0.07, 0.49, 0.44)|26.89
134176|(0.00, 0.29, 0.71)|10.27
134177|(0.17, 0.24, 0.59)|13.13
134178|(0.44, 0.17, 0.39)|13.36
134179|(0.09, 0.11, 0.80)|9.92
134180|(0.24, 0.40, 0.36)|16.24
134181|(0.25, 0.42, 0.33)|20.62
134183|(0.41, 0.15, 0.44)|11.28
134184|(0.51, 0.16, 0.33)|11.68
134185|(0.00, 0.49, 0.51)|19.08
134186|(0.08, 0.56, 0.36)|14.94
134187|(0.00, 0.69, 0.31)|19.00
134188|(0.61, 0.12, 0.27)|11.51
134189|(0.09, 0.43, 0.48)|15.38
134190|(0.00, 0.22, 0.78)|18.44
134192|(0.03, 0.04, 0.93)|8.46
134194|(0.00, 0.14, 0.86)|14.54
134197|(0.31, 0.09, 0.60)|18.15
134199|(0.00, 0.70, 0.30)|191.64
134200|(0.00, 1.00, 0.00)|179.72
134201|(0.89, 0.00, 0.11)|14.15
135001|(0.00, 0.03, 0.97)|22.35
135002|(0.24, 0.21, 0.55)|12.29
135003|(0.00, 0.50, 0.50)|21.35
135004|(0.00, 1.00, 0.00)|406.52
135005|(0.00, 0.68, 0.32)|19.03
135006|(0.00, 0.00, 1.00)|210.79
135007|(0.06, 0.21, 0.73)|18.85
135008|(0.64, 0.12, 0.24)|16.12
135009|(0.00, 0.10, 0.90)|10.06
135010|(0.26, 0.49, 0.25)|55.54
135011|(0.00, 0.30, 0.70)|79.96
135012|(0.00, 0.79, 0.21)|109.92
135013|(0.00, 0.15, 0.85)|13.76
135014|(0.11, 0.03, 0.86)|8.71
135015|(0.17, 0.17, 0.66)|16.81
135016|(0.39, 0.06, 0.55)|17.63
135017|(0.24, 0.23, 0.53)|16.31
135018|(0.00, 0.44, 0.56)|67.72
135019|(0.00, 1.00, 0.00)|266.01
135020|(0.67, 0.33, -0.00)|13.48
135022|(0.08, 0.07, 0.85)|11.82
135023|(0.29, 0.30, 0.41)|16.19
135024|(0.00, 0.35, 0.65)|48.08
135025|(0.54, 0.46, -0.00)|17.46
135026|(0.19, 0.20, 0.61)|17.20
135027|(0.53, 0.00, 0.47)|11.23
135028|(0.56, 0.44, -0.00)|15.96
135029|(0.43, 0.38, 0.19)|15.99
135030|(0.48, 0.45, 0.07)|18.08
135031|(0.57, 0.32, 0.11)|12.49
135032|(0.39, 0.30, 0.31)|15.47
135033|(0.75, 0.10, 0.15)|10.68
135034|(0.00, 0.70, 0.30)|21.47
135035|(0.83, 0.00, 0.17)|30.25
135036|(0.10, 0.60, 0.30)|19.75
135037|(0.32, 0.21, 0.47)|13.69
135038|(0.25, 0.07, 0.68)|16.30
135039|(0.11, 0.59, 0.30)|23.50
135040|(0.25, 0.03, 0.72)|14.57
135041|(0.13, 0.00, 0.87)|32.56
135042|(0.00, 0.98, 0.02)|66.83
135043|(0.33, 0.23, 0.44)|12.46
135044|(0.00, 1.00, 0.00)|246.54
135046|(0.00, 0.94, 0.06)|70.70
135047|(0.08, 0.08, 0.84)|8.89
135049|(0.00, 0.28, 0.72)|83.92
135051|(0.00, 0.54, 0.46)|20.35
135053|(0.00, 0.49, 0.51)|13.88
135054|(0.10, 0.03, 0.87)|10.84
135055|(0.33, 0.47, 0.20)|14.08
135056|(0.28, 0.66, 0.06)|29.12
135057|(0.00, 0.31, 0.69)|17.05
135058|(0.36, 0.20, 0.44)|13.69
135059|(0.32, 0.13, 0.55)|11.38
135068|(0.04, 0.30, 0.66)|15.37
135069|(0.65, 0.30, 0.05)|11.07
135070|(0.04, 0.06, 0.90)|9.53
135072|(0.32, 0.15, 0.53)|11.74
135075|(0.00, 0.57, 0.43)|32.98
135076|(0.24, 0.37, 0.39)|13.15
135801|(0.02, 0.17, 0.81)|39.17
135802|(0.00, 0.74, 0.26)|146.75
136602|(0.88, 0.02, 0.10)|17.11
136603|(0.90, 0.03, 0.07)|12.98
136801|(0.00, 0.23, 0.77)|12.38
136802|(0.89, 0.02, 0.09)|19.58
136803|(0.00, 0.13, 0.87)|10.40
136804|(0.00, 0.83, 0.17)|20.73
136805|(0.16, 0.21, 0.63)|9.50
136806|(0.16, 0.73, 0.11)|24.70
136807|(0.30, 0.16, 0.54)|13.85
136808|(0.19, 0.25, 0.56)|11.65
136809|(0.00, 0.06, 0.94)|7.89
136810|(0.88, 0.05, 0.07)|15.53
136811|(0.90, 0.00, 0.10)|14.81
136812|(0.00, 0.19, 0.81)|9.32
136813|(1.00, 0.00, 0.00)|23.28
136814|(0.43, 0.21, 0.36)|17.63
136815|(0.35, 0.31, 0.34)|19.74
136853|(0.87, 0.11, 0.02)|15.73
136872|(0.32, 0.68, -0.00)|19.36
136875|(0.00, 0.18, 0.82)|13.22
136876|(0.00, 0.23, 0.77)|11.58
136877|(0.02, 0.05, 0.93)|9.77
136878|(0.00, 0.39, 0.61)|20.07
136879|(0.13, 0.34, 0.53)|12.71
136880|(0.32, 0.10, 0.58)|13.90
136897|(0.00, 0.18, 0.82)|9.07
136901|(0.00, 0.12, 0.88)|14.75
136902|(0.04, 0.06, 0.90)|10.20
136904|(0.25, 0.22, 0.53)|7.90
136905|(0.00, 0.53, 0.47)|17.05
136906|(0.31, 0.10, 0.59)|10.87
136907|(0.00, 0.31, 0.69)|12.96
136908|(0.00, 0.15, 0.85)|19.25
136909|(0.03, 0.28, 0.69)|10.61
136910|(0.00, 0.33, 0.67)|11.97
136911|(0.22, 0.03, 0.75)|9.56
136912|(0.00, 0.11, 0.89)|9.26
136915|(0.30, 0.12, 0.58)|10.30
136916|(0.00, 0.43, 0.57)|19.57
136917|(0.00, 0.69, 0.31)|21.33
136920|(0.00, 0.58, 0.42)|9.72
136921|(1.00, 0.00, 0.00)|24.72
136922|(0.00, 0.00, 1.00)|355.64
136926|(0.44, 0.15, 0.41)|12.78
136927|(0.00, 0.85, 0.15)|25.47
136930|(0.00, 0.13, 0.87)|9.01
136931|(0.00, 0.79, 0.21)|18.87
136936|(0.77, 0.23, -0.00)|14.13
136937|(0.95, 0.00, 0.05)|15.19
136938|(1.00, 0.00, 0.00)|17.55
136939|(0.03, 0.31, 0.66)|15.35
136940|(0.13, 0.34, 0.53)|8.91
136941|(0.00, 0.47, 0.53)|11.77
136942|(0.00, 0.00, 1.00)|656.92
136945|(0.17, 0.64, 0.19)|22.07
137001|(0.05, 0.08, 0.87)|9.44
137002|(0.71, 0.27, 0.02)|12.32
138001|(0.00, 0.18, 0.82)|9.90
139201|(0.84, 0.03, 0.13)|21.76
139202|(0.82, 0.03, 0.15)|17.09
139407|(0.21, 0.08, 0.71)|8.70
139801|(0.00, 0.33, 0.67)|11.60
140402|(0.01, 0.43, 0.56)|16.19
141002|(0.06, 0.01, 0.93)|10.96
141801|(0.03, 0.09, 0.88)|8.75
143001|(0.00, 0.17, 0.83)|20.36
143602|(0.57, 0.43, 0.00)|17.34
145001|(0.00, 0.05, 0.95)|8.15
145801|(0.04, 0.00, 0.96)|116.66
150210|(0.62, 0.29, 0.09)|24.08
150402|(0.00, 0.63, 0.37)|22.07
150601|(0.00, 1.00, 0.00)|70.46
151801|(0.73, 0.03, 0.24)|192.09
151802|(0.93, 0.07, -0.00)|97.45
152001|(0.19, 0.04, 0.77)|7.35
153001|(0.01, 0.08, 0.91)|9.93
153002|(0.00, 0.32, 0.68)|6.95
153810|(0.73, 0.07, 0.20)|18.38
153812|(0.02, 0.38, 0.60)|12.16
154401|(0.00, 0.21, 0.79)|11.46
155001|(0.70, 0.00, 0.30)|9.94
155002|(0.38, 0.01, 0.61)|14.05
155003|(0.03, 0.02, 0.95)|10.00
155004|(0.69, 0.19, 0.12)|17.61
155005|(0.05, 0.09, 0.86)|12.35
155006|(0.41, 0.13, 0.46)|19.80
155007|(0.74, 0.01, 0.25)|11.37
155008|(0.17, 0.57, 0.26)|19.24
155009|(0.85, 0.15, 0.00)|286.95
155010|(0.56, 0.12, 0.32)|12.57
155011|(0.87, 0.01, 0.12)|18.45
155012|(0.88, 0.04, 0.08)|14.16
155013|(0.74, 0.07, 0.19)|14.57
155014|(0.95, 0.05, 0.00)|12.09
155015|(0.73, 0.11, 0.16)|13.05
155016|(0.71, 0.13, 0.16)|15.93
155017|(0.56, 0.30, 0.14)|16.42
155018|(0.65, 0.01, 0.34)|21.35
155019|(0.09, 0.06, 0.85)|12.95
155020|(0.73, 0.07, 0.20)|13.31
155021|(0.35, 0.31, 0.34)|11.21
155022|(0.49, 0.11, 0.40)|12.12
155023|(0.52, 0.04, 0.44)|12.99
155024|(0.00, 0.32, 0.68)|15.64
155025|(0.66, 0.00, 0.34)|11.72
155026|(0.49, 0.30, 0.21)|23.66
155027|(0.66, 0.02, 0.32)|16.78
155028|(0.44, 0.07, 0.49)|17.28
155029|(0.20, 0.13, 0.67)|15.92
155030|(0.69, 0.00, 0.31)|16.77
155031|(0.73, 0.05, 0.22)|15.97
155032|(0.71, 0.02, 0.27)|15.62
155033|(0.77, 0.00, 0.23)|13.44
155034|(0.28, 0.38, 0.34)|12.53
155035|(0.05, 0.28, 0.67)|15.42
155036|(0.84, 0.09, 0.07)|11.18
155037|(0.60, 0.00, 0.40)|15.42
155038|(0.18, 0.16, 0.66)|14.30
155039|(0.27, 0.20, 0.53)|14.44
155040|(0.00, 0.16, 0.84)|16.28
155041|(0.00, 0.15, 0.85)|26.90
155042|(0.00, 0.06, 0.94)|11.83
155043|(0.01, 0.29, 0.70)|14.45
155044|(0.12, 0.23, 0.65)|8.40
155045|(0.33, 0.27, 0.40)|16.47
155046|(0.00, 0.37, 0.63)|14.95
155047|(0.19, 0.07, 0.74)|11.75
155048|(0.05, 0.08, 0.87)|8.78
155049|(0.04, 0.04, 0.92)|10.32
155050|(0.58, 0.00, 0.42)|13.57
155051|(0.08, 0.07, 0.85)|10.39
155052|(0.15, 0.02, 0.83)|14.08
155053|(0.01, 0.04, 0.95)|14.32
155054|(0.46, 0.05, 0.49)|12.93
155055|(0.00, 0.18, 0.82)|12.26
155056|(0.00, 0.33, 0.67)|12.29
155057|(0.00, 0.00, 1.00)|14.22
155058|(0.01, 0.03, 0.96)|8.86
155059|(0.17, 0.04, 0.79)|14.99
155060|(0.21, 0.03, 0.76)|10.15
155061|(0.00, 0.02, 0.98)|12.01
155062|(0.20, 0.07, 0.73)|17.67
155064|(0.08, 0.03, 0.89)|13.45
155065|(0.00, 1.00, 0.00)|329.23
155066|(0.00, 0.05, 0.95)|16.21
155067|(0.00, 0.47, 0.53)|23.19
155069|(0.00, 1.00, 0.00)|126.59
155070|(0.08, 0.15, 0.77)|9.93
155071|(0.00, 0.19, 0.81)|15.23
155072|(0.00, 0.37, 0.63)|115.55
155073|(0.11, 0.00, 0.89)|13.93
155074|(0.32, 0.30, 0.38)|13.15
155075|(0.00, 0.53, 0.47)|9.91
155076|(0.24, 0.02, 0.74)|10.11
155077|(0.57, 0.38, 0.05)|13.31
155078|(0.83, 0.06, 0.11)|17.47
155079|(0.89, 0.00, 0.11)|17.41
155080|(0.86, 0.05, 0.09)|21.70
155081|(0.89, 0.04, 0.07)|16.34
155082|(0.71, 0.00, 0.29)|11.70
155083|(0.04, 0.18, 0.78)|11.06
155084|(0.06, 0.11, 0.83)|8.91
155085|(0.00, 0.06, 0.94)|14.08
155086|(0.00, 0.01, 0.99)|16.63
155087|(0.06, 0.46, 0.48)|17.01
155088|(0.17, 0.03, 0.80)|11.88
155089|(0.18, 0.15, 0.67)|177.47
155090|(0.00, 0.50, 0.50)|18.43
155091|(0.00, 0.65, 0.35)|21.41
155092|(0.00, 0.19, 0.81)|15.88
155093|(0.55, 0.14, 0.31)|18.20
155094|(0.84, 0.01, 0.15)|14.22
155095|(0.28, 0.04, 0.68)|12.34
155096|(0.18, 0.00, 0.82)|13.04
155097|(0.43, 0.23, 0.34)|14.61
155098|(0.05, 0.46, 0.49)|22.36
155099|(0.02, 0.20, 0.78)|9.04
155100|(0.25, 0.41, 0.34)|11.22
155101|(0.46, 0.54, 0.00)|54.71
155102|(0.11, 0.07, 0.82)|13.86
155103|(0.02, 0.43, 0.55)|13.78
155104|(0.00, 0.76, 0.24)|231.92
155105|(0.44, 0.16, 0.40)|8.30
155106|(0.00, 0.71, 0.29)|77.96
155107|(0.00, 0.00, 1.00)|75.99
155108|(0.03, 0.11, 0.86)|9.79
155109|(0.00, 0.56, 0.44)|79.55
155110|(0.00, 0.00, 1.00)|51.27
155111|(0.19, 0.08, 0.73)|9.34
155112|(0.19, 0.12, 0.69)|11.36
155113|(0.20, 0.57, 0.23)|19.23
155114|(0.29, 0.32, 0.39)|37.88
155115|(0.48, 0.34, 0.18)|19.22
155116|(0.06, 0.47, 0.47)|19.59
155117|(0.00, 0.74, 0.26)|31.69
155119|(0.31, 0.19, 0.50)|15.99
155120|(0.00, 0.54, 0.46)|256.12
155121|(0.30, 0.31, 0.39)|21.63
155122|(0.08, 0.00, 0.92)|20.94
155123|(0.00, 0.34, 0.66)|9.98
155124|(0.00, 0.60, 0.40)|11.85
155125|(0.33, 0.40, 0.27)|17.03
155126|(0.00, 0.41, 0.59)|42.95
155127|(0.00, 0.59, 0.41)|85.58
155128|(0.18, 0.38, 0.44)|16.40
155129|(0.26, 0.13, 0.61)|11.58
155130|(0.70, 0.02, 0.28)|21.57
155131|(0.00, 0.44, 0.56)|14.37
155132|(0.52, 0.03, 0.45)|21.75
155133|(0.47, 0.18, 0.35)|16.29
155134|(0.00, 0.93, 0.07)|20.36
155135|(0.14, 0.11, 0.75)|8.19
155136|(0.00, 1.00, 0.00)|251.77
155137|(0.00, 0.10, 0.90)|10.31
156401|(0.00, 0.17, 0.83)|12.72
157202|(0.00, 1.00, 0.00)|10410.25
157601|(0.28, 0.00, 0.72)|79.59
158201|(0.22, 0.03, 0.75)|13.52
158401|(0.81, 0.03, 0.16)|24.27
158601|(0.00, 0.14, 0.86)|9.53
159002|(0.00, 1.00, 0.00)|79.92
159004|(0.17, 0.15, 0.68)|12.48
159201|(0.00, 0.13, 0.87)|12.20
159202|(0.30, 0.09, 0.61)|22.93
159203|(0.48, 0.34, 0.18)|17.87
160005|(0.29, 0.24, 0.47)|12.81
160006|(0.14, 0.26, 0.60)|240.15
160007|(0.03, 0.16, 0.81)|13.01
160008|(0.00, 0.53, 0.47)|10.94
160010|(0.24, 0.25, 0.51)|19.92
160012|(0.00, 0.74, 0.26)|25.44
160014|(1.00, 0.00, 0.00)|525.46
160015|(0.00, 0.29, 0.71)|24.52
160017|(0.00, 0.76, 0.24)|84.87
160018|(0.17, 0.83, 0.00)|183.86
160019|(0.00, 0.45, 0.55)|33.23
160020|(0.04, 0.32, 0.64)|14.88
160022|(0.10, 0.07, 0.83)|10.54
160023|(0.06, 0.16, 0.78)|13.55
160024|(0.00, 0.12, 0.88)|20.00
160025|(0.07, 0.08, 0.85)|11.62
160026|(0.00, 0.09, 0.91)|16.12
160027|(0.10, 0.12, 0.78)|11.13
160028|(0.00, 0.25, 0.75)|17.26
160029|(0.00, 0.80, 0.20)|50.38
160030|(0.00, 0.66, 0.34)|17.06
160031|(0.00, 0.31, 0.69)|11.17
160032|(0.00, 0.68, 0.32)|14.98
160033|(0.00, 1.00, 0.00)|527.84
160034|(0.00, 0.13, 0.87)|14.16
160035|(0.00, 0.13, 0.87)|16.64
160037|(0.12, 0.08, 0.80)|11.53
160040|(0.00, 0.56, 0.44)|26.68
160041|(0.00, 1.00, 0.00)|156.74
160042|(0.00, 0.37, 0.63)|20.62
160043|(0.00, 0.45, 0.55)|23.72
160044|(0.00, 0.42, 0.58)|45.53
160045|(0.02, 0.42, 0.56)|10.81
160046|(0.00, 0.28, 0.72)|14.42
160048|(0.00, 0.59, 0.41)|18.56
160049|(0.00, 0.35, 0.65)|16.64
160050|(0.00, 0.11, 0.89)|47.96
160051|(0.00, 0.25, 0.75)|20.19
160052|(0.00, 0.88, 0.12)|52.55
160053|(0.00, 0.89, 0.11)|123.53
160056|(0.00, 0.45, 0.55)|37.37
160058|(0.07, 0.05, 0.88)|12.61
160059|(0.00, 1.00, 0.00)|246.12
160060|(0.00, 0.61, 0.39)|32.66
160061|(0.30, 0.20, 0.50)|11.52
160062|(0.00, 0.18, 0.82)|12.63
160063|(0.17, 0.83, 0.00)|105.96
160064|(0.00, 0.21, 0.79)|19.30
160065|(0.02, 0.44, 0.54)|13.27
160067|(1.00, 0.00, 0.00)|327.66
160068|(0.02, 0.03, 0.95)|13.91
160069|(0.00, 0.24, 0.76)|19.43
160070|(0.00, 0.26, 0.74)|32.85
160071|(0.00, 0.38, 0.62)|14.71
160073|(0.13, 0.08, 0.79)|15.70
160074|(0.04, 0.09, 0.87)|13.41
160076|(0.00, 0.99, 0.01)|154.51
160084|(0.00, 0.00, 1.00)|100.00
160413|(0.42, 0.33, 0.25)|11.32
160414|(0.00, 0.58, 0.42)|18.31
161201|(0.42, 0.16, 0.42)|18.90
161203|(0.49, 0.21, 0.30)|19.94
161801|(0.21, 0.40, 0.39)|13.05
161802|(0.60, 0.05, 0.35)|20.89
162601|(0.54, 0.08, 0.38)|17.54
162602|(0.03, 0.28, 0.69)|8.06
162620|(0.00, 0.27, 0.73)|41.02
162622|(0.57, 0.11, 0.32)|17.82
162624|(1.00, 0.00, 0.00)|297.13
163001|(0.07, 0.00, 0.93)|7.24
163002|(0.10, 0.09, 0.81)|7.57
163003|(0.76, 0.23, 0.01)|11.56
163004|(0.38, 0.02, 0.60)|11.32
163005|(0.05, 0.06, 0.89)|7.82
163201|(0.16, 0.09, 0.75)|18.46
163202|(0.11, 0.37, 0.52)|21.12
163205|(0.00, 0.20, 0.80)|22.11
163206|(0.07, 0.34, 0.59)|15.15
163207|(0.44, 0.13, 0.43)|15.59
163208|(0.16, 0.18, 0.66)|28.93
163210|(0.54, 0.03, 0.43)|18.51
163211|(0.85, 0.15, 0.00)|23.29
163212|(0.00, 0.12, 0.88)|15.07
163213|(0.09, 0.25, 0.66)|20.62
163218|(0.22, 0.00, 0.78)|15.63
163223|(0.40, 0.11, 0.49)|13.79
163224|(0.39, 0.03, 0.58)|13.48
163403|(0.09, 0.32, 0.59)|21.49
163404|(0.06, 0.42, 0.52)|12.48
163405|(0.34, 0.25, 0.41)|18.20
163406|(0.51, 0.23, 0.26)|17.82
163407|(0.56, 0.26, 0.18)|17.73
163408|(0.51, 0.00, 0.49)|38.80
163409|(0.41, 0.29, 0.30)|14.35
163410|(0.31, 0.32, 0.37)|14.45
163623|(0.22, 0.29, 0.49)|12.44
163624|(0.44, 0.30, 0.26)|17.11
163625|(0.44, 0.41, 0.15)|19.16
163803|(0.27, 0.32, 0.41)|22.29
163805|(0.40, 0.60, 0.00)|42.64
163806|(0.37, 0.42, 0.21)|26.82
165002|(0.33, 0.27, 0.40)|8.73
165003|(0.53, 0.07, 0.40)|19.58
165004|(0.66, 0.33, 0.01)|28.04
