ORG_KSSS,date,Прогноз,Чеки дневные,Чеки ночные
1271,2026-01-08,506.0,360.0,146.0
1271,2026-01-09,426.0,303.0,123.0
1271,2026-01-10,420.0,299.0,121.0
1271,2026-01-11,433.0,308.0,125.0
1271,2026-01-12,413.0,294.0,119.0
1271,2026-01-13,390.0,278.0,112.0
1271,2026-01-14,367.0,261.0,106.0
1271,2026-01-15,426.0,303.0,123.0
1271,2026-01-16,436.0,310.0,126.0
1271,2026-01-17,480.0,342.0,138.0
1271,2026-01-18,396.0,282.0,114.0
1271,2026-01-19,348.0,248.0,100.0
1271,2026-01-20,378.0,269.0,109.0
1271,2026-01-21,376.0,268.0,108.0
1274,2025-12-22,1175.0,921.0,254.0
1274,2025-12-23,1442.0,1130.0,312.0
1274,2025-12-24,1484.0,1163.0,321.0
1274,2025-12-25,1447.0,1134.0,313.0
1274,2025-12-26,1488.0,1166.0,322.0
1274,2025-12-27,1568.0,1229.0,339.0
1274,2025-12-28,1432.0,1123.0,309.0
1274,2025-12-29,1305.0,1023.0,282.0
1274,2025-12-30,1487.0,1166.0,321.0
1274,2025-12-31,1227.0,962.0,265.0
1274,2026-01-01,1003.0,786.0,217.0
1274,2026-01-02,1235.0,968.0,267.0
1274,2026-01-03,1279.0,1003.0,276.0
1274,2026-01-04,1246.0,977.0,269.0
1274,2026-01-05,1318.0,1033.0,285.0
1274,2026-01-06,1335.0,1047.0,288.0
1274,2026-01-07,1254.0,983.0,271.0
1274,2026-01-08,1331.0,1043.0,288.0
1274,2026-01-09,1457.0,1142.0,315.0
1274,2026-01-10,1448.0,1135.0,313.0
1274,2026-01-11,1317.0,1032.0,285.0
1274,2026-01-12,1171.0,918.0,253.0
1274,2026-01-13,1304.0,1022.0,282.0
1274,2026-01-14,1383.0,1084.0,299.0
1274,2026-01-15,1353.0,1061.0,292.0
1274,2026-01-16,1478.0,1159.0,319.0
1274,2026-01-17,1406.0,1102.0,304.0
1274,2026-01-18,1258.0,986.0,272.0
1274,2026-01-19,1176.0,922.0,254.0
1274,2026-01-20,1229.0,963.0,266.0
1274,2026-01-21,1437.0,1126.0,311.0
1278,2025-12-22,1232.0,859.0,373.0
1278,2025-12-23,1397.0,975.0,423.0
1278,2025-12-24,1384.0,965.0,419.0
1278,2025-12-25,1367.0,953.0,414.0
1278,2025-12-26,1359.0,948.0,411.0
1278,2025-12-27,1335.0,931.0,404.0
1278,2025-12-28,1293.0,902.0,391.0
1278,2025-12-29,1334.0,930.0,404.0
1278,2025-12-30,1382.0,964.0,418.0
1278,2025-12-31,1406.0,980.0,425.0
1278,2026-01-01,1256.0,876.0,380.0
1278,2026-01-02,1249.0,871.0,378.0
1278,2026-01-03,1186.0,827.0,359.0
1278,2026-01-04,1131.0,789.0,342.0
1278,2026-01-05,1209.0,843.0,366.0
1278,2026-01-06,1286.0,897.0,389.0
1278,2026-01-07,1300.0,907.0,393.0
1278,2026-01-08,1297.0,905.0,392.0
1278,2026-01-09,1306.0,911.0,395.0
1278,2026-01-10,1203.0,839.0,364.0
1278,2026-01-11,1116.0,778.0,338.0
1278,2026-01-12,1213.0,846.0,367.0
1278,2026-01-13,1279.0,892.0,387.0
1278,2026-01-14,1298.0,905.0,393.0
1278,2026-01-15,1302.0,908.0,394.0
1278,2026-01-16,1314.0,916.0,397.0
1278,2026-01-17,1208.0,842.0,365.0
1278,2026-01-18,1104.0,770.0,334.0
1278,2026-01-19,1196.0,834.0,362.0
1278,2026-01-20,1244.0,867.0,376.0
1278,2026-01-21,1275.0,889.0,386.0
1279,2025-12-22,705.0,484.0,221.0
1279,2025-12-23,711.0,488.0,223.0
1279,2025-12-24,719.0,493.0,226.0
1279,2025-12-25,715.0,491.0,224.0
1279,2025-12-26,714.0,490.0,224.0
1279,2025-12-27,716.0,492.0,225.0
1279,2025-12-28,689.0,473.0,216.0
1279,2025-12-29,707.0,485.0,222.0
1279,2025-12-30,712.0,488.0,223.0
1279,2025-12-31,710.0,487.0,223.0
1279,2026-01-01,679.0,466.0,213.0
1279,2026-01-02,682.0,468.0,214.0
1279,2026-01-03,679.0,466.0,213.0
1279,2026-01-04,656.0,450.0,206.0
1279,2026-01-05,679.0,466.0,213.0
1279,2026-01-06,679.0,466.0,213.0
1279,2026-01-07,678.0,465.0,213.0
1279,2026-01-08,678.0,465.0,213.0
1279,2026-01-09,682.0,468.0,214.0
1279,2026-01-10,684.0,469.0,215.0
1279,2026-01-11,649.0,446.0,204.0
1279,2026-01-12,669.0,459.0,210.0
1279,2026-01-13,674.0,463.0,211.0
1279,2026-01-14,676.0,464.0,212.0
1279,2026-01-15,684.0,469.0,215.0
1279,2026-01-16,693.0,476.0,218.0
1279,2026-01-17,691.0,474.0,217.0
1279,2026-01-18,636.0,437.0,200.0
1279,2026-01-19,662.0,454.0,208.0
1279,2026-01-20,674.0,463.0,212.0
1279,2026-01-21,674.0,463.0,212.0
1963,2025-12-22,530.0,419.0,111.0
1963,2025-12-23,569.0,450.0,119.0
1963,2025-12-24,541.0,428.0,113.0
1963,2025-12-25,574.0,454.0,120.0
1963,2025-12-26,660.0,522.0,138.0
1963,2025-12-27,637.0,503.0,134.0
1963,2025-12-28,550.0,435.0,115.0
1963,2025-12-29,783.0,619.0,164.0
1963,2025-12-30,600.0,474.0,126.0
1963,2025-12-31,392.0,310.0,82.0
1963,2026-01-01,948.0,749.0,199.0
1963,2026-01-02,624.0,493.0,131.0
3060,2025-12-22,1139.0,827.0,312.0
3060,2025-12-23,992.0,720.0,271.0
3060,2025-12-24,1051.0,763.0,288.0
3060,2025-12-25,1054.0,766.0,289.0
3060,2025-12-26,1084.0,787.0,297.0
3060,2025-12-27,1136.0,825.0,311.0
3060,2025-12-28,1261.0,916.0,345.0
3060,2025-12-29,1201.0,873.0,329.0
3060,2025-12-30,1014.0,737.0,278.0
3060,2025-12-31,1073.0,780.0,294.0
3060,2026-01-01,1077.0,782.0,295.0
3060,2026-01-02,1107.0,804.0,303.0
3060,2026-01-03,1159.0,842.0,317.0
3060,2026-01-04,1283.0,932.0,351.0
3060,2026-01-05,1224.0,889.0,335.0
3060,2026-01-06,1037.0,753.0,284.0
3060,2026-01-07,1096.0,796.0,300.0
3060,2026-01-08,1100.0,799.0,301.0
3060,2026-01-09,1129.0,820.0,309.0
3060,2026-01-10,1181.0,858.0,323.0
3060,2026-01-11,1306.0,948.0,357.0
3060,2026-01-12,1246.0,905.0,341.0
3060,2026-01-13,1059.0,769.0,290.0
3060,2026-01-14,1119.0,812.0,306.0
3060,2026-01-15,1122.0,815.0,307.0
3060,2026-01-16,1152.0,836.0,315.0
3060,2026-01-17,1204.0,874.0,330.0
3060,2026-01-18,1328.0,965.0,364.0
3060,2026-01-19,1269.0,922.0,347.0
3060,2026-01-20,1082.0,786.0,296.0
3060,2026-01-21,1141.0,829.0,312.0
3159,2025-12-22,688.0,448.0,240.0
3159,2025-12-23,649.0,422.0,227.0
3159,2025-12-24,697.0,453.0,243.0
3159,2025-12-25,708.0,460.0,247.0
3159,2025-12-26,712.0,463.0,249.0
3159,2025-12-27,726.0,472.0,254.0
3159,2025-12-28,747.0,486.0,261.0
3159,2025-12-29,675.0,439.0,236.0
3159,2025-12-30,632.0,411.0,221.0
3159,2025-12-31,684.0,445.0,239.0
3159,2026-01-01,697.0,453.0,244.0
3159,2026-01-02,703.0,457.0,246.0
3159,2026-01-03,718.0,467.0,251.0
3159,2026-01-04,741.0,482.0,259.0
3159,2026-01-05,669.0,436.0,234.0
3159,2026-01-06,626.0,407.0,219.0
3159,2026-01-07,680.0,442.0,237.0
3159,2026-01-08,693.0,451.0,242.0
3159,2026-01-09,699.0,455.0,244.0
3159,2026-01-10,715.0,465.0,250.0
3159,2026-01-11,739.0,480.0,258.0
3159,2026-01-12,667.0,434.0,233.0
3159,2026-01-13,623.0,406.0,218.0
3159,2026-01-14,677.0,441.0,237.0
3159,2026-01-15,691.0,449.0,241.0
3159,2026-01-16,697.0,454.0,244.0
3159,2026-01-17,713.0,464.0,249.0
3159,2026-01-18,737.0,479.0,258.0
3159,2026-01-19,665.0,433.0,232.0
3159,2026-01-20,622.0,405.0,217.0
3159,2026-01-21,676.0,440.0,236.0
3179,2025-12-22,1064.0,745.0,319.0
3179,2025-12-23,1012.0,709.0,303.0
3179,2025-12-24,1184.0,830.0,355.0
3179,2025-12-25,1227.0,860.0,368.0
3179,2025-12-26,1244.0,872.0,373.0
3179,2025-12-27,1276.0,894.0,382.0
3179,2025-12-28,1324.0,928.0,397.0
3179,2025-12-29,1055.0,739.0,316.0
3179,2025-12-30,990.0,693.0,296.0
3179,2025-12-31,1172.0,821.0,351.0
3179,2026-01-01,1217.0,853.0,365.0
3179,2026-01-02,1236.0,865.0,370.0
3179,2026-01-03,1269.0,889.0,380.0
3179,2026-01-04,1322.0,926.0,396.0
3179,2026-01-05,1049.0,735.0,314.0
3179,2026-01-06,983.0,689.0,294.0
3179,2026-01-07,1166.0,817.0,349.0
3179,2026-01-08,1212.0,849.0,363.0
3179,2026-01-09,1231.0,862.0,369.0
3179,2026-01-10,1265.0,886.0,379.0
3179,2026-01-11,1317.0,923.0,395.0
3179,2026-01-12,1045.0,732.0,313.0
3179,2026-01-13,979.0,686.0,293.0
3179,2026-01-14,1162.0,814.0,348.0
3179,2026-01-15,1208.0,846.0,362.0
3179,2026-01-16,1227.0,859.0,367.0
3179,2026-01-17,1261.0,883.0,378.0
3179,2026-01-18,1314.0,920.0,393.0
3179,2026-01-19,1041.0,729.0,312.0
3179,2026-01-20,975.0,683.0,292.0
3179,2026-01-21,1158.0,812.0,347.0
3313,2025-12-22,700.0,567.0,133.0
3313,2025-12-23,739.0,598.0,141.0
3313,2025-12-24,770.0,624.0,146.0
3313,2025-12-25,780.0,632.0,148.0
3313,2025-12-26,817.0,662.0,155.0
3313,2025-12-27,882.0,714.0,168.0
3313,2025-12-28,842.0,682.0,160.0
3313,2025-12-29,845.0,684.0,161.0
3313,2025-12-30,906.0,734.0,172.0
3313,2025-12-31,751.0,608.0,143.0
3313,2026-01-01,595.0,482.0,113.0
3313,2026-01-02,998.0,808.0,190.0
3313,2026-01-03,1032.0,836.0,196.0
3313,2026-01-04,946.0,766.0,180.0
3313,2026-01-05,1091.0,884.0,207.0
3313,2026-01-06,944.0,764.0,180.0
3313,2026-01-07,802.0,649.0,153.0
3313,2026-01-08,813.0,658.0,155.0
3313,2026-01-09,753.0,610.0,143.0
3313,2026-01-10,820.0,664.0,156.0
3313,2026-01-11,739.0,598.0,141.0
3313,2026-01-12,749.0,607.0,142.0
3313,2026-01-13,726.0,588.0,138.0
3313,2026-01-14,648.0,525.0,123.0
3313,2026-01-15,674.0,546.0,128.0
3313,2026-01-16,688.0,557.0,131.0
3313,2026-01-17,789.0,639.0,150.0
3313,2026-01-18,772.0,625.0,147.0
3313,2026-01-19,693.0,561.0,132.0
3313,2026-01-20,658.0,533.0,125.0
3313,2026-01-21,689.0,558.0,131.0
3320,2025-12-22,902.0,757.0,145.0
3320,2025-12-23,846.0,710.0,136.0
3320,2025-12-24,854.0,717.0,137.0
3320,2025-12-25,859.0,721.0,138.0
3320,2025-12-26,857.0,720.0,138.0
3320,2025-12-27,857.0,719.0,138.0
3320,2025-12-28,851.0,714.0,137.0
3320,2025-12-29,843.0,708.0,135.0
3320,2025-12-30,841.0,706.0,135.0
3320,2025-12-31,849.0,713.0,136.0
3320,2026-01-01,796.0,668.0,128.0
3320,2026-01-02,807.0,677.0,129.0
3320,2026-01-03,803.0,674.0,129.0
3320,2026-01-04,803.0,674.0,129.0
3320,2026-01-05,791.0,664.0,127.0
3320,2026-01-06,772.0,648.0,124.0
3320,2026-01-07,741.0,622.0,119.0
3320,2026-01-08,764.0,641.0,123.0
3320,2026-01-09,784.0,659.0,126.0
3320,2026-01-10,785.0,659.0,126.0
3320,2026-01-11,776.0,651.0,124.0
3320,2026-01-12,741.0,622.0,119.0
3320,2026-01-13,738.0,620.0,118.0
3320,2026-01-14,739.0,620.0,119.0
3320,2026-01-15,754.0,633.0,121.0
3320,2026-01-16,778.0,653.0,125.0
3320,2026-01-17,769.0,645.0,123.0
3320,2026-01-18,774.0,650.0,124.0
3320,2026-01-19,740.0,622.0,119.0
3320,2026-01-20,744.0,625.0,119.0
3320,2026-01-21,753.0,632.0,121.0
3350,2025-12-22,621.0,502.0,119.0
3350,2025-12-23,613.0,495.0,118.0
3350,2025-12-24,612.0,495.0,118.0
3350,2025-12-25,623.0,504.0,120.0
3350,2025-12-26,642.0,519.0,123.0
3350,2025-12-27,635.0,513.0,122.0
3350,2025-12-28,619.0,501.0,119.0
3350,2025-12-29,592.0,479.0,114.0
3350,2025-12-30,585.0,473.0,112.0
3350,2025-12-31,578.0,467.0,111.0
3350,2026-01-01,491.0,397.0,94.0
3350,2026-01-02,572.0,463.0,110.0
3350,2026-01-03,560.0,452.0,107.0
3350,2026-01-04,546.0,442.0,105.0
3350,2026-01-05,549.0,444.0,105.0
3350,2026-01-06,556.0,449.0,107.0
3350,2026-01-07,558.0,451.0,107.0
3350,2026-01-08,587.0,474.0,113.0
3350,2026-01-09,611.0,494.0,117.0
3350,2026-01-10,581.0,469.0,111.0
3350,2026-01-11,556.0,449.0,107.0
3350,2026-01-12,555.0,448.0,107.0
3350,2026-01-13,556.0,449.0,107.0
3350,2026-01-14,561.0,453.0,108.0
3350,2026-01-15,583.0,471.0,112.0
3350,2026-01-16,621.0,502.0,119.0
3350,2026-01-17,597.0,482.0,115.0
3350,2026-01-18,552.0,446.0,106.0
3350,2026-01-19,561.0,453.0,108.0
3350,2026-01-20,567.0,458.0,109.0
3350,2026-01-21,569.0,460.0,109.0
3352,2025-12-22,605.0,491.0,114.0
3352,2025-12-23,611.0,496.0,115.0
3352,2025-12-24,596.0,484.0,112.0
3352,2025-12-25,594.0,482.0,112.0
3352,2025-12-26,592.0,481.0,111.0
3352,2025-12-27,578.0,469.0,109.0
3352,2025-12-28,566.0,459.0,106.0
3352,2025-12-29,552.0,448.0,104.0
3352,2025-12-30,547.0,444.0,103.0
3352,2025-12-31,541.0,439.0,102.0
3352,2026-01-01,555.0,450.0,104.0
3352,2026-01-02,557.0,452.0,105.0
3352,2026-01-03,539.0,438.0,101.0
3352,2026-01-04,522.0,424.0,98.0
3352,2026-01-05,559.0,454.0,105.0
3352,2026-01-06,555.0,451.0,104.0
3352,2026-01-07,549.0,446.0,103.0
3352,2026-01-08,567.0,460.0,107.0
3352,2026-01-09,581.0,472.0,109.0
3352,2026-01-10,552.0,448.0,104.0
3352,2026-01-11,509.0,413.0,96.0
3352,2026-01-12,547.0,444.0,103.0
3352,2026-01-13,545.0,442.0,102.0
3352,2026-01-14,541.0,440.0,102.0
3352,2026-01-15,563.0,457.0,106.0
3352,2026-01-16,560.0,455.0,105.0
3352,2026-01-17,539.0,437.0,101.0
3352,2026-01-18,507.0,412.0,95.0
3352,2026-01-19,537.0,436.0,101.0
3352,2026-01-20,541.0,439.0,102.0
3352,2026-01-21,537.0,436.0,101.0
3354,2025-12-22,608.0,490.0,118.0
3354,2025-12-23,610.0,491.0,119.0
3354,2025-12-24,619.0,499.0,120.0
3354,2025-12-25,621.0,500.0,121.0
3354,2025-12-26,623.0,502.0,121.0
3354,2025-12-27,620.0,499.0,121.0
3354,2025-12-28,612.0,493.0,119.0
3354,2025-12-29,612.0,493.0,119.0
3354,2025-12-30,615.0,496.0,120.0
3354,2025-12-31,617.0,497.0,120.0
3354,2026-01-01,647.0,521.0,126.0
3354,2026-01-02,661.0,532.0,129.0
3354,2026-01-03,663.0,534.0,129.0
3354,2026-01-04,659.0,531.0,128.0
3354,2026-01-05,640.0,515.0,124.0
3354,2026-01-06,639.0,515.0,124.0
3354,2026-01-07,653.0,526.0,127.0
3354,2026-01-08,665.0,536.0,129.0
3354,2026-01-09,668.0,538.0,130.0
3354,2026-01-10,674.0,543.0,131.0
3354,2026-01-11,672.0,541.0,131.0
3354,2026-01-12,653.0,526.0,127.0
3354,2026-01-13,651.0,525.0,127.0
3354,2026-01-14,658.0,530.0,128.0
3354,2026-01-15,671.0,540.0,130.0
3354,2026-01-16,678.0,546.0,132.0
3354,2026-01-17,689.0,555.0,134.0
3354,2026-01-18,701.0,564.0,136.0
3354,2026-01-19,676.0,545.0,132.0
3354,2026-01-20,664.0,534.0,129.0
3354,2026-01-21,666.0,536.0,129.0
3359,2025-12-22,1184.0,898.0,286.0
3359,2025-12-23,1193.0,905.0,288.0
3359,2025-12-24,1181.0,896.0,285.0
3359,2025-12-25,1174.0,891.0,283.0
3359,2025-12-26,1193.0,905.0,288.0
3359,2025-12-27,1222.0,927.0,295.0
3359,2025-12-28,1291.0,979.0,312.0
3359,2025-12-29,1190.0,902.0,287.0
3359,2025-12-30,1195.0,906.0,288.0
3359,2025-12-31,1179.0,894.0,284.0
3359,2026-01-01,1168.0,886.0,282.0
3359,2026-01-02,1188.0,901.0,287.0
3359,2026-01-03,1219.0,925.0,294.0
3359,2026-01-04,1298.0,984.0,313.0
3359,2026-01-05,1189.0,902.0,287.0
3359,2026-01-06,1194.0,906.0,288.0
3359,2026-01-07,1176.0,892.0,284.0
3359,2026-01-08,1165.0,884.0,281.0
3359,2026-01-09,1185.0,899.0,286.0
3359,2026-01-10,1217.0,923.0,294.0
3359,2026-01-11,1296.0,983.0,313.0
3359,2026-01-12,1187.0,900.0,286.0
3359,2026-01-13,1191.0,904.0,287.0
3359,2026-01-14,1174.0,890.0,283.0
3359,2026-01-15,1163.0,882.0,281.0
3359,2026-01-16,1182.0,897.0,285.0
3359,2026-01-17,1214.0,921.0,293.0
3359,2026-01-18,1293.0,981.0,312.0
3359,2026-01-19,1184.0,898.0,286.0
3359,2026-01-20,1188.0,901.0,287.0
3359,2026-01-21,1171.0,888.0,283.0
3372,2025-12-22,1128.0,818.0,310.0
3372,2025-12-23,1131.0,821.0,311.0
3372,2025-12-24,1125.0,816.0,309.0
3372,2025-12-25,1127.0,818.0,309.0
3372,2025-12-26,1146.0,832.0,315.0
3372,2025-12-27,1126.0,817.0,309.0
3372,2025-12-28,1103.0,800.0,303.0
3372,2025-12-29,1101.0,798.0,302.0
3372,2025-12-30,1103.0,800.0,303.0
3372,2025-12-31,1107.0,803.0,304.0
3372,2026-01-01,1081.0,784.0,297.0
3372,2026-01-02,1055.0,766.0,290.0
3372,2026-01-03,1000.0,725.0,274.0
3372,2026-01-04,945.0,686.0,260.0
3372,2026-01-05,976.0,708.0,268.0
3372,2026-01-06,976.0,708.0,268.0
3372,2026-01-07,985.0,715.0,271.0
3372,2026-01-08,1019.0,739.0,280.0
3372,2026-01-09,1028.0,746.0,282.0
3372,2026-01-10,1022.0,741.0,281.0
3372,2026-01-11,987.0,716.0,271.0
3372,2026-01-12,987.0,716.0,271.0
3372,2026-01-13,982.0,712.0,270.0
3372,2026-01-14,1004.0,728.0,276.0
3372,2026-01-15,1045.0,758.0,287.0
3372,2026-01-16,1090.0,791.0,299.0
3372,2026-01-17,1068.0,775.0,293.0
3372,2026-01-18,1029.0,746.0,283.0
3372,2026-01-19,1058.0,767.0,290.0
3372,2026-01-20,1070.0,776.0,294.0
3372,2026-01-21,1088.0,789.0,299.0
3375,2025-12-22,740.0,523.0,217.0
3375,2025-12-23,703.0,497.0,207.0
3375,2025-12-24,712.0,503.0,209.0
3375,2025-12-25,693.0,490.0,204.0
3375,2025-12-26,696.0,492.0,205.0
3375,2025-12-27,714.0,504.0,210.0
3375,2025-12-28,785.0,554.0,231.0
3375,2025-12-29,740.0,522.0,217.0
3375,2025-12-30,700.0,494.0,206.0
3375,2025-12-31,707.0,499.0,208.0
3375,2026-01-01,688.0,486.0,202.0
3375,2026-01-02,689.0,487.0,203.0
3375,2026-01-03,712.0,503.0,209.0
3375,2026-01-04,791.0,558.0,232.0
3375,2026-01-05,743.0,524.0,218.0
3375,2026-01-06,700.0,494.0,206.0
3375,2026-01-07,709.0,501.0,208.0
3375,2026-01-08,688.0,486.0,202.0
3375,2026-01-09,691.0,488.0,203.0
3375,2026-01-10,712.0,503.0,209.0
3375,2026-01-11,794.0,561.0,233.0
3375,2026-01-12,744.0,525.0,218.0
3375,2026-01-13,703.0,496.0,206.0
3375,2026-01-14,710.0,502.0,209.0
3375,2026-01-15,691.0,488.0,203.0
3375,2026-01-16,692.0,489.0,203.0
3375,2026-01-17,715.0,505.0,210.0
3375,2026-01-18,795.0,562.0,234.0
3375,2026-01-19,746.0,527.0,219.0
3375,2026-01-20,704.0,497.0,207.0
3375,2026-01-21,713.0,503.0,209.0
3395,2025-12-22,133.0,110.0,23.0
3395,2025-12-23,180.0,148.0,32.0
3395,2025-12-24,156.0,129.0,27.0
3395,2025-12-25,156.0,129.0,27.0
3395,2025-12-26,4.0,3.0,1.0
3395,2025-12-27,11.0,9.0,2.0
3395,2025-12-28,69.0,57.0,12.0
3395,2025-12-29,133.0,110.0,23.0
3395,2025-12-30,180.0,148.0,32.0
3395,2025-12-31,156.0,129.0,27.0
3395,2026-01-01,156.0,129.0,27.0
3395,2026-01-02,4.0,3.0,1.0
3400,2025-12-22,673.0,518.0,155.0
3400,2025-12-23,681.0,524.0,157.0
3400,2025-12-24,702.0,541.0,161.0
3400,2025-12-25,743.0,572.0,171.0
3400,2025-12-26,736.0,567.0,169.0
3400,2025-12-27,768.0,591.0,177.0
3400,2025-12-28,735.0,566.0,169.0
3400,2025-12-29,734.0,565.0,169.0
3400,2025-12-30,779.0,600.0,179.0
3400,2025-12-31,679.0,523.0,156.0
3400,2026-01-01,694.0,534.0,160.0
3400,2026-01-02,760.0,585.0,175.0
3400,2026-01-03,797.0,614.0,183.0
3400,2026-01-04,737.0,567.0,170.0
3400,2026-01-05,759.0,584.0,175.0
3400,2026-01-06,698.0,537.0,161.0
3400,2026-01-07,651.0,501.0,150.0
3400,2026-01-08,685.0,527.0,158.0
3400,2026-01-09,665.0,512.0,153.0
3400,2026-01-10,718.0,553.0,165.0
3400,2026-01-11,691.0,532.0,159.0
3400,2026-01-12,646.0,497.0,149.0
3400,2026-01-13,634.0,488.0,146.0
3400,2026-01-14,646.0,497.0,149.0
3400,2026-01-15,632.0,487.0,145.0
3400,2026-01-16,679.0,523.0,156.0
3400,2026-01-17,674.0,519.0,155.0
3400,2026-01-18,668.0,514.0,154.0
3400,2026-01-19,606.0,467.0,139.0
3400,2026-01-20,662.0,510.0,152.0
3400,2026-01-21,635.0,489.0,146.0
3442,2025-12-22,1231.0,919.0,312.0
3442,2025-12-23,1319.0,985.0,334.0
3442,2025-12-24,1357.0,1013.0,344.0
3442,2025-12-25,1364.0,1018.0,346.0
3442,2025-12-26,1409.0,1052.0,357.0
3442,2025-12-27,1313.0,980.0,333.0
3442,2025-12-28,1235.0,922.0,313.0
3442,2025-12-29,1281.0,956.0,325.0
3442,2025-12-30,1310.0,978.0,332.0
3442,2025-12-31,1250.0,933.0,317.0
3442,2026-01-01,1309.0,977.0,332.0
3442,2026-01-02,1254.0,936.0,318.0
3442,2026-01-03,1160.0,866.0,294.0
3442,2026-01-04,1103.0,823.0,280.0
3442,2026-01-05,1171.0,874.0,297.0
3442,2026-01-06,1236.0,923.0,313.0
3442,2026-01-07,1290.0,963.0,327.0
3442,2026-01-08,1322.0,987.0,335.0
3442,2026-01-09,1379.0,1029.0,350.0
3442,2026-01-10,1233.0,920.0,313.0
3442,2026-01-11,1136.0,848.0,288.0
3442,2026-01-12,1223.0,913.0,310.0
3442,2026-01-13,1273.0,950.0,323.0
3442,2026-01-14,1303.0,973.0,330.0
3442,2026-01-15,1333.0,995.0,338.0
3442,2026-01-16,1371.0,1023.0,348.0
3442,2026-01-17,1318.0,984.0,334.0
3442,2026-01-18,1174.0,876.0,298.0
3442,2026-01-19,1219.0,910.0,309.0
3442,2026-01-20,1289.0,962.0,327.0
3442,2026-01-21,1389.0,1037.0,352.0
3595,2025-12-22,921.0,645.0,275.0
3595,2025-12-23,1076.0,754.0,322.0
3595,2025-12-24,1200.0,841.0,359.0
3595,2025-12-25,1310.0,918.0,392.0
3595,2025-12-26,1315.0,922.0,393.0
3595,2025-12-27,1293.0,906.0,387.0
3595,2025-12-28,1077.0,755.0,322.0
3595,2025-12-29,1108.0,777.0,331.0
3595,2025-12-30,1184.0,830.0,354.0
3595,2025-12-31,1251.0,877.0,374.0
3595,2026-01-01,1237.0,867.0,370.0
3595,2026-01-02,1240.0,869.0,371.0
3595,2026-01-03,1249.0,876.0,374.0
3595,2026-01-04,1120.0,785.0,335.0
3595,2026-01-05,1073.0,752.0,321.0
3595,2026-01-06,1078.0,756.0,322.0
3595,2026-01-07,1080.0,757.0,323.0
3595,2026-01-08,1087.0,762.0,325.0
3595,2026-01-09,1113.0,780.0,333.0
3595,2026-01-10,1126.0,789.0,337.0
3595,2026-01-11,1136.0,796.0,340.0
3595,2026-01-12,1121.0,786.0,335.0
3595,2026-01-13,1167.0,818.0,349.0
3595,2026-01-14,1194.0,837.0,357.0
3595,2026-01-15,1266.0,887.0,379.0
3595,2026-01-16,1298.0,910.0,388.0
3595,2026-01-17,1293.0,907.0,387.0
3595,2026-01-18,1213.0,850.0,363.0
3595,2026-01-19,1154.0,809.0,345.0
3595,2026-01-20,1172.0,822.0,351.0
3595,2026-01-21,1156.0,810.0,346.0
3651,2025-12-22,1857.0,1396.0,461.0
3651,2025-12-23,1619.0,1217.0,402.0
3651,2025-12-24,1768.0,1329.0,439.0
3651,2025-12-25,1776.0,1335.0,441.0
3651,2025-12-26,1801.0,1354.0,447.0
