KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,current_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
159201,,,,,RandomForest,22.802,6.618,current,current,,,,6.618
57402,,,,,HoltWinters,13.883,6.684,current,current,,,,6.684
6430,,,,,RandomForest,12.403,6.786,current,current,,,,6.786
135057,,,,,HoltWinters,13.708,7.524,current,current,,,,7.524
133597,,,,,RandomForest,7.644,7.529,current,current,,,,7.529
3809,,,,,HoltWinters,7.619,7.574,current,current,,,,7.574
133458,,,,,SARIMAX,8.418,7.715,current,current,,,,7.715
133457,,,,,RandomForest,8.171,7.906,current,current,,,,7.906
2549,,,,,RandomForest,28.424,8.017,current,current,,,,8.017
2890,,,,,RandomForest,13.312,8.022,current,current,,,,8.022
50601,,,,,RandomForest,17.951,8.229,current,current,,,,8.229
133589,,,,,RandomForest,16.208,8.315,current,current,,,,8.315
7279,,,,,RandomForest,9.596,8.343,current,current,,,,8.343
125653,,,,,HoltWinters,45.36,8.38,current,current,,,,8.38
9207,,,,,RandomForest,11.201,8.44,current,current,,,,8.44
7330,,,,,RandomForest,10.539,8.496,current,current,,,,8.496
133679,,,,,RandomForest,14.624,8.515,current,current,,,,8.515
8714,,,,,RandomForest,8.698,8.524,current,current,,,,8.524
64203,,,,,SARIMAX,9.847,8.81,current,current,,,,8.81
66208,,,,,RandomForest,15.656,8.876,current,current,,,,8.876
135033,,,,,RandomForest,10.983,9.009,current,current,,,,9.009
3755,,,,,RandomForest,10.374,9.02,current,current,,,,9.02
63803,,,,,RandomForest,15.344,9.082,current,current,,,,9.082
133334,,,,,RandomForest,9.192,9.131,current,current,,,,9.131
5974,,,,,RandomForest,11.627,9.153,current,current,,,,9.153
155036,,,,,RandomForest,9.219,9.174,current,current,,,,9.174
126204,,,,,RandomForest,9.755,9.191,current,current,,,,9.191
9315,,,,,RandomForest,10.746,9.253,current,current,,,,9.253
3315,,,,,RandomForest,10.993,9.26,current,current,,,,9.26
133438,,,,,RandomForest,14.371,9.328,current,current,,,,9.328
1886,,,,,RandomForest,16.144,9.338,current,current,,,,9.338
7315,,,,,RandomForest,18.311,9.43,current,current,,,,9.43
6479,,,,,HoltWinters,9.781,9.466,current,current,,,,9.466
133313,,,,,HoltWinters,9.599,9.515,current,current,,,,9.515
3734,,,,,RandomForest,18.488,9.591,current,current,,,,9.591
133626,,,,,HoltWinters,12.28,9.613,current,current,,,,9.613
133620,,,,,HoltWinters,10.684,9.614,current,current,,,,9.614
5037,,,,,HoltWinters,11.702,9.615,current,current,,,,9.615
136911,,,,,RandomForest,12.971,9.645,current,current,,,,9.645
133232,,,,,RandomForest,12.344,9.681,current,current,,,,9.681
135058,,,,,RandomForest,11.048,9.705,current,current,,,,9.705
133786,,,,,RandomForest,9.828,9.751,current,current,,,,9.751
155013,,,,,RandomForest,10.426,9.772,current,current,,,,9.772
134145,,,,,RandomForest,15.103,9.953,current,current,,,,9.953
133529,,,,,RandomForest,15.305,9.956,current,current,,,,9.956
1963,,,,,RandomForest,14.724,9.958,current,current,,,,9.958
3972,,,,,HoltWinters,11.565,9.964,current,current,,,,9.964
7283,,,,,RandomForest,17.567,9.966,current,current,,,,9.966
35401,,,,,RandomForest,15.749,9.995,current,current,,,,9.995
133603,,,,,RandomForest,10.694,9.998,current,current,,,,9.998
1255,0.58,0.21,0.21,10.89,RandomForest,16.915,10.053,current,current,,,,10.053
136938,,,,,RandomForest,66.711,10.067,current,current,,,,10.067
3325,,,,,SARIMAX,11.175,10.068,current,current,,,,10.068
133379,,,,,RandomForest,12.922,10.07,current,current,,,,10.07
135059,,,,,RandomForest,10.335,10.115,current,current,,,,10.115
155110,,,,,SARIMAX,10.969,10.168,current,current,,,,10.168
1270,0.0,0.22,0.78,11.92,SARIMAX,13.478,10.174,current,current,,,,10.174
9378,,,,,RandomForest,14.787,10.202,current,current,,,,10.202
1834,,,,,RandomForest,16.693,10.213,current,current,,,,10.213
133802,,,,,RandomForest,12.304,10.242,current,current,,,,10.242
133790,,,,,SARIMAX,14.947,10.277,current,current,,,,10.277
123002,,,,,HoltWinters,11.241,10.3,current,current,,,,10.3
65603,,,,,RandomForest,10.985,10.309,current,current,,,,10.309
139801,,,,,SARIMAX,12.74,10.328,current,current,,,,10.328
4216,,,,,HoltWinters,71.155,10.404,current,current,,,,10.404
136939,,,,,RandomForest,11.233,10.446,current,current,,,,10.446
133299,,,,,RandomForest,12.185,10.449,current,current,,,,10.449
78602,,,,,SARIMAX,17.919,10.464,current,current,,,,10.464
155033,,,,,RandomForest,18.858,10.465,current,current,,,,10.465
133706,,,,,HoltWinters,22.734,10.562,current,current,,,,10.562
133715,,,,,HoltWinters,29.039,10.576,current,current,,,,10.576
133782,,,,,RandomForest,12.399,10.619,current,current,,,,10.619
155037,,,,,RandomForest,15.937,10.666,current,current,,,,10.666
133591,,,,,RandomForest,11.727,10.677,current,current,,,,10.677
133696,,,,,RandomForest,12.004,10.696,current,current,,,,10.696
63802,,,,,RandomForest,14.464,10.714,current,current,,,,10.714
155095,,,,,RandomForest,15.224,10.858,current,current,,,,10.858
134153,,,,,RandomForest,12.25,10.889,current,current,,,,10.889
1089,0.1,0.31,0.59,11.61,RandomForest,12.957,10.903,current,current,,,,10.903
133411,,,,,HoltWinters,15.046,10.92,current,current,,,,10.92
160027,,,,,HoltWinters,11.964,10.926,current,current,,,,10.926
133738,,,,,RandomForest,11.393,10.928,current,current,,,,10.928
155027,,,,,RandomForest,20.289,10.958,current,current,,,,10.958
35403,,,,,RandomForest,24.422,10.966,current,current,,,,10.966
9516,,,,,HoltWinters,14.3,10.973,current,current,,,,10.973
134189,,,,,HoltWinters,27.061,10.981,current,current,,,,10.981
127001,,,,,RandomForest,17.959,11.052,current,current,,,,11.052
133332,,,,,SARIMAX,11.767,11.054,current,current,,,,11.054
134135,,,,,HoltWinters,19.754,11.065,current,current,,,,11.065
3205,,,,,RandomForest,14.331,11.066,current,current,,,,11.066
155030,,,,,RandomForest,12.064,11.098,current,current,,,,11.098
9748,,,,,RandomForest,12.012,11.136,current,current,,,,11.136
133340,,,,,HoltWinters,12.01,11.141,current,current,,,,11.141
5002,,,,,RandomForest,13.775,11.173,current,current,,,,11.173
155088,,,,,SARIMAX,13.286,11.177,current,current,,,,11.177
133783,,,,,HoltWinters,14.209,11.186,current,current,,,,11.186
3839,,,,,RandomForest,13.498,11.195,current,current,,,,11.195
133393,,,,,HoltWinters,12.379,11.206,current,current,,,,11.206
155094,,,,,HoltWinters,73.218,11.224,current,current,,,,11.224
8214,,,,,RandomForest,31.781,11.249,current,current,,,,11.249
1779,0.92,0.01,0.07,18.52,RandomForest,16.878,11.272,current,current,,,,11.272
9521,,,,,HoltWinters,19.925,11.355,current,current,,,,11.355
134157,,,,,RandomForest,12.289,11.388,current,current,,,,11.388
133748,,,,,HoltWinters,16.207,11.408,current,current,,,,11.408
163223,,,,,RandomForest,13.527,11.45,current,current,,,,11.45
133282,,,,,HoltWinters,11.725,11.456,current,current,,,,11.456
7192,,,,,RandomForest,16.44,11.477,current,current,,,,11.477
133728,,,,,RandomForest,19.687,11.49,current,current,,,,11.49
133642,,,,,RandomForest,35.947,11.497,current,current,,,,11.497
133610,,,,,RandomForest,27.945,11.544,current,current,,,,11.544
3364,,,,,RandomForest,14.935,11.554,current,current,,,,11.554
134188,,,,,HoltWinters,18.229,11.558,current,current,,,,11.558
133700,,,,,RandomForest,41.657,11.566,current,current,,,,11.566
9086,,,,,RandomForest,11.588,11.568,current,current,,,,11.568
133712,,,,,HoltWinters,13.72,11.57,current,current,,,,11.57
133602,,,,,RandomForest,91.642,11.628,current,current,,,,11.628
1254,0.37,0.31,0.32,15.11,RandomForest,18.387,11.634,current,current,,,,11.634
64404,,,,,RandomForest,17.134,11.67,current,current,,,,11.67
133798,,,,,RandomForest,14.625,11.674,current,current,,,,11.674
134164,,,,,RandomForest,20.34,11.732,current,current,,,,11.732
136926,,,,,RandomForest,12.203,11.902,current,current,,,,11.902
133574,,,,,RandomForest,15.543,11.906,current,current,,,,11.906
1960,,,,,RandomForest,14.395,11.915,current,current,,,,11.915
6465,,,,,RandomForest,15.189,11.938,current,current,,,,11.938
133756,,,,,SARIMAX,37.811,11.954,current,current,,,,11.954
133613,,,,,RandomForest,20.072,11.981,current,current,,,,11.981
133242,,,,,RandomForest,24.684,12.014,current,current,,,,12.014
3000,,,,,HoltWinters,12.575,12.031,current,current,,,,12.031
135016,,,,,RandomForest,19.11,12.053,current,current,,,,12.053
2602,,,,,RandomForest,13.526,12.063,current,current,,,,12.063
133680,,,,,HoltWinters,45.674,12.129,current,current,,,,12.129
133791,,,,,HoltWinters,12.9,12.173,current,current,,,,12.173
1827,,,,,HoltWinters,14.59,12.283,current,current,,,,12.283
133276,,,,,HoltWinters,13.239,12.375,current,current,,,,12.375
3401,,,,,HoltWinters,13.186,12.377,current,current,,,,12.377
133338,,,,,RandomForest,14.407,12.393,current,current,,,,12.393
133470,,,,,RandomForest,17.478,12.407,current,current,,,,12.407
135025,,,,,SARIMAX,13.403,12.423,current,current,,,,12.423
133704,,,,,HoltWinters,34.73,12.46,current,current,,,,12.46
133660,,,,,SARIMAX,13.032,12.542,current,current,,,,12.542
3740,,,,,RandomForest,32.648,12.549,current,current,,,,12.549
134146,,,,,RandomForest,23.535,12.582,current,current,,,,12.582
155108,,,,,HoltWinters,12.798,12.606,current,current,,,,12.606
3847,,,,,RandomForest,16.436,12.642,current,current,,,,12.642
155082,,,,,RandomForest,21.185,12.739,current,current,,,,12.739
3373,,,,,RandomForest,14.689,12.75,current,current,,,,12.75
2930,,,,,RandomForest,47.945,12.772,current,current,,,,12.772
134014,,,,,SARIMAX,15.207,12.794,current,current,,,,12.794
133454,,,,,SARIMAX,13.503,12.817,current,current,,,,12.817
133350,,,,,RandomForest,13.691,12.857,current,current,,,,12.857
136853,,,,,RandomForest,51.455,12.869,current,current,,,,12.869
133754,,,,,RandomForest,79.007,12.917,current,current,,,,12.917
3961,,,,,RandomForest,23.398,12.925,current,current,,,,12.925
134076,,,,,RandomForest,23.164,12.937,current,current,,,,12.937
133721,,,,,RandomForest,15.298,12.977,current,current,,,,12.977
136910,,,,,RandomForest,15.036,12.984,current,current,,,,12.984
3002,,,,,RandomForest,23.458,13.003,current,current,,,,13.003
3596,,,,,SARIMAX,13.488,13.005,current,current,,,,13.005
1861,,,,,SARIMAX,21.167,13.012,current,current,,,,13.012
136811,,,,,RandomForest,61.856,13.019,current,current,,,,13.019
3313,,,,,RandomForest,16.669,13.079,current,current,,,,13.079
133359,,,,,HoltWinters,14.994,13.112,current,current,,,,13.112
133433,,,,,RandomForest,13.855,13.114,current,current,,,,13.114
9379,,,,,RandomForest,15.598,13.193,current,current,,,,13.193
135040,,,,,SARIMAX,16.37,13.206,current,current,,,,13.206
133383,,,,,RandomForest,13.292,13.229,current,current,,,,13.229
2707,,,,,RandomForest,1749.626,13.281,current,current,,,,13.281
136813,,,,,RandomForest,31.016,13.299,current,current,,,,13.299
3357,,,,,RandomForest,20.103,13.377,current,current,,,,13.377
2750,,,,,RandomForest,17.466,13.417,current,current,,,,13.417
138001,,,,,SARIMAX,14.638,13.515,current,current,,,,13.515
5226,,,,,RandomForest,30.156,13.55,current,current,,,,13.55
135002,,,,,SARIMAX,16.216,13.567,current,current,,,,13.567
125655,,,,,RandomForest,20.374,13.573,current,current,,,,13.573
163625,,,,,HoltWinters,23.394,13.573,current,current,,,,13.573
1837,,,,,RandomForest,16.533,13.581,current,current,,,,13.581
3366,,,,,RandomForest,14.887,13.609,current,current,,,,13.609
7286,,,,,SARIMAX,13.784,13.615,current,current,,,,13.615
133640,,,,,RandomForest,50.351,13.619,current,current,,,,13.619
35001,,,,,RandomForest,20.854,13.62,current,current,,,,13.62
9724,,,,,RandomForest,22.646,13.645,current,current,,,,13.645
8901,,,,,SARIMAX,14.355,13.686,current,current,,,,13.686
125620,,,,,RandomForest,30.237,13.697,current,current,,,,13.697
155079,,,,,RandomForest,68.891,13.702,current,current,,,,13.702
59002,,,,,RandomForest,17.284,13.702,current,current,,,,13.702
2604,,,,,RandomForest,108.155,13.724,current,current,,,,13.724
1257,0.99,0.01,0.0,19.52,RandomForest,71.365,13.829,current,current,,,,13.829
125603,,,,,RandomForest,16.193,13.841,current,current,,,,13.841
155039,,,,,SARIMAX,14.902,13.854,current,current,,,,13.854
3207,,,,,RandomForest,48.959,13.865,current,current,,,,13.865
133615,,,,,RandomForest,48.098,13.927,current,current,,,,13.927
133781,,,,,RandomForest,15.201,14.0,current,current,,,,14.0
39207,,,,,HoltWinters,14.796,14.046,current,current,,,,14.046
133812,,,,,RandomForest,15.855,14.062,current,current,,,,14.062
2614,,,,,SARIMAX,14.73,14.069,current,current,,,,14.069
155078,,,,,RandomForest,20.033,14.074,current,current,,,,14.074
133764,,,,,RandomForest,15.92,14.099,current,current,,,,14.099
133768,,,,,RandomForest,14.464,14.106,current,current,,,,14.106
7067,,,,,RandomForest,41.832,14.131,current,current,,,,14.131
2987,,,,,RandomForest,42.423,14.132,current,current,,,,14.132
90001,,,,,RandomForest,18.6,14.153,current,current,,,,14.153
8747,,,,,RandomForest,19.359,14.172,current,current,,,,14.172
3355,,,,,RandomForest,27.432,14.188,current,current,,,,14.188
1917,,,,,RandomForest,20.825,14.204,current,current,,,,14.204
3645,,,,,RandomForest,20.745,14.264,current,current,,,,14.264
133604,,,,,RandomForest,16.018,14.289,current,current,,,,14.289
5076,,,,,SARIMAX,14.849,14.292,current,current,,,,14.292
125609,,,,,RandomForest,20.534,14.338,current,current,,,,14.338
155090,,,,,HoltWinters,18.606,14.344,current,current,,,,14.344
125638,,,,,RandomForest,63.086,14.347,current,current,,,,14.347
9465,,,,,RandomForest,25.32,14.374,current,current,,,,14.374
135053,,,,,SARIMAX,17.771,14.452,current,current,,,,14.452
159202,,,,,RandomForest,31.85,14.486,current,current,,,,14.486
133618,,,,,RandomForest,14.808,14.495,current,current,,,,14.495
9430,,,,,RandomForest,26.243,14.542,current,current,,,,14.542
4172,,,,,RandomForest,15.764,14.645,current,current,,,,14.645
134026,,,,,SARIMAX,17.988,14.654,current,current,,,,14.654
135022,,,,,RandomForest,18.117,14.697,current,current,,,,14.697
133725,,,,,RandomForest,49.083,14.702,current,current,,,,14.702
136937,,,,,RandomForest,15.079,14.734,current,current,,,,14.734
136875,,,,,RandomForest,19.168,14.75,current,current,,,,14.75
118601,,,,,HoltWinters,57.993,14.776,current,current,,,,14.776
1978,,,,,RandomForest,36.725,14.778,current,current,,,,14.778
133770,,,,,HoltWinters,20.673,14.798,current,current,,,,14.798
133399,,,,,RandomForest,16.285,14.867,current,current,,,,14.867
2654,,,,,RandomForest,20.279,14.877,current,current,,,,14.877
133335,,,,,RandomForest,20.382,14.934,current,current,,,,14.934
136815,,,,,HoltWinters,16.04,14.939,current,current,,,,14.939
150210,,,,,RandomForest,33.271,14.945,current,current,,,,14.945
136814,,,,,HoltWinters,40.062,14.957,current,current,,,,14.957
155018,,,,,RandomForest,18.311,14.988,current,current,,,,14.988
133346,,,,,SARIMAX,15.787,14.999,current,current,,,,14.999
8729,,,,,RandomForest,23.008,15.0,current,current,,,,15.0
160037,,,,,SARIMAX,18.32,15.02,current,current,,,,15.02
134002,,,,,SARIMAX,18.151,15.03,current,current,,,,15.03
2246,,,,,HoltWinters,20.311,15.079,current,current,,,,15.079
134171,,,,,SARIMAX,16.377,15.102,current,current,,,,15.102
161201,,,,,RandomForest,21.783,15.175,current,current,,,,15.175
155130,,,,,HoltWinters,19.203,15.177,current,current,,,,15.177
94005,,,,,RandomForest,17.407,15.298,current,current,,,,15.298
3748,,,,,RandomForest,25.168,15.332,current,current,,,,15.332
133749,,,,,RandomForest,45.789,15.37,current,current,,,,15.37
5065,,,,,RandomForest,18.737,15.417,current,current,,,,15.417
136909,,,,,HoltWinters,18.579,15.426,current,current,,,,15.426
133755,,,,,HoltWinters,68.664,15.433,current,current,,,,15.433
125639,,,,,RandomForest,36.356,15.437,current,current,,,,15.437
2883,,,,,RandomForest,15.55,15.468,current,current,,,,15.468
133711,,,,,RandomForest,21.179,15.608,current,current,,,,15.608
3379,,,,,HoltWinters,18.424,15.614,current,current,,,,15.614
155004,,,,,HoltWinters,19.675,15.679,current,current,,,,15.679
125650,,,,,SARIMAX,17.823,15.693,current,current,,,,15.693
6482,,,,,SARIMAX,15.928,15.707,current,current,,,,15.707
155093,,,,,RandomForest,33.592,15.777,current,current,,,,15.777
135028,,,,,HoltWinters,18.963,15.811,current,current,,,,15.811
136810,,,,,RandomForest,64.108,15.836,current,current,,,,15.836
1941,,,,,RandomForest,25.213,15.857,current,current,,,,15.857
136602,,,,,RandomForest,48.52,15.923,current,current,,,,15.923
1831,,,,,HoltWinters,18.336,15.931,current,current,,,,15.931
133757,,,,,RandomForest,22.082,15.951,current,current,,,,15.951
134194,,,,,RandomForest,19.536,15.994,current,current,,,,15.994
3844,,,,,RandomForest,25.926,16.053,current,current,,,,16.053
161203,,,,,RandomForest,19.535,16.11,current,current,,,,16.11
2664,,,,,HoltWinters,21.974,16.141,current,current,,,,16.141
134197,,,,,RandomForest,19.043,16.164,current,current,,,,16.164
155080,,,,,HoltWinters,51.613,16.228,current,current,,,,16.228
155074,,,,,SARIMAX,17.585,16.279,current,current,,,,16.279
134067,,,,,RandomForest,29.806,16.381,current,current,,,,16.381
133436,,,,,RandomForest,16.998,16.449,current,current,,,,16.449
3150,,,,,HoltWinters,18.454,16.569,current,current,,,,16.569
31401,,,,,RandomForest,25.181,16.665,current,current,,,,16.665
133759,,,,,RandomForest,24.07,16.674,current,current,,,,16.674
125623,,,,,RandomForest,29.588,16.676,current,current,,,,16.676
2263,,,,,RandomForest,20.39,16.744,current,current,,,,16.744
125632,,,,,RandomForest,20.815,16.813,current,current,,,,16.813
3843,,,,,HoltWinters,28.941,16.814,current,current,,,,16.814
136916,,,,,RandomForest,20.582,16.835,current,current,,,,16.835
5013,,,,,HoltWinters,27.811,16.868,current,current,,,,16.868
8734,,,,,RandomForest,27.072,16.868,current,current,,,,16.868
135036,,,,,SARIMAX,17.453,16.876,current,current,,,,16.876
1867,,,,,HoltWinters,18.629,16.877,current,current,,,,16.877
125668,,,,,RandomForest,20.351,16.91,current,current,,,,16.91
8754,,,,,RandomForest,18.44,17.002,current,current,,,,17.002
136901,,,,,RandomForest,17.176,17.006,current,current,,,,17.006
3395,,,,,RandomForest,21.17,17.01,current,current,,,,17.01
3374,,,,,HoltWinters,81.993,17.032,current,current,,,,17.032
