KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,current_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
6430,,,,,,,6.505,current,current,,,,6.505
3347,,,,,,,6.546,current,current,,,,6.546
159201,,,,,,,6.618,current,current,,,,6.618
57402,,,,,,,6.684,current,current,,,,6.684
83602,,,,,,,6.955,current,current,,,,6.955
133674,,,,,,,7.163,current,current,,,,7.163
84802,,,,,,,7.17,current,current,,,,7.17
133597,,,,,,,7.322,current,current,,,,7.322
135057,,,,,,,7.524,current,current,,,,7.524
133589,,,,,,,7.562,current,current,,,,7.562
3749,,,,,,,7.654,current,current,,,,7.654
3809,,,,,,,7.817,current,current,,,,7.817
1947,,,,,,,7.823,current,current,,,,7.823
133530,,,,,,,7.83,current,current,,,,7.83
133458,,,,,,,7.851,current,current,,,,7.851
7131,,,,,,,7.881,current,current,,,,7.881
155105,,,,,,,7.891,current,current,,,,7.891
133686,,,,,,,7.915,current,current,,,,7.915
1266,0.37,0.25,0.38,8.31,,,7.93,current,current,,,,7.93
133457,,,,,,,7.937,current,current,,,,7.937
133685,,,,,,,7.94,current,current,,,,7.94
1949,,,,,,,7.973,current,current,,,,7.973
3982,,,,,,,8.003,current,current,,,,8.003
50601,,,,,,,8.162,current,current,,,,8.162
133679,,,,,,,8.172,current,current,,,,8.172
2653,,,,,,,8.182,current,current,,,,8.182
5972,,,,,,,8.195,current,current,,,,8.195
3729,,,,,,,8.201,current,current,,,,8.201
3955,,,,,,,8.204,current,current,,,,8.204
2549,,,,,,,8.21,current,current,,,,8.21
2607,,,,,,,8.237,current,current,,,,8.237
6400,,,,,,,8.262,current,current,,,,8.262
133569,,,,,,,8.316,current,current,,,,8.316
9340,,,,,,,8.317,current,current,,,,8.317
63801,,,,,,,8.342,current,current,,,,8.342
7279,,,,,,,8.343,current,current,,,,8.343
133664,,,,,,,8.35,current,current,,,,8.35
9085,,,,,,,8.363,current,current,,,,8.363
133673,,,,,,,8.373,current,current,,,,8.373
2646,,,,,,,8.42,current,current,,,,8.42
133614,,,,,,,8.421,current,current,,,,8.421
133311,,,,,,,8.431,current,current,,,,8.431
1969,,,,,,,8.431,current,current,,,,8.431
9346,,,,,,,8.48,current,current,,,,8.48
133459,,,,,,,8.504,current,current,,,,8.504
1119,0.07,0.05,0.88,9.37,,,8.517,current,current,,,,8.517
8714,,,,,,,8.524,current,current,,,,8.524
7330,,,,,,,8.528,current,current,,,,8.528
162602,,,,,,,8.531,current,current,,,,8.531
134010,,,,,,,8.534,current,current,,,,8.534
1892,,,,,,,8.566,current,current,,,,8.566
4215,,,,,,,8.574,current,current,,,,8.574
63803,,,,,,,8.588,current,current,,,,8.588
6986,,,,,,,8.635,current,current,,,,8.635
2876,,,,,,,8.641,current,current,,,,8.641
133616,,,,,,,8.67,current,current,,,,8.67
3163,,,,,,,8.674,current,current,,,,8.674
3388,,,,,,,8.683,current,current,,,,8.683
3206,,,,,,,8.714,current,current,,,,8.714
104801,,,,,,,8.723,current,current,,,,8.723
2609,,,,,,,8.724,current,current,,,,8.724
1955,,,,,,,8.738,current,current,,,,8.738
153002,,,,,,,8.759,current,current,,,,8.759
9755,,,,,,,8.763,current,current,,,,8.763
155001,,,,,,,8.767,current,current,,,,8.767
3377,,,,,,,8.783,current,current,,,,8.783
5974,,,,,,,8.784,current,current,,,,8.784
9207,,,,,,,8.789,current,current,,,,8.789
133655,,,,,,,8.805,current,current,,,,8.805
3817,,,,,,,8.806,current,current,,,,8.806
133702,,,,,,,8.818,current,current,,,,8.818
9333,,,,,,,8.867,current,current,,,,8.867
133617,,,,,,,8.894,current,current,,,,8.894
9222,,,,,,,8.901,current,current,,,,8.901
133443,,,,,,,8.916,current,current,,,,8.916
64203,,,,,,,8.929,current,current,,,,8.929
66208,,,,,,,8.933,current,current,,,,8.933
133256,,,,,,,8.962,current,current,,,,8.962
163404,,,,,,,8.977,current,current,,,,8.977
133619,,,,,,,8.978,current,current,,,,8.978
155025,,,,,,,8.993,current,current,,,,8.993
5006,,,,,,,8.995,current,current,,,,8.995
2736,,,,,,,9.002,current,current,,,,9.002
139407,,,,,,,9.02,current,current,,,,9.02
157601,,,,,,,9.055,current,current,,,,9.055
133629,,,,,,,9.06,current,current,,,,9.06
135033,,,,,,,9.061,current,current,,,,9.061
134127,,,,,,,9.08,current,current,,,,9.08
2827,,,,,,,9.092,current,current,,,,9.092
133332,,,,,,,9.1,current,current,,,,9.1
133630,,,,,,,9.113,current,current,,,,9.113
126204,,,,,,,9.123,current,current,,,,9.123
133334,,,,,,,9.131,current,current,,,,9.131
2192,,,,,,,9.147,current,current,,,,9.147
133438,,,,,,,9.15,current,current,,,,9.15
2713,,,,,,,9.18,current,current,,,,9.18
8899,,,,,,,9.195,current,current,,,,9.195
2605,,,,,,,9.2,current,current,,,,9.2
92202,,,,,,,9.209,current,current,,,,9.209
3346,,,,,,,9.223,current,current,,,,9.223
3316,,,,,,,9.232,current,current,,,,9.232
3315,,,,,,,9.26,current,current,,,,9.26
133601,,,,,,,9.268,current,current,,,,9.268
155010,,,,,,,9.295,current,current,,,,9.295
3755,,,,,,,9.299,current,current,,,,9.299
133461,,,,,,,9.322,current,current,,,,9.322
2612,,,,,,,9.326,current,current,,,,9.326
155036,,,,,,,9.328,current,current,,,,9.328
133656,,,,,,,9.333,current,current,,,,9.333
3497,,,,,,,9.338,current,current,,,,9.338
6416,,,,,,,9.339,current,current,,,,9.339
133570,,,,,,,9.341,current,current,,,,9.341
6479,,,,,,,9.346,current,current,,,,9.346
133527,,,,,,,9.366,current,current,,,,9.366
135076,,,,,,,9.37,current,current,,,,9.37
133670,,,,,,,9.38,current,current,,,,9.38
9431,,,,,,,9.4,current,current,,,,9.4
155021,,,,,,,9.408,current,current,,,,9.408
5043,,,,,,,9.408,current,current,,,,9.408
2250,,,,,,,9.41,current,current,,,,9.41
3348,,,,,,,9.418,current,current,,,,9.418
133313,,,,,,,9.434,current,current,,,,9.434
3330,,,,,,,9.44,current,current,,,,9.44
133689,,,,,,,9.441,current,current,,,,9.441
135069,,,,,,,9.442,current,current,,,,9.442
136812,,,,,,,9.45,current,current,,,,9.45
3325,,,,,,,9.455,current,current,,,,9.455
9315,,,,,,,9.459,current,current,,,,9.459
8788,,,,,,,9.483,current,current,,,,9.483
125607,,,,,,,9.488,current,current,,,,9.488
114602,,,,,,,9.49,current,current,,,,9.49
133296,,,,,,,9.498,current,current,,,,9.498
39605,,,,,,,9.505,current,current,,,,9.505
135037,,,,,,,9.518,current,current,,,,9.518
155013,,,,,,,9.524,current,current,,,,9.524
133672,,,,,,,9.527,current,current,,,,9.527
2879,,,,,SARIMAX,10.58,9.533,current,current,,,,9.533
133699,,,,,,,9.534,current,current,,,,9.534
1255,0.58,0.21,0.21,10.89,,,9.539,current,current,,,,9.539
3350,,,,,,,9.553,current,current,,,,9.553
9312,,,,,,,9.582,current,current,,,,9.582
3954,,,,,,,9.587,current,current,,,,9.587
133513,,,,,,,9.598,current,current,,,,9.598
7315,,,,,,,9.603,current,current,,,,9.603
133652,,,,,,,9.612,current,current,,,,9.612
5037,,,,,,,9.615,current,current,,,,9.615
3370,,,,,,,9.616,current,current,,,,9.616
9320,,,,,,,9.635,current,current,,,,9.635
3595,,,,,,,9.65,current,current,,,,9.65
1886,,,,,,,9.652,current,current,,,,9.652
2789,,,,,,,9.666,current,current,,,,9.666
133626,,,,,,,9.679,current,current,,,,9.679
2226,,,,,,,9.683,current,current,,,,9.683
133634,,,,,,,9.684,current,current,,,,9.684
133496,,,,,,,9.685,current,current,,,,9.685
133519,,,,,,,9.686,current,current,,,,9.686
155003,,,,,,,9.689,current,current,,,,9.689
133232,,,,,,,9.695,current,current,,,,9.695
133400,,,,,,,9.695,current,current,,,,9.695
2548,,,,,,,9.697,current,current,,,,9.697
8912,,,,,,,9.698,current,current,,,,9.698
135058,,,,,,,9.705,current,current,,,,9.705
6405,,,,,,,9.708,current,current,,,,9.708
9811,,,,,,,9.711,current,current,,,,9.711
133727,,,,,,,9.714,current,current,,,,9.714
133592,,,,,,,9.72,current,current,,,,9.72
64405,,,,,,,9.721,current,current,,,,9.721
133561,,,,,,,9.722,current,current,,,,9.722
133405,,,,,,,9.738,current,current,,,,9.738
133508,,,,,,,9.74,current,current,,,,9.74
133633,,,,,,,9.745,current,current,,,,9.745
135072,,,,,,,9.763,current,current,,,,9.763
133397,,,,,,,9.765,current,current,,,,9.765
3368,,,,,,,9.78,current,current,,,,9.78
134031,,,,,,,9.782,current,current,,,,9.782
134145,,,,,,,9.782,current,current,,,,9.782
3331,,,,,,,9.784,current,current,,,,9.784
133802,,,,,,,9.789,current,current,,,,9.789
133529,,,,,,,9.798,current,current,,,,9.798
133494,,,,,,,9.809,current,current,,,,9.809
3654,,,,,,,9.81,current,current,,,,9.81
3138,,,,,,,9.815,current,current,,,,9.815
155135,,,,,,,9.835,current,current,,,,9.835
133379,,,,,,,9.85,current,current,,,,9.85
133372,,,,,,,9.853,current,current,,,,9.853
133620,,,,,,,9.853,current,current,,,,9.853
8796,,,,,,,9.856,current,current,,,,9.856
159004,,,,,,,9.857,current,current,,,,9.857
133465,,,,,,,9.862,current,current,,,,9.862
9404,,,,,,,9.867,current,current,,,,9.867
3135,,,,,,,9.873,current,current,,,,9.873
155049,,,,,,,9.877,current,current,,,,9.877
104802,,,,,,,9.914,current,current,,,,9.914
3734,,,,,,,9.92,current,current,,,,9.92
155129,,,,,,,9.921,current,current,,,,9.921
134141,,,,,,,9.925,current,current,,,,9.925
133556,,,,,,,9.946,current,current,,,,9.946
9720,,,,,,,9.946,current,current,,,,9.946
1089,0.1,0.31,0.59,11.61,,,9.953,current,current,,,,9.953
133564,,,,,,,9.956,current,current,,,,9.956
5015,,,,,,,9.961,current,current,,,,9.961
3972,,,,,,,9.964,current,current,,,,9.964
135015,,,,,,,9.965,current,current,,,,9.965
9424,,,,,,,9.966,current,current,,,,9.966
5014,,,,,,,9.969,current,current,,,,9.969
133448,,,,,,,9.984,current,current,,,,9.984
133515,,,,,,,9.984,current,current,,,,9.984
134153,,,,,,,9.991,current,current,,,,9.991
133534,,,,,,,9.992,current,current,,,,9.992
2206,,,,,,,9.998,current,current,,,,9.998
134192,,,,,,,10.002,current,current,,,,10.002
129003,,,,,,,10.009,current,current,,,,10.009
136938,,,,,,,10.019,current,current,,,,10.019
3327,,,,,,,10.023,current,current,,,,10.023
9241,,,,,,,10.025,current,current,,,,10.025
133274,,,,,,,10.028,current,current,,,,10.028
133441,,,,,,,10.035,current,current,,,,10.035
2709,,,,,,,10.049,current,current,,,,10.049
133678,,,,,,,10.056,current,current,,,,10.056
133657,,,,,,,10.06,current,current,,,,10.06
134005,,,,,,,10.062,current,current,,,,10.062
5088,,,,,,,10.078,current,current,,,,10.078
133266,,,,,,,10.089,current,current,,,,10.089
3659,,,,,,,10.09,current,current,,,,10.09
8774,,,,,,,10.103,current,current,,,,10.103
135059,,,,,,,10.115,current,current,,,,10.115
133794,,,,,,,10.121,current,current,,,,10.121
7324,,,,,,,10.129,current,current,,,,10.129
1905,,,,,,,10.13,current,current,,,,10.13
134151,,,,,,,10.133,current,current,,,,10.133
92203,,,,,,,10.147,current,current,,,,10.147
152001,,,,,,,10.149,current,current,,,,10.149
3155,,,,,,,10.16,current,current,,,,10.16
133354,,,,,,,10.162,current,current,,,,10.162
133653,,,,,,,10.163,current,current,,,,10.163
155110,,,,,,,10.168,current,current,,,,10.168
133786,,,,,,,10.172,current,current,,,,10.172
1270,0.0,0.22,0.78,11.92,,,10.174,current,current,,,,10.174
3144,,,,,,,10.177,current,current,,,,10.177
155020,,,,,,,10.19,current,current,,,,10.19
133663,,,,,,,10.205,current,current,,,,10.205
133605,,,,,,,10.206,current,current,,,,10.206
3176,,,,,,,10.206,current,current,,,,10.206
3177,,,,,,,10.212,current,current,,,,10.212
155048,,,,,,,10.215,current,current,,,,10.215
133603,,,,,,,10.22,current,current,,,,10.22
1963,,,,,,,10.224,current,current,,,,10.224
3714,,,,,,,10.229,current,current,,,,10.229
134179,,,,,,,10.232,current,current,,,,10.232
133698,,,,,,,10.235,current,current,,,,10.235
133460,,,,,,,10.237,current,current,,,,10.237
133272,,,,,,,10.239,current,current,,,,10.239
133304,,,,,,,10.245,current,current,,,,10.245
133599,,,,,,,10.26,current,current,,,,10.26
133693,,,,,,,10.273,current,current,,,,10.273
7283,,,,,,,10.274,current,current,,,,10.274
3342,,,,,,,10.275,current,current,,,,10.275
133790,,,,,,,10.277,current,current,,,,10.277
133644,,,,,,,10.284,current,current,,,,10.284
155034,,,,,,,10.287,current,current,,,,10.287
133784,,,,,,,10.29,current,current,,,,10.29
125606,,,,,,,10.298,current,current,,,,10.298
133544,,,,,,,10.3,current,current,,,,10.3
3438,,,,,,,10.304,current,current,,,,10.304
2223,,,,,,,10.316,current,current,,,,10.316
133407,,,,,,,10.322,current,current,,,,10.322
135009,,,,,,,10.322,current,current,,,,10.322
155023,,,,,,,10.327,current,current,,,,10.327
5097,,,,,,,10.33,current,current,,,,10.33
2300,,,,,,,10.333,current,current,,,,10.333
145001,,,,,,,10.336,current,current,,,,10.336
155015,,,,,,,10.337,current,current,,,,10.337
35401,,,,,,,10.35,current,current,,,,10.35
136911,,,,,,,10.355,current,current,,,,10.355
134140,,,,,,,10.359,current,current,,,,10.359
95805,,,,,,,10.359,current,current,,,,10.359
133376,,,,,,,10.36,current,current,,,,10.36
3815,,,,,,,10.36,current,current,,,,10.36
3352,,,,,,,10.368,current,current,,,,10.368
1920,,,,,,,10.38,current,current,,,,10.38
39402,,,,,,,10.383,current,current,,,,10.383
133306,,,,,,,10.387,current,current,,,,10.387
133396,,,,,,,10.391,current,current,,,,10.391
133645,,,,,,,10.394,current,current,,,,10.394
134120,,,,,,,10.401,current,current,,,,10.401
136904,,,,,,,10.403,current,current,,,,10.403
3445,,,,,,,10.408,current,current,,,,10.408
9244,,,,,,,10.41,current,current,,,,10.41
133641,,,,,,,10.418,current,current,,,,10.418
3358,,,,,,,10.426,current,current,,,,10.426
8934,,,,,,,10.429,current,current,,,,10.429
155099,,,,,,,10.433,current,current,,,,10.433
9317,,,,,,,10.433,current,current,,,,10.433
135043,,,,,,,10.438,current,current,,,,10.438
3446,,,,,,,10.443,current,current,,,,10.443
1834,,,,,,,10.444,current,current,,,,10.444
136939,,,,,,,10.446,current,current,,,,10.446
1918,,,,,,,10.46,current,current,,,,10.46
54403,,,,,,,10.462,current,current,,,,10.462
90401,,,,,,,10.465,current,current,,,,10.465
133340,,,,,,,10.469,current,current,,,,10.469
3339,,,,,,,10.469,current,current,,,,10.469
3984,,,,,,,10.476,current,current,,,,10.476
133210,,,,,,,10.478,current,current,,,,10.478
155075,,,,,,,10.479,current,current,,,,10.479
133268,,,,,,,10.483,current,current,,,,10.483
155033,,,,,,,10.493,current,current,,,,10.493
7079,,,,,,,10.503,current,current,,,,10.503
1890,,,,,,,10.51,current,current,,,,10.51
155083,,,,,,,10.524,current,current,,,,10.524
1779,0.92,0.01,0.07,18.52,,,10.526,current,current,,,,10.526
8750,,,,,,,10.526,current,current,,,,10.526
3146,,,,,,,10.535,current,current,,,,10.535
133557,,,,,,,10.541,current,current,,,,10.541
133666,,,,,,,10.549,current,current,,,,10.549
133252,,,,,,,10.552,current,current,,,,10.552
133305,,,,,,,10.554,current,current,,,,10.554
9378,,,,,,,10.561,current,current,,,,10.561
133782,,,,,,,10.562,current,current,,,,10.562
