КССС|MAPE, %
2891|13.261
2892|14.289
2893|122.688
2894|12.419
2896|9.743
2899|36.575
2900|12.963
2901|26.631
2902|13.84
2903|10.136
2904|24.855
2905|24.928
2906|16.362
2907|11.832
2908|12.042
2909|14.976
2910|12.591
2911|10.062
2912|8.919
2930|13.122
2982|16.262
2987|14.403
2988|22.89
2992|1329.77
2993|12.831
2994|11.144
2995|19.597
2996|12.972
2997|11.562
2998|10.957
2999|21.293
3000|11.901
3002|12.786
3004|17.425
3006|14.925
3007|34.581
3008|9.656
3009|12.509
3011|23.429
3023|23.41
3024|11.526
3048|15.187
3049|11.603
3050|15.552
3052|18.049
3054|12.932
3056|17.962
3057|12.018
3059|16.142
3060|19.632
3062|10.84
3063|9.484
3064|11.493
3066|19.831
3124|22.185
3125|34.585
3126|10.748
3127|9.642
3129|10.907
3132|11.77
3133|19.905
3135|9.873
3136|27.797
3137|18.113
3138|9.815
3139|14.258
3140|20.342
3141|13.607
3142|23.588
3143|11.866
3144|10.177
3145|15.606
3146|10.535
3148|14.624
3150|16.569
3152|15.468
3154|15.626
3155|10.16
3156|14.984
3158|11.012
3159|12.515
3160|15644.115
3161|374.709
3163|8.674
3165|11.311
3168|24.251
3171|10.931
3172|16.658
3173|11.667
3174|26.743
3176|10.206
3177|10.212
3179|12.172
3189|21.466
3205|11.066
3206|8.714
3207|13.865
3208|11.573
3212|12.875
3213|12.633
3215|13.843
3216|16.078
3217|11.436
3218|13.643
3220|15.691
3221|11.696
3222|11.375
3230|11.856
3247|18.302
3256|10.805
3275|28.567
3276|13.269
3309|24.719
3311|43.522
3312|11.206
3313|13.171
3314|11.096
3315|9.26
3316|9.232
3317|11.846
3318|10.749
3319|11.499
3320|13.761
3321|16.799
3322|16.93
3323|17.563
3325|9.455
3326|16.684
3327|10.023
3328|11.081
3329|11.626
3330|9.44
3331|9.784
3332|11.539
3336|11.302
3337|13.31
3338|10.711
3339|10.469
3341|11.279
3342|10.275
3343|21.363
3346|9.223
3347|6.546
3348|9.418
3349|17.016
3350|9.553
3351|11.8
3352|10.368
3354|12.919
3355|12.906
3356|15.097
3357|13.069
3358|10.426
3359|20.986
3360|14.049
3361|13.837
3363|12.573
3364|11.401
3365|12.496
3366|14.122
3367|10.893
3368|9.78
3369|21.497
3370|9.616
3372|11.993
3373|12.75
3374|16.892
3375|27.672
3377|8.783
3379|15.614
3381|32.416
3388|8.683
3389|43.61
3393|13.538
3394|13.23
3395|15.765
3396|15.323
3397|14.446
3399|12.046
3400|12.369
3401|11.266
3408|31.721
3410|11.279
3411|10.865
3412|15.017
3415|17.492
3424|13.579
3425|14.784
3430|20.927
3431|24.34
3438|10.304
3441|18.189
3442|45.529
3443|14.499
3445|10.408
3446|10.443
3447|13.084
3449|11.371
3451|11.896
3452|12.624
3454|18.502
3455|13.902
3456|28.03
3457|12.672
3462|14.845
3495|19.293
3497|9.338
3498|38.288
3504|23.822
3511|64.381
3540|13.494
3543|23.351
3544|38.755
3545|14.703
3595|9.65
3596|11.334
3605|16.678
3634|19.336
3645|13.863
3651|11.606
3654|9.81
3658|14.089
3659|10.09
3660|13.969
3714|10.229
3715|14.142
3722|10.804
3725|11.015
3729|8.201
3730|14.2
3734|9.92
3739|10.683
3740|12.549
3741|13.29
3743|11.927
3745|13.912
3748|15.772
3749|7.654
3755|9.299
3756|15.768
3759|41.107
3760|22.993
3763|19.377
3765|16.159
3767|18.107
3781|14.544
3797|12.389
3802|10.865
3803|13.127
3804|103.786
3807|21.679
3808|13.228
3809|7.817
3811|12.475
3815|10.36
3817|8.806
3818|16.293
3819|15.635
3821|168.946
3822|13.847
3824|846.806
3827|13.67
3831|14.743
3832|18.892
3836|10.703
3839|10.819
3841|20.413
3842|23.769
3843|15.28
3844|15.115
3847|12.154
3848|18.022
3849|17.541
3853|33.629
3865|37.746
3941|11.775
3954|9.587
3955|8.204
3957|22.018
3961|12.684
3962|19.289
3967|11.464
3972|9.964
3981|31.305
3982|8.003
3984|10.476
3985|18.719
3986|17.918
3987|24.742
4121|28.586
4161|13.186
4168|10.757
4169|14.381
4171|13.059
4172|15.235
4173|20.826
4174|24.214
4177|26.323
4178|17.301
4208|14.814
4214|10.67
4215|8.574
4216|10.565
4219|17.68
4224|11.544
4260|13.612
4318|14.522
5000|15.027
5001|14.379
5002|10.807
5005|11.052
5006|8.995
5007|14.526
5008|19.243
5009|13.041
5013|16.279
5014|9.969
5015|9.961
5016|15.586
5017|10.882
5018|28.802
5020|22.416
5023|142.948
5024|11.346
5026|12.182
5027|11.646
5028|26.958
5030|12.098
5031|13.801
5034|13.284
5035|11.819
5037|9.615
5038|14.311
5039|14.605
5040|12.383
5041|11.572
5042|11.118
5043|9.408
5044|17.959
5045|13.767
5047|15.063
5050|13.673
5052|12.75
5055|12.729
5056|11.52
5057|13.998
5058|22.247
5059|210.382
5061|11.875
5063|22.304
5065|16.025
5068|17.639
5069|11.108
5070|13.899
5071|20.601
5072|388.298
5073|12.391
5075|65.368
5076|14.306
5078|17.782
5079|14.258
5081|13.943
5082|18.102
5085|15.717
5087|10.814
5088|10.078
5089|12.556
5091|12.928
5093|14.198
5094|12.774
5095|19.863
5097|10.33
5099|14.859
5102|18.51
5104|12.585
5224|24.876
5226|13.738
5972|8.195
5974|8.784
6394|20.289
6400|8.262
6405|9.708
6406|11.948
6416|9.339
6417|10.852
6418|1834.271
6419|16.259
6420|14.558
6421|14.769
6422|14.24
6423|11.591
6424|23.87
6425|23.999
6426|15.74
6428|13.167
6429|12.86
6430|6.505
6431|12.063
6433|363.585
6435|15.716
6438|22.895
6443|17.345
6446|12.301
6448|17.381
6450|44.059
6452|11.286
6458|19.394
6465|12.244
6467|11.17
6479|9.346
6480|12.854
6481|18.71
6482|15.707
6986|8.635
7061|24.918
7064|17.289
7066|1571.531
7067|14.131
7073|24.815
7079|10.503
7126|15.262
7131|7.881
7141|13.059
7144|24.913
7146|12.874
7147|22.151
7172|41.093
7192|11.659
7279|8.343
7283|10.274
7286|13.278
7287|24.707
7314|13.871
7315|9.603
7323|11.171
7324|10.129
7330|8.528
7339|14.704
7426|12.918
7439|23.423
7608|21.424
7609|11.099
8079|10.666
8159|19.449
8160|13.22
8174|11.204
8181|21.76
8214|11.195
8308|36.211
8654|36.308
8662|11.132
8663|14.826
8664|11.421
8697|14.459
8698|15.013
8714|8.524
8727|11.89
8729|15.002
8731|25.335
8734|14.939
8738|23.96
8740|61.312
8741|46.715
8742|18.172
8747|13.419
8750|10.526
8754|17.002
8774|10.103
8782|13.756
8787|24.91
8788|9.483
8794|11.826
8796|9.856
8874|21.364
8899|9.195
8901|13.686
8903|12.381
8907|10.96
8911|13.496
8912|9.698
8932|10.969
8933|20.958
8934|10.429
8935|12.676
8958|32.245
8996|16.622
9040|14.764
9041|12.223
9049|12.605
9075|30.976
9085|8.363
9086|11.918
9207|8.789
9222|8.901
9241|10.025
9244|10.41
9245|12.097
9304|20.696
9309|13.443
9310|33.839
9311|10.658
9312|9.582
9313|12.204
9314|27.681
9315|9.459
9316|14.523
9317|10.433
9318|11.382
9319|12.417
9320|9.635
9321|10.901
9325|13.349
9333|8.867
9334|14.433
9335|12.572
9337|17.676
9338|12.002
9339|2228.791
9340|8.317
9342|14.091
9346|8.48
9353|13.0
9354|10.672
9378|10.561
9379|13.055
9385|19.934
9404|9.867
9424|9.966
9426|12.545
9430|14.972
9431|9.4
9465|14.689
9509|11.742
9511|18.669
9516|11.126
9521|11.511
9719|646.533
9720|9.946
9724|13.58
9745|12.515
9746|17.061
9748|11.296
9753|11.7
9755|8.763
9811|9.711
9812|11.377
31401|16.578
35001|14.137
35401|10.35
35403|10.778
35804|10.901
36001|16.606
36002|23.961
36004|11.139
39201|13.541
39202|22.465
39206|12.373
39207|14.078
39208|11.141
39402|10.383
39601|12.358
39602|22.21
39605|9.505
39606|17.654
42601|14.322
44001|22.286
44002|11.714
45204|15.536
47401|14.339
49212|14.878
50601|8.162
51601|13.591
54402|14.063
54403|10.462
57401|14.861
57402|6.684
57403|12.067
57601|13.182
58201|13.114
59002|14.192
60002|26.138
60604|11.754
61001|11.181
62201|158.712
62403|251.94
62404|13.365
62405|24.633
62801|12.55
63603|14.93
63604|14.179
63801|8.342
63802|10.892
63803|8.588
64203|8.929
64401|12.791
64402|11.598
64403|16.761
64404|11.433
64405|9.721
64406|22.388
64601|14.4
64801|18.62
65603|10.962
66202|22.515
66208|8.933
66209|13.803
69201|12.089
69401|12.783
76802|18.214
78602|10.692
83602|6.955
83603|28.388
84802|7.17
85001|13.938
89402|16.836
89601|20.109
89802|16.519
90001|13.376
90401|10.465
91401|11.371
91802|42.691
92201|10.658
92202|9.209
92203|10.147
92401|16.29
92402|28.86
92403|13.699
92404|24.453
92405|11.564
94005|14.859
94403|21.987
95805|10.359
99602|12.745
104001|11.598
104005|10.78
104801|8.723
104802|9.914
114401|13.488
114602|9.49
115002|16.448
115003|12.433
115007|20.628
118601|15.087
123002|10.693
124002|412.074
124401|10.643
125602|21.985
125603|13.168
125604|12.796
125605|12.337
125606|10.298
125607|9.488
125609|14.567
125610|15.082
125611|13.678
125613|17.134
125614|24.441
125615|12.602
125616|18.473
125617|11.045
125618|12.623
125619|14.706
125620|14.12
125621|18.662
125622|15.002
125623|16.676
125627|404.913
125628|823.544
125629|19.886
125631|19.883
125632|17.424
125634|19.99
125636|16.697
125638|14.507
125639|15.004
125641|17.094
125644|21.587
125647|11.265
125649|15.677
125650|15.18
125655|14.353
125656|33.668
125657|34.33
125662|14.301
125668|17.362
125669|18.749
126204|9.123
127001|10.81
127003|18.63
127801|17.497
127802|19.027
128201|14.902
128801|20.563
129003|10.009
129004|12.4
131803|70.449
132002|15.14
132203|10.898
133206|14.343
133207|16.213
133208|14.896
133209|15.327
133210|10.478
133212|23.108
133213|13.394
133214|32.107
133215|14.204
133222|12.876
133223|15.52
133225|11.614
133227|11.809
133228|11.517
133229|12.007
133230|17.881
133232|9.695
133235|16.324
133237|17.339
133238|22.285
133239|18.284
133240|16.183
133241|18.025
133242|12.275
133244|50.749
133245|16.843
133246|14.171
133248|15.036
133249|15.975
133250|11.986
133252|10.552
133253|60.799
133255|11.887
133256|8.962
133257|17.873
133260|12.716
133265|12.195
133266|10.089
133268|10.483
133269|16.19
133271|10.685
133272|10.239
133273|11.734
133274|10.028
133275|12.003
133276|12.276
133277|10.95
133282|11.312
133284|126.94
133285|16.403
133286|30.085
133287|45.826
133288|15.268
133289|20.964
133292|12.639
133293|10.789
133294|12.462
133295|11.6
133296|9.498
133297|12.08
133298|10.882
133299|10.92
133301|26.386
133303|19.352
133304|10.245
133305|10.554
133306|10.387
133308|19.735
133309|13.01
133311|8.431
133313|9.434
133314|16.565
133316|18.606
133318|25.785
133319|14.207
133320|20.511
133321|18.272
133322|19.612
133324|23.628
133327|17.63
133328|45.917
133331|22.026
133332|9.1
133334|9.131
133335|14.298
133336|15.285
133337|19.427
133338|11.574
133340|10.469
133341|13.2
133342|10.766
133343|14.836
133344|32.871
133345|13.757
133346|13.171
133348|12.293
133349|16.437
133350|11.208
133351|14.394
133352|11.522
133353|13.824
133354|10.162
133357|12.969
133358|13.896
133359|12.232
133361|133.339
133363|104.167
133364|64.182
133365|12.877
133367|12.717
133368|23.928
133370|14.322
133372|9.853
133376|10.36
133377|16.096
133378|14.016
133379|9.85
133380|24.908
133383|13.267
133385|57.472
133386|10.68
133387|72.027
133388|87.583
133393|11.63
133394|15.086
133396|10.391
133397|9.765
133399|14.976
133400|9.695
133401|14.18
133402|16.531
133405|9.738
133407|10.322
133410|14.84
133411|10.92
133425|11.12
133426|756.485
133433|12.073
133434|14.62
133436|16.449
133437|16.692
133438|9.15
133439|20.889
133440|14.639
133441|10.035
133442|20.414
133443|8.916
133444|12.124
133447|117.518
133448|9.984
133449|19.855
133450|11.742
133451|12.085
133452|13.542
133453|10.858
133454|13.067
133455|12.602
133456|14.087
133457|7.937
133458|7.851
133459|8.504
133460|10.237
133461|9.322
133462|22.06
133463|34.293
133464|30.759
133465|9.862
133468|11.802
133469|17.853
133470|12.775
133471|11.872
133472|10.566
133473|11.125
133474|13.504
133475|11.121
133476|16.243
133477|11.342
133478|17.42
133479|60.896
133480|21.653
133481|19.822
133482|77.238
133483|17.344
133484|20.054
133485|21.095
133486|15.912
133487|47.714
133488|21.042
133489|15.443
133490|16.678
133492|20.546
133493|28.297
133494|9.809
133495|17.447
133496|9.685
133498|12.129
133499|28.104
133501|57.977
133506|14.377
133507|10.817
133508|9.74
133509|20.363
133510|79.875
133511|24.858
133513|9.598
133514|13.989
133515|9.984
133517|12.352
133518|18.889
133519|9.686
133520|54.877
133522|63.579
133523|12.314
133525|17.568
133526|10.717
133527|9.366
133528|11.285
133529|9.798
133530|7.83
133531|20.974
133533|14.395
133534|9.992
133535|37.478
133536|51.463
133539|21.3
133540|14.042
133541|10.93
133542|24.613
133543|26.037
133544|10.3
133545|12.288
133546|10.577
133547|11.376
133548|17.649
133549|326.397
133550|42.065
133553|16.877
133554|14.112
133556|9.946
133557|10.541
133558|12.567
133561|9.722
133564|9.956
133565|10.818
133567|12.213
133568|10.953
133569|8.316
133570|9.341
133571|12.187
133572|42.912
133573|11.291
133574|12.191
133575|11.605
133577|13.916
133582|17.227
133583|27.709
133584|12.009
133589|7.562
133591|10.746
133592|9.72
133597|7.322
133599|10.26
133600|16.237
133601|9.268
133602|11.85
133603|10.22
133604|13.721
133605|10.206
133606|13.343
133607|13.474
133608|10.576
133609|10.645
133610|11.96
133611|15.458
133612|18.668
133613|12.295
133614|8.421
133615|13.896
133616|8.67
133617|8.894
133618|15.279
133619|8.978
133620|9.853
133621|19.258
133625|14.811
133626|9.679
133627|13.218
133629|9.06
133630|9.113
133631|10.805
133632|12.072
133633|9.745
133634|9.684
133636|12.088
133637|13.321
133638|11.02
133639|19.496
133640|12.742
133641|10.418
133642|11.114
133644|10.284
133645|10.394
133649|17.355
133650|11.815
133652|9.612
133653|10.163
133655|8.805
133656|9.333
133657|10.06
133659|12.51
133660|13.258
133662|165.507
133663|10.205
133664|8.35
133666|10.549
133667|13.087
133668|14.857
133670|9.38
133671|12.631
133672|9.527
133673|8.373
133674|7.163
133675|13.541
133676|18.295
133678|10.056
133679|8.172
133680|12.296
133682|11.646
133685|7.94
133686|7.915
133689|9.441
133690|12.882
133693|10.273
133695|1966.257
133696|10.873
133697|17.992
133698|10.235
133699|9.534
133700|10.917
133702|8.818
133703|11.78
133704|12.46
133706|10.762
133707|16.812
133708|22.928
133709|24.001
133710|11.079
133711|15.973
133712|11.87
133713|12.729
133714|15.129
133715|10.795
133716|16.076
133718|11.619
133719|12.252
133720|11.334
133721|12.126
133723|10.935
133724|46.07
133725|15.148
133726|39.289
133727|9.714
133728|11.85
133732|10.769
133733|15.215
133735|16.33
133736|203.517
133738|10.807
133739|16.897
133740|97.964
133743|10.887
133744|16.826
133748|12.02
133749|15.782
133750|27.902
133751|13.113
133752|13.673
133754|12.917
133755|15.433
133756|11.954
133757|16.663
133758|17.797
133759|16.615
133760|14.248
133761|375.704
133763|14.653
133764|14.823
133765|20.445
133768|14.417
133769|24.611
133770|15.597
133771|16.688
133774|16.402
133777|16.209
133778|18.784
133779|20.883
133780|12.237
133781|13.75
133782|10.562
133783|11.528
133784|10.29
133785|10.893
133786|10.172
133787|12.562
133789|17.095
133790|10.277
133791|12.788
133792|16.597
133793|11.459
133794|10.121
133796|10.593
133798|11.349
133799|36.611
133802|9.789
133804|15.428
133805|12.251
133806|17.092
133807|16.34
133808|13.765
133809|12.553
133810|32.859
133811|32.609
133812|13.964
133813|30.682
134001|205.337
134002|13.962
134003|12.35
134004|10.828
134005|10.062
134007|72.488
134009|11.168
134010|8.534
134011|13.55
134014|12.631
134015|94.629
134017|16.199
134020|23.294
134021|14.892
134022|15.424
134024|18.682
134026|15.462
134029|14.886
134031|9.782
134034|14.658
134035|13.776
134036|10.636
134037|14.681
134039|63.847
134040|33.925
134041|19.674
134042|18.767
134043|13.853
134044|18.216
134045|12.577
134047|16.303
134048|17.509
134049|2103.352
134050|25.808
134053|12.847
134054|20.095
134055|26.638
134057|14.433
134058|11.049
134059|14.378
134060|11.116
134061|56.745
134062|20.187
134063|30.469
134064|10.776
134065|17.84
134067|17.072
134068|12.139
134069|14.982
134071|13.615
134072|14.207
134073|75.022
134074|21.113
134075|12.474
134076|12.719
134120|10.401
134121|11.813
134122|12.557
134123|10.878
134124|25.876
134125|11.341
134126|16.124
134127|9.08
134128|11.241
134131|25.86
134132|12.415
134133|379.582
134134|11.065
134135|11.546
134140|10.359
134141|9.925
134142|19.897
134143|12.515
134144|164.066
134145|9.782
134146|12.571
134147|12.611
134148|15.365
134150|13.827
134151|10.133
134152|28.888
134153|9.991
134154|360.711
134155|47.869
134156|14.341
134157|11.732
134159|31.234
134160|84.067
134162|11.064
134163|11.991
134164|11.944
134167|12.616
134169|13.761
134170|11.57
134171|15.752
134173|19.499
134174|16.909
134176|12.793
134177|16.502
134178|10.753
134179|10.232
134180|12.089
134183|12.349
134184|10.874
134185|24.812
134188|11.441
134189|10.872
134190|19.108
134192|10.002
134194|15.336
134197|15.094
134199|18.706
134201|14.777
135002|14.161
135003|25.545
135006|13.51
135007|23.27
135008|15.173
135009|10.322
135010|22.084
135011|122.961
135012|147.424
135015|9.965
135016|12.053
135017|15.681
135018|31.348
135020|14.27
135022|14.217
135023|13.031
135024|49.002
135025|12.185
135026|12.378
135027|10.941
135028|16.918
135029|14.134
135030|15.668
135031|15.686
135032|17.723
135033|9.061
135034|26.073
135036|17.998
135037|9.518
135038|12.686
135039|17.76
135040|13.183
135041|23.889
135042|88.044
135043|10.438
135046|19.694
135047|11.594
135049|32.188
135051|14.921
135053|14.006
135054|13.584
135055|10.955
135056|36.383
135057|7.524
135058|9.705
135059|10.115
135068|13.036
135069|9.442
135070|14.855
135072|9.763
135075|38.984
135076|9.37
135801|67.278
135802|180.992
136602|15.605
136603|14.512
136801|12.099
136802|18.156
136803|10.749
136805|11.175
136806|19.721
136807|11.796
136808|46.899
136809|23.549
136810|16.391
136811|13.221
136812|9.45
136813|13.372
136814|15.39
136815|15.461
136853|12.552
136872|17.924
136875|14.562
136876|13.916
136877|19.927
136878|30.651
136879|26.335
136880|12.087
136897|14.323
136901|15.418
136902|13.517
136904|10.403
136905|18.22
136906|15.849
136907|14.681
136908|23.116
136909|16.375
136910|13.512
136911|10.355
136912|10.802
136915|10.68
136916|17.623
136917|17.919
136920|11.161
136921|16.098
136922|29.709
136926|12.271
136927|21.117
136930|13.776
136931|13.326
136936|14.31
136937|15.127
136938|10.019
136939|10.446
136940|12.521
136941|14.753
137001|14.933
137002|11.247
138001|11.519
139201|22.127
139202|17.147
139407|9.02
139801|10.633
141801|10.567
143001|19.64
143602|15.732
145001|10.336
150210|13.853
150402|23.195
150601|40.178
152001|10.149
153001|11.414
153002|8.759
153810|17.557
153812|11.155
154401|12.844
155001|8.767
155002|13.231
155003|9.689
155004|16.055
155007|10.577
155008|21.443
155009|47.465
155010|9.295
155011|16.743
155012|12.477
155013|9.524
155014|10.812
155015|10.337
155016|14.372
155017|12.991
155018|15.137
155019|15.11
155020|10.19
155021|9.408
155022|12.321
155023|10.327
155024|19.514
155025|8.993
155026|18.143
155027|11.222
155028|11.906
155030|11.456
155031|13.154
155032|11.96
155033|10.493
155034|10.287
155036|9.328
155037|10.911
155039|14.192
155041|23.883
155042|11.178
155044|11.209
155046|20.536
155047|12.074
155048|10.215
155049|9.877
155050|17.212
155051|12.106
155052|16.299
155053|17.189
155054|11.333
155055|12.116
155056|12.266
155058|13.07
155059|18.123
155060|11.853
155061|24.647
155065|738.756
155066|16.25
155070|12.595
155073|18.619
155074|16.509
155075|10.479
155076|11.157
155077|13.779
155078|12.796
155079|13.724
155080|15.944
155081|14.499
155082|10.919
155083|10.524
155084|10.636
155085|13.693
155086|23.151
155087|15.85
155088|11.453
155089|204.332
155090|14.522
155091|26.062
155093|15.989
155094|10.564
155095|11.173
155096|15.225
155097|17.469
155099|10.433
155100|13.444
155101|23.09
155102|17.622
155103|23.77
155104|1308.496
155105|7.891
155108|13.223
155110|10.168
155111|11.913
155112|11.905
155119|16.357
155120|36.168
155121|36.163
155122|36.8
155123|10.871
155126|18.269
155127|57.153
155128|13.587
155129|9.921
155130|15.027
155133|15.553
155135|9.835
155136|492.909
155137|11.228
156401|11.928
157601|9.055
158201|22.442
158401|20.605
158601|12.012
159004|9.857
159201|6.618
159202|13.586
159203|14.355
160005|19.806
160006|26.772
160007|22.871
160008|16.625
160010|27.75
160012|36.481
160014|1135.818
160019|56.208
160020|16.802
160022|13.151
160023|16.967
160025|14.347
160027|10.78
160028|33.982
160031|10.61
160033|1051.913
160034|20.52
160035|19.591
160037|15.159
160040|34.821
160041|262.726
160042|43.819
160043|42.739
160045|15.705
160046|25.612
160048|23.959
160049|51.948
160050|19.519
160051|22.305
160052|81.919
160056|73.212
160058|13.722
160059|10166.235
160061|18.951
160062|17.191
160064|23.977
160065|22.78
160067|612.398
160068|15.829
160069|30.25
160070|38.122
160071|20.212
160074|17.894
160413|10.944
160414|22.22
161201|14.479
161203|15.183
161801|12.611
161802|24.651
162602|8.531
162622|18.622
163223|11.474
163224|16.392
163403|23.286
163404|8.977
163405|44.149
163406|41.356
163407|16.592
163408|43.391
163409|31.441
163410|81.618
163623|13.119
163624|14.517
163625|12.489
163805|31.794
163806|27.338
165003|30.854
165004|31.661
165212|235.923
166002|21.778
166003|68.504
167601|34.789
168201|42.66
168202|103.99
169013|56.189
169014|59.08
170003|30.154
170004|20.174
171802|29.405
