KSSS,MAPE_ML,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
155114,25.147,32.73,,ml,SARIMAX
155125,36.117,16.91,,weights,"(0.32, 0.34, 0.34)"
