KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,current_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
1089,0.1,0.28,0.62,11.7,RandomForest,12.957,10.903,current,current,,,,10.903
160027,0.07,0.12,0.81,11.21,HoltWinters,11.964,10.926,current,current,,,,10.926
155027,0.63,0.03,0.34,16.37,RandomForest,20.289,10.958,current,current,,,,10.958
35403,0.79,0.01,0.2,15.68,RandomForest,24.422,10.966,current,current,,,,10.966
134189,0.05,0.47,0.48,14.88,HoltWinters,27.061,10.981,current,current,,,,10.981
127001,0.62,0.0,0.38,12.46,RandomForest,17.959,11.052,current,current,,,,11.052
134135,0.76,0.19,0.05,12.93,HoltWinters,19.754,11.065,current,current,,,,11.065
3205,0.71,0.08,0.21,14.54,RandomForest,14.331,11.066,current,current,,,,11.066
155030,0.68,0.0,0.32,16.36,RandomForest,12.064,11.098,current,current,,,,11.098
133340,0.0,0.92,0.08,21.87,HoltWinters,12.01,11.141,current,current,,,,11.141
155088,0.17,0.03,0.8,11.96,SARIMAX,13.286,11.177,current,current,,,,11.177
155094,0.84,0.0,0.16,13.45,HoltWinters,73.218,11.224,current,current,,,,11.224
8214,0.23,0.77,0.0,28.61,RandomForest,31.781,11.249,current,current,,,,11.249
1779,0.92,0.0,0.08,18.42,RandomForest,16.878,11.272,current,current,,,,11.272
9521,0.53,0.43,0.04,16.75,HoltWinters,19.925,11.355,current,current,,,,11.355
134157,0.36,0.51,0.13,12.74,RandomForest,12.289,11.388,current,current,,,,11.388
163223,0.4,0.12,0.48,13.75,RandomForest,13.527,11.45,current,current,,,,11.45
133282,0.03,0.14,0.83,13.47,HoltWinters,11.725,11.456,current,current,,,,11.456
7192,0.91,0.07,0.02,16.09,RandomForest,16.44,11.477,current,current,,,,11.477
133728,0.92,0.08,-0.0,11.61,RandomForest,19.687,11.49,current,current,,,,11.49
133642,0.9,0.0,0.1,13.96,RandomForest,35.947,11.497,current,current,,,,11.497
133610,0.34,0.04,0.62,12.44,RandomForest,27.945,11.544,current,current,,,,11.544
133700,0.82,0.07,0.11,15.05,RandomForest,41.657,11.566,current,current,,,,11.566
133712,0.62,0.15,0.23,12.15,HoltWinters,13.72,11.57,current,current,,,,11.57
133602,1.0,0.0,0.0,18.16,RandomForest,91.642,11.628,current,current,,,,11.628
1254,0.36,0.3,0.34,15.13,RandomForest,18.387,11.634,current,current,,,,11.634
133798,0.68,0.01,0.31,11.74,RandomForest,14.625,11.674,current,current,,,,11.674
134164,0.49,0.19,0.32,18.23,RandomForest,20.34,11.732,current,current,,,,11.732
136926,0.44,0.15,0.41,13.07,RandomForest,12.203,11.902,current,current,,,,11.902
133574,0.08,0.13,0.79,13.98,RandomForest,15.543,11.906,current,current,,,,11.906
6465,0.11,0.2,0.69,12.29,RandomForest,15.189,11.938,current,current,,,,11.938
133756,0.0,0.2,0.8,30.67,SARIMAX,37.811,11.954,current,current,,,,11.954
133613,0.85,0.1,0.05,14.73,RandomForest,20.072,11.981,current,current,,,,11.981
133242,0.71,0.02,0.27,17.79,RandomForest,24.684,12.014,current,current,,,,12.014
3000,0.47,0.28,0.25,15.41,HoltWinters,12.575,12.031,current,current,,,,12.031
135016,0.44,0.02,0.54,17.76,RandomForest,19.11,12.053,current,current,,,,12.053
133680,0.88,0.12,0.0,13.09,HoltWinters,45.674,12.129,current,current,,,,12.129
1827,0.0,0.28,0.72,17.11,HoltWinters,14.59,12.283,current,current,,,,12.283
3401,0.0,0.61,0.39,12.8,HoltWinters,13.186,12.377,current,current,,,,12.377
133470,0.64,0.0,0.36,12.78,RandomForest,17.478,12.407,current,current,,,,12.407
135025,0.51,0.49,0.0,17.82,SARIMAX,13.403,12.423,current,current,,,,12.423
133704,0.85,0.15,0.0,13.31,HoltWinters,34.73,12.46,current,current,,,,12.46
133660,0.14,0.44,0.42,16.21,SARIMAX,13.032,12.542,current,current,,,,12.542
3740,0.49,0.08,0.43,16.61,RandomForest,32.648,12.549,current,current,,,,12.549
134146,0.58,0.09,0.33,15.18,RandomForest,23.535,12.582,current,current,,,,12.582
2930,0.78,0.03,0.19,21.72,RandomForest,47.945,12.772,current,current,,,,12.772
133454,0.03,0.09,0.88,14.14,SARIMAX,13.503,12.817,current,current,,,,12.817
136853,0.86,0.11,0.03,15.99,RandomForest,51.455,12.869,current,current,,,,12.869
133754,0.99,0.0,0.01,27.56,RandomForest,79.007,12.917,current,current,,,,12.917
3961,0.77,0.12,0.11,16.43,RandomForest,23.398,12.925,current,current,,,,12.925
134076,0.0,0.44,0.56,22.05,RandomForest,23.164,12.937,current,current,,,,12.937
3002,0.83,0.12,0.05,26.27,RandomForest,23.458,13.003,current,current,,,,13.003
1861,0.04,0.1,0.86,14.54,SARIMAX,21.167,13.012,current,current,,,,13.012
136811,0.91,0.0,0.09,13.92,RandomForest,61.856,13.019,current,current,,,,13.019
135040,0.24,0.03,0.73,14.45,SARIMAX,16.37,13.206,current,current,,,,13.206
2707,0.61,0.28,0.11,15.16,RandomForest,1749.626,13.281,current,current,,,,13.281
136813,1.0,0.0,0.0,23.81,RandomForest,31.016,13.299,current,current,,,,13.299
3357,0.69,0.0,0.31,15.04,RandomForest,20.103,13.377,current,current,,,,13.377
2750,0.2,0.05,0.75,15.32,RandomForest,17.466,13.417,current,current,,,,13.417
5226,0.86,0.0,0.14,13.82,RandomForest,30.156,13.55,current,current,,,,13.55
163625,0.46,0.4,0.14,19.16,HoltWinters,23.394,13.573,current,current,,,,13.573
7286,0.34,0.45,0.21,15.23,SARIMAX,13.784,13.615,current,current,,,,13.615
133640,0.91,0.09,-0.0,20.43,RandomForest,50.351,13.619,current,current,,,,13.619
35001,0.56,0.17,0.27,13.73,RandomForest,20.854,13.62,current,current,,,,13.62
9724,0.8,0.08,0.12,17.81,RandomForest,22.646,13.645,current,current,,,,13.645
8901,0.75,0.17,0.08,46.05,SARIMAX,14.355,13.686,current,current,,,,13.686
125620,0.55,0.27,0.18,14.69,RandomForest,30.237,13.697,current,current,,,,13.697
155079,0.87,0.0,0.13,16.95,RandomForest,68.891,13.702,current,current,,,,13.702
59002,0.39,0.0,0.61,19.13,RandomForest,17.284,13.702,current,current,,,,13.702
2604,0.95,0.05,0.0,23.05,RandomForest,108.155,13.724,current,current,,,,13.724
1257,1.0,0.0,0.0,19.54,RandomForest,71.365,13.829,current,current,,,,13.829
125603,0.94,0.06,0.0,13.98,RandomForest,16.193,13.841,current,current,,,,13.841
155039,0.27,0.22,0.51,14.56,SARIMAX,14.902,13.854,current,current,,,,13.854
3207,0.62,0.0,0.38,22.94,RandomForest,48.959,13.865,current,current,,,,13.865
133781,0.68,0.15,0.17,18.46,RandomForest,15.201,14.0,current,current,,,,14.0
39207,0.44,0.09,0.47,20.06,HoltWinters,14.796,14.046,current,current,,,,14.046
155078,0.82,0.05,0.13,16.9,RandomForest,20.033,14.074,current,current,,,,14.074
133768,0.0,0.09,0.91,15.85,RandomForest,14.464,14.106,current,current,,,,14.106
7067,0.55,0.04,0.41,16.74,RandomForest,41.832,14.131,current,current,,,,14.131
2987,0.84,0.0,0.16,18.0,RandomForest,42.423,14.132,current,current,,,,14.132
90001,0.35,0.05,0.6,17.11,RandomForest,18.6,14.153,current,current,,,,14.153
8747,0.44,0.15,0.41,18.0,RandomForest,19.359,14.172,current,current,,,,14.172
1917,0.26,0.05,0.69,17.17,RandomForest,20.825,14.204,current,current,,,,14.204
3645,0.27,0.29,0.44,22.64,RandomForest,20.745,14.264,current,current,,,,14.264
133604,0.89,0.07,0.04,21.13,RandomForest,16.018,14.289,current,current,,,,14.289
5076,0.0,0.07,0.93,14.32,SARIMAX,14.849,14.292,current,current,,,,14.292
125609,0.94,0.06,0.0,16.25,RandomForest,20.534,14.338,current,current,,,,14.338
155090,0.0,0.46,0.54,17.86,HoltWinters,18.606,14.344,current,current,,,,14.344
125638,1.0,0.0,0.0,17.38,RandomForest,63.086,14.347,current,current,,,,14.347
9465,0.24,0.0,0.76,73.65,RandomForest,25.32,14.374,current,current,,,,14.374
159202,0.3,0.09,0.61,22.98,RandomForest,31.85,14.486,current,current,,,,14.486
9430,0.75,0.0,0.25,14.58,RandomForest,26.243,14.542,current,current,,,,14.542
4172,0.21,0.42,0.37,18.28,RandomForest,15.764,14.645,current,current,,,,14.645
134026,0.26,0.69,0.05,18.84,SARIMAX,17.988,14.654,current,current,,,,14.654
136937,0.97,0.0,0.03,15.39,RandomForest,15.079,14.734,current,current,,,,14.734
118601,0.92,0.0,0.08,20.86,HoltWinters,57.993,14.776,current,current,,,,14.776
1978,0.53,0.0,0.47,19.04,RandomForest,36.725,14.778,current,current,,,,14.778
2654,0.94,0.05,0.01,17.33,RandomForest,20.279,14.877,current,current,,,,14.877
136815,0.35,0.37,0.28,20.04,HoltWinters,16.04,14.939,current,current,,,,14.939
150210,0.59,0.3,0.11,24.69,RandomForest,33.271,14.945,current,current,,,,14.945
136814,0.43,0.2,0.37,18.02,HoltWinters,40.062,14.957,current,current,,,,14.957
155018,0.63,0.03,0.34,21.48,RandomForest,18.311,14.988,current,current,,,,14.988
8729,0.69,0.0,0.31,16.84,RandomForest,23.008,15.0,current,current,,,,15.0
134171,0.0,0.71,0.29,15.99,SARIMAX,16.377,15.102,current,current,,,,15.102
161201,0.42,0.16,0.42,18.55,RandomForest,21.783,15.175,current,current,,,,15.175
155130,0.66,0.07,0.27,20.8,HoltWinters,19.203,15.177,current,current,,,,15.177
94005,0.88,0.06,0.06,17.03,RandomForest,17.407,15.298,current,current,,,,15.298
3748,0.72,0.0,0.28,16.95,RandomForest,25.168,15.332,current,current,,,,15.332
133749,0.78,0.07,0.15,17.01,RandomForest,45.789,15.37,current,current,,,,15.37
133755,0.91,0.09,-0.0,18.27,HoltWinters,68.664,15.433,current,current,,,,15.433
125639,0.78,0.0,0.22,16.4,RandomForest,36.356,15.437,current,current,,,,15.437
155004,0.72,0.19,0.09,18.02,HoltWinters,19.675,15.679,current,current,,,,15.679
125650,0.25,0.67,0.08,16.14,SARIMAX,17.823,15.693,current,current,,,,15.693
6482,0.11,0.27,0.62,17.94,SARIMAX,15.928,15.707,current,current,,,,15.707
155093,0.55,0.14,0.31,17.19,RandomForest,33.592,15.777,current,current,,,,15.777
135028,0.53,0.47,0.0,16.08,HoltWinters,18.963,15.811,current,current,,,,15.811
1941,0.95,0.0,0.05,17.8,RandomForest,25.213,15.857,current,current,,,,15.857
136602,0.89,0.02,0.09,17.39,RandomForest,48.52,15.923,current,current,,,,15.923
1831,0.54,0.0,0.46,25.97,HoltWinters,18.336,15.931,current,current,,,,15.931
3844,0.35,0.14,0.51,16.2,RandomForest,25.926,16.053,current,current,,,,16.053
161203,0.48,0.22,0.3,19.95,RandomForest,19.535,16.11,current,current,,,,16.11
2664,0.13,0.59,0.28,26.41,HoltWinters,21.974,16.141,current,current,,,,16.141
134197,0.28,0.13,0.59,18.58,RandomForest,19.043,16.164,current,current,,,,16.164
155080,0.86,0.04,0.1,21.86,HoltWinters,51.613,16.228,current,current,,,,16.228
133436,0.0,1.0,0.0,42.08,RandomForest,16.998,16.449,current,current,,,,16.449
3150,0.0,0.59,0.41,19.07,HoltWinters,18.454,16.569,current,current,,,,16.569
31401,0.68,0.14,0.18,18.47,RandomForest,25.181,16.665,current,current,,,,16.665
125623,0.99,0.0,0.01,17.02,RandomForest,29.588,16.676,current,current,,,,16.676
125632,1.0,0.0,0.0,17.39,RandomForest,20.815,16.813,current,current,,,,16.813
136916,0.0,0.43,0.57,19.22,RandomForest,20.582,16.835,current,current,,,,16.835
5013,0.24,0.1,0.66,18.19,HoltWinters,27.811,16.868,current,current,,,,16.868
8734,0.72,0.15,0.13,26.79,RandomForest,27.072,16.868,current,current,,,,16.868
135036,0.08,0.65,0.27,19.64,SARIMAX,17.453,16.876,current,current,,,,16.876
8754,0.0,1.0,0.0,37.52,RandomForest,18.44,17.002,current,current,,,,17.002
3395,1.0,0.0,0.0,106.56,RandomForest,21.17,17.01,current,current,,,,17.01
3374,0.8,0.01,0.19,19.15,HoltWinters,81.993,17.032,current,current,,,,17.032
136917,0.0,0.7,0.3,21.73,HoltWinters,18.309,17.082,current,current,,,,17.082
125641,0.91,0.0,0.09,18.55,RandomForest,53.01,17.169,current,current,,,,17.169
7064,0.61,0.07,0.32,23.84,RandomForest,49.295,17.289,current,current,,,,17.289
133237,0.18,0.4,0.42,20.11,HoltWinters,17.962,17.339,current,current,,,,17.339
3052,0.58,0.0,0.42,20.45,RandomForest,23.574,17.529,current,current,,,,17.529
136802,0.86,0.03,0.11,19.59,RandomForest,26.131,17.543,current,current,,,,17.543
136872,0.34,0.66,-0.0,18.86,RandomForest,19.074,18.055,current,current,,,,18.055
133676,0.71,0.29,0.0,18.84,RandomForest,32.639,18.142,current,current,,,,18.142
2717,1.0,0.0,0.0,885.29,RandomForest,20.463,18.44,current,current,,,,18.44
125669,0.94,0.06,0.0,20.89,RandomForest,49.383,18.478,current,current,,,,18.478
133303,0.24,0.75,0.01,22.02,RandomForest,22.835,18.558,current,current,,,,18.558
3832,0.65,0.04,0.31,20.46,RandomForest,27.115,18.63,current,current,,,,18.63
127802,0.87,0.13,0.0,31.71,RandomForest,43.299,18.639,current,current,,,,18.639
125634,0.91,0.09,-0.0,20.98,RandomForest,53.789,18.941,current,current,,,,18.941
3962,0.26,0.43,0.31,22.27,HoltWinters,20.478,18.963,current,current,,,,18.963
64801,0.35,0.48,0.17,19.8,RandomForest,19.549,18.994,current,current,,,,18.994
125629,0.85,0.0,0.15,24.17,RandomForest,40.512,19.003,current,current,,,,19.003
136921,1.0,0.0,0.0,24.72,RandomForest,75.867,19.066,current,current,,,,19.066
134054,0.11,0.36,0.53,21.72,HoltWinters,23.187,19.318,current,current,,,,19.318
2882,0.53,0.25,0.22,19.88,RandomForest,22.379,19.766,current,current,,,,19.766
170004,0.0,0.38,0.62,45.25,RandomForest,39.603,19.798,current,current,,,,19.798
5095,0.0,0.56,0.44,33.66,SARIMAX,46.675,19.863,current,current,,,,19.863
128801,0.62,0.12,0.26,28.43,RandomForest,29.86,20.108,current,current,,,,20.108
6394,0.6,0.05,0.35,21.58,RandomForest,26.573,20.289,current,current,,,,20.289
133488,0.0,0.7,0.3,25.44,HoltWinters,23.391,21.042,current,current,,,,21.042
158401,0.8,0.02,0.18,24.03,RandomForest,77.7,21.058,current,current,,,,21.058
1858,0.0,0.23,0.77,24.87,RandomForest,42.94,21.143,current,current,,,,21.143
2136,0.58,0.13,0.29,21.92,HoltWinters,32.279,21.79,current,current,,,,21.79
5071,0.0,0.18,0.82,21.98,HoltWinters,35.724,21.811,current,current,,,,21.811
64406,0.18,0.05,0.77,27.34,HoltWinters,22.896,22.388,current,current,,,,22.388
2611,0.79,0.17,0.04,25.21,RandomForest,41.8,22.49,current,current,,,,22.49
9304,0.16,0.57,0.27,23.12,RandomForest,29.242,22.577,current,current,,,,22.577
9385,1.0,0.0,0.0,46.6,RandomForest,53.204,23.623,current,current,,,,23.623
1751,0.26,0.21,0.53,31.68,SARIMAX,110.318,24.102,current,current,,,,24.102
3987,0.0,0.57,0.43,35.32,RandomForest,44.789,24.742,current,current,,,,24.742
4174,0.43,0.0,0.57,130.03,RandomForest,44.429,25.089,current,current,,,,25.089
3369,0.0,0.23,0.77,159.72,SARIMAX,34.909,25.178,current,current,,,,25.178
1075,0.0,0.7,0.3,266.35,RandomForest,1124.297,25.214,current,current,,,,25.214
39202,1.0,0.0,0.0,88.52,SARIMAX,86.452,25.476,current,current,,,,25.476
133750,0.82,0.13,0.05,30.02,HoltWinters,71.798,26.053,current,current,,,,26.053
171802,0.0,0.02,0.98,66.82,RandomForest,95.373,27.077,current,current,,,,27.077
8958,0.14,0.8,0.06,54.29,HoltWinters,31.8,30.571,current,current,,,,30.571
163805,0.41,0.59,0.0,43.38,RandomForest,74.927,31.794,current,current,,,,31.794
155120,0.0,0.54,0.46,133.57,RandomForest,76.92,36.168,current,current,,,,36.168
133799,0.0,0.23,0.77,189.49,HoltWinters,88.182,36.611,current,current,,,,36.611
168201,0.54,0.3,0.16,59.48,RandomForest,57.447,41.187,current,current,,,,41.187
155109,0.0,0.55,0.45,84.19,RandomForest,71.643,41.393,current,current,,,,41.393
2155,1.0,0.0,0.0,177.91,RandomForest,123.94,47.761,current,current,,,,47.761
169013,0.0,0.44,0.56,315.7,RandomForest,66.092,56.189,current,current,,,,56.189
165610,0.33,0.0,0.67,92.61,RandomForest,63.903,58.087,current,current,,,,58.087
169014,0.0,0.42,0.58,115.51,RandomForest,60.794,59.08,current,current,,,,59.08
133510,1.0,0.0,0.0,303.26,RandomForest,158.319,79.875,current,current,,,,79.875
5099,0.22,0.63,0.15,8.74,RandomForest,3.605,15.299,ml,RandomForest,,,,3.605
133674,0.46,0.19,0.35,6.73,RandomForest,3.78,6.808,ml,RandomForest,,,,3.78
162602,0.05,0.29,0.66,7.94,SARIMAX,3.915,8.658,ml,SARIMAX,,,,3.915
160008,0.0,0.5,0.5,10.61,RandomForest,3.968,15.941,ml,RandomForest,,,,3.968
9337,0.0,0.53,0.47,17.39,HoltWinters,3.972,16.634,ml,HoltWinters,,,,3.972
7131,0.16,0.21,0.63,8.19,HoltWinters,4.091,7.803,ml,HoltWinters,,,,4.091
145001,0.0,0.05,0.95,8.2,HoltWinters,4.097,9.912,ml,HoltWinters,,,,4.097
92405,0.19,0.54,0.27,14.85,HoltWinters,4.109,12.312,ml,HoltWinters,,,,4.109
124002,1.0,0.0,0.0,263.03,HoltWinters,4.139,371.457,ml,HoltWinters,,,,4.139
7126,0.04,0.17,0.79,12.17,HoltWinters,4.153,15.663,ml,HoltWinters,,,,4.153
3853,0.01,0.29,0.7,10.9,SARIMAX,4.155,30.903,ml,SARIMAX,,,,4.155
133719,0.94,0.03,0.03,10.29,RandomForest,4.237,12.013,ml,RandomForest,,,,4.237
1060,0.08,0.0,0.92,6.57,RandomForest,4.288,7.287,ml,RandomForest,,,,4.288
3144,0.0,0.26,0.74,11.37,HoltWinters,4.328,9.899,ml,HoltWinters,,,,4.328
3651,0.16,0.11,0.73,9.12,SARIMAX,4.351,11.556,ml,SARIMAX,,,,4.351
6416,0.0,0.42,0.58,14.99,SARIMAX,4.382,9.721,ml,SARIMAX,,,,4.382
133656,0.17,0.15,0.68,7.76,HoltWinters,4.409,9.001,ml,HoltWinters,,,,4.409
133296,0.23,0.07,0.7,8.78,HoltWinters,4.415,9.226,ml,HoltWinters,,,,4.415
134170,0.71,0.2,0.09,11.41,HoltWinters,4.421,11.917,ml,HoltWinters,,,,4.421
7073,0.0,0.85,0.15,88.56,RandomForest,4.435,26.592,ml,RandomForest,,,,4.435
2993,0.0,0.52,0.48,13.42,SARIMAX,4.437,12.955,ml,SARIMAX,,,,4.437
5972,0.56,0.29,0.15,10.62,RandomForest,4.457,8.831,ml,RandomForest,,,,4.457
3729,0.3,0.02,0.68,6.81,RandomForest,4.466,7.899,ml,RandomForest,,,,4.466
1907,0.0,0.35,0.65,45.94,RandomForest,4.491,24.367,ml,RandomForest,,,,4.491
9333,0.07,0.08,0.85,8.47,HoltWinters,4.491,8.831,ml,HoltWinters,,,,4.491
132203,0.1,0.19,0.71,10.01,HoltWinters,4.494,10.466,ml,HoltWinters,,,,4.494
9719,0.0,0.09,0.91,357.35,HoltWinters,4.495,583.147,ml,HoltWinters,,,,4.495
3143,0.08,0.62,0.3,10.45,RandomForest,4.507,11.891,ml,RandomForest,,,,4.507
5000,0.11,0.55,0.34,20.43,HoltWinters,4.546,16.392,ml,HoltWinters,,,,4.546
2613,0.29,0.62,0.09,16.52,RandomForest,4.577,12.461,ml,RandomForest,,,,4.577
133507,0.13,0.1,0.77,10.15,SARIMAX,4.592,10.648,ml,SARIMAX,,,,4.592
5015,0.11,0.04,0.85,7.91,HoltWinters,4.599,9.914,ml,HoltWinters,,,,4.599
9317,0.57,0.11,0.32,8.71,RandomForest,4.61,10.066,ml,RandomForest,,,,4.61
155048,0.04,0.08,0.88,8.76,RandomForest,4.637,10.065,ml,RandomForest,,,,4.637
5035,0.0,0.44,0.56,14.49,HoltWinters,4.641,11.784,ml,HoltWinters,,,,4.641
139407,0.22,0.07,0.71,8.96,SARIMAX,4.649,8.562,ml,SARIMAX,,,,4.649
9346,0.22,0.2,0.58,10.79,HoltWinters,4.676,8.361,ml,HoltWinters,,,,4.676
1890,0.0,0.29,0.71,11.46,HoltWinters,4.692,10.251,ml,HoltWinters,,,,4.692
5045,0.06,0.0,0.94,8.29,RandomForest,4.693,13.372,ml,RandomForest,,,,4.693
1279,0.57,0.0,0.43,7.56,RandomForest,4.703,9.436,ml,RandomForest,,,,4.703
3749,0.15,0.08,0.77,6.63,HoltWinters,4.705,8.697,ml,HoltWinters,,,,4.705
5098,0.02,0.16,0.82,10.42,SARIMAX,4.705,,ml,SARIMAX,,,,4.705
84802,0.12,0.15,0.73,10.77,HoltWinters,4.705,7.17,ml,HoltWinters,,,,4.705
163002,0.09,0.1,0.81,7.52,RandomForest,4.743,,ml,RandomForest,,,,4.743
1106,0.03,0.0,0.97,7.56,RandomForest,4.744,9.027,ml,RandomForest,,,,4.744
152001,0.17,0.03,0.8,7.48,RandomForest,4.751,10.281,ml,RandomForest,,,,4.751
6429,0.43,0.3,0.27,10.93,HoltWinters,4.769,12.595,ml,HoltWinters,,,,4.769
1756,0.02,0.09,0.89,6.58,HoltWinters,4.779,8.472,ml,HoltWinters,,,,4.779
3136,0.0,0.59,0.41,14.59,SARIMAX,4.799,26.71,ml,SARIMAX,,,,4.799
3544,0.0,0.33,0.67,9.92,SARIMAX,4.8,35.602,ml,SARIMAX,,,,4.8
1064,0.07,0.09,0.84,8.98,RandomForest,4.814,11.95,ml,RandomForest,,,,4.814
133577,0.56,0.25,0.19,10.94,RandomForest,4.843,13.333,ml,RandomForest,,,,4.843
3127,0.0,0.22,0.78,10.83,HoltWinters,4.844,9.386,ml,HoltWinters,,,,4.844
