KSSS,MAPE_ML,ML_model,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
133615,7.003,RandomForest,12.79,14.16,МЛ,RandomForest
133616,6.06,SARIMAX,7.59,8.424,МЛ,SARIMAX
133617,5.825,SARIMAX,7.17,8.73,МЛ,SARIMAX
133618,6.436,SARIMAX,12.99,13.945,МЛ,SARIMAX
133619,6.592,SARIMAX,8.61,9.387,МЛ,SARIMAX
133620,7.408,SARIMAX,11.95,10.192,МЛ,SARIMAX
133621,5.676,SARIMAX,15.47,17.786,МЛ,SARIMAX
133625,11.825,RandomForest,15.39,14.811,МЛ,RandomForest
133626,5.498,SARIMAX,12.0,9.248,МЛ,SARIMAX
133627,7.313,SARIMAX,13.92,12.315,МЛ,SARIMAX
133629,5.144,HoltWinters,9.17,9.037,МЛ,HoltWinters
133630,5.881,SARIMAX,10.74,8.787,МЛ,SARIMAX
133631,8.033,NBEATS,11.3,11.661,МЛ,NBEATS
133632,5.652,SARIMAX,8.88,11.527,МЛ,SARIMAX
133633,5.991,NBEATS,11.0,9.452,МЛ,NBEATS
133634,6.207,TTM,8.62,9.339,МЛ,TTM
133636,8.659,SARIMAX,12.25,11.597,МЛ,SARIMAX
133637,8.402,SARIMAX,10.79,13.763,МЛ,SARIMAX
133638,4.784,SARIMAX,9.97,10.089,МЛ,SARIMAX
133639,6.975,SARIMAX,52.91,27.356,МЛ,SARIMAX
133640,7.251,SARIMAX,19.87,12.685,МЛ,SARIMAX
133641,8.816,NBEATS,11.52,10.245,МЛ,NBEATS
133642,8.798,RandomForest,13.99,11.226,МЛ,RandomForest
133644,5.423,SARIMAX,8.52,9.467,МЛ,SARIMAX
133645,6.936,SARIMAX,10.61,10.895,МЛ,SARIMAX
133649,6.704,SARIMAX,17.72,20.488,МЛ,SARIMAX
133650,4.783,RandomForest,10.43,11.376,МЛ,RandomForest
133652,6.086,SARIMAX,7.67,9.111,МЛ,SARIMAX
133653,4.717,SARIMAX,9.7,9.367,МЛ,SARIMAX
133655,5.19,SARIMAX,9.52,10.492,МЛ,SARIMAX
133656,4.905,SARIMAX,7.75,8.952,МЛ,SARIMAX
133657,5.568,SARIMAX,10.35,9.36,МЛ,SARIMAX
133659,8.087,RandomForest,9.45,12.322,МЛ,RandomForest
133660,9.272,SARIMAX,15.93,12.973,МЛ,SARIMAX
133662,7.353,SARIMAX,82.95,134.385,МЛ,SARIMAX
133663,7.097,SARIMAX,11.57,9.919,МЛ,SARIMAX
133664,6.555,NBEATS,8.57,8.326,МЛ,NBEATS
133666,4.82,SARIMAX,10.07,9.985,МЛ,SARIMAX
133667,7.694,SARIMAX,11.32,12.064,МЛ,SARIMAX
133668,6.918,TTM,14.92,14.008,МЛ,TTM
133670,5.876,SARIMAX,7.73,8.993,МЛ,SARIMAX
133671,7.219,SARIMAX,13.56,12.588,МЛ,SARIMAX
133672,7.176,SARIMAX,11.66,9.144,МЛ,SARIMAX
133673,5.454,RandomForest,8.77,8.387,МЛ,RandomForest
133674,3.695,SARIMAX,6.64,6.742,МЛ,SARIMAX
133675,8.865,SARIMAX,14.45,12.328,МЛ,SARIMAX
133676,7.926,RandomForest,18.29,17.236,МЛ,RandomForest
133678,6.124,SARIMAX,8.16,9.499,МЛ,SARIMAX
133679,5.969,RandomForest,8.95,8.246,МЛ,RandomForest
133680,7.031,SARIMAX,12.74,11.38,МЛ,SARIMAX
133682,8.396,SARIMAX,12.55,11.213,МЛ,SARIMAX
133685,4.451,SARIMAX,7.95,8.112,МЛ,SARIMAX
133686,4.734,SARIMAX,5.94,7.802,МЛ,SARIMAX
133689,5.43,SARIMAX,8.31,9.277,МЛ,SARIMAX
133690,5.774,SARIMAX,9.53,12.079,МЛ,SARIMAX
133693,5.521,SARIMAX,9.57,9.683,МЛ,SARIMAX
133695,6.109,HoltWinters,805.06,1966.257,МЛ,HoltWinters
133696,8.774,SARIMAX,12.2,10.482,МЛ,SARIMAX
133697,7.02,SARIMAX,15.46,17.691,МЛ,SARIMAX
133698,5.65,SARIMAX,7.16,10.019,МЛ,SARIMAX
133699,6.323,SARIMAX,11.94,8.922,МЛ,SARIMAX
133700,7.449,SARIMAX,14.79,12.836,МЛ,SARIMAX
133702,6.33,SARIMAX,7.8,8.399,МЛ,SARIMAX
133703,7.121,TTM,9.5,13.037,МЛ,TTM
133706,4.932,RandomForest,9.96,10.078,МЛ,RandomForest
133707,9.696,RandomForest,13.92,16.342,МЛ,RandomForest
133708,7.257,SARIMAX,16.1,20.924,МЛ,SARIMAX
133709,10.068,SARIMAX,16.17,21.657,МЛ,SARIMAX
133710,7.619,SARIMAX,9.73,11.673,МЛ,SARIMAX
133711,9.068,SARIMAX,15.05,16.589,МЛ,SARIMAX
133712,6.286,SARIMAX,11.96,11.333,МЛ,SARIMAX
133713,5.378,SARIMAX,13.71,14.993,МЛ,SARIMAX
133714,5.829,NBEATS,15.35,15.705,МЛ,NBEATS
133715,6.037,SARIMAX,11.4,10.579,МЛ,SARIMAX
133716,6.519,SARIMAX,17.81,15.354,МЛ,SARIMAX
133718,5.494,SARIMAX,10.08,11.785,МЛ,SARIMAX
133719,19.012,SARIMAX,11.6,15.457,веса,"(1.00, 0.00, 0.00)"
133720,6.882,SARIMAX,10.43,10.896,МЛ,SARIMAX
133721,9.194,TTM,11.02,12.978,МЛ,TTM
133723,5.45,SARIMAX,8.61,10.291,МЛ,SARIMAX
133724,9.018,SARIMAX,28.84,40.844,МЛ,SARIMAX
133725,10.607,SARIMAX,14.26,15.604,МЛ,SARIMAX
133727,4.272,SARIMAX,7.41,9.324,МЛ,SARIMAX
133728,6.918,SARIMAX,11.73,11.191,МЛ,SARIMAX
133732,7.21,SARIMAX,9.12,11.0,МЛ,SARIMAX
133733,11.813,SARIMAX,20.87,16.933,МЛ,SARIMAX
133735,9.111,SARIMAX,15.66,17.092,МЛ,SARIMAX
133736,11.873,SARIMAX,72.13,184.447,МЛ,SARIMAX
133738,4.014,SARIMAX,9.28,10.612,МЛ,SARIMAX
133739,8.112,RandomForest,19.26,17.18,МЛ,RandomForest
133740,64.098,SARIMAX,75.85,97.964,МЛ,SARIMAX
133743,4.743,SARIMAX,9.28,10.142,МЛ,SARIMAX
133744,12.037,SARIMAX,12.59,17.158,МЛ,SARIMAX
133748,5.875,SARIMAX,10.35,11.22,МЛ,SARIMAX
133749,10.285,SARIMAX,17.71,16.467,МЛ,SARIMAX
133750,8.509,SARIMAX,28.84,25.751,МЛ,SARIMAX
133751,6.606,SARIMAX,11.6,13.033,МЛ,SARIMAX
133752,8.665,SARIMAX,15.39,13.673,МЛ,SARIMAX
133756,9.955,SARIMAX,48.9,11.954,МЛ,SARIMAX
133757,6.925,SARIMAX,11.27,19.01,МЛ,SARIMAX
133758,9.886,SARIMAX,15.54,19.566,МЛ,SARIMAX
133759,7.511,SARIMAX,13.31,17.805,МЛ,SARIMAX
133760,6.403,SARIMAX,18.08,15.165,МЛ,SARIMAX
133761,9.715,TTM,37.9,375.704,МЛ,TTM
133763,6.597,SARIMAX,14.56,14.602,МЛ,SARIMAX
133764,5.031,SARIMAX,12.21,14.74,МЛ,SARIMAX
133765,6.005,TTM,15.64,26.923,МЛ,TTM
133768,9.673,SARIMAX,15.58,16.081,МЛ,SARIMAX
133769,32.858,SARIMAX,33.11,30.245,старая,старая
133770,8.57,SARIMAX,12.66,16.771,МЛ,SARIMAX
133771,4.289,SARIMAX,8.87,16.345,МЛ,SARIMAX
133774,5.271,SARIMAX,13.1,18.799,МЛ,SARIMAX
133777,7.898,SARIMAX,17.27,17.109,МЛ,SARIMAX
133778,15.288,NBEATS,17.25,24.162,МЛ,NBEATS
133779,11.367,SARIMAX,21.67,23.156,МЛ,SARIMAX
133780,11.905,SARIMAX,17.06,11.374,старая,старая
133781,10.733,SARIMAX,18.24,13.985,МЛ,SARIMAX
133782,5.158,SARIMAX,9.46,13.213,МЛ,SARIMAX
133783,8.625,SARIMAX,9.16,14.769,МЛ,SARIMAX
133784,6.587,SARIMAX,10.28,11.253,МЛ,SARIMAX
133785,5.302,SARIMAX,9.37,11.731,МЛ,SARIMAX
133786,5.396,SARIMAX,9.24,10.839,МЛ,SARIMAX
133787,6.11,SARIMAX,12.01,16.042,МЛ,SARIMAX
133789,5.064,SARIMAX,8.65,15.036,МЛ,SARIMAX
133790,6.023,RandomForest,9.63,10.277,МЛ,RandomForest
133791,6.091,SARIMAX,10.52,14.04,МЛ,SARIMAX
133792,9.263,SARIMAX,12.84,16.33,МЛ,SARIMAX
133793,10.056,SARIMAX,10.8,12.089,МЛ,SARIMAX
133794,5.803,SARIMAX,8.88,10.248,МЛ,SARIMAX
133796,7.279,NBEATS,13.21,11.251,МЛ,NBEATS
133798,15.653,SARIMAX,12.4,11.366,старая,старая
133802,9.236,SARIMAX,11.27,12.866,МЛ,SARIMAX
133804,10.418,SARIMAX,12.83,18.813,МЛ,SARIMAX
133805,8.413,SARIMAX,11.88,12.248,МЛ,SARIMAX
133806,10.504,SARIMAX,24.7,19.518,МЛ,SARIMAX
133807,7.863,HoltWinters,15.47,15.303,МЛ,HoltWinters
133808,6.583,SARIMAX,15.01,13.8,МЛ,SARIMAX
133809,7.295,RandomForest,17.97,12.463,МЛ,RandomForest
133810,11.278,HoltWinters,23.41,30.522,МЛ,HoltWinters
133811,9.375,SARIMAX,26.03,31.166,МЛ,SARIMAX
133812,6.935,SARIMAX,13.82,16.067,МЛ,SARIMAX
133813,11.812,SARIMAX,33.58,33.804,МЛ,SARIMAX
134001,9.046,SARIMAX,118.31,171.139,МЛ,SARIMAX
134002,7.381,SARIMAX,14.23,16.837,МЛ,SARIMAX
134003,11.904,SARIMAX,15.83,15.73,МЛ,SARIMAX
134004,5.312,SARIMAX,7.91,10.435,МЛ,SARIMAX
134005,7.196,SARIMAX,9.62,9.662,МЛ,SARIMAX
134007,8.062,RandomForest,45.16,66.431,МЛ,RandomForest
134009,6.949,SARIMAX,10.59,10.765,МЛ,SARIMAX
134010,6.058,SARIMAX,12.92,8.161,МЛ,SARIMAX
134011,14.05,NBEATS,16.84,12.886,старая,старая
134014,8.058,SARIMAX,12.0,14.18,МЛ,SARIMAX
134015,8.851,SARIMAX,53.4,80.525,МЛ,SARIMAX
134017,10.717,SARIMAX,16.62,14.703,МЛ,SARIMAX
134020,7.43,SARIMAX,14.41,24.236,МЛ,SARIMAX
134021,4.238,SARIMAX,8.93,13.854,МЛ,SARIMAX
134022,8.396,SARIMAX,13.0,15.966,МЛ,SARIMAX
134024,9.899,SARIMAX,16.81,17.746,МЛ,SARIMAX
134026,8.085,SARIMAX,18.69,15.364,МЛ,SARIMAX
134029,8.25,SARIMAX,12.38,14.368,МЛ,SARIMAX
134030,9.66,SARIMAX,14.11,,МЛ,SARIMAX
134031,6.789,NBEATS,10.37,9.428,МЛ,NBEATS
134034,8.28,SARIMAX,11.28,14.294,МЛ,SARIMAX
134035,6.437,SARIMAX,11.06,12.845,МЛ,SARIMAX
134036,8.12,SARIMAX,9.03,10.539,МЛ,SARIMAX
134037,10.596,SARIMAX,11.88,13.98,МЛ,SARIMAX
134039,12.882,SARIMAX,79.8,63.847,МЛ,SARIMAX
134040,7.889,SARIMAX,185.21,45.771,МЛ,SARIMAX
134041,9.773,SARIMAX,16.0,18.518,МЛ,SARIMAX
134042,10.28,SARIMAX,16.43,18.157,МЛ,SARIMAX
134043,6.52,SARIMAX,11.12,13.393,МЛ,SARIMAX
134044,9.639,SARIMAX,18.37,17.356,МЛ,SARIMAX
134045,6.389,SARIMAX,10.52,11.794,МЛ,SARIMAX
134047,7.225,RandomForest,14.17,15.651,МЛ,RandomForest
134048,10.367,SARIMAX,14.64,17.509,МЛ,SARIMAX
134049,34.521,SARIMAX,997.6,2103.352,МЛ,SARIMAX
134050,9.753,SARIMAX,22.5,25.412,МЛ,SARIMAX
134053,6.431,SARIMAX,12.4,12.346,МЛ,SARIMAX
134054,8.518,SARIMAX,22.05,18.732,МЛ,SARIMAX
134055,5.56,SARIMAX,16.18,27.613,МЛ,SARIMAX
134057,5.196,SARIMAX,8.84,13.27,МЛ,SARIMAX
134058,5.737,SARIMAX,8.87,10.636,МЛ,SARIMAX
134059,6.991,SARIMAX,10.56,16.356,МЛ,SARIMAX
134060,8.329,SARIMAX,8.9,11.687,МЛ,SARIMAX
134061,22.394,TTM,34.11,56.745,МЛ,TTM
134062,8.041,SARIMAX,19.46,20.187,МЛ,SARIMAX
134063,7.762,SARIMAX,387.86,38.051,МЛ,SARIMAX
134064,7.133,RandomForest,227.23,10.776,МЛ,RandomForest
134065,8.302,SARIMAX,17.27,16.962,МЛ,SARIMAX
134067,7.465,SARIMAX,16.14,16.564,МЛ,SARIMAX
134068,6.509,RandomForest,9.82,12.731,МЛ,RandomForest
134069,6.853,SARIMAX,19.37,15.811,МЛ,SARIMAX
134071,6.655,SARIMAX,47.15,16.419,МЛ,SARIMAX
134072,5.99,SARIMAX,16.77,14.55,МЛ,SARIMAX
134073,9.683,SARIMAX,65.93,64.327,МЛ,SARIMAX
134074,12.525,SARIMAX,47.03,24.45,МЛ,SARIMAX
134075,10.224,SARIMAX,18.32,12.563,МЛ,SARIMAX
134076,14.564,SARIMAX,23.15,14.001,старая,старая
134120,6.908,SARIMAX,9.31,10.344,МЛ,SARIMAX
134121,5.578,SARIMAX,8.14,11.53,МЛ,SARIMAX
134122,8.403,SARIMAX,13.96,12.336,МЛ,SARIMAX
134123,93.933,SARIMAX,94.58,132.41,МЛ,SARIMAX
134124,8.836,SARIMAX,16.73,25.685,МЛ,SARIMAX
134125,8.074,HoltWinters,11.96,11.734,МЛ,HoltWinters
134126,8.963,RandomForest,13.35,16.69,МЛ,RandomForest
134127,7.167,SARIMAX,9.7,9.479,МЛ,SARIMAX
134128,93.684,SARIMAX,113.72,166.645,МЛ,SARIMAX
134131,11.017,SARIMAX,26.75,32.07,МЛ,SARIMAX
134132,6.705,NBEATS,14.1,12.403,МЛ,NBEATS
134133,82.901,SARIMAX,208.63,307.989,МЛ,SARIMAX
134134,5.029,SARIMAX,9.69,11.551,МЛ,SARIMAX
134135,7.889,SARIMAX,12.8,12.509,МЛ,SARIMAX
134140,93.708,SARIMAX,161.76,221.664,МЛ,SARIMAX
134141,6.846,SARIMAX,10.2,10.196,МЛ,SARIMAX
134142,7.147,SARIMAX,13.62,19.897,МЛ,SARIMAX
134143,11.18,SARIMAX,11.36,12.752,МЛ,SARIMAX
134144,6.627,HoltWinters,83.61,133.662,МЛ,HoltWinters
134145,5.845,TTM,11.71,9.413,МЛ,TTM
134146,9.429,SARIMAX,16.46,12.422,МЛ,SARIMAX
134147,6.908,NBEATS,11.58,11.89,МЛ,NBEATS
134148,7.19,SARIMAX,18.93,17.32,МЛ,SARIMAX
134150,6.189,SARIMAX,13.81,16.661,МЛ,SARIMAX
134151,6.583,SARIMAX,12.31,9.884,МЛ,SARIMAX
134152,7.604,NBEATS,21.5,24.79,МЛ,NBEATS
134153,5.345,SARIMAX,13.88,10.68,МЛ,SARIMAX
134154,7.365,SARIMAX,174.26,299.359,МЛ,SARIMAX
134155,10.283,RandomForest,14.57,41.627,МЛ,RandomForest
134156,12.063,SARIMAX,13.96,14.28,МЛ,SARIMAX
134157,5.722,SARIMAX,12.82,11.719,МЛ,SARIMAX
134159,3.181,SARIMAX,19.88,31.234,МЛ,SARIMAX
134160,8.666,SARIMAX,68.15,73.984,МЛ,SARIMAX
134162,6.846,SARIMAX,9.24,10.323,МЛ,SARIMAX
134163,6.019,SARIMAX,9.9,11.759,МЛ,SARIMAX
134164,9.846,SARIMAX,18.1,11.723,МЛ,SARIMAX
134167,69.899,SARIMAX,13.82,13.151,старая,старая
134169,6.927,SARIMAX,16.55,14.447,МЛ,SARIMAX
134170,5.284,SARIMAX,11.41,11.973,МЛ,SARIMAX
134171,19.451,SARIMAX,20.86,30.176,МЛ,SARIMAX
134173,4.943,SARIMAX,10.12,17.219,МЛ,SARIMAX
134174,9.108,SARIMAX,16.21,16.26,МЛ,SARIMAX
134176,5.929,SARIMAX,10.38,12.704,МЛ,SARIMAX
134177,8.895,SARIMAX,12.87,15.57,МЛ,SARIMAX
134178,8.954,SARIMAX,13.16,11.497,МЛ,SARIMAX
134179,6.972,RandomForest,10.08,10.944,МЛ,RandomForest
134180,6.788,SARIMAX,16.2,12.619,МЛ,SARIMAX
134183,6.834,SARIMAX,11.19,12.985,МЛ,SARIMAX
134184,6.649,SARIMAX,11.72,11.041,МЛ,SARIMAX
134185,9.413,SARIMAX,18.85,24.369,МЛ,SARIMAX
134188,7.833,TTM,11.54,11.412,МЛ,TTM
134189,9.733,SARIMAX,16.02,11.723,МЛ,SARIMAX
134190,8.098,RandomForest,18.29,20.909,МЛ,RandomForest
134192,6.852,SARIMAX,8.4,10.067,МЛ,SARIMAX
134194,9.178,TTM,14.38,15.744,МЛ,TTM
134197,11.86,SARIMAX,18.03,15.6,МЛ,SARIMAX
134199,5.977,SARIMAX,186.86,23.547,МЛ,SARIMAX
134200,56.28,SARIMAX,183.7,,МЛ,SARIMAX
134201,6.908,SARIMAX,14.21,14.26,МЛ,SARIMAX
135001,17.103,SARIMAX,22.26,,МЛ,SARIMAX
135002,9.503,SARIMAX,12.24,13.269,МЛ,SARIMAX
135003,12.395,SARIMAX,21.49,24.239,МЛ,SARIMAX
135004,67.97,SARIMAX,405.16,,МЛ,SARIMAX
135005,8.029,TTM,18.98,,МЛ,TTM
135006,93.476,SARIMAX,206.26,389.898,МЛ,SARIMAX
135007,11.696,SARIMAX,18.74,23.3,МЛ,SARIMAX
135008,11.343,SARIMAX,16.16,21.066,МЛ,SARIMAX
135009,5.727,SARIMAX,10.06,10.728,МЛ,SARIMAX
135010,5.986,SARIMAX,54.46,22.673,МЛ,SARIMAX
135011,11.43,SARIMAX,85.65,114.513,МЛ,SARIMAX
135012,9.544,SARIMAX,106.96,147.424,МЛ,SARIMAX
135015,6.586,SARIMAX,16.54,9.965,МЛ,SARIMAX
135016,7.088,SARIMAX,17.29,12.053,МЛ,SARIMAX
135017,11.722,RandomForest,16.14,16.319,МЛ,RandomForest
135018,6.34,HoltWinters,66.24,33.795,МЛ,HoltWinters
135019,80.765,SARIMAX,266.04,,МЛ,SARIMAX
135020,7.075,SARIMAX,13.41,13.271,МЛ,SARIMAX
135022,9.52,SARIMAX,11.77,15.607,МЛ,SARIMAX
135023,9.666,SARIMAX,16.01,12.739,МЛ,SARIMAX
135024,12.368,SARIMAX,47.27,43.881,МЛ,SARIMAX
135025,14.555,SARIMAX,17.27,12.182,старая,старая
135026,12.268,NBEATS,16.93,17.474,МЛ,NBEATS
135027,19.573,NBEATS,11.29,12.011,веса,"(0.54, 0.00, 0.46)"
135028,6.203,SARIMAX,15.9,17.185,МЛ,SARIMAX
135029,8.701,SARIMAX,16.29,16.446,МЛ,SARIMAX
135030,7.955,SARIMAX,17.87,15.253,МЛ,SARIMAX
135031,8.648,SARIMAX,12.45,15.295,МЛ,SARIMAX
135032,7.726,TTM,15.46,19.1,МЛ,TTM
135033,10.432,SARIMAX,10.83,9.931,старая,старая
135034,8.029,SARIMAX,21.19,26.099,МЛ,SARIMAX
135035,9.796,SARIMAX,14.26,,МЛ,SARIMAX
135036,7.703,SARIMAX,19.86,18.383,МЛ,SARIMAX
135037,8.071,SARIMAX,13.67,9.948,МЛ,SARIMAX
135038,15.202,RandomForest,16.57,13.309,старая,старая
135039,9.791,SARIMAX,23.21,17.36,МЛ,SARIMAX
135040,13.568,SARIMAX,15.18,13.02,старая,старая
135041,21.645,SARIMAX,37.73,42.479,МЛ,SARIMAX
135042,20.47,SARIMAX,65.82,88.044,МЛ,SARIMAX
135043,7.08,SARIMAX,12.34,10.223,МЛ,SARIMAX
135046,49.582,SARIMAX,77.35,19.694,старая,старая
135047,5.754,SARIMAX,8.83,11.989,МЛ,SARIMAX
135049,6.56,SARIMAX,82.07,35.092,МЛ,SARIMAX
135051,10.273,RandomForest,20.06,14.808,МЛ,RandomForest
135053,8.42,SARIMAX,13.89,14.455,МЛ,SARIMAX
135054,7.753,SARIMAX,10.73,14.654,МЛ,SARIMAX
135055,6.138,SARIMAX,13.9,10.691,МЛ,SARIMAX
135056,9.546,SARIMAX,29.11,36.383,МЛ,SARIMAX
135057,8.062,SARIMAX,17.08,7.524,старая,старая
135058,6.683,SARIMAX,13.56,9.705,МЛ,SARIMAX
135059,7.07,SARIMAX,11.39,10.115,МЛ,SARIMAX
135068,7.141,TTM,15.21,13.036,МЛ,TTM
135069,4.514,SARIMAX,11.09,9.869,МЛ,SARIMAX
135070,6.59,SARIMAX,9.46,13.804,МЛ,SARIMAX
135072,6.485,SARIMAX,11.69,10.219,МЛ,SARIMAX
135075,14.65,SARIMAX,32.66,38.984,МЛ,SARIMAX
135076,7.094,SARIMAX,13.23,9.37,МЛ,SARIMAX
135801,7.244,SARIMAX,38.36,67.278,МЛ,SARIMAX
135802,54.447,SARIMAX,148.53,175.144,МЛ,SARIMAX
136602,12.202,RandomForest,16.98,14.953,МЛ,RandomForest
136603,10.256,SARIMAX,12.91,15.128,МЛ,SARIMAX
136801,5.166,SARIMAX,12.23,11.617,МЛ,SARIMAX
136802,10.559,SARIMAX,19.64,16.914,МЛ,SARIMAX
136803,4.779,HoltWinters,10.26,10.241,МЛ,HoltWinters
136805,5.974,RandomForest,9.38,10.143,МЛ,RandomForest
136806,9.975,SARIMAX,24.85,19.593,МЛ,SARIMAX
136807,9.306,SARIMAX,13.85,11.27,МЛ,SARIMAX
136808,4.886,SARIMAX,11.54,39.685,МЛ,SARIMAX
136809,4.279,SARIMAX,7.98,20.445,МЛ,SARIMAX
136810,7.359,NBEATS,15.44,14.946,МЛ,NBEATS
136811,12.842,SARIMAX,15.16,16.351,МЛ,SARIMAX
136812,4.605,TTM,9.21,9.32,МЛ,TTM
136813,8.752,SARIMAX,23.12,13.541,МЛ,SARIMAX
136814,9.059,SARIMAX,17.46,14.585,МЛ,SARIMAX
136815,16.582,SARIMAX,19.71,15.297,старая,старая
136853,13.785,NBEATS,15.78,13.329,старая,старая
136872,6.505,SARIMAX,19.5,17.995,МЛ,SARIMAX
136875,5.388,SARIMAX,13.07,14.532,МЛ,SARIMAX
136876,6.613,SARIMAX,11.57,14.862,МЛ,SARIMAX
136877,6.732,SARIMAX,9.69,18.509,МЛ,SARIMAX
136878,37.776,SARIMAX,20.07,30.643,веса,"(0.00, 0.39, 0.61)"
136879,7.394,SARIMAX,12.58,24.441,МЛ,SARIMAX
136880,7.621,SARIMAX,13.79,12.066,МЛ,SARIMAX
136897,6.232,SARIMAX,9.15,13.29,МЛ,SARIMAX
136901,8.164,RandomForest,14.73,16.118,МЛ,RandomForest
136902,5.784,SARIMAX,10.06,12.751,МЛ,SARIMAX
136904,5.874,SARIMAX,7.94,11.072,МЛ,SARIMAX
136905,7.056,SARIMAX,16.92,18.22,МЛ,SARIMAX
136906,6.037,RandomForest,10.77,14.341,МЛ,RandomForest
136907,6.244,SARIMAX,12.85,15.34,МЛ,SARIMAX
136908,10.169,SARIMAX,19.05,21.514,МЛ,SARIMAX
136909,4.789,SARIMAX,10.7,16.014,МЛ,SARIMAX
136910,7.249,SARIMAX,11.94,13.715,МЛ,SARIMAX
136911,4.776,SARIMAX,9.52,9.591,МЛ,SARIMAX
136912,5.468,SARIMAX,9.18,10.322,МЛ,SARIMAX
136915,8.074,NBEATS,10.23,10.141,МЛ,NBEATS
136916,10.763,SARIMAX,19.42,16.433,МЛ,SARIMAX
136917,9.236,SARIMAX,21.5,18.646,МЛ,SARIMAX
136920,4.622,SARIMAX,9.62,11.529,МЛ,SARIMAX
136921,15.711,SARIMAX,24.73,19.073,МЛ,SARIMAX
136926,6.89,SARIMAX,12.6,11.508,МЛ,SARIMAX
136927,9.011,SARIMAX,25.57,21.6,МЛ,SARIMAX
136936,10.217,SARIMAX,14.16,13.713,МЛ,SARIMAX
136937,10.585,NBEATS,15.16,14.351,МЛ,NBEATS
136938,9.304,SARIMAX,18.3,12.049,МЛ,SARIMAX
136940,5.054,SARIMAX,8.98,12.062,МЛ,SARIMAX
136941,4.702,SARIMAX,11.62,13.669,МЛ,SARIMAX
137001,5.384,SARIMAX,9.46,13.537,МЛ,SARIMAX
137002,9.715,NBEATS,12.27,11.023,МЛ,NBEATS
138001,23.481,SARIMAX,9.78,15.442,веса,"(0.00, 0.17, 0.83)"
139201,12.783,SARIMAX,21.98,21.087,МЛ,SARIMAX
139202,10.358,SARIMAX,16.55,16.256,МЛ,SARIMAX
139407,3.89,SARIMAX,8.59,8.512,МЛ,SARIMAX
139801,5.245,SARIMAX,11.54,9.845,МЛ,SARIMAX
141801,5.498,SARIMAX,8.82,10.607,МЛ,SARIMAX
143001,15.094,RandomForest,20.43,21.026,МЛ,RandomForest
143602,4.69,SARIMAX,17.17,16.193,МЛ,SARIMAX
145001,5.751,SARIMAX,8.08,9.67,МЛ,SARIMAX
150210,11.35,SARIMAX,24.12,14.493,МЛ,SARIMAX
150601,11.418,SARIMAX,70.37,40.178,МЛ,SARIMAX
151801,35.187,NBEATS,189.68,,МЛ,NBEATS
151802,20.85,RandomForest,95.63,,МЛ,RandomForest
152001,5.024,SARIMAX,7.56,10.373,МЛ,SARIMAX
153001,10.699,SARIMAX,9.88,11.485,веса,"(0.04, 0.11, 0.85)"
153002,5.038,SARIMAX,6.87,9.01,МЛ,SARIMAX
153810,13.439,SARIMAX,18.61,18.342,МЛ,SARIMAX
153812,10.075,SARIMAX,12.41,12.917,МЛ,SARIMAX
154401,8.307,RandomForest,11.53,12.838,МЛ,RandomForest
155001,6.346,NBEATS,10.6,9.932,МЛ,NBEATS
155002,10.442,SARIMAX,14.21,12.77,МЛ,SARIMAX
155003,6.073,SARIMAX,8.45,9.101,МЛ,SARIMAX
155004,10.633,SARIMAX,17.68,15.825,МЛ,SARIMAX
155007,8.52,SARIMAX,11.44,10.224,МЛ,SARIMAX
155008,9.265,SARIMAX,18.58,21.443,МЛ,SARIMAX
155009,10.468,RandomForest,278.21,46.151,МЛ,RandomForest
155010,7.744,NBEATS,12.28,9.249,МЛ,NBEATS
155011,13.3,SARIMAX,18.47,17.018,МЛ,SARIMAX
155012,8.983,SARIMAX,14.13,12.187,МЛ,SARIMAX
155013,7.052,SARIMAX,14.62,9.812,МЛ,SARIMAX
155014,7.75,SARIMAX,11.86,11.689,МЛ,SARIMAX
155015,7.905,RandomForest,12.67,10.59,МЛ,RandomForest
155016,9.726,SARIMAX,16.12,15.337,МЛ,SARIMAX
