КССС|MAPE, %
2206|10.655
2211|18.467
2223|11.735
2226|9.327
2230|25.009
2235|10.865
2243|17.984
2246|15.015
2248|17.731
2250|10.185
2263|16.339
2266|17.363
2271|19.603
2285|51.179
2287|88.687
2300|11.006
2301|373.27
2302|17.941
2307|94.64
2322|18.328
2326|10.564
2447|15.857
2451|10.872
2452|23.154
2546|63.433
2548|21.855
2549|7.696
2588|10.028
2602|12.264
2603|18.307
2604|13.058
2605|9.395
2606|58.352
2607|8.331
2608|11.197
2609|8.492
2610|10.907
2611|24.931
2612|8.741
2613|12.111
2614|14.214
2615|11.861
2616|13.199
2646|9.352
2648|64.187
2649|11.25
2651|591.272
2653|8.678
2654|13.989
2660|12.219
2662|39.248
2664|15.434
2668|11.574
2674|14.534
2685|11.275
2707|12.693
2709|9.58
2711|10.587
2713|9.322
2715|25.868
2717|22.224
2726|448.299
2729|17.911
2735|17.144
2736|8.639
2738|10.711
2741|12.05
2749|10.847
2750|12.819
2789|9.485
2827|9.188
2828|10.414
2873|12.142
2874|19.068
2875|14.69
2876|8.284
2877|9.652
2879|9.533
2880|12.947
2882|16.461
2883|14.795
2886|10.166
2887|10.472
2888|9.763
2889|21.371
2890|7.74
2891|12.3
2892|14.178
2893|122.688
2894|11.563
2896|9.491
2899|36.575
2900|13.6
2901|26.631
2902|12.898
2903|9.892
2904|24.286
2905|24.928
2906|15.773
2907|11.522
2908|11.039
2909|14.099
2910|11.912
2911|9.874
2912|8.992
2930|12.186
2982|14.802
2987|13.234
2988|19.859
2992|1329.77
2993|12.148
2994|11.144
2995|19.597
2996|13.311
2997|11.258
2998|10.351
2999|21.372
3000|11.455
3002|12.534
3004|15.736
3006|14.925
3007|34.581
3008|8.964
3009|12.509
3011|22.579
3023|23.41
3024|10.91
3048|16.197
3049|10.666
3050|14.697
3052|16.291
3054|12.426
3056|19.444
3057|11.811
3059|19.397
3060|18.616
3062|10.649
3063|8.973
3064|10.925
3066|19.275
3124|20.145
3125|33.18
3126|9.74
3127|9.129
3129|14.639
3132|10.764
3133|20.083
3135|9.522
3136|27.352
3137|19.947
3138|9.987
3139|13.867
3140|19.682
3141|16.056
3142|23.889
3143|11.594
3144|9.256
3145|17.549
3146|10.781
3148|14.662
3150|16.569
3152|14.41
3154|14.219
3155|10.16
3156|14.615
3158|10.562
3159|14.026
3160|15644.115
3161|374.709
3163|8.239
3165|11.178
3168|21.814
3171|10.798
3172|16.658
3173|11.663
3174|28.608
3176|9.765
3177|11.501
3179|11.421
3189|22.376
3205|11.066
3206|8.714
3207|13.865
3208|11.947
3212|12.201
3213|12.58
3215|13.735
3216|15.147
3217|11.436
3218|31.499
3220|14.707
3221|10.863
3222|11.136
3230|11.856
3247|17.995
3256|11.011
3275|28.567
3276|17.353
3309|22.277
3311|43.522
3312|12.196
3313|13.597
3314|11.467
3315|9.26
3316|9.594
3317|11.846
3318|10.749
3319|11.87
3320|13.456
3321|23.579
3322|18.57
3323|23.961
3325|9.901
3326|16.6
3327|9.744
3328|10.951
3329|11.291
3330|9.09
3331|9.213
3332|10.795
3336|11.302
3337|12.819
3338|11.015
3339|10.188
3341|10.799
3342|11.646
3343|20.759
3346|8.914
3347|6.544
3348|10.854
3349|17.016
3350|9.245
3351|11.058
3352|10.023
3354|12.432
3355|15.578
3356|13.594
3357|12.374
3358|10.093
3359|18.553
3360|15.001
3361|13.107
3363|11.466
3364|10.971
3365|17.084
3366|13.145
3367|12.532
3368|9.716
3369|24.983
3370|9.365
3372|12.287
3373|12.75
3374|16.701
3375|24.562
3377|9.072
3379|15.614
3381|32.416
3388|8.415
3389|37.801
3393|13.971
3394|12.425
3395|16.936
3396|20.451
3397|13.939
3399|12.726
3400|12.949
3401|12.299
3408|32.583
3410|10.396
3411|10.76
3412|13.777
3415|15.739
3424|13.425
3425|16.343
3430|21.872
3431|22.736
3438|9.644
3441|32.557
3442|39.166
3443|14.959
3445|10.639
3446|10.886
3447|13.179
3449|11.244
3451|12.924
3452|11.822
3454|17.177
3455|13.347
3456|28.096
3457|12.345
3462|14.39
3495|18.539
3497|8.819
3498|33.655
3504|21.362
3511|64.381
3540|13.032
3543|20.753
3544|33.208
3545|14.014
3595|9.653
3596|12.821
3605|16.373
3634|19.336
3645|13.651
3651|11.059
3654|9.656
3658|14.089
3659|10.006
3660|13.617
3714|11.274
3715|14.27
3722|10.213
3725|10.756
3729|7.809
3730|13.198
3734|9.705
3739|10.674
3740|12.549
3741|13.29
3743|11.487
3745|16.328
3748|16.103
3749|8.028
3755|8.49
3756|15.768
3759|41.107
3760|22.617
3763|19.23
3765|16.159
3767|18.154
3781|13.298
3797|11.933
3802|10.581
3803|322.945
3804|103.786
3807|21.44
3808|11.964
3809|7.931
3811|11.831
3815|10.126
3817|9.039
3818|15.692
3819|19.226
3821|168.946
3822|13.338
3824|846.806
3827|14.603
3831|14.075
3832|18.918
3836|10.428
3839|11.415
3841|20.731
3842|22.298
3843|16.539
3844|16.212
3847|12.43
3848|18.162
3849|18.697
3853|28.929
3865|34.787
3941|37.514
3954|8.965
3955|7.994
3957|21.982
3961|12.249
3962|19.303
3967|10.881
3972|9.964
3981|31.305
3982|8.691
3984|9.89
3985|17.353
3986|17.918
3987|24.742
4121|25.259
4161|12.321
4168|10.734
4169|15.287
4171|12.717
4172|14.656
4173|20.946
4174|24.315
4177|26.037
4178|15.457
4208|14.814
4214|10.243
4215|8.829
4216|10.588
4219|17.68
4224|10.77
4260|13.612
4318|13.827
5000|15.949
5001|13.848
5002|10.754
5005|15.019
5006|8.799
5007|15.209
5008|18.18
5009|13.383
5013|15.939
5014|9.666
5015|9.681
5016|15.441
5017|10.49
5018|25.698
5020|22.135
5023|124.041
5024|11.346
5026|11.501
5027|10.789
5028|30.023
5030|12.34
5031|12.82
5034|12.212
5035|11.833
5037|9.615
5038|13.174
5039|14.654
5040|11.663
5041|11.335
5042|10.634
5043|9.376
5044|17.21
5045|12.651
5047|13.696
5050|13.127
5052|12.832
5055|12.012
5056|11.348
5057|13.194
5058|21.649
5059|210.382
5061|11.395
5063|22.304
5065|15.749
5068|16.291
5069|24.901
5070|12.476
5071|20.967
5072|1216.028
5073|11.134
5075|65.368
5076|13.22
5078|17.464
5079|13.401
5081|13.834
5082|20.331
5085|14.968
5087|10.814
5088|9.882
5089|13.069
5091|13.354
5093|14.198
5094|12.146
5095|19.863
5097|10.727
5099|14.33
5102|17.515
5104|15.278
5224|21.768
5226|12.672
5972|8.92
5974|9.278
6394|20.289
6400|8.262
6405|9.343
6406|10.907
6416|9.294
6417|10.444
6418|1506.371
6419|15.053
6420|14.558
6421|14.109
6422|13.564
6423|11.571
6424|22.16
6425|22.588
6426|14.512
6428|12.599
6429|12.153
6430|6.894
6431|12.55
6433|306.032
6435|16.873
6438|20.714
6443|18.744
6446|11.639
6448|17.942
6450|40.287
6452|10.803
6458|86.779
6465|11.719
6467|10.72
6479|8.885
6480|13.398
6481|18.71
6482|15.707
6986|8.46
7061|33.197
7064|17.289
7066|1417.932
7067|14.131
7073|27.195
7079|10.781
7126|17.358
7131|7.884
7141|13.059
7144|24.913
7146|12.977
7147|22.151
7172|41.093
7192|10.845
7279|8.343
7283|10.461
7286|13.769
7287|24.975
7314|13.166
7315|9.483
7323|11.171
7324|10.129
7330|8.296
7339|14.766
7426|12.719
7439|22.608
7608|21.776
7609|10.823
8079|10.249
8159|17.477
8160|12.385
8174|11.309
8181|19.591
8214|10.862
8308|31.143
8654|31.727
8662|10.291
8663|15.164
8664|12.28
8697|14.459
8698|13.886
8714|8.524
8727|11.136
8729|15.395
8731|36.895
8734|16.28
8738|21.533
8740|52.449
8741|46.715
8742|17.096
8747|13.978
8750|12.912
8754|17.002
8774|9.392
8782|14.528
8787|27.67
8788|9.1
8794|12.044
8796|12.902
8874|27.461
8899|8.768
8901|13.686
8903|11.901
8907|19.913
8911|13.497
8912|9.091
8932|10.613
8933|22.114
8934|9.999
8935|12.227
8958|28.401
8996|15.345
9040|14.216
9041|11.526
9049|12.927
9075|31.189
9085|8.586
9086|11.534
9207|8.686
9222|8.677
9241|310.725
9244|1083.84
9245|12.625
9304|22.468
9309|14.261
9310|32.046
9311|9.985
9312|9.413
9313|10.925
9314|31.679
9315|8.883
9316|13.252
9317|9.477
9318|10.356
9319|11.725
9320|9.111
9321|10.967
9325|13.349
9333|8.68
9334|30.079
9335|12.444
9337|16.5
9338|12.002
9339|2228.791
9340|7.898
9342|14.157
9346|7.848
9353|12.215
9354|9.908
9378|10.157
9379|13.347
9385|28.996
9404|9.867
9424|10.268
9426|12.201
9430|14.21
9431|9.249
9465|14.363
9509|11.235
9511|17.585
9516|11.079
9521|11.905
9719|530.448
9720|9.356
9724|13.619
9745|12.566
9746|15.228
9748|10.755
9753|11.364
9755|8.708
9811|9.609
9812|11.085
31401|17.453
35001|13.403
35401|9.626
35403|11.034
35804|10.494
36001|15.572
36002|22.63
36004|12.554
39201|15.327
39202|34.277
39206|11.673
39207|13.298
39208|11.074
39402|12.154
39601|11.747
39602|22.486
39605|9.001
39606|80.757
42601|15.993
44001|20.097
44002|10.715
45204|16.37
47401|13.691
49212|13.25
50601|8.207
51601|12.731
54402|13.409
54403|10.522
57401|15.556
57402|6.684
57403|11.9
57601|13.698
58201|14.526
59002|14.167
60002|27.829
60604|11.431
61001|12.397
62201|158.712
62403|214.445
62404|12.608
62405|24.633
62801|12.641
63603|15.186
63604|13.177
63801|8.425
63802|10.409
63803|11.327
64203|8.879
64401|47.54
64402|36.149
64403|14.934
64404|11.927
64405|9.721
64406|22.388
64601|17.796
64801|18.362
65603|10.421
66202|24.676
66208|8.364
66209|12.663
69201|11.488
69401|11.414
76802|16.931
78602|10.312
83602|375.315
83603|26.886
84802|7.17
85001|14.221
89402|16.677
89601|20.759
89802|15.745
90001|241.638
90401|10.285
91401|10.367
91802|42.691
92201|10.541
92202|9.005
92203|10.111
92401|17.744
92402|27.488
92403|14.401
92404|22.676
92405|11.922
94005|14.661
94403|20.954
95805|10.055
99602|12.341
104001|11.053
104005|10.78
104801|9.012
104802|9.736
114401|15.79
114602|9.313
115002|19.865
115003|16.114
115007|21.59
118601|14.053
123002|9.897
124002|338.31
124401|10.036
125602|22.476
125603|13.902
125604|11.999
125605|11.436
125606|9.415
125607|8.738
125609|13.618
125610|13.98
125611|12.88
125613|15.429
125614|101.778
125615|12.593
125616|18.473
125617|10.148
125618|13.981
125619|14.454
125620|13.321
125621|4982.584
125622|1016.066
125623|16.676
125627|3383.797
125628|746.646
125629|19.216
125631|23.636
125632|16.044
125634|18.345
125636|16.166
125638|14.046
125639|19.656
125641|16.724
125644|19.912
125647|11.439
125649|15.383
125650|16.1
125653|7.762
125655|15.241
125656|30.313
125657|28.55
125662|13.153
125668|16.391
125669|17.712
126204|8.886
127001|10.325
127003|18.935
127801|19.441
127802|18.588
128201|13.86
128801|19.344
129003|9.616
129004|12.635
131803|70.449
132002|14.07
132203|9.898
133206|15.243
133207|18.518
133208|15.714
133209|17.46
133210|10.57
133212|21.531
133213|14.39
133214|28.558
133215|14.994
133222|13.627
133223|18.58
133225|11.576
133227|10.735
133228|11.512
133229|11.732
133230|19.437
133232|9.118
133235|16.236
133237|17.339
133238|21.91
133239|18.489
133240|14.732
133241|17.194
133242|11.551
133244|46.854
133245|16.91
133246|13.585
133248|16.315
133249|15.868
133250|16.36
133252|11.483
133253|60.799
133255|11.887
133256|8.653
133257|17.873
133260|14.202
133265|13.017
133266|10.089
133268|10.346
133269|19.692
133271|71.373
133272|10.08
133273|11.959
133274|10.285
133275|13.395
133276|12.445
133277|11.291
133282|11.015
133284|107.786
133285|15.67
133286|26.779
133287|39.202
133288|16.948
133289|19.276
133292|12.405
133293|10.789
133294|11.841
133295|10.965
133296|8.926
133297|11.34
133298|10.516
133299|10.238
133301|24.229
133303|21.442
133304|10.211
133305|10.554
133306|10.232
133308|19.843
133309|12.377
133311|9.013
133313|9.688
133314|16.363
133316|18.0
133318|30.826
133319|13.75
133320|25.385
133321|16.756
133322|16.994
133324|23.793
133327|18.139
133328|42.893
133331|19.625
133332|11.108
133334|9.131
133335|14.498
133336|16.819
133337|19.298
133338|11.965
133340|10.72
133341|13.329
133342|10.995
133343|15.993
133344|30.251
133345|14.315
133346|14.465
133348|13.365
133349|17.171
133350|12.26
133351|16.095
133352|11.193
133353|15.472
133354|9.833
133357|12.332
133358|13.224
133359|12.608
133361|121.43
133363|85.109
133364|64.182
133365|13.115
133367|11.834
133368|22.041
133370|13.505
133372|9.272
133376|10.342
133377|15.474
133378|12.931
133379|9.636
133380|23.582
133383|13.066
133385|40.477
133386|10.3
133387|65.289
133388|77.077
133393|11.501
133394|13.888
133396|11.04
133397|9.273
133399|16.561
133400|10.498
133401|14.445
133402|17.826
133405|9.686
133406|26.209
133407|10.715
133410|14.359
133411|10.92
133425|11.12
133426|681.793
133433|12.575
133434|15.899
133436|16.449
133437|17.146
133438|9.268
133439|24.443
133440|14.639
133441|11.723
133442|18.384
133443|9.005
133444|12.503
133447|117.518
133448|9.738
133449|18.694
133450|12.2
133451|12.205
133452|13.507
133453|10.625
133454|12.891
133455|12.602
133456|13.534
133457|7.818
133458|7.747
133459|8.623
133460|10.289
133461|9.915
133462|20.896
133463|42.596
133464|23.503
133465|12.029
133468|11.11
133469|24.22
133470|12.347
133471|11.047
133472|9.945
133473|10.483
133474|12.607
133475|10.816
133476|14.845
133477|10.522
133478|17.75
133479|51.398
133480|21.056
133481|17.713
133482|77.238
133483|15.414
133484|18.51
133485|21.417
133486|15.374
133487|40.613
133488|21.042
133489|14.87
133490|18.523
133492|20.523
133493|28.297
133494|9.937
133495|17.447
133496|10.511
133498|11.607
133499|29.338
133501|50.082
133506|13.879
133507|10.439
133508|9.294
133509|21.855
133510|79.875
133511|27.326
133513|9.532
133514|15.672
133515|9.366
133517|13.745
133518|20.755
133519|11.29
133520|118.045
133522|65.903
133523|12.314
133525|15.568
133526|11.252
133527|8.887
133528|11.312
133529|9.423
133530|7.694
133531|19.054
133533|14.135
133534|9.74
133535|36.404
133536|50.229
133539|19.142
133540|13.428
133541|10.587
133542|22.877
133543|23.48
133544|9.893
133545|11.893
133546|9.939
133547|12.407
133548|17.536
133549|296.262
133550|36.483
133553|15.552
133554|15.433
133556|9.524
133557|16.122
133558|13.158
133561|9.661
133564|10.495
133565|11.268
133567|12.198
133568|10.531
133569|7.95
133570|9.184
133571|11.909
133572|37.618
133573|11.139
133574|11.382
133575|10.889
133577|12.896
133582|16.61
133583|26.281
133584|12.41
133589|7.665
133591|10.794
133592|9.938
133597|7.119
133599|10.192
133600|19.094
133601|9.131
133602|12.322
133603|11.037
133604|14.446
133605|9.424
133606|16.387
133607|13.983
133608|9.866
133609|10.479
133610|11.204
133611|13.929
133612|17.467
133613|11.836
133614|8.092
133615|14.194
133616|8.3
133617|8.775
133618|14.008
133619|9.589
133620|10.376
133621|17.742
133625|14.811
133626|9.24
133627|11.966
133629|8.814
133630|8.731
133631|11.823
133632|11.498
133633|9.069
133634|9.073
133636|11.264
133637|13.655
133638|10.017
133639|27.178
133640|12.613
133641|10.303
133642|11.24
133644|9.27
133645|11.351
133649|20.925
133650|11.053
133652|9.019
133653|9.351
133655|8.302
133656|8.652
133657|9.299
133659|12.211
133660|12.713
133662|134.285
133663|9.984
133664|8.112
133666|9.801
133667|11.994
133668|14.121
133670|8.921
133671|12.804
133672|9.05
133673|8.387
133674|6.475
133675|12.316
133676|17.082
133678|9.727
133679|8.046
133680|11.286
133682|11.404
133685|7.879
133686|7.915
133689|9.44
133690|12.022
133693|9.708
133695|1966.257
133696|10.39
133697|17.574
133698|9.905
133699|8.941
133700|12.642
133702|8.343
133703|13.141
133704|12.46
133706|10.113
133707|16.431
133708|20.749
133709|21.696
133710|11.652
133711|16.229
133712|11.306
133713|15.752
133714|15.505
133715|10.437
133716|15.238
133718|11.768
133719|14.977
133720|10.448
133721|12.126
133723|9.884
133724|40.739
133725|15.187
133726|39.289
133727|9.055
133728|11.042
133732|10.594
133733|17.114
133735|17.096
133736|186.432
133738|10.363
133739|16.877
133740|97.964
133743|9.675
133744|16.636
133748|11.1
133749|16.232
133750|24.912
133751|12.419
133752|13.673
133754|12.917
133755|15.433
133756|11.954
133757|18.395
133758|19.905
133759|17.695
133760|15.058
133761|375.704
133763|14.42
133764|14.867
133765|26.456
133768|16.684
133769|30.989
133770|16.708
133771|16.354
133774|18.484
133777|17.274
133778|24.64
133779|23.382
133780|11.207
133781|14.295
133782|13.178
133783|14.757
133784|11.051
133785|11.77
133786|10.751
133787|16.007
133789|14.983
133790|10.277
133791|13.898
133792|15.869
133793|12.193
133794|9.989
133796|11.962
133798|11.581
133799|36.611
133802|13.238
133804|18.386
133805|11.977
133806|32.346
133807|15.017
133808|13.911
133809|12.33
133810|31.11
133811|35.124
133812|16.577
133813|36.802
134001|170.845
134002|16.339
134003|15.516
134004|10.204
134005|9.678
134007|67.388
134009|12.548
134010|8.038
134011|12.812
134014|13.948
134015|82.388
134017|14.655
134020|24.201
134021|13.691
134022|17.6
134024|17.533
134026|15.507
134029|14.014
134031|9.37
134034|14.337
134035|12.97
134036|10.548
134037|13.774
134039|63.847
134040|46.223
134041|17.975
134042|19.461
134043|13.274
134044|17.224
134045|11.776
134047|15.51
134048|17.509
134049|2103.352
134050|25.102
134053|12.323
134054|18.623
134055|27.648
134057|13.156
134058|10.669
134059|16.339
134060|11.662
134061|56.745
134062|20.187
134063|36.904
134064|10.776
134065|18.184
134067|16.56
134068|13.816
134069|16.578
134071|16.214
134072|14.43
134073|64.236
134074|24.7
134075|12.15
134076|13.328
134120|10.468
134121|11.464
134122|12.221
134123|132.913
134124|25.438
134125|11.548
134126|16.764
134127|9.7
134128|164.483
134131|32.042
134132|12.514
134133|315.933
134134|11.662
134135|12.571
134140|225.302
134141|10.298
134142|19.897
134143|12.564
134144|133.668
134145|9.358
134146|12.186
134147|11.619
134148|17.379
134150|16.504
134151|10.087
134152|25.038
134153|10.95
134154|299.44
134155|41.714
134156|14.088
134157|11.195
134159|31.234
134160|74.632
134162|10.319
134163|11.7
134164|11.792
134167|13.142
134169|14.365
134170|12.016
134171|33.946
134173|17.293
134174|17.17
134176|12.698
134177|15.908
134178|11.622
134179|10.956
134180|12.203
134183|12.911
134184|11.337
134185|24.167
134188|11.284
134189|11.281
134190|20.558
134192|9.975
134194|15.798
134197|15.388
134199|23.181
134201|14.188
135002|13.169
135003|24.208
135006|391.334
135007|23.322
135008|21.466
135009|10.6
135010|21.854
135011|103.367
135012|147.424
135015|9.965
135016|12.053
135017|16.239
135018|33.656
135020|13.08
135022|15.985
135023|13.096
135024|43.951
135025|11.839
135026|17.671
135027|11.967
135028|17.41
135029|15.968
135030|15.123
135031|15.321
135032|19.179
135033|10.408
135034|25.808
135036|18.116
135037|9.948
135038|13.713
135039|17.372
135040|13.094
135041|40.504
135042|88.044
135043|10.393
135046|19.694
135047|11.892
135049|35.332
135051|14.657
135053|14.422
135054|14.319
135055|10.929
135056|36.383
135057|7.524
135058|9.705
135059|10.115
135068|13.036
135069|9.512
135070|13.846
135072|10.057
135075|38.984
135076|9.37
135801|67.278
135802|174.584
136602|15.223
136603|15.212
136801|11.259
136802|16.89
136803|9.998
136805|10.14
136806|19.965
136807|11.448
136808|39.621
136809|20.43
136810|15.01
136811|16.392
136812|9.383
136813|13.639
136814|14.781
136815|15.254
136853|12.714
136872|17.644
136875|14.575
136876|15.197
136877|18.493
136878|30.651
136879|24.115
136880|12.258
136897|13.325
136901|16.192
136902|12.74
136904|10.724
136905|18.22
136906|14.385
136907|14.953
136908|21.476
136909|16.164
136910|14.183
136911|9.751
136912|10.142
136915|10.287
136916|16.679
136917|18.635
136920|11.528
136921|19.067
136922|16.759
136926|11.524
136927|21.321
136930|13.776
136931|13.326
136936|13.698
136937|14.182
136938|11.991
136939|10.446
136940|12.12
136941|13.53
137001|13.366
137002|10.895
138001|15.811
139201|21.059
139202|16.328
139407|8.577
139801|9.78
141801|10.531
143001|21.088
143602|16.458
145001|9.738
150210|13.898
150402|23.195
150601|40.178
152001|9.748
153001|11.394
153002|9.339
153810|18.225
153812|12.741
154401|12.226
155001|8.693
155002|12.347
155003|15.175
155004|15.376
155007|9.863
155008|21.443
155009|46.768
155010|10.549
155011|17.55
155012|12.182
155013|9.682
155014|12.906
155015|11.919
155016|15.439
155017|14.905
155018|14.121
155019|18.182
155020|10.231
155021|9.142
155022|12.679
155023|9.381
155024|19.267
155025|8.651
155026|18.121
155027|12.318
155028|13.222
155030|12.825
155031|17.122
155032|14.224
155033|11.601
155034|12.486
155036|9.663
155037|15.421
155039|14.243
155041|24.132
155042|14.227
155044|10.495
155046|20.659
155047|11.832
155048|9.801
155049|9.593
155050|17.413
155051|11.558
155052|17.224
155053|16.881
155054|10.962
155055|11.119
155056|11.983
155058|12.544
155059|18.123
155060|13.634
155061|23.877
155065|576.514
155066|17.665
155070|12.363
155073|18.9
155074|17.26
155075|9.964
155076|16.415
155077|13.411
155078|13.463
155079|12.922
155080|15.98
155081|14.492
155082|12.947
155083|9.891
155084|9.411
155085|16.342
155086|21.981
155087|13.681
155088|10.386
155089|234.492
155090|14.399
155091|23.168
155093|15.147
155094|10.962
155095|10.603
155096|13.658
155097|16.768
155099|10.021
155100|12.135
155101|25.924
155102|23.69
155103|19.982
155104|668.846
155105|7.957
155107|17.219
155108|11.97
155109|22.461
155110|10.168
155111|10.537
155112|10.758
155119|17.171
155120|36.168
155121|31.885
155122|37.345
155123|11.288
155126|63.324
155127|52.222
155128|14.647
155129|10.294
155130|15.138
155133|16.308
155135|10.986
155136|415.595
155137|10.158
156401|10.928
157601|303.331
158201|24.704
158401|21.524
158601|12.058
159004|9.596
159201|6.618
159202|14.079
159203|15.259
160005|17.849
160006|26.139
160007|20.795
160008|16.171
160010|26.701
160012|32.463
160014|932.205
160019|49.124
160020|16.365
160022|12.366
160023|15.197
160025|14.217
160027|10.313
160028|29.446
160031|9.981
160033|1051.913
160034|18.786
160035|19.644
160037|13.958
160040|29.875
160041|240.324
160042|38.324
160043|36.706
160045|15.728
160046|23.914
160048|21.087
160049|43.887
160050|70.732
160051|20.082
160052|69.722
160056|61.504
160058|12.523
160059|10166.235
160061|18.134
160062|15.69
160064|21.957
160065|21.042
160067|552.055
160068|14.672
160069|27.33
160070|34.91
160071|18.842
160074|16.127
160413|10.843
160414|20.536
161201|13.827
161203|15.05
161801|13.815
161802|21.843
162602|8.668
162622|17.486
163223|11.214
163224|14.727
163403|23.286
163404|8.977
163405|37.037
163406|37.174
163407|16.255
163408|40.338
163409|27.269
163410|66.909
163623|12.367
163624|14.487
163625|12.572
163805|31.794
163806|27.338
165003|27.385
165004|29.32
165212|192.174
165610|64.781
166002|19.267
166003|60.294
167601|29.632
168201|38.859
168202|80.67
169013|56.189
169014|59.08
170003|26.386
170004|17.845
171802|25.779
