АЗС,Лучшая модель,MAPE
133602,RandomForest,6.003
160062,SARIMAX,6.012
133526,HoltWinters,6.015
5070,SARIMAX,6.017
2880,HoltWinters,6.02
125617,SARIMAX,6.023
160008,HoltWinters,6.028
155044,SARIMAX,6.031
160043,HoltWinters,6.033
133546,HoltWinters,6.036
133567,RandomForest,6.037
133275,RandomForest,6.042
2711,RandomForest,6.046
3148,SARIMAX,6.048
136853,RandomForest,6.053
134072,SARIMAX,6.061
163408,RandomForest,6.062
133319,SARIMAX,6.063
3759,HoltWinters,6.064
2674,HoltWinters,6.065
3141,RandomForest,6.07
155055,RandomForest,6.071
133393,SARIMAX,6.075
134167,SARIMAX,6.075
1846,HoltWinters,6.079
9207,RandomForest,6.08
155123,RandomForest,6.084
35401,SARIMAX,6.086
8788,RandomForest,6.093
5056,HoltWinters,6.094
136926,RandomForest,6.097
133761,HoltWinters,6.1
3327,RandomForest,6.101
134121,SARIMAX,6.102
2907,HoltWinters,6.11
160037,HoltWinters,6.115
135070,RandomForest,6.12
160005,SARIMAX,6.122
139801,HoltWinters,6.122
3497,RandomForest,6.123
3152,SARIMAX,6.128
135076,SARIMAX,6.129
8933,RandomForest,6.13
9313,RandomForest,6.131
5089,SARIMAX,6.135
133703,SARIMAX,6.138
3007,SARIMAX,6.14
133611,HoltWinters,6.142
4177,HoltWinters,6.145
133802,RandomForest,6.148
163409,RandomForest,6.151
1095,HoltWinters,6.155
134133,RandomForest,6.155
133457,RandomForest,6.162
135018,RandomForest,6.165
2910,RandomForest,6.166
6450,HoltWinters,6.169
155104,HoltWinters,6.171
5008,RandomForest,6.178
4172,RandomForest,6.187
2874,RandomForest,6.19
133544,SARIMAX,6.191
2287,RandomForest,6.192
1956,SARIMAX,6.195
5094,SARIMAX,6.196
3781,HoltWinters,6.205
3725,SARIMAX,6.209
133605,SARIMAX,6.211
3356,SARIMAX,6.216
133354,SARIMAX,6.218
3981,RandomForest,6.22
3000,HoltWinters,6.22
3062,SARIMAX,6.224
7192,HoltWinters,6.234
133411,RandomForest,6.235
133569,RandomForest,6.235
135042,RandomForest,6.239
9745,RandomForest,6.24
2713,RandomForest,6.244
2602,HoltWinters,6.246
3165,SARIMAX,6.248
136910,SARIMAX,6.248
133301,HoltWinters,6.25
134061,HoltWinters,6.255
135068,HoltWinters,6.256
133494,HoltWinters,6.271
133700,RandomForest,6.279
133656,HoltWinters,6.288
133769,SARIMAX,6.289
133609,RandomForest,6.294
160071,SARIMAX,6.297
1767,RandomForest,6.301
5085,SARIMAX,6.302
9311,RandomForest,6.304
133342,SARIMAX,6.305
133716,HoltWinters,6.306
160056,HoltWinters,6.31
3438,RandomForest,6.312
3452,RandomForest,6.313
9812,HoltWinters,6.315
133725,RandomForest,6.316
9521,SARIMAX,6.325
5052,SARIMAX,6.325
133672,SARIMAX,6.328
125619,HoltWinters,6.332
158601,RandomForest,6.332
155054,SARIMAX,6.334
133298,RandomForest,6.338
160023,HoltWinters,6.34
1279,HoltWinters,6.347
133367,HoltWinters,6.347
1275,HoltWinters,6.35
133350,RandomForest,6.352
9245,HoltWinters,6.355
57403,RandomForest,6.358
104001,SARIMAX,6.359
9318,RandomForest,6.363
5038,HoltWinters,6.368
160027,HoltWinters,6.369
2894,SARIMAX,6.376
160061,SARIMAX,6.385
8662,SARIMAX,6.385
133780,SARIMAX,6.385
134131,SARIMAX,6.392
134045,SARIMAX,6.393
160034,HoltWinters,6.401
3957,RandomForest,6.401
9334,RandomForest,6.402
5055,SARIMAX,6.408
133659,SARIMAX,6.415
3217,HoltWinters,6.421
163404,RandomForest,6.423
3154,HoltWinters,6.423
3462,RandomForest,6.439
133690,RandomForest,6.439
66208,HoltWinters,6.442
133256,RandomForest,6.447
133539,HoltWinters,6.454
133535,HoltWinters,6.454
1919,RandomForest,6.455
2608,HoltWinters,6.46
134134,RandomForest,6.462
125629,RandomForest,6.464
64601,HoltWinters,6.466
133425,SARIMAX,6.466
58201,HoltWinters,6.466
133299,RandomForest,6.467
8714,HoltWinters,6.469
6430,RandomForest,6.47
133771,RandomForest,6.473
3006,RandomForest,6.487
2614,SARIMAX,6.492
5081,SARIMAX,6.492
9811,HoltWinters,6.495
1880,HoltWinters,6.501
2271,HoltWinters,6.504
134151,RandomForest,6.506
160414,HoltWinters,6.514
133633,RandomForest,6.517
2668,HoltWinters,6.519
63604,SARIMAX,6.531
134162,SARIMAX,6.533
4219,SARIMAX,6.535
1060,RandomForest,6.542
2653,HoltWinters,6.546
1087,HoltWinters,6.548
155036,RandomForest,6.548
92202,SARIMAX,6.554
2892,RandomForest,6.555
1883,SARIMAX,6.557
136901,RandomForest,6.558
2998,HoltWinters,6.561
62801,HoltWinters,6.561
6444,HoltWinters,6.564
3765,HoltWinters,6.567
3809,HoltWinters,6.57
2891,HoltWinters,6.585
2789,RandomForest,6.59
2996,HoltWinters,6.593
134043,RandomForest,6.603
125668,HoltWinters,6.605
155049,SARIMAX,6.634
155076,HoltWinters,6.64
1885,RandomForest,6.641
134152,RandomForest,6.642
160074,SARIMAX,6.649
133618,SARIMAX,6.652
6428,RandomForest,6.655
133268,SARIMAX,6.66
3063,SARIMAX,6.66
133356,RandomForest,6.665
133407,SARIMAX,6.674
134180,RandomForest,6.677
134153,HoltWinters,6.688
3543,RandomForest,6.698
1916,SARIMAX,6.7
2165,HoltWinters,6.704
134060,RandomForest,6.706
133296,RandomForest,6.706
133499,RandomForest,6.713
1261,HoltWinters,6.718
2615,RandomForest,6.727
134201,RandomForest,6.729
133448,RandomForest,6.731
125644,RandomForest,6.732
160022,HoltWinters,6.732
136940,RandomForest,6.744
133559,HoltWinters,6.746
2736,RandomForest,6.75
133637,SARIMAX,6.758
133229,SARIMAX,6.761
133805,RandomForest,6.761
155074,HoltWinters,6.765
1823,RandomForest,6.772
134188,RandomForest,6.777
8899,SARIMAX,6.782
3399,RandomForest,6.787
9509,SARIMAX,6.789
1964,SARIMAX,6.793
133242,RandomForest,6.793
2607,HoltWinters,6.794
1801,HoltWinters,6.796
1077,HoltWinters,6.798
3660,HoltWinters,6.802
133288,RandomForest,6.804
3397,RandomForest,6.813
155105,RandomForest,6.813
135049,HoltWinters,6.815
133473,HoltWinters,6.817
6417,SARIMAX,6.824
133297,HoltWinters,6.829
134010,SARIMAX,6.829
114602,RandomForest,6.83
8740,RandomForest,6.83
3714,HoltWinters,6.834
5974,HoltWinters,6.84
35001,HoltWinters,6.842
2202,SARIMAX,6.851
125613,SARIMAX,6.854
5057,HoltWinters,6.856
133568,HoltWinters,6.865
133561,RandomForest,6.868
2235,RandomForest,6.886
1875,RandomForest,6.891
133496,RandomForest,6.891
133465,HoltWinters,6.892
133433,RandomForest,6.895
134150,SARIMAX,6.9
133400,RandomForest,6.907
125662,HoltWinters,6.91
8738,RandomForest,6.913
2685,SARIMAX,6.913
133807,HoltWinters,6.915
5028,HoltWinters,6.918
2664,RandomForest,6.919
5100,SARIMAX,6.926
2246,HoltWinters,6.927
8214,HoltWinters,6.934
3171,SARIMAX,6.936
3425,RandomForest,6.937
133796,SARIMAX,6.938
136815,HoltWinters,6.949
9041,HoltWinters,6.95
1894,HoltWinters,6.952
133790,RandomForest,6.955
1079,RandomForest,6.955
1814,HoltWinters,6.955
155059,SARIMAX,6.959
8911,RandomForest,6.96
2605,HoltWinters,6.962
133438,SARIMAX,6.963
1110,RandomForest,6.963
3011,SARIMAX,6.968
136603,RandomForest,6.976
133225,HoltWinters,6.983
133228,RandomForest,6.985
2726,HoltWinters,6.993
160015,SARIMAX,6.996
133489,HoltWinters,6.996
1900,RandomForest,6.996
9746,SARIMAX,6.996
134179,RandomForest,6.999
3595,RandomForest,7.002
2651,RandomForest,7.002
2877,RandomForest,7.004
7172,RandomForest,7.007
3168,RandomForest,7.008
133293,SARIMAX,7.009
135053,HoltWinters,7.024
3066,RandomForest,7.024
133306,RandomForest,7.031
155058,RandomForest,7.037
134054,HoltWinters,7.039
133359,SARIMAX,7.04
39602,RandomForest,7.041
133380,HoltWinters,7.041
8160,HoltWinters,7.047
133266,RandomForest,7.052
8996,HoltWinters,7.054
2888,HoltWinters,7.059
163223,RandomForest,7.062
3987,HoltWinters,7.067
133787,RandomForest,7.073
133751,RandomForest,7.079
3317,HoltWinters,7.084
133402,HoltWinters,7.085
2646,RandomForest,7.088
170003,HoltWinters,7.094
133748,RandomForest,7.095
7073,RandomForest,7.096
125620,RandomForest,7.101
155082,RandomForest,7.103
3158,RandomForest,7.104
160010,HoltWinters,7.11
5041,SARIMAX,7.111
42601,HoltWinters,7.12
133507,HoltWinters,7.123
9342,RandomForest,7.126
3865,HoltWinters,7.127
134145,RandomForest,7.129
134064,RandomForest,7.133
8794,RandomForest,7.135
134053,RandomForest,7.139
2250,RandomForest,7.143
135020,RandomForest,7.153
155026,RandomForest,7.158
1886,HoltWinters,7.159
1935,HoltWinters,7.16
133212,HoltWinters,7.161
3150,SARIMAX,7.162
133318,SARIMAX,7.162
133274,RandomForest,7.165
9315,RandomForest,7.172
125634,HoltWinters,7.177
3767,SARIMAX,7.178
2827,SARIMAX,7.181
2883,SARIMAX,7.183
3372,RandomForest,7.188
133355,SARIMAX,7.189
133461,SARIMAX,7.194
3313,SARIMAX,7.197
125647,RandomForest,7.199
125650,RandomForest,7.2
160007,RandomForest,7.206
133331,SARIMAX,7.206
155124,RandomForest,7.209
2997,SARIMAX,7.219
95805,HoltWinters,7.221
133636,RandomForest,7.224
4121,HoltWinters,7.225
133313,RandomForest,7.232
133728,SARIMAX,7.234
155033,RandomForest,7.236
51601,RandomForest,7.237
2613,HoltWinters,7.241
133450,SARIMAX,7.243
133556,RandomForest,7.245
2447,SARIMAX,7.247
7324,SARIMAX,7.248
160046,HoltWinters,7.25
136810,HoltWinters,7.259
1062,SARIMAX,7.264
133388,HoltWinters,7.265
3544,HoltWinters,7.266
1068,SARIMAX,7.273
133484,HoltWinters,7.274
160040,RandomForest,7.278
125669,RandomForest,7.284
4171,RandomForest,7.287
134067,RandomForest,7.289
133620,HoltWinters,7.29
3370,RandomForest,7.291
1089,HoltWinters,7.303
155042,SARIMAX,7.303
170004,RandomForest,7.306
3275,RandomForest,7.307
133444,HoltWinters,7.308
2150,SARIMAX,7.308
133443,SARIMAX,7.309
8958,SARIMAX,7.313
5972,SARIMAX,7.314
3318,SARIMAX,7.315
3596,RandomForest,7.317
2302,HoltWinters,7.319
133613,HoltWinters,7.32
133269,SARIMAX,7.324
3247,SARIMAX,7.325
8663,SARIMAX,7.333
133513,RandomForest,7.333
159004,SARIMAX,7.337
3326,RandomForest,7.342
5065,SARIMAX,7.348
6400,HoltWinters,7.351
170001,RandomForest,7.36
160028,RandomForest,7.365
135009,SARIMAX,7.366
83602,RandomForest,7.367
89601,HoltWinters,7.37
5031,HoltWinters,7.371
135032,HoltWinters,7.374
2662,HoltWinters,7.375
1898,HoltWinters,7.377
155056,RandomForest,7.377
3645,HoltWinters,7.377
5022,RandomForest,7.388
133508,RandomForest,7.394
133486,RandomForest,7.395
133447,RandomForest,7.399
125632,RandomForest,7.4
135058,HoltWinters,7.412
133584,HoltWinters,7.416
3659,RandomForest,7.416
3056,HoltWinters,7.42
1893,HoltWinters,7.428
155046,SARIMAX,7.432
1066,HoltWinters,7.434
133793,RandomForest,7.437
1834,RandomForest,7.44
5076,SARIMAX,7.44
136902,SARIMAX,7.444
2206,SARIMAX,7.448
133536,SARIMAX,7.457
133573,RandomForest,7.468
133441,RandomForest,7.48
6426,HoltWinters,7.483
133396,RandomForest,7.493
7314,HoltWinters,7.493
133449,SARIMAX,7.494
1119,RandomForest,7.496
133481,HoltWinters,7.505
160019,HoltWinters,7.509
134003,HoltWinters,7.511
8874,HoltWinters,7.512
133676,RandomForest,7.516
133255,RandomForest,7.516
133249,SARIMAX,7.517
3388,RandomForest,7.52
5023,SARIMAX,7.521
2451,SARIMAX,7.523
133612,HoltWinters,7.524
1910,SARIMAX,7.543
133238,HoltWinters,7.551
133305,RandomForest,7.554
133531,RandomForest,7.557
3358,RandomForest,7.561
134017,RandomForest,7.562
133439,SARIMAX,7.567
5050,SARIMAX,7.57
5043,RandomForest,7.577
3449,HoltWinters,7.58
134192,RandomForest,7.583
155007,SARIMAX,7.586
36004,RandomForest,7.586
2190,RandomForest,7.592
160049,HoltWinters,7.6
39201,RandomForest,7.603
135072,RandomForest,7.606
125602,RandomForest,7.607
136602,SARIMAX,7.608
8079,SARIMAX,7.61
2252,SARIMAX,7.619
133668,HoltWinters,7.628
133364,RandomForest,7.641
133667,HoltWinters,7.642
133469,SARIMAX,7.646
133627,SARIMAX,7.646
1960,HoltWinters,7.65
167601,HoltWinters,7.652
4161,HoltWinters,7.652
7426,RandomForest,7.657
133514,RandomForest,7.663
1067,SARIMAX,7.669
1835,SARIMAX,7.671
6431,RandomForest,7.675
6482,HoltWinters,7.682
5102,HoltWinters,7.697
133314,RandomForest,7.703
134132,RandomForest,7.704
2452,HoltWinters,7.708
133470,HoltWinters,7.708
63802,SARIMAX,7.713
2750,SARIMAX,7.726
8159,SARIMAX,7.731
133322,HoltWinters,7.737
2155,SARIMAX,7.739
134034,SARIMAX,7.764
1789,HoltWinters,7.764
134002,HoltWinters,7.766
133599,SARIMAX,7.774
133401,HoltWinters,7.778
54402,HoltWinters,7.778
3454,SARIMAX,7.781
133426,RandomForest,7.783
133639,RandomForest,7.783
134011,SARIMAX,7.784
6480,RandomForest,7.787
2649,HoltWinters,7.79
133757,RandomForest,7.797
2982,SARIMAX,7.8
3156,SARIMAX,7.8
133477,HoltWinters,7.817
134189,HoltWinters,7.83
3050,SARIMAX,7.839
5079,HoltWinters,7.843
2709,HoltWinters,7.845
133519,RandomForest,7.845
155112,RandomForest,7.848
133553,SARIMAX,7.853
133333,RandomForest,7.854
133506,RandomForest,7.858
2611,HoltWinters,7.864
134135,RandomForest,7.867
4215,RandomForest,7.869
133304,HoltWinters,7.872
133386,HoltWinters,7.873
133768,RandomForest,7.874
133571,HoltWinters,7.874
163407,SARIMAX,7.878
133710,HoltWinters,7.878
133523,HoltWinters,7.878
133736,RandomForest,7.88
3381,RandomForest,7.885
133528,HoltWinters,7.889
133488,RandomForest,7.892
6467,SARIMAX,7.894
3748,RandomForest,7.897
9319,HoltWinters,7.902
127003,RandomForest,7.904
133541,SARIMAX,7.915
1116,SARIMAX,7.917
5224,RandomForest,7.924
133480,HoltWinters,7.928
133520,HoltWinters,7.932
3354,RandomForest,7.941
1073,HoltWinters,7.941
133479,HoltWinters,7.954
3059,RandomForest,7.955
4173,HoltWinters,7.957
136806,RandomForest,7.958
135801,RandomForest,7.962
136908,SARIMAX,7.972
133468,HoltWinters,7.982
92203,SARIMAX,7.986
155101,HoltWinters,7.987
136917,RandomForest,7.989
155129,SARIMAX,7.989
1268,RandomForest,8.005
133739,SARIMAX,8.007
2603,HoltWinters,8.021
1794,RandomForest,8.029
134127,RandomForest,8.031
3443,SARIMAX,8.033
1862,SARIMAX,8.036
3316,RandomForest,8.037
133309,RandomForest,8.039
155066,HoltWinters,8.049
133455,RandomForest,8.05
160048,RandomForest,8.05
9338,HoltWinters,8.051
3357,SARIMAX,8.052
3430,SARIMAX,8.053
155099,RandomForest,8.054
135003,SARIMAX,8.055
133558,HoltWinters,8.056
133792,SARIMAX,8.059
138001,HoltWinters,8.06
134059,SARIMAX,8.061
1861,RandomForest,8.066
170007,SARIMAX,8.069
134178,HoltWinters,8.072
3831,HoltWinters,8.072
135034,RandomForest,8.084
134062,RandomForest,8.09
135023,SARIMAX,8.097
1884,HoltWinters,8.099
92401,SARIMAX,8.108
133462,RandomForest,8.114
3446,RandomForest,8.126
3843,HoltWinters,8.128
1864,RandomForest,8.129
133437,SARIMAX,8.133
134009,SARIMAX,8.14
3839,SARIMAX,8.151
3853,SARIMAX,8.153
135010,HoltWinters,8.154
3343,HoltWinters,8.154
133487,SARIMAX,8.158
1262,SARIMAX,8.161
9335,HoltWinters,8.167
2301,SARIMAX,8.176
133345,RandomForest,8.178
2200,HoltWinters,8.183
5018,HoltWinters,8.188
133287,RandomForest,8.193
133325,RandomForest,8.199
134177,RandomForest,8.207
4168,HoltWinters,8.208
1963,HoltWinters,8.21
134164,HoltWinters,8.216
4318,SARIMAX,8.217
133809,RandomForest,8.218
133227,RandomForest,8.226
143602,HoltWinters,8.23
133294,RandomForest,8.242
133810,RandomForest,8.245
133272,RandomForest,8.252
9424,RandomForest,8.253
133708,HoltWinters,8.261
1992,HoltWinters,8.261
8787,SARIMAX,8.27
134185,HoltWinters,8.272
133377,SARIMAX,8.289
1064,RandomForest,8.29
133763,HoltWinters,8.298
4214,SARIMAX,8.298
133498,HoltWinters,8.312
133713,RandomForest,8.313
133557,HoltWinters,8.316
133365,SARIMAX,8.326
135047,RandomForest,8.326
3064,SARIMAX,8.329
2147,RandomForest,8.329
8934,RandomForest,8.329
133456,RandomForest,8.33
3408,RandomForest,8.337
3125,SARIMAX,8.343
133235,RandomForest,8.344
3498,RandomForest,8.345
7144,SARIMAX,8.352
6418,SARIMAX,8.357
133245,HoltWinters,8.359
134122,SARIMAX,8.364
6481,RandomForest,8.367
163224,HoltWinters,8.369
133565,HoltWinters,8.37
133549,RandomForest,8.382
133483,HoltWinters,8.384
160069,SARIMAX,8.396
133548,HoltWinters,8.399
63801,SARIMAX,8.401
133574,SARIMAX,8.402
9426,HoltWinters,8.414
133522,HoltWinters,8.416
3457,SARIMAX,8.444
8698,SARIMAX,8.451
155020,RandomForest,8.459
3349,RandomForest,8.467
133631,HoltWinters,8.473
168202,RandomForest,8.488
5068,HoltWinters,8.494
133378,SARIMAX,8.496
1059,SARIMAX,8.498
85001,RandomForest,8.504
3819,RandomForest,8.509
39402,SARIMAX,8.512
5072,RandomForest,8.52
133641,SARIMAX,8.524
133492,RandomForest,8.525
155135,RandomForest,8.526
3002,HoltWinters,8.529
1121,RandomForest,8.53
133315,RandomForest,8.53
6398,HoltWinters,8.531
133300,HoltWinters,8.55
3955,HoltWinters,8.56
3133,SARIMAX,8.57
136905,HoltWinters,8.579
8901,HoltWinters,8.599
133606,RandomForest,8.602
133383,SARIMAX,8.617
59002,HoltWinters,8.627
133277,HoltWinters,8.651
64801,HoltWinters,8.661
133600,RandomForest,8.673
133509,SARIMAX,8.675
1798,SARIMAX,8.677
3276,RandomForest,8.68
2749,HoltWinters,8.691
133732,RandomForest,8.692
133474,HoltWinters,8.707
94005,HoltWinters,8.711
134065,SARIMAX,8.711
8750,HoltWinters,8.717
133405,RandomForest,8.721
1845,SARIMAX,8.721
1873,HoltWinters,8.727
5029,SARIMAX,8.729
2248,HoltWinters,8.743
35403,HoltWinters,8.754
8903,RandomForest,8.761
8935,SARIMAX,8.762
3230,HoltWinters,8.768
133804,HoltWinters,8.77
139201,HoltWinters,8.781
6419,RandomForest,8.793
137002,SARIMAX,8.801
133811,RandomForest,8.805
1263,SARIMAX,8.807
125603,HoltWinters,8.81
155021,RandomForest,8.815
2223,RandomForest,8.821
6399,RandomForest,8.825
155017,RandomForest,8.831
133408,RandomForest,8.838
133223,HoltWinters,8.841
8174,RandomForest,8.841
133340,RandomForest,8.846
2738,RandomForest,8.849
3052,SARIMAX,8.85
133285,HoltWinters,8.853
155097,RandomForest,8.859
134199,RandomForest,8.863
1837,HoltWinters,8.867
133572,SARIMAX,8.869
133453,SARIMAX,8.873
2995,HoltWinters,8.874
133265,SARIMAX,8.875
5049,HoltWinters,8.883
134194,RandomForest,8.896
135037,RandomForest,8.9
8654,RandomForest,8.9
133760,HoltWinters,8.9
133454,HoltWinters,8.904
133273,SARIMAX,8.908
1779,RandomForest,8.916
162602,SARIMAX,8.925
133501,RandomForest,8.926
2889,SARIMAX,8.928
3545,RandomForest,8.928
2909,HoltWinters,8.942
1895,HoltWinters,8.947
3337,HoltWinters,8.948
134141,RandomForest,8.948
35804,SARIMAX,8.955
170002,RandomForest,8.956
133302,RandomForest,8.984
133337,RandomForest,8.989
133662,RandomForest,8.992
134035,RandomForest,8.993
57601,RandomForest,8.997
8308,RandomForest,9.007
135069,RandomForest,9.008
133471,RandomForest,9.01
1101,RandomForest,9.013
3256,SARIMAX,9.025
2717,SARIMAX,9.026
170006,HoltWinters,9.036
133733,RandomForest,9.043
5226,SARIMAX,9.044
64402,HoltWinters,9.049
9316,RandomForest,9.054
3375,RandomForest,9.058
155037,RandomForest,9.078
3442,SARIMAX,9.09
3815,RandomForest,9.095
133464,HoltWinters,9.11
3841,HoltWinters,9.115
3658,SARIMAX,9.126
3146,SARIMAX,9.137
2908,RandomForest,9.138
4174,SARIMAX,9.146
3967,RandomForest,9.158
5104,RandomForest,9.167
133344,HoltWinters,9.168
133756,RandomForest,9.174
3797,RandomForest,9.178
133259,HoltWinters,9.181
9724,HoltWinters,9.202
134124,RandomForest,9.205
5040,SARIMAX,9.208
8731,HoltWinters,9.214
2548,RandomForest,9.227
64401,SARIMAX,9.228
135043,SARIMAX,9.239
133370,RandomForest,9.248
133550,HoltWinters,9.249
133440,HoltWinters,9.254
2610,RandomForest,9.259
155015,SARIMAX,9.26
1915,HoltWinters,9.27
3634,SARIMAX,9.279
133476,RandomForest,9.282
31401,RandomForest,9.297
155088,SARIMAX,9.304
3715,HoltWinters,9.316
155077,RandomForest,9.326
3057,SARIMAX,9.326
133806,SARIMAX,9.332
133682,SARIMAX,9.337
127001,HoltWinters,9.349
1948,HoltWinters,9.35
3379,SARIMAX,9.358
1122,SARIMAX,9.359
39207,HoltWinters,9.371
5087,RandomForest,9.381
2729,SARIMAX,9.39
136813,RandomForest,9.393
1859,RandomForest,9.405
2322,SARIMAX,9.406
9314,SARIMAX,9.411
1827,RandomForest,9.418
7339,SARIMAX,9.426
9465,RandomForest,9.427
133813,SARIMAX,9.429
133327,RandomForest,9.446
133709,SARIMAX,9.453
125628,HoltWinters,9.462
133660,HoltWinters,9.465
133533,RandomForest,9.466
155022,RandomForest,9.469
94403,HoltWinters,9.479
134005,RandomForest,9.483
134020,SARIMAX,9.513
133368,HoltWinters,9.514
133545,SARIMAX,9.539
134031,RandomForest,9.55
1094,RandomForest,9.551
3412,RandomForest,9.57
3848,SARIMAX,9.587
134170,SARIMAX,9.616
160035,SARIMAX,9.62
3654,RandomForest,9.626
133758,HoltWinters,9.63
135059,SARIMAX,9.63
133348,SARIMAX,9.633
2263,HoltWinters,9.636
8181,SARIMAX,9.648
3447,HoltWinters,9.652
92405,RandomForest,9.653
3393,HoltWinters,9.672
133642,HoltWinters,9.683
2211,RandomForest,9.692
133283,SARIMAX,9.697
39202,HoltWinters,9.71
134029,HoltWinters,9.711
5039,SARIMAX,9.713
8907,HoltWinters,9.723
133410,HoltWinters,9.723
135027,HoltWinters,9.733
39606,RandomForest,9.743
3172,HoltWinters,9.746
2715,RandomForest,9.765
133387,HoltWinters,9.776
133381,RandomForest,9.778
133260,RandomForest,9.781
134048,RandomForest,9.797
133724,HoltWinters,9.801
134041,RandomForest,9.813
2266,HoltWinters,9.818
134071,RandomForest,9.818
134037,SARIMAX,9.824
155002,SARIMAX,9.829
135051,RandomForest,9.841
2243,HoltWinters,9.845
133330,HoltWinters,9.848
3743,RandomForest,9.878
165610,RandomForest,9.886
2902,SARIMAX,9.891
154401,SARIMAX,9.926
3844,RandomForest,9.926
3400,RandomForest,9.932
2285,HoltWinters,9.94
165004,HoltWinters,9.949
133286,SARIMAX,9.954
135054,SARIMAX,9.955
133239,RandomForest,9.981
133341,SARIMAX,9.985
36002,RandomForest,9.99
2987,HoltWinters,9.991
155030,SARIMAX,9.996
134050,RandomForest,10.007
133222,SARIMAX,10.014
134154,RandomForest,10.032
2136,HoltWinters,10.034
1083,HoltWinters,10.035
3455,HoltWinters,10.039
160051,SARIMAX,10.04
3540,HoltWinters,10.049
