АЗС,Лучшая модель,MAPE,error
163405,RandomForest,8.193,
1885,RandomForest,8.194,
133636,RandomForest,8.196,
133483,RandomForest,8.203,
9811,RandomForest,8.209,
1122,RandomForest,8.212,
155006,RandomForest,8.215,
133558,RandomForest,8.22,
8664,RandomForest,8.221,
137002,RandomForest,8.226,
3011,RandomForest,8.228,
155133,RandomForest,8.234,
3415,RandomForest,8.236,
133311,RandomForest,8.238,
5050,RandomForest,8.252,
8996,RandomForest,8.27,
134184,RandomForest,8.284,
133445,RandomForest,8.287,
5039,RandomForest,8.312,
1835,RandomForest,8.319,
133743,RandomForest,8.323,
133343,RandomForest,8.325,
1919,RandomForest,8.349,
5079,RandomForest,8.353,
1912,RandomForest,8.36,
1094,RandomForest,8.363,
133468,RandomForest,8.391,
3327,RandomForest,8.392,
133570,RandomForest,8.42,
3358,RandomForest,8.429,
2300,RandomForest,8.455,
4215,RandomForest,8.461,
7314,RandomForest,8.47,
5093,RandomForest,8.48,
136603,RandomForest,8.484,
133541,RandomForest,8.487,
134050,RandomForest,8.501,
135027,RandomForest,8.534,
4318,RandomForest,8.538,
2873,RandomForest,8.539,
155061,RandomForest,8.578,
163218,RandomForest,8.585,
5535,RandomForest,8.605,
165002,RandomForest,8.636,
133579,RandomForest,8.643,
133304,RandomForest,8.688,
133584,RandomForest,8.693,
8714,RandomForest,8.698,
155137,RandomForest,8.698,
5100,RandomForest,8.726,
3660,RandomForest,8.737,
5056,RandomForest,8.737,
133699,RandomForest,8.746,
135039,RandomForest,8.754,
2741,RandomForest,8.756,
1956,RandomForest,8.769,
3247,RandomForest,8.776,
153812,RandomForest,8.778,
135038,RandomForest,8.788,
160062,RandomForest,8.816,
133320,RandomForest,8.819,
1116,RandomForest,8.823,
2904,RandomForest,8.841,
1957,RandomForest,8.842,
5034,RandomForest,8.87,
5030,RandomForest,8.883,
163407,RandomForest,8.884,
51601,RandomForest,8.895,
5055,RandomForest,8.897,
58201,RandomForest,8.9,
3276,RandomForest,8.905,
1862,RandomForest,8.917,
3424,RandomForest,8.922,
6481,RandomForest,8.94,
135047,RandomForest,8.948,
133682,RandomForest,8.96,
155129,RandomForest,8.967,
133653,RandomForest,8.971,
135018,RandomForest,8.971,
133366,RandomForest,8.989,
134012,RandomForest,9.01,
155038,RandomForest,9.025,
5046,RandomForest,9.044,
134058,RandomForest,9.057,
133396,RandomForest,9.059,
133526,RandomForest,9.083,
3743,RandomForest,9.084,
5089,RandomForest,9.093,
1805,RandomForest,9.111,
133671,RandomForest,9.137,
3172,RandomForest,9.149,
3356,RandomForest,9.164,
92406,RandomForest,9.177,
155011,RandomForest,9.178,
133334,RandomForest,9.192,
133408,RandomForest,9.211,
155036,RandomForest,9.219,
133472,RandomForest,9.231,
3730,RandomForest,9.244,
127003,RandomForest,9.249,
133475,RandomForest,9.253,
2982,RandomForest,9.286,
3023,RandomForest,9.32,
9354,RandomForest,9.327,
3360,RandomForest,9.328,
9309,RandomForest,9.334,
133575,RandomForest,9.338,
133448,RandomForest,9.358,
133796,RandomForest,9.364,
134201,RandomForest,9.367,
134045,RandomForest,9.377,
3425,RandomForest,9.388,
7609,RandomForest,9.395,
3133,RandomForest,9.415,
3343,RandomForest,9.439,
8935,RandomForest,9.453,
134041,RandomForest,9.454,
133254,RandomForest,9.458,
155077,RandomForest,9.474,
133793,RandomForest,9.477,
133425,RandomForest,9.479,
133479,RandomForest,9.482,
155062,RandomForest,9.504,
1765,RandomForest,9.513,
3449,RandomForest,9.521,
133375,RandomForest,9.524,
155024,RandomForest,9.531,
125651,RandomForest,9.532,
5040,RandomForest,9.537,
3496,RandomForest,9.557,
155020,RandomForest,9.579,
1791,RandomForest,9.591,
137001,RandomForest,9.591,
7279,RandomForest,9.596,
1256,RandomForest,9.606,
2326,RandomForest,9.625,
135031,RandomForest,9.638,
155113,RandomForest,9.659,
135015,RandomForest,9.677,
136941,RandomForest,9.69,
3437,RandomForest,9.694,
6443,RandomForest,9.695,
3811,RandomForest,9.704,
155012,RandomForest,9.704,
133528,RandomForest,9.721,
7145,RandomForest,9.733,
163406,RandomForest,9.742,
126204,RandomForest,9.755,
3659,RandomForest,9.762,
1067,RandomForest,9.767,
9041,RandomForest,9.773,
155032,RandomForest,9.796,
2880,RandomForest,9.801,
9509,RandomForest,9.802,
134156,RandomForest,9.823,
133786,RandomForest,9.828,
133794,RandomForest,9.843,
133342,RandomForest,9.857,
39601,RandomForest,9.86,
163410,RandomForest,9.893,
134057,RandomForest,9.899,
136806,RandomForest,9.901,
133315,RandomForest,9.913,
155104,RandomForest,9.942,
3854,RandomForest,9.953,
133627,RandomForest,9.98,
1262,RandomForest,10.012,
135014,RandomForest,10.019,
133641,RandomForest,10.026,
3451,RandomForest,10.033,
3169,RandomForest,10.035,
6419,RandomForest,10.036,
134060,RandomForest,10.063,
9325,RandomForest,10.066,
133288,RandomForest,10.077,
133206,RandomForest,10.082,
3372,RandomForest,10.084,
2909,RandomForest,10.107,
136897,RandomForest,10.113,
134003,RandomForest,10.139,
143001,RandomForest,10.146,
136902,RandomForest,10.173,
133434,RandomForest,10.186,
8698,RandomForest,10.188,
134142,RandomForest,10.2,
2302,RandomForest,10.23,
155031,RandomForest,10.253,
3411,RandomForest,10.273,
133734,RandomForest,10.288,
3208,RandomForest,10.296,
160068,RandomForest,10.301,
135059,RandomForest,10.335,
6423,RandomForest,10.367,
3755,RandomForest,10.374,
5061,RandomForest,10.376,
136936,RandomForest,10.377,
8654,RandomForest,10.389,
134073,RandomForest,10.396,
133511,RandomForest,10.411,
155122,RandomForest,10.416,
155013,RandomForest,10.426,
136931,RandomForest,10.461,
84601,RandomForest,10.492,
134134,RandomForest,10.525,
1935,RandomForest,10.527,
2660,RandomForest,10.533,
60604,RandomForest,10.538,
155053,RandomForest,10.538,
7330,RandomForest,10.539,
1997,RandomForest,10.556,
1876,RandomForest,10.586,
134144,RandomForest,10.591,
155123,RandomForest,10.596,
3764,RandomForest,10.607,
2900,RandomForest,10.61,
133289,RandomForest,10.625,
163624,RandomForest,10.625,
133729,RandomForest,10.634,
3214,RandomForest,10.638,
6399,RandomForest,10.646,
134179,RandomForest,10.669,
133265,RandomForest,10.67,
133603,RandomForest,10.694,
3605,RandomForest,10.699,
8740,RandomForest,10.726,
2147,RandomForest,10.734,
3542,RandomForest,10.734,
9315,RandomForest,10.746,
133760,RandomForest,10.753,
134174,RandomForest,10.784,
52803,RandomForest,10.798,
8971,RandomForest,10.803,
136922,RandomForest,10.807,
133439,RandomForest,10.846,
155128,RandomForest,10.847,
133718,RandomForest,10.858,
2165,RandomForest,10.911,
1882,RandomForest,10.919,
3658,RandomForest,10.928,
1811,RandomForest,10.937,
1253,RandomForest,10.94,
7147,RandomForest,10.947,
133377,RandomForest,10.953,
2889,RandomForest,10.966,
133709,RandomForest,10.966,
135033,RandomForest,10.983,
65603,RandomForest,10.985,
3315,RandomForest,10.993,
134024,RandomForest,11.001,
125602,RandomForest,11.023,
135058,RandomForest,11.048,
3986,RandomForest,11.052,
133308,RandomForest,11.066,
155045,RandomForest,11.091,
155017,RandomForest,11.137,
133281,RandomForest,11.148,
155081,RandomForest,11.15,
133225,RandomForest,11.162,
5029,RandomForest,11.166,
3738,RandomForest,11.167,
3007,RandomForest,11.192,
9207,RandomForest,11.201,
136939,RandomForest,11.233,
133489,RandomForest,11.241,
5036,RandomForest,11.256,
133373,RandomForest,11.268,
3219,RandomForest,11.277,
3050,RandomForest,11.282,
7065,RandomForest,11.29,
155028,RandomForest,11.302,
133262,RandomForest,11.309,
3218,RandomForest,11.345,
1785,RandomForest,11.35,
136879,RandomForest,11.351,
133738,RandomForest,11.393,
8663,RandomForest,11.431,
155043,RandomForest,11.441,
136919,RandomForest,11.526,
5062,RandomForest,11.533,
135068,RandomForest,11.556,
133606,RandomForest,11.573,
9086,RandomForest,11.588,
6450,RandomForest,11.599,
7061,RandomForest,11.602,
5974,RandomForest,11.627,
2447,RandomForest,11.633,
1274,RandomForest,11.67,
133374,RandomForest,11.722,
133591,RandomForest,11.727,
155076,RandomForest,11.739,
5973,RandomForest,11.742,
134166,RandomForest,11.757,
4085,RandomForest,11.786,
3189,RandomForest,11.787,
136940,RandomForest,11.809,
163212,RandomForest,11.815,
1263,RandomForest,11.833,
39606,RandomForest,11.847,
160025,RandomForest,11.875,
133521,RandomForest,11.878,
7144,RandomForest,11.929,
6420,RandomForest,11.931,
3324,RandomForest,11.956,
133540,RandomForest,11.979,
133696,RandomForest,12.004,
3819,RandomForest,12.008,
9748,RandomForest,12.012,
133625,RandomForest,12.045,
155030,RandomForest,12.064,
133257,RandomForest,12.07,
133286,RandomForest,12.072,
133637,RandomForest,12.072,
125631,RandomForest,12.085,
134043,RandomForest,12.131,
39602,RandomForest,12.161,
133299,RandomForest,12.185,
170006,RandomForest,12.185,
3152,RandomForest,12.201,
136926,RandomForest,12.203,
2185,RandomForest,12.233,
134153,RandomForest,12.25,
9040,RandomForest,12.272,
134157,RandomForest,12.289,
133802,RandomForest,12.304,
125616,RandomForest,12.328,
133232,RandomForest,12.344,
135034,RandomForest,12.354,
3349,RandomForest,12.358,
125801,RandomForest,12.39,
136877,RandomForest,12.392,
133782,RandomForest,12.399,
6430,RandomForest,12.403,
171008,RandomForest,12.44,
1070,RandomForest,12.49,
155124,RandomForest,12.498,
3741,RandomForest,12.512,
36001,RandomForest,12.576,
3354,RandomForest,12.591,
1783,RandomForest,12.593,
1115,RandomForest,12.594,
133302,RandomForest,12.648,
155050,RandomForest,12.687,
134062,RandomForest,12.689,
133777,RandomForest,12.707,
1259,RandomForest,12.744,
133703,RandomForest,12.748,
133739,RandomForest,12.787,
133594,RandomForest,12.792,
163211,RandomForest,12.807,
133324,RandomForest,12.81,
1770,RandomForest,12.835,
133576,RandomForest,12.89,
133379,RandomForest,12.922,
133735,RandomForest,12.932,
133290,RandomForest,12.941,
134044,RandomForest,12.943,
1089,RandomForest,12.957,
125611,RandomForest,12.966,
140402,RandomForest,12.968,
136911,RandomForest,12.971,
3400,RandomForest,12.99,
3067,RandomForest,12.993,
125657,RandomForest,13.025,
133742,RandomForest,13.093,
133336,RandomForest,13.123,
6421,RandomForest,13.129,
136907,RandomForest,13.133,
3762,RandomForest,13.203,
133437,RandomForest,13.209,
134150,RandomForest,13.209,
2830,RandomForest,13.217,
2322,RandomForest,13.226,
163004,RandomForest,13.257,
133383,RandomForest,13.292,
2740,RandomForest,13.306,
2890,RandomForest,13.312,
3504,RandomForest,13.371,
133639,RandomForest,13.38,
155091,RandomForest,13.398,
136876,RandomForest,13.462,
3839,RandomForest,13.498,
133560,RandomForest,13.505,
2602,RandomForest,13.526,
163223,RandomForest,13.527,
134126,RandomForest,13.538,
2892,RandomForest,13.562,
133406,RandomForest,13.573,
134020,RandomForest,13.609,
133330,RandomForest,13.617,
133807,RandomForest,13.627,
133233,RandomForest,13.679,
133350,RandomForest,13.691,
155117,RandomForest,13.725,
135003,RandomForest,13.726,
155008,RandomForest,13.726,
1992,RandomForest,13.736,
5002,RandomForest,13.775,
134130,RandomForest,13.795,
1911,RandomForest,13.846,
133433,RandomForest,13.855,
133269,RandomForest,13.877,
1278,RandomForest,13.884,
36002,RandomForest,13.892,
3831,RandomForest,13.938,
134186,RandomForest,13.956,
155107,RandomForest,13.986,
133726,RandomForest,13.992,
134025,RandomForest,14.052,
134155,RandomForest,14.095,
134040,RandomForest,14.13,
125619,RandomForest,14.158,
133550,RandomForest,14.159,
3344,RandomForest,14.167,
89402,RandomForest,14.293,
3205,RandomForest,14.331,
133733,RandomForest,14.338,
136905,RandomForest,14.349,
133438,RandomForest,14.371,
2273,RandomForest,14.391,
1960,RandomForest,14.395,
133338,RandomForest,14.407,
63802,RandomForest,14.464,
133768,RandomForest,14.464,
170009,RandomForest,14.521,
163207,RandomForest,14.522,
167601,RandomForest,14.567,
133679,RandomForest,14.624,
133798,RandomForest,14.625,
3373,RandomForest,14.689,
1830,RandomForest,14.721,
1963,RandomForest,14.724,
9378,RandomForest,14.787,
133618,RandomForest,14.808,
155040,RandomForest,14.837,
3392,RandomForest,14.852,
155132,RandomForest,14.855,
3366,RandomForest,14.887,
3364,RandomForest,14.935,
171012,RandomForest,14.948,
133401,RandomForest,14.967,
136910,RandomForest,15.036,
136937,RandomForest,15.079,
134145,RandomForest,15.103,
92403,RandomForest,15.127,
174801,RandomForest,15.129,
163224,RandomForest,15.165,
6465,RandomForest,15.189,
133781,RandomForest,15.201,
133730,RandomForest,15.214,
155095,RandomForest,15.224,
125659,RandomForest,15.256,
133721,RandomForest,15.298,
155127,RandomForest,15.303,
133529,RandomForest,15.305,
3311,RandomForest,15.32,
63803,RandomForest,15.344,
3154,RandomForest,15.376,
170005,RandomForest,15.396,
84401,RandomForest,15.525,
133574,RandomForest,15.543,
133596,RandomForest,15.543,
2883,RandomForest,15.55,
9379,RandomForest,15.598,
134008,RandomForest,15.621,
66208,RandomForest,15.656,
133684,RandomForest,15.682,
8752,RandomForest,15.728,
35401,RandomForest,15.749,
4172,RandomForest,15.764,
133812,RandomForest,15.855,
155026,RandomForest,15.908,
1275,RandomForest,15.913,
133764,RandomForest,15.92,
155037,RandomForest,15.937,
133604,RandomForest,16.018,
160049,RandomForest,16.057,
171805,RandomForest,16.084,
1886,RandomForest,16.144,
7071,RandomForest,16.15,
125603,RandomForest,16.193,
133589,RandomForest,16.208,
89802,RandomForest,16.257,
133399,RandomForest,16.285,
127801,RandomForest,16.309,
3842,RandomForest,16.412,
3847,RandomForest,16.436,
7192,RandomForest,16.44,
160018,RandomForest,16.474,
3389,RandomForest,16.493,
3758,RandomForest,16.506,
1837,RandomForest,16.533,
2988,RandomForest,16.542,
134187,RandomForest,16.571,
160010,RandomForest,16.611,
155069,RandomForest,16.62,
3313,RandomForest,16.669,
1834,RandomForest,16.693,
133542,RandomForest,16.724,
133327,RandomForest,16.757,
3209,RandomForest,16.864,
1779,RandomForest,16.878,
1255,RandomForest,16.915,
1810,RandomForest,16.923,
133436,RandomForest,16.998,
64404,RandomForest,17.134,
136901,RandomForest,17.176,
133773,RandomForest,17.207,
133779,RandomForest,17.209,
5033,RandomForest,17.278,
59002,RandomForest,17.284,
133741,RandomForest,17.323,
7608,RandomForest,17.328,
94005,RandomForest,17.407,
2750,RandomForest,17.466,
133470,RandomForest,17.478,
2874,RandomForest,17.488,
133484,RandomForest,17.534,
133360,RandomForest,17.555,
3211,RandomForest,17.564,
7283,RandomForest,17.567,
163408,RandomForest,17.596,
36401,RandomForest,17.8,
3634,RandomForest,17.825,
133766,RandomForest,17.868,
50601,RandomForest,17.951,
127001,RandomForest,17.959,
1943,RandomForest,18.031,
8966,RandomForest,18.056,
135022,RandomForest,18.117,
134016,RandomForest,18.136,
1265,RandomForest,18.17,
2190,RandomForest,18.24,
162622,RandomForest,18.297,
7315,RandomForest,18.311,
155018,RandomForest,18.311,
3804,RandomForest,18.325,
4170,RandomForest,18.349,
1254,RandomForest,18.387,
135024,RandomForest,18.41,
8754,RandomForest,18.44,
3734,RandomForest,18.488,
90001,RandomForest,18.6,
137606,RandomForest,18.651,
1822,RandomForest,18.733,
5065,RandomForest,18.737,
155033,RandomForest,18.858,
133598,RandomForest,18.913,
160006,RandomForest,18.914,
3807,RandomForest,19.004,
134197,RandomForest,19.043,
136872,RandomForest,19.074,
135016,RandomForest,19.11,
136875,RandomForest,19.168,
8747,RandomForest,19.359,
60002,RandomForest,19.461,
133762,RandomForest,19.518,
161203,RandomForest,19.535,
134194,RandomForest,19.536,
64801,RandomForest,19.549,
133728,RandomForest,19.687,
37401,RandomForest,19.783,
160053,RandomForest,19.806,
163806,RandomForest,19.853,
160035,RandomForest,19.863,
155078,RandomForest,20.033,
133613,RandomForest,20.072,
3357,RandomForest,20.103,
155067,RandomForest,20.123,
133745,RandomForest,20.233,
2654,RandomForest,20.279,
155027,RandomForest,20.289,
134164,RandomForest,20.34,
125668,RandomForest,20.351,
9751,RandomForest,20.36,
125655,RandomForest,20.374,
133335,RandomForest,20.382,
2263,RandomForest,20.39,
2717,RandomForest,20.463,
125609,RandomForest,20.534,
136916,RandomForest,20.582,
133380,RandomForest,20.59,
3645,RandomForest,20.745,
125632,RandomForest,20.815,
1917,RandomForest,20.825,
35001,RandomForest,20.854,
133621,RandomForest,21.151,
3395,RandomForest,21.17,
133711,RandomForest,21.179,
155082,RandomForest,21.185,
9511,RandomForest,21.233,
9075,RandomForest,21.272,
170401,RandomForest,21.456,
1273,RandomForest,21.462,
6453,RandomForest,21.513,
139201,RandomForest,21.551,
161201,RandomForest,21.783,
3849,RandomForest,21.842,
160051,RandomForest,21.96,
160040,RandomForest,22.017,
133757,RandomForest,22.082,
163209,RandomForest,22.151,
2882,RandomForest,22.379,
9724,RandomForest,22.646,
159201,RandomForest,22.802,
133303,RandomForest,22.835,
8729,RandomForest,23.008,
133697,RandomForest,23.162,
134076,RandomForest,23.164,
3848,RandomForest,23.201,
134190,RandomForest,23.283,
3961,RandomForest,23.398,
170003,RandomForest,23.433,
3002,RandomForest,23.458,
1803,RandomForest,23.53,
134146,RandomForest,23.535,
3052,RandomForest,23.574,
2276,RandomForest,23.595,
3747,RandomForest,23.639,
135012,RandomForest,23.646,
6427,RandomForest,23.987,
1979,RandomForest,24.064,
133759,RandomForest,24.07,
125621,RandomForest,24.35,
35403,RandomForest,24.422,
140610,RandomForest,24.473,
133242,RandomForest,24.684,
3748,RandomForest,25.168,
31401,RandomForest,25.181,
1941,RandomForest,25.213,
9465,RandomForest,25.32,
155126,RandomForest,25.374,
133326,RandomForest,25.557,
160414,RandomForest,25.595,
133259,RandomForest,25.78,
3844,RandomForest,25.926,
3441,RandomForest,25.93,
133813,RandomForest,26.071,
136802,RandomForest,26.131,
9430,RandomForest,26.243,
6394,RandomForest,26.573,
3841,RandomForest,26.598,
165003,RandomForest,26.697,
133612,RandomForest,26.998,
8734,RandomForest,27.072,
3832,RandomForest,27.115,
3355,RandomForest,27.432,
125640,RandomForest,27.459,
135001,RandomForest,27.565,
133610,RandomForest,27.945,
155073,RandomForest,27.977,
133649,RandomForest,28.16,
3055,RandomForest,28.227,
2549,RandomForest,28.424,
9756,RandomForest,28.725,
125663,RandomForest,28.988,
9304,RandomForest,29.242,
139202,RandomForest,29.243,
133572,RandomForest,29.338,
125623,RandomForest,29.588,
6398,RandomForest,29.779,
134067,RandomForest,29.806,
128801,RandomForest,29.86,
140612,RandomForest,29.88,
9754,RandomForest,30.045,
133543,RandomForest,30.089,
5226,RandomForest,30.156,
133532,RandomForest,30.218,
125620,RandomForest,30.237,
2546,RandomForest,30.287,
140611,RandomForest,30.435,
133724,RandomForest,30.47,
155009,RandomForest,30.608,
5059,RandomForest,30.743,
125643,RandomForest,30.794,
155092,RandomForest,30.824,
172823,RandomForest,30.927,
136813,RandomForest,31.016,
5060,RandomForest,31.4,
133283,RandomForest,31.495,
2603,RandomForest,31.618,
134172,RandomForest,31.707,
155121,RandomForest,31.776,
8214,RandomForest,31.781,
159202,RandomForest,31.85,
134200,RandomForest,32.344,
133676,RandomForest,32.639,
3740,RandomForest,32.648,
150210,RandomForest,33.271,
134018,RandomForest,33.334,
155093,RandomForest,33.592,
136908,RandomForest,34.623,
155114,RandomForest,35.747,
133642,RandomForest,35.947,
163201,RandomForest,35.993,
161802,RandomForest,36.042,
125639,RandomForest,36.356,
1978,RandomForest,36.725,
163202,RandomForest,36.859,
153810,RandomForest,36.86,
133548,RandomForest,37.346,
133806,RandomForest,37.466,
133368,RandomForest,37.792,
134161,RandomForest,38.247,
133776,RandomForest,38.277,
170004,RandomForest,39.603,
135075,RandomForest,39.729,
125629,RandomForest,40.512,
134061,RandomForest,41.454,
133700,RandomForest,41.657,
2611,RandomForest,41.8,
7067,RandomForest,41.832,
134001,RandomForest,41.848,
2987,RandomForest,42.423,
1858,RandomForest,42.94,
127802,RandomForest,43.299,
1948,RandomForest,43.845,
4174,RandomForest,44.429,
3987,RandomForest,44.789,
135801,RandomForest,45.145,
133749,RandomForest,45.789,
170007,RandomForest,45.964,
155134,RandomForest,46.306,
165004,RandomForest,47.633,
2930,RandomForest,47.945,
133615,RandomForest,48.098,
136602,RandomForest,48.52,
134070,RandomForest,48.88,
3207,RandomForest,48.959,
133725,RandomForest,49.083,
7064,RandomForest,49.295,
125669,RandomForest,49.383,
133640,RandomForest,50.351,
136853,RandomForest,51.455,
3140,RandomForest,51.653,
1964,RandomForest,51.75,
160056,RandomForest,51.806,
174404,RandomForest,52.868,
159002,RandomForest,52.909,
125641,RandomForest,53.01,
9385,RandomForest,53.204,
170001,RandomForest,53.263,
125634,RandomForest,53.789,
125614,RandomForest,54.245,
133364,RandomForest,54.784,
7439,RandomForest,56.421,
168201,RandomForest,57.447,
169014,RandomForest,60.794,
136811,RandomForest,61.856,
133583,RandomForest,61.895,
125664,RandomForest,62.178,
125638,RandomForest,63.086,
165610,RandomForest,63.903,
136810,RandomForest,64.108,
169013,RandomForest,66.092,
136938,RandomForest,66.711,
168202,RandomForest,67.373,
155079,RandomForest,68.891,
1257,RandomForest,71.365,
155109,RandomForest,71.643,
160063,RandomForest,72.117,
3816,RandomForest,72.207,
135004,RandomForest,74.137,
163805,RandomForest,74.927,
136921,RandomForest,75.867,
155120,RandomForest,76.92,
158401,RandomForest,77.7,
135019,RandomForest,77.916,
133754,RandomForest,79.007,
1269,RandomForest,87.434,
162620,RandomForest,89.908,
151801,RandomForest,91.357,
133602,RandomForest,91.642,
171802,RandomForest,95.373,
1271,RandomForest,104.48,
2604,RandomForest,108.155,
2662,RandomForest,111.997,
151802,RandomForest,116.813,
171806,RandomForest,119.682,
133520,RandomForest,121.304,
2155,RandomForest,123.94,
157202,RandomForest,127.091,
3442,RandomForest,130.994,
3160,RandomForest,131.892,
133447,RandomForest,133.635,
145801,RandomForest,136.703,
8741,RandomForest,146.117,
133510,RandomForest,158.319,
160044,RandomForest,166.31,
7066,RandomForest,177.175,
133501,RandomForest,189.378,
2285,RandomForest,200.488,
133369,RandomForest,204.088,
171601,RandomForest,216.38,
133388,RandomForest,237.052,
171602,RandomForest,298.326,
171011,RandomForest,439.672,
160075,RandomForest,478.068,
133361,RandomForest,494.682,
5023,RandomForest,507.964,
133284,RandomForest,547.617,
155089,RandomForest,649.877,
162624,RandomForest,866.364,
134154,RandomForest,890.794,
1075,RandomForest,1124.297,
2707,RandomForest,1749.626,
133736,RandomForest,1999.19,
125627,RandomForest,2274.902,
136942,RandomForest,5475.365,
162602,SARIMAX,3.915,
3853,SARIMAX,4.155,
3651,SARIMAX,4.351,
6416,SARIMAX,4.382,
2993,SARIMAX,4.437,
133507,SARIMAX,4.592,
139407,SARIMAX,4.649,
5098,SARIMAX,4.705,
3136,SARIMAX,4.799,
3544,SARIMAX,4.8,
133686,SARIMAX,4.851,
3760,SARIMAX,4.867,
6446,SARIMAX,4.875,
133617,SARIMAX,4.879,
133787,SARIMAX,4.904,
133633,SARIMAX,4.917,
3049,SARIMAX,4.932,
9222,SARIMAX,4.939,
2588,SARIMAX,4.968,
133611,SARIMAX,4.994,
9312,SARIMAX,5.055,
133241,SARIMAX,5.055,
2887,SARIMAX,5.058,
133546,SARIMAX,5.075,
7141,SARIMAX,5.104,
1105,SARIMAX,5.151,
3370,SARIMAX,5.162,
1914,SARIMAX,5.167,
1918,SARIMAX,5.221,
3063,SARIMAX,5.229,
133619,SARIMAX,5.236,
133297,SARIMAX,5.243,
133322,SARIMAX,5.267,
135049,SARIMAX,5.272,
2202,SARIMAX,5.298,
7079,SARIMAX,5.324,
114602,SARIMAX,5.365,
9313,SARIMAX,5.371,
85001,SARIMAX,5.386,
3722,SARIMAX,5.406,
133629,SARIMAX,5.406,
2998,SARIMAX,5.427,
3141,SARIMAX,5.44,
5024,SARIMAX,5.476,
133670,SARIMAX,5.502,
155099,SARIMAX,5.53,
2738,SARIMAX,5.542,
8742,SARIMAX,5.543,
5006,SARIMAX,5.546,
3158,SARIMAX,5.592,
158601,SARIMAX,5.638,
133306,SARIMAX,5.679,
9353,SARIMAX,5.716,
2729,SARIMAX,5.742,
155046,SARIMAX,5.75,
2996,SARIMAX,5.76,
125606,SARIMAX,5.771,
1894,SARIMAX,5.787,
63604,SARIMAX,5.791,
135009,SARIMAX,5.792,
155034,SARIMAX,5.806,
2651,SARIMAX,5.826,
8899,SARIMAX,5.832,
136805,SARIMAX,5.837,
134121,SARIMAX,5.879,
160050,SARIMAX,5.882,
133614,SARIMAX,5.887,
8794,SARIMAX,5.92,
8308,SARIMAX,5.932,
3177,SARIMAX,5.939,
155055,SARIMAX,5.966,
133481,SARIMAX,5.968,
2912,SARIMAX,6.002,
155042,SARIMAX,6.028,
2250,SARIMAX,6.046,
8755,SARIMAX,6.049,
1266,SARIMAX,6.067,
64403,SARIMAX,6.073,
90401,SARIMAX,6.091,
133662,SARIMAX,6.094,
1077,SARIMAX,6.097,
1078,SARIMAX,6.097,
3316,SARIMAX,6.137,
133651,SARIMAX,6.207,
5085,SARIMAX,6.216,
1073,SARIMAX,6.223,
136904,SARIMAX,6.245,
133271,SARIMAX,6.26,
133592,SARIMAX,6.288,
133508,SARIMAX,6.294,
3159,SARIMAX,6.306,
1874,SARIMAX,6.321,
4208,SARIMAX,6.326,
3148,SARIMAX,6.33,
1897,SARIMAX,6.34,
133513,SARIMAX,6.375,
2607,SARIMAX,6.378,
124401,SARIMAX,6.422,
4219,SARIMAX,6.449,
1905,SARIMAX,6.464,
133609,SARIMAX,6.474,
133319,SARIMAX,6.479,
1891,SARIMAX,6.505,
133568,SARIMAX,6.51,
3179,SARIMAX,6.512,
1909,SARIMAX,6.517,
2876,SARIMAX,6.532,
2722,SARIMAX,6.533,
133678,SARIMAX,6.54,
133400,SARIMAX,6.55,
133663,SARIMAX,6.576,
8912,SARIMAX,6.577,
5073,SARIMAX,6.579,
1920,SARIMAX,6.584,
4177,SARIMAX,6.602,
166002,SARIMAX,6.641,
134128,SARIMAX,6.653,
133378,SARIMAX,6.657,
3145,SARIMAX,6.659,
2226,SARIMAX,6.666,
134055,SARIMAX,6.671,
133515,SARIMAX,6.675,
155052,SARIMAX,6.685,
133277,SARIMAX,6.747,
3328,SARIMAX,6.752,
6405,SARIMAX,6.763,
2685,SARIMAX,6.784,
3462,SARIMAX,6.791,
2891,SARIMAX,6.823,
133450,SARIMAX,6.842,
104001,SARIMAX,6.854,
63601,SARIMAX,6.866,
1114,SARIMAX,6.873,
133229,SARIMAX,6.904,
3957,SARIMAX,6.912,
133643,SARIMAX,6.919,
1059,SARIMAX,6.95,
133672,SARIMAX,6.965,
62801,SARIMAX,7.016,
133498,SARIMAX,7.017,
133272,SARIMAX,7.03,
1823,SARIMAX,7.036,
3808,SARIMAX,7.036,
42801,SARIMAX,7.039,
133243,SARIMAX,7.049,
2646,SARIMAX,7.062,
134047,SARIMAX,7.103,
5051,SARIMAX,7.13,
2307,SARIMAX,7.146,
133691,SARIMAX,7.158,
133632,SARIMAX,7.161,
133486,SARIMAX,7.171,
134162,SARIMAX,7.171,
135029,SARIMAX,7.172,
2548,SARIMAX,7.182,
1098,SARIMAX,7.184,
2709,SARIMAX,7.202,
133358,SARIMAX,7.211,
9424,SARIMAX,7.218,
5043,SARIMAX,7.239,
3725,SARIMAX,7.243,
2713,SARIMAX,7.252,
133675,SARIMAX,7.258,
2616,SARIMAX,7.27,
64401,SARIMAX,7.288,
133595,SARIMAX,7.326,
132802,SARIMAX,7.332,
8662,SARIMAX,7.333,
5068,SARIMAX,7.335,
9319,SARIMAX,7.349,
135023,SARIMAX,7.353,
2749,SARIMAX,7.37,
3397,SARIMAX,7.429,
94403,SARIMAX,7.43,
125604,SARIMAX,7.436,
133519,SARIMAX,7.438,
134010,SARIMAX,7.459,
