ORG_KSSS,date,Прогноз,Чеки дневные,Чеки ночные
1062,2025-11-16,1231.0,960.0,271.0
1062,2025-11-17,1310.0,1021.0,288.0
1062,2025-11-18,1168.0,911.0,257.0
1062,2025-11-19,1028.0,802.0,226.0
1062,2025-11-20,1172.0,914.0,258.0
1062,2025-11-21,1208.0,942.0,266.0
1062,2025-11-22,1222.0,952.0,269.0
1062,2025-11-23,1232.0,961.0,271.0
1062,2025-11-24,1310.0,1022.0,289.0
1062,2025-11-25,1168.0,911.0,257.0
1062,2025-11-26,1029.0,802.0,227.0
1062,2025-11-27,1173.0,915.0,258.0
1062,2025-11-28,1209.0,943.0,266.0
1062,2025-11-29,1222.0,953.0,269.0
1062,2025-11-30,1232.0,961.0,271.0
1062,2025-12-01,1311.0,1022.0,289.0
1062,2025-12-02,1169.0,911.0,257.0
1062,2025-12-03,1029.0,802.0,227.0
1062,2025-12-04,1173.0,915.0,258.0
1062,2025-12-05,1209.0,943.0,266.0
1062,2025-12-06,1223.0,953.0,269.0
1062,2025-12-07,1233.0,961.0,272.0
1062,2025-12-08,1311.0,1022.0,289.0
1062,2025-12-09,1169.0,912.0,258.0
1062,2025-12-10,1030.0,803.0,227.0
1063,2025-11-10,603.0,471.0,131.0
1063,2025-11-11,481.0,376.0,105.0
1063,2025-11-12,508.0,398.0,111.0
1063,2025-11-13,578.0,452.0,126.0
1063,2025-11-14,581.0,454.0,127.0
1063,2025-11-15,569.0,445.0,124.0
1063,2025-11-16,572.0,447.0,125.0
1063,2025-11-17,594.0,465.0,130.0
1063,2025-11-18,463.0,362.0,101.0
1063,2025-11-19,493.0,385.0,107.0
1063,2025-11-20,573.0,448.0,125.0
1063,2025-11-21,573.0,448.0,125.0
1063,2025-11-22,568.0,444.0,124.0
1063,2025-11-23,570.0,446.0,124.0
1063,2025-11-24,590.0,462.0,129.0
1063,2025-11-25,458.0,358.0,100.0
1063,2025-11-26,489.0,382.0,106.0
1063,2025-11-27,570.0,446.0,124.0
1063,2025-11-28,570.0,446.0,124.0
1063,2025-11-29,566.0,443.0,123.0
1063,2025-11-30,568.0,444.0,124.0
1063,2025-12-01,588.0,460.0,128.0
1063,2025-12-02,456.0,356.0,99.0
1063,2025-12-03,487.0,381.0,106.0
1063,2025-12-04,569.0,445.0,124.0
1063,2025-12-05,569.0,445.0,124.0
1063,2025-12-06,565.0,442.0,123.0
1063,2025-12-07,567.0,443.0,124.0
1063,2025-12-08,587.0,459.0,128.0
1063,2025-12-09,455.0,356.0,99.0
1063,2025-12-10,486.0,380.0,106.0
1064,2025-11-10,753.0,590.0,163.0
1064,2025-11-11,801.0,627.0,174.0
1064,2025-11-12,804.0,630.0,174.0
1064,2025-11-13,815.0,639.0,177.0
1064,2025-11-14,800.0,627.0,173.0
1064,2025-11-15,776.0,608.0,168.0
1064,2025-11-16,674.0,528.0,146.0
1064,2025-11-17,722.0,565.0,156.0
1064,2025-11-18,749.0,586.0,162.0
1064,2025-11-19,757.0,593.0,164.0
1064,2025-11-20,766.0,600.0,166.0
1064,2025-11-21,793.0,621.0,172.0
1064,2025-11-22,692.0,542.0,150.0
1064,2025-11-23,663.0,519.0,144.0
1064,2025-11-24,728.0,570.0,158.0
1064,2025-11-25,757.0,593.0,164.0
1064,2025-11-26,771.0,604.0,167.0
1064,2025-11-27,769.0,602.0,167.0
1064,2025-11-28,817.0,640.0,177.0
1064,2025-11-29,702.0,550.0,152.0
1064,2025-11-30,676.0,530.0,147.0
1064,2025-12-01,730.0,572.0,158.0
1064,2025-12-02,735.0,576.0,159.0
1064,2025-12-03,749.0,586.0,162.0
1064,2025-12-04,765.0,599.0,166.0
1064,2025-12-05,837.0,656.0,181.0
1064,2025-12-06,711.0,557.0,154.0
1064,2025-12-07,679.0,532.0,147.0
1064,2025-12-08,767.0,601.0,166.0
1064,2025-12-09,779.0,610.0,169.0
1064,2025-12-10,782.0,613.0,169.0
1066,2025-11-10,1141.0,837.0,303.0
1066,2025-11-11,1217.0,893.0,324.0
1066,2025-11-12,1234.0,906.0,328.0
1066,2025-11-13,1255.0,921.0,334.0
1066,2025-11-14,1283.0,941.0,341.0
1066,2025-11-15,1109.0,814.0,295.0
1066,2025-11-16,1058.0,777.0,281.0
1066,2025-11-17,1176.0,863.0,313.0
1066,2025-11-18,1202.0,882.0,320.0
1066,2025-11-19,1225.0,899.0,326.0
1066,2025-11-20,1236.0,907.0,329.0
1066,2025-11-21,1285.0,944.0,342.0
1066,2025-11-22,1095.0,804.0,291.0
1066,2025-11-23,1042.0,765.0,277.0
1066,2025-11-24,1140.0,837.0,303.0
1066,2025-11-25,1187.0,872.0,316.0
1066,2025-11-26,1205.0,884.0,320.0
1066,2025-11-27,1214.0,891.0,323.0
1066,2025-11-28,1271.0,933.0,338.0
1066,2025-11-29,1097.0,805.0,292.0
1066,2025-11-30,1017.0,747.0,271.0
1066,2025-12-01,1121.0,823.0,298.0
1066,2025-12-02,1173.0,861.0,312.0
1066,2025-12-03,1205.0,884.0,320.0
1066,2025-12-04,1238.0,909.0,329.0
1066,2025-12-05,1280.0,940.0,341.0
1066,2025-12-06,1107.0,812.0,294.0
1066,2025-12-07,1084.0,796.0,288.0
1066,2025-12-08,1148.0,843.0,305.0
1066,2025-12-09,1193.0,876.0,317.0
1066,2025-12-10,1243.0,912.0,331.0
1067,2025-11-10,291.0,237.0,53.0
1067,2025-11-11,315.0,257.0,58.0
1067,2025-11-12,315.0,257.0,58.0
1067,2025-11-13,315.0,257.0,58.0
1067,2025-11-14,316.0,258.0,58.0
1067,2025-11-15,266.0,217.0,49.0
1067,2025-11-16,252.0,206.0,46.0
1067,2025-11-17,300.0,245.0,55.0
1067,2025-11-18,305.0,249.0,56.0
1067,2025-11-19,306.0,250.0,56.0
1067,2025-11-20,306.0,249.0,56.0
1067,2025-11-21,317.0,258.0,58.0
1067,2025-11-22,260.0,212.0,48.0
1067,2025-11-23,248.0,203.0,46.0
1067,2025-11-24,292.0,238.0,54.0
1067,2025-11-25,307.0,250.0,56.0
1067,2025-11-26,306.0,250.0,56.0
1067,2025-11-27,308.0,251.0,57.0
1067,2025-11-28,306.0,250.0,56.0
1067,2025-11-29,260.0,212.0,48.0
1067,2025-11-30,251.0,205.0,46.0
1067,2025-12-01,288.0,235.0,53.0
1067,2025-12-02,315.0,257.0,58.0
1067,2025-12-03,326.0,266.0,60.0
1067,2025-12-04,341.0,279.0,63.0
1067,2025-12-05,353.0,288.0,65.0
1067,2025-12-06,273.0,223.0,50.0
1067,2025-12-07,233.0,190.0,43.0
1067,2025-12-08,309.0,253.0,57.0
1067,2025-12-09,331.0,270.0,61.0
1067,2025-12-10,336.0,274.0,62.0
1068,2025-11-10,528.0,429.0,99.0
1068,2025-11-11,546.0,444.0,102.0
1068,2025-11-12,573.0,466.0,107.0
1068,2025-11-13,535.0,435.0,100.0
1068,2025-11-14,566.0,460.0,106.0
1068,2025-11-15,529.0,430.0,99.0
1068,2025-11-16,488.0,397.0,91.0
1068,2025-11-17,505.0,410.0,95.0
1068,2025-11-18,556.0,452.0,104.0
1068,2025-11-19,568.0,462.0,106.0
1068,2025-11-20,552.0,449.0,103.0
1068,2025-11-21,582.0,473.0,109.0
1068,2025-11-22,536.0,436.0,100.0
1068,2025-11-23,500.0,406.0,94.0
1068,2025-11-24,534.0,434.0,100.0
1068,2025-11-25,557.0,453.0,104.0
1068,2025-11-26,588.0,478.0,110.0
1068,2025-11-27,539.0,438.0,101.0
1068,2025-11-28,583.0,474.0,109.0
1068,2025-11-29,518.0,421.0,97.0
1068,2025-11-30,467.0,379.0,88.0
1068,2025-12-01,511.0,415.0,96.0
1068,2025-12-02,531.0,431.0,100.0
1068,2025-12-03,544.0,442.0,102.0
1068,2025-12-04,537.0,436.0,101.0
1068,2025-12-05,590.0,479.0,111.0
1068,2025-12-06,521.0,423.0,98.0
1068,2025-12-07,468.0,380.0,88.0
1068,2025-12-08,521.0,423.0,98.0
1068,2025-12-09,546.0,444.0,102.0
1068,2025-12-10,548.0,445.0,103.0
1069,2025-11-10,533.0,417.0,116.0
1069,2025-11-11,504.0,394.0,110.0
1069,2025-11-12,471.0,368.0,102.0
1069,2025-11-13,503.0,394.0,110.0
1069,2025-11-14,501.0,392.0,109.0
1069,2025-11-15,508.0,398.0,111.0
1069,2025-11-16,508.0,398.0,111.0
1069,2025-11-17,536.0,419.0,117.0
1069,2025-11-18,505.0,395.0,110.0
1069,2025-11-19,471.0,369.0,103.0
1069,2025-11-20,503.0,394.0,110.0
1069,2025-11-21,501.0,392.0,109.0
1069,2025-11-22,508.0,398.0,111.0
1069,2025-11-23,508.0,397.0,111.0
1069,2025-11-24,536.0,419.0,117.0
1069,2025-11-25,505.0,395.0,110.0
1069,2025-11-26,471.0,368.0,102.0
1069,2025-11-27,503.0,393.0,109.0
1069,2025-11-28,500.0,392.0,109.0
1069,2025-11-29,508.0,397.0,111.0
1069,2025-11-30,507.0,397.0,110.0
1069,2025-12-01,535.0,419.0,116.0
1069,2025-12-02,504.0,395.0,110.0
1069,2025-12-03,470.0,368.0,102.0
1069,2025-12-04,502.0,393.0,109.0
1069,2025-12-05,500.0,391.0,109.0
1069,2025-12-06,507.0,397.0,110.0
1069,2025-12-07,507.0,397.0,110.0
1069,2025-12-08,535.0,418.0,116.0
1069,2025-12-09,504.0,394.0,110.0
1069,2025-12-10,470.0,368.0,102.0
1070,2025-11-10,217.0,173.0,44.0
1070,2025-11-11,230.0,184.0,46.0
1070,2025-11-12,228.0,182.0,46.0
1070,2025-11-13,230.0,184.0,46.0
1070,2025-11-14,246.0,196.0,50.0
1070,2025-11-15,186.0,149.0,37.0
1070,2025-11-16,156.0,125.0,31.0
1070,2025-11-17,218.0,174.0,44.0
1070,2025-11-18,231.0,184.0,47.0
1070,2025-11-19,228.0,182.0,46.0
1070,2025-11-20,229.0,183.0,46.0
1070,2025-11-21,246.0,196.0,50.0
1070,2025-11-22,188.0,150.0,38.0
1070,2025-11-23,156.0,125.0,31.0
1070,2025-11-24,218.0,174.0,44.0
1070,2025-11-25,233.0,186.0,47.0
1070,2025-11-26,228.0,182.0,46.0
1070,2025-11-27,232.0,185.0,47.0
1070,2025-11-28,251.0,200.0,51.0
1070,2025-11-29,185.0,148.0,37.0
1070,2025-11-30,153.0,122.0,31.0
1070,2025-12-01,218.0,174.0,44.0
1070,2025-12-02,231.0,184.0,47.0
1070,2025-12-03,226.0,180.0,46.0
1070,2025-12-04,232.0,185.0,47.0
1070,2025-12-05,251.0,200.0,51.0
1070,2025-12-06,185.0,148.0,37.0
1070,2025-12-07,153.0,122.0,31.0
1070,2025-12-08,218.0,174.0,44.0
1070,2025-12-09,231.0,184.0,47.0
1070,2025-12-10,226.0,180.0,46.0
1071,2025-11-10,1050.0,790.0,260.0
1071,2025-11-11,949.0,714.0,235.0
1071,2025-11-12,815.0,613.0,202.0
1071,2025-11-13,920.0,693.0,228.0
1071,2025-11-14,937.0,705.0,232.0
1071,2025-11-15,938.0,705.0,232.0
1071,2025-11-16,951.0,716.0,235.0
1071,2025-11-17,1049.0,789.0,260.0
1071,2025-11-18,947.0,713.0,234.0
1071,2025-11-19,813.0,612.0,201.0
1071,2025-11-20,919.0,692.0,227.0
1071,2025-11-21,935.0,704.0,232.0
1071,2025-11-22,936.0,704.0,232.0
1071,2025-11-23,950.0,715.0,235.0
1071,2025-11-24,1047.0,788.0,259.0
1071,2025-11-25,946.0,712.0,234.0
1071,2025-11-26,812.0,611.0,201.0
1071,2025-11-27,918.0,690.0,227.0
1071,2025-11-28,934.0,703.0,231.0
1071,2025-11-29,935.0,703.0,231.0
1071,2025-11-30,948.0,714.0,235.0
1071,2025-12-01,1046.0,787.0,259.0
1071,2025-12-02,944.0,711.0,234.0
1071,2025-12-03,811.0,610.0,201.0
1071,2025-12-04,916.0,689.0,227.0
1071,2025-12-05,933.0,702.0,231.0
1071,2025-12-06,933.0,702.0,231.0
1071,2025-12-07,947.0,712.0,234.0
1071,2025-12-08,1044.0,786.0,258.0
1071,2025-12-09,943.0,710.0,233.0
1071,2025-12-10,810.0,609.0,200.0
1072,2025-11-10,699.0,511.0,188.0
1072,2025-11-11,666.0,487.0,179.0
1072,2025-11-12,508.0,371.0,137.0
1072,2025-11-13,581.0,425.0,156.0
1072,2025-11-14,588.0,429.0,158.0
1072,2025-11-15,607.0,443.0,163.0
1072,2025-11-16,603.0,441.0,162.0
1072,2025-11-17,698.0,510.0,188.0
1072,2025-11-18,665.0,486.0,179.0
1072,2025-11-19,507.0,371.0,136.0
1072,2025-11-20,581.0,424.0,156.0
1072,2025-11-21,587.0,429.0,158.0
1072,2025-11-22,606.0,443.0,163.0
1072,2025-11-23,603.0,441.0,162.0
1072,2025-11-24,697.0,510.0,188.0
1072,2025-11-25,664.0,486.0,179.0
1072,2025-11-26,507.0,370.0,136.0
1072,2025-11-27,580.0,424.0,156.0
1072,2025-11-28,586.0,429.0,158.0
1072,2025-11-29,606.0,443.0,163.0
1072,2025-11-30,602.0,440.0,162.0
1072,2025-12-01,697.0,509.0,188.0
1072,2025-12-02,664.0,485.0,179.0
1072,2025-12-03,506.0,370.0,136.0
1072,2025-12-04,579.0,423.0,156.0
1072,2025-12-05,586.0,428.0,158.0
1072,2025-12-06,605.0,442.0,163.0
1072,2025-12-07,602.0,440.0,162.0
1072,2025-12-08,696.0,509.0,187.0
1072,2025-12-09,663.0,485.0,178.0
1072,2025-12-10,506.0,370.0,136.0
1073,2025-11-10,761.0,585.0,176.0
1073,2025-11-11,634.0,487.0,147.0
1073,2025-11-12,551.0,423.0,128.0
1073,2025-11-13,679.0,522.0,157.0
1073,2025-11-14,718.0,552.0,166.0
1073,2025-11-15,722.0,555.0,167.0
1073,2025-11-16,728.0,559.0,169.0
1073,2025-11-17,775.0,595.0,179.0
1073,2025-11-18,638.0,490.0,148.0
1073,2025-11-19,552.0,424.0,128.0
1073,2025-11-20,679.0,521.0,157.0
1073,2025-11-21,718.0,551.0,166.0
1073,2025-11-22,721.0,554.0,167.0
1073,2025-11-23,727.0,558.0,168.0
1073,2025-11-24,774.0,595.0,179.0
1073,2025-11-25,637.0,490.0,148.0
1073,2025-11-26,551.0,423.0,128.0
1073,2025-11-27,678.0,521.0,157.0
1073,2025-11-28,717.0,551.0,166.0
1073,2025-11-29,720.0,553.0,167.0
1073,2025-11-30,726.0,558.0,168.0
1073,2025-12-01,773.0,594.0,179.0
1073,2025-12-02,636.0,489.0,147.0
1073,2025-12-03,550.0,423.0,127.0
1073,2025-12-04,677.0,520.0,157.0
1073,2025-12-05,716.0,550.0,166.0
1073,2025-12-06,719.0,553.0,167.0
1073,2025-12-07,725.0,557.0,168.0
1073,2025-12-08,772.0,593.0,179.0
1073,2025-12-09,636.0,488.0,147.0
1073,2025-12-10,549.0,422.0,127.0
1075,2025-11-10,271.0,231.0,40.0
1075,2025-11-11,294.0,250.0,44.0
1075,2025-11-12,270.0,230.0,40.0
1075,2025-11-13,305.0,260.0,45.0
1075,2025-11-14,346.0,295.0,51.0
1075,2025-11-15,319.0,272.0,47.0
1075,2025-11-16,265.0,226.0,39.0
1075,2025-11-17,284.0,242.0,42.0
1075,2025-11-18,311.0,265.0,46.0
1075,2025-11-19,262.0,223.0,39.0
1075,2025-11-20,284.0,242.0,42.0
1075,2025-11-21,367.0,312.0,55.0
1075,2025-11-22,325.0,277.0,48.0
1075,2025-11-23,295.0,251.0,44.0
1075,2025-11-24,319.0,272.0,47.0
1075,2025-11-25,287.0,244.0,43.0
1075,2025-11-26,340.0,289.0,51.0
1075,2025-11-27,308.0,262.0,46.0
1075,2025-11-28,384.0,327.0,57.0
1075,2025-11-29,365.0,311.0,54.0
1075,2025-11-30,269.0,229.0,40.0
1075,2025-12-01,271.0,231.0,40.0
1075,2025-12-02,298.0,254.0,44.0
1075,2025-12-03,310.0,264.0,46.0
1075,2025-12-04,304.0,259.0,45.0
1075,2025-12-05,359.0,306.0,53.0
1075,2025-12-06,335.0,285.0,50.0
1075,2025-12-07,287.0,244.0,43.0
1075,2025-12-08,321.0,273.0,48.0
1075,2025-12-09,304.0,259.0,45.0
1075,2025-12-10,295.0,251.0,44.0
1077,2025-11-10,1000.0,792.0,208.0
1077,2025-11-11,946.0,749.0,197.0
1077,2025-11-12,899.0,712.0,187.0
1077,2025-11-13,931.0,737.0,194.0
1077,2025-11-14,933.0,739.0,194.0
1077,2025-11-15,947.0,749.0,197.0
1077,2025-11-16,949.0,752.0,198.0
1077,2025-11-17,1002.0,794.0,209.0
1077,2025-11-18,948.0,750.0,197.0
1077,2025-11-19,901.0,713.0,188.0
1077,2025-11-20,933.0,739.0,194.0
1077,2025-11-21,935.0,740.0,195.0
1077,2025-11-22,948.0,751.0,197.0
1077,2025-11-23,951.0,753.0,198.0
1077,2025-11-24,1004.0,795.0,209.0
1077,2025-11-25,949.0,752.0,198.0
1077,2025-11-26,902.0,714.0,188.0
1077,2025-11-27,935.0,740.0,195.0
1077,2025-11-28,937.0,742.0,195.0
1077,2025-11-29,950.0,752.0,198.0
1077,2025-11-30,953.0,754.0,198.0
1077,2025-12-01,1006.0,796.0,209.0
1077,2025-12-02,951.0,753.0,198.0
1077,2025-12-03,904.0,716.0,188.0
1077,2025-12-04,936.0,741.0,195.0
1077,2025-12-05,938.0,743.0,195.0
1077,2025-12-06,952.0,753.0,198.0
1077,2025-12-07,954.0,756.0,199.0
1077,2025-12-08,1007.0,798.0,210.0
1077,2025-12-09,953.0,754.0,198.0
1077,2025-12-10,906.0,717.0,189.0
1078,2025-11-10,474.0,347.0,127.0
1078,2025-11-11,413.0,302.0,110.0
1078,2025-11-12,424.0,311.0,114.0
1078,2025-11-13,457.0,335.0,122.0
1078,2025-11-14,447.0,327.0,120.0
1078,2025-11-15,446.0,327.0,119.0
1078,2025-11-16,458.0,335.0,122.0
1078,2025-11-17,482.0,353.0,129.0
1078,2025-11-18,419.0,307.0,112.0
1078,2025-11-19,425.0,312.0,114.0
1078,2025-11-20,456.0,334.0,122.0
1078,2025-11-21,452.0,331.0,121.0
1078,2025-11-22,450.0,330.0,120.0
1078,2025-11-23,465.0,341.0,125.0
1078,2025-11-24,486.0,356.0,130.0
1078,2025-11-25,423.0,310.0,113.0
1078,2025-11-26,428.0,313.0,115.0
1078,2025-11-27,458.0,335.0,123.0
1078,2025-11-28,454.0,333.0,122.0
1078,2025-11-29,453.0,332.0,121.0
1078,2025-11-30,468.0,343.0,125.0
1078,2025-12-01,488.0,357.0,131.0
1078,2025-12-02,425.0,311.0,114.0
1078,2025-12-03,430.0,315.0,115.0
1078,2025-12-04,460.0,337.0,123.0
1078,2025-12-05,456.0,334.0,122.0
1078,2025-12-06,455.0,333.0,122.0
1078,2025-12-07,470.0,344.0,126.0
1078,2025-12-08,490.0,359.0,131.0
1078,2025-12-09,427.0,312.0,114.0
1078,2025-12-10,432.0,316.0,115.0
1079,2025-11-10,1118.0,876.0,242.0
1079,2025-11-11,992.0,777.0,215.0
1079,2025-11-12,1073.0,841.0,232.0
1079,2025-11-13,959.0,752.0,208.0
1079,2025-11-14,964.0,755.0,209.0
1079,2025-11-15,1004.0,786.0,217.0
1079,2025-11-16,1033.0,809.0,223.0
1079,2025-11-17,1119.0,877.0,242.0
1079,2025-11-18,992.0,777.0,215.0
1079,2025-11-19,1073.0,841.0,232.0
1079,2025-11-20,960.0,752.0,208.0
1079,2025-11-21,964.0,756.0,209.0
1079,2025-11-22,1004.0,787.0,217.0
1079,2025-11-23,1033.0,810.0,224.0
1079,2025-11-24,1119.0,877.0,242.0
1079,2025-11-25,993.0,778.0,215.0
1079,2025-11-26,1074.0,842.0,232.0
1079,2025-11-27,960.0,752.0,208.0
1079,2025-11-28,965.0,756.0,209.0
1079,2025-11-29,1005.0,787.0,217.0
1079,2025-11-30,1034.0,810.0,224.0
1079,2025-12-01,1120.0,878.0,242.0
1079,2025-12-02,993.0,778.0,215.0
1079,2025-12-03,1074.0,842.0,232.0
1079,2025-12-04,961.0,753.0,208.0
1079,2025-12-05,965.0,756.0,209.0
1079,2025-12-06,1005.0,788.0,217.0
1079,2025-12-07,1034.0,811.0,224.0
1079,2025-12-08,1121.0,878.0,242.0
1079,2025-12-09,994.0,779.0,215.0
1079,2025-12-10,1075.0,842.0,233.0
1081,2025-11-10,974.0,732.0,241.0
1081,2025-11-11,1029.0,774.0,255.0
1081,2025-11-12,1087.0,818.0,269.0
1081,2025-11-13,1108.0,834.0,274.0
1081,2025-11-14,1111.0,836.0,275.0
1081,2025-11-15,955.0,718.0,236.0
1081,2025-11-16,904.0,680.0,224.0
1081,2025-11-17,979.0,736.0,242.0
1081,2025-11-18,996.0,749.0,247.0
1081,2025-11-19,1030.0,775.0,255.0
1081,2025-11-20,1133.0,852.0,280.0
1081,2025-11-21,1111.0,836.0,275.0
1081,2025-11-22,968.0,728.0,240.0
1081,2025-11-23,890.0,670.0,220.0
1081,2025-11-24,976.0,735.0,242.0
1081,2025-11-25,986.0,741.0,244.0
1081,2025-11-26,999.0,752.0,247.0
1081,2025-11-27,1028.0,773.0,254.0
1081,2025-11-28,1106.0,832.0,274.0
1081,2025-11-29,959.0,722.0,238.0
1081,2025-11-30,862.0,648.0,213.0
1081,2025-12-01,990.0,745.0,245.0
1081,2025-12-02,1012.0,761.0,250.0
1081,2025-12-03,1031.0,776.0,255.0
1081,2025-12-04,1121.0,844.0,278.0
1081,2025-12-05,1136.0,854.0,281.0
1081,2025-12-06,963.0,725.0,238.0
1081,2025-12-07,868.0,653.0,215.0
1081,2025-12-08,984.0,740.0,244.0
1081,2025-12-09,988.0,743.0,245.0
1081,2025-12-10,988.0,743.0,245.0
1083,2025-11-10,588.0,464.0,124.0
1083,2025-11-11,598.0,472.0,126.0
1083,2025-11-12,605.0,478.0,127.0
1083,2025-11-13,597.0,472.0,125.0
1083,2025-11-14,646.0,510.0,136.0
1083,2025-11-15,453.0,358.0,95.0
1083,2025-11-16,372.0,294.0,78.0
1083,2025-11-17,588.0,464.0,124.0
1083,2025-11-18,598.0,472.0,126.0
1083,2025-11-19,604.0,477.0,127.0
1083,2025-11-20,595.0,470.0,125.0
1083,2025-11-21,644.0,509.0,135.0
1083,2025-11-22,452.0,357.0,95.0
1083,2025-11-23,372.0,294.0,78.0
1083,2025-11-24,588.0,464.0,124.0
1083,2025-11-25,598.0,472.0,126.0
1083,2025-11-26,604.0,477.0,127.0
1083,2025-11-27,596.0,471.0,125.0
1083,2025-11-28,647.0,511.0,136.0
1083,2025-11-29,452.0,357.0,95.0
1083,2025-11-30,372.0,294.0,78.0
1083,2025-12-01,588.0,464.0,124.0
1083,2025-12-02,596.0,471.0,125.0
1083,2025-12-03,604.0,477.0,127.0
1083,2025-12-04,596.0,471.0,125.0
1083,2025-12-05,647.0,511.0,136.0
1083,2025-12-06,452.0,357.0,95.0
1083,2025-12-07,372.0,294.0,78.0
1083,2025-12-08,589.0,465.0,124.0
1083,2025-12-09,598.0,472.0,126.0
1083,2025-12-10,605.0,478.0,127.0
1084,2025-11-10,677.0,531.0,146.0
1084,2025-11-11,711.0,558.0,153.0
1084,2025-11-12,716.0,562.0,154.0
1084,2025-11-13,724.0,568.0,156.0
1084,2025-11-14,755.0,592.0,163.0
1084,2025-11-15,695.0,545.0,150.0
1084,2025-11-16,625.0,490.0,135.0
1084,2025-11-17,673.0,528.0,145.0
1084,2025-11-18,707.0,555.0,152.0
1084,2025-11-19,704.0,552.0,152.0
1084,2025-11-20,720.0,565.0,155.0
1084,2025-11-21,752.0,590.0,162.0
1084,2025-11-22,694.0,544.0,150.0
1084,2025-11-23,626.0,491.0,135.0
1084,2025-11-24,683.0,536.0,147.0
1084,2025-11-25,713.0,559.0,154.0
1084,2025-11-26,709.0,556.0,153.0
1084,2025-11-27,721.0,566.0,155.0
1084,2025-11-28,767.0,602.0,165.0
1084,2025-11-29,695.0,545.0,150.0
1084,2025-11-30,622.0,488.0,134.0
1084,2025-12-01,682.0,535.0,147.0
1084,2025-12-02,708.0,555.0,153.0
1084,2025-12-03,715.0,561.0,154.0
1084,2025-12-04,720.0,565.0,155.0
1084,2025-12-05,758.0,595.0,163.0
1084,2025-12-06,693.0,544.0,149.0
1084,2025-12-07,626.0,491.0,135.0
1084,2025-12-08,690.0,541.0,149.0
1084,2025-12-09,715.0,561.0,154.0
1084,2025-12-10,715.0,561.0,154.0
1087,2025-11-10,298.0,221.0,77.0
1087,2025-11-11,302.0,224.0,78.0
1087,2025-11-12,313.0,232.0,81.0
1087,2025-11-13,294.0,218.0,76.0
1087,2025-11-14,314.0,233.0,81.0
